Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Соликамская районная																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №4701	УИК №4703	УИК №4704	УИК №4705	УИК №4708	УИК №4709	УИК №4710	УИК №4712	УИК №4714	УИК №4715	УИК №4717	УИК №4719	УИК №4720	УИК №4721	УИК №4724	УИК №4725									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	86	6	3	3	9	4	2	2	8	4	12	5	4	11	11	2	0									
		1.64%	1.94%	1.44%	1.64%	1.84%	1.21%	1.10%	1.25%	1.34%	1.80%	1.95%	3.88%	0.98%	2.24%	2.04%	1.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3267	253	138	102	343	190	100	110	355	103	363	66	261	313	320	139	111									
		62.26%	81.88%	66.35%	55.74%	70.00%	57.40%	55.25%	68.75%	59.46%	46.40%	59.12%	51.16%	63.97%	63.75%	59.26%	69.50%	60.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	1	0	1	0	0	0	0	0	2	4	2	1	2	0	1	1									
		0.29%	0.32%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.65%	1.55%	0.25%	0.41%	0.00%	0.50%	0.54%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	1	1	0	0	0	0	0	0	1	3	1	0	0									
		0.13%	0.00%	0.00%	0.00%	0.20%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.61%	0.19%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	680	25	30	24	47	47	27	9	86	36	85	17	46	67	79	21	34									
		12.96%	8.09%	14.42%	13.11%	9.59%	14.20%	14.92%	5.63%	14.41%	16.22%	13.84%	13.18%	11.27%	13.65%	14.63%	10.50%	18.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	0	0	0	4	0	1	7	0	1	2	2	0	1	0	1									
		0.36%	0.00%	0.00%	0.00%	0.00%	1.21%	0.00%	0.63%	1.17%	0.00%	0.16%	1.55%	0.49%	0.00%	0.19%	0.00%	0.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	1	1	1	0	2	3	1	6	1	5	2	0	2	1	3	0									
		0.55%	0.32%	0.48%	0.55%	0.00%	0.60%	1.66%	0.63%	1.01%	0.45%	0.81%	1.55%	0.00%	0.41%	0.19%	1.50%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	1	1	1	0	0	1	0	0	2	0	1	3	0	0									
		0.21%	0.32%	0.00%	0.55%	0.20%	0.30%	0.00%	0.00%	0.17%	0.00%	0.00%	1.55%	0.00%	0.20%	0.56%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	50	0	1	1	5	5	3	0	7	4	4	2	1	5	5	2	5									
		0.95%	0.00%	0.48%	0.55%	1.02%	1.51%	1.66%	0.00%	1.17%	1.80%	0.65%	1.55%	0.25%	1.02%	0.93%	1.00%	2.72%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	490	14	18	27	43	39	22	12	58	31	54	14	39	37	55	10	17									
		9.34%	4.53%	8.65%	14.75%	8.78%	11.78%	12.15%	7.50%	9.72%	13.96%	8.79%	10.85%	9.56%	7.54%	10.19%	5.00%	9.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	1	0	1	1	0	1	1	0	0	1	0	0	2	0	0									
		0.15%	0.00%	0.48%	0.00%	0.20%	0.30%	0.00%	0.63%	0.17%	0.00%	0.00%	0.78%	0.00%	0.00%	0.37%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	223	4	7	9	14	9	9	5	30	15	34	9	19	21	28	3	7									
		4.25%	1.29%	3.37%	4.92%	2.86%	2.72%	4.97%	3.13%	5.03%	6.76%	5.54%	6.98%	4.66%	4.28%	5.19%	1.50%	3.80%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
