Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Дивногорская городская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
28	"11. ""Истинные патриоты России"""	8	0	0	0	0	2	1	1	1	1	0	0	0	2	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.16%	0.08%	0.06%	0.08%	0.10%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	88	4	10	14	8	4	8	9	6	8	0	2	7	4	4	0					
		0.67%	0.29%	0.74%	0.93%	0.65%	0.32%	0.64%	0.60%	0.52%	0.83%	0.0%	0.55%	1.24%	1.08%	2.17%	0.0%					
30	"13. ""Демократическая партия России"""	31	0	4	0	4	0	3	6	6	2	0	1	2	2	1	0					
		0.23%	0.0%	0.29%	0.0%	0.32%	0.0%	0.24%	0.40%	0.52%	0.20%	0.0%	0.27%	0.35%	0.54%	0.54%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	16	1	1	2	1	1	2	1	1	0	0	2	0	1	2	1					
		0.12%	0.07%	0.07%	0.13%	0.08%	0.08%	0.16%	0.06%	0.08%	0.0%	0.0%	0.55%	0.0%	0.27%	1.08%	1.47%					
32	"15. ""Партия СЛОН"""	55	3	1	7	4	4	7	15	8	4	0	0	1	1	0	0					
		0.42%	0.22%	0.07%	0.46%	0.32%	0.32%	0.56%	1.01%	0.69%	0.41%	0.0%	0.0%	0.17%	0.27%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2664	308	230	306	290	245	266	318	259	215	3	63	81	41	33	6					
		20.37%	23.03%	17.17%	20.41%	23.59%	19.64%	21.53%	21.50%	22.63%	22.32%	5.0%	17.5%	14.41%	11.14%	17.93%	8.82%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	33	1	1	5	0	5	3	5	5	1	0	0	3	4	0	0					
		0.25%	0.07%	0.07%	0.33%	0.0%	0.40%	0.24%	0.33%	0.43%	0.10%	0.0%	0.0%	0.53%	1.08%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1523	186	171	159	132	162	155	149	114	104	8	60	71	35	13	4					
		11.64%	13.91%	12.77%	10.60%	10.74%	12.99%	12.55%	10.07%	9.96%	10.79%	13.33%	16.66%	12.63%	9.51%	7.06%	5.88%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	178	15	20	18	11	17	16	11	18	10	4	19	10	9	0	0					
		1.36%	1.12%	1.49%	1.20%	0.89%	1.36%	1.29%	0.74%	1.57%	1.03%	6.66%	5.27%	1.77%	2.44%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	4127	424	445	481	356	429	393	452	377	316	25	103	153	90	50	33					
		31.56%	31.71%	33.23%	32.08%	28.96%	34.40%	31.82%	30.56%	32.95%	32.81%	41.66%	28.61%	27.22%	24.45%	27.17%	48.52%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	0	2	3	2	1	2	2	1	4	1	0	1	1	0	0					
		0.15%	0.0%	0.14%	0.20%	0.16%	0.08%	0.16%	0.13%	0.08%	0.41%	1.66%	0.0%	0.17%	0.27%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	31	4	1	3	4	3	0	7	3	3	0	1	1	0	0	1					
		0.23%	0.29%	0.07%	0.20%	0.32%	0.24%	0.0%	0.47%	0.26%	0.31%	0.0%	0.27%	0.17%	0.0%	0.0%	1.47%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1764	165	161	235	175	146	180	183	145	113	10	41	102	57	43	8					
		13.49%	12.34%	12.02%	15.67%	14.23%	11.70%	14.57%	12.37%	12.67%	11.73%	16.66%	11.38%	18.14%	15.48%	23.36%	11.76%					
																						
41	Против всех	916	67	116	98	58	95	68	120	84	73	4	14	66	37	12	4					
		7.00%	5.01%	8.66%	6.53%	4.71%	7.61%	5.50%	8.11%	7.34%	7.58%	6.66%	3.88%	11.74%	10.05%	6.52%	5.88%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
