Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Бобровская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №8001	УИК №8400									
		1.06%	0.99%	1.67%	2.54%	0.47%	2.03%	1.96%	3.51%	0.00%	1.23%	0.20%	0.00%	0.23%	0.92%	1.17%	0.86%	0.00%	0.00%	0.14%	2.01%	4.44%	1.70%	0.45%	0.37%	0.42%	0.00%	0.76%	0.19%	1.70%	1.96%	0.00%	0.57%	1.30%	0.00%	2.19%	1.85%	4.71%	0.53%	0.57%	1.06%	0.19%	1.48%	0.79%	4.80%	0.00%	0.00%	0.00%	0.94%	1.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	196	5	4	7	14	11	17	11	0	21	0	0	0	2	3	4	0	0	0	0	0	16	0	2	3	0	3	1	3	4	0	0	8	0	0	5	4	6	8	6	0	12	0	3	0	0	0	7	6									
		0.58%	0.45%	0.37%	1.78%	1.32%	1.11%	1.85%	1.07%	0.00%	2.86%	0.00%	0.00%	0.00%	0.46%	0.50%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.24%	0.32%	0.00%	0.38%	0.19%	1.02%	0.39%	0.00%	0.00%	1.04%	0.00%	0.00%	0.77%	2.35%	3.19%	1.53%	0.64%	0.00%	1.48%	0.00%	0.42%	0.00%	0.00%	0.00%	0.41%	4.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	27344	903	895	260	959	698	555	616	766	557	759	558	344	366	451	603	384	81	667	223	38	968	203	699	697	1203	637	486	231	846	801	583	647	719	749	529	128	111	430	790	895	561	866	515	590	125	133	1422	97									
		81.39%	81.50%	83.26%	65.99%	90.73%	70.72%	60.52%	60.04%	79.05%	75.89%	76.13%	90.88%	79.45%	84.33%	75.42%	86.27%	98.97%	94.19%	95.83%	89.56%	84.44%	86.66%	91.03%	85.24%	73.91%	86.98%	80.43%	92.22%	78.57%	83.02%	83.01%	82.81%	83.92%	93.26%	86.29%	81.51%	75.29%	59.04%	82.38%	83.69%	86.98%	69.26%	76.03%	72.64%	93.95%	93.98%	93.66%	83.84%	72.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	2	1	2	2	0	6	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	4	3	0	0	0	0	3	0	5	2	0	4	2	0	0	0	2	0	6	0	3	0	0	0	6	0									
		0.18%	0.18%	0.09%	0.51%	0.19%	0.00%	0.65%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.49%	0.32%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.71%	0.26%	0.00%	0.46%	0.31%	0.00%	0.00%	0.00%	0.21%	0.00%	0.74%	0.00%	0.42%	0.00%	0.00%	0.00%	0.35%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	2	2	0	0	2	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0									
		0.06%	0.18%	0.19%	0.00%	0.00%	0.20%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.34%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1766	55	43	59	32	92	75	80	68	31	93	35	21	34	56	28	0	1	14	11	3	74	11	21	21	55	49	6	10	82	77	45	42	8	16	35	13	41	24	55	35	70	11	64	6	2	1	55	6									
		5.26%	4.96%	4.00%	14.97%	3.03%	9.32%	8.18%	7.80%	7.02%	4.22%	9.33%	5.70%	4.85%	7.83%	9.36%	4.01%	0.00%	1.16%	2.01%	4.42%	6.67%	6.62%	4.93%	2.56%	2.23%	3.98%	6.19%	1.14%	3.40%	8.05%	7.98%	6.39%	5.45%	1.04%	1.84%	5.39%	7.65%	21.81%	4.60%	5.83%	3.40%	8.64%	0.97%	9.03%	0.96%	1.50%	0.70%	3.24%	4.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	66	0	5	0	5	5	10	9	0	0	1	0	0	0	3	2	0	0	0	0	0	2	0	0	4	0	0	0	0	2	0	0	1	0	0	1	0	2	0	0	0	7	0	1	0	0	0	6	0									
		0.20%	0.00%	0.47%	0.00%	0.47%	0.51%	1.09%	0.88%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.50%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.13%	0.00%	0.00%	0.15%	0.00%	1.06%	0.00%	0.00%	0.00%	0.86%	0.00%	0.14%	0.00%	0.00%	0.00%	0.35%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	76	1	6	0	1	6	5	7	0	1	1	0	0	1	2	1	0	0	0	0	0	3	0	0	2	0	3	0	1	2	0	3	2	0	0	1	0	2	0	4	0	6	1	1	0	2	0	8	3									
		0.23%	0.09%	0.56%	0.00%	0.09%	0.61%	0.55%	0.68%	0.00%	0.14%	0.10%	0.00%	0.00%	0.23%	0.33%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.21%	0.00%	0.38%	0.00%	0.34%	0.20%	0.00%	0.43%	0.26%	0.00%	0.00%	0.15%	0.00%	1.06%	0.00%	0.42%	0.00%	0.74%	0.09%	0.14%	0.00%	1.50%	0.00%	0.47%	2.26%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0									
		0.05%	0.00%	0.09%	0.00%	0.00%	0.20%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.68%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	84	2	5	1	2	3	10	9	0	5	2	0	0	2	1	0	0	0	1	0	0	1	0	2	5	0	4	1	0	2	0	2	0	0	0	1	0	0	3	4	0	2	2	5	0	0	0	3	4									
		0.25%	0.18%	0.47%	0.25%	0.19%	0.30%	1.09%	0.88%	0.00%	0.68%	0.20%	0.00%	0.00%	0.46%	0.17%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.09%	0.00%	0.24%	0.53%	0.00%	0.51%	0.19%	0.00%	0.20%	0.00%	0.28%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.57%	0.42%	0.00%	0.25%	0.18%	0.71%	0.00%	0.00%	0.00%	0.18%	3.01%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2368	109	53	38	23	114	114	191	106	65	111	12	10	7	58	36	3	2	10	0	2	1	2	39	159	69	70	27	9	1	29	19	25	35	72	47	17	25	38	55	89	108	231	38	30	1	6	58	4									
		7.05%	9.84%	4.93%	9.64%	2.18%	11.55%	12.43%	18.62%	10.94%	8.86%	11.13%	1.95%	2.31%	1.61%	9.70%	5.15%	0.77%	2.33%	1.44%	0.00%	4.44%	0.09%	0.90%	4.76%	16.86%	4.99%	8.84%	5.12%	3.06%	0.10%	3.01%	2.70%	3.24%	4.54%	8.29%	7.24%	10.00%	13.30%	7.28%	5.83%	8.65%	13.33%	20.28%	5.36%	4.78%	0.75%	4.23%	3.42%	3.01%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	306	4	11	2	3	2	11	11	10	12	3	6	0	0	1	2	0	1	1	5	0	9	4	14	4	41	2	0	7	41	29	33	0	3	3	0	0	0	4	2	3	2	6	6	0	1	0	6	1									
		0.91%	0.36%	1.02%	0.51%	0.28%	0.20%	1.20%	1.07%	1.03%	1.63%	0.30%	0.98%	0.00%	0.00%	0.17%	0.29%	0.00%	1.16%	0.14%	2.01%	0.00%	0.81%	1.79%	1.71%	0.42%	2.96%	0.25%	0.00%	2.38%	4.02%	3.01%	4.69%	0.00%	0.39%	0.35%	0.00%	0.00%	0.00%	0.77%	0.21%	0.29%	0.25%	0.53%	0.85%	0.00%	0.75%	0.00%	0.35%	0.75%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	500	8	23	6	6	25	25	32	19	27	24	0	0	8	4	12	1	1	1	0	0	18	2	20	35	15	10	1	19	10	29	10	23	4	5	11	0	0	2	6	4	18	12	8	1	1	1	10	3									
		1.49%	0.72%	2.14%	1.52%	0.57%	2.53%	2.73%	3.12%	1.96%	3.68%	2.41%	0.00%	0.00%	1.84%	0.67%	1.72%	0.26%	1.16%	0.14%	0.00%	0.00%	1.61%	0.90%	2.44%	3.71%	1.08%	1.26%	0.19%	6.46%	0.98%	3.01%	1.42%	2.98%	0.52%	0.58%	1.69%	0.00%	0.00%	0.38%	0.64%	0.39%	2.22%	1.05%	1.13%	0.16%	0.75%	0.70%	0.59%	2.26%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
