Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Большеберезниковская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124									
		0.14%	0.50%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8369	1270	948	753	700	147	158	151	64	84	157	130	192	263	431	225	199	243	273	118	395	257	371	203	125	512									
		90.28%	90.01%	84.27%	92.96%	85.37%	98.66%	89.77%	93.79%	91.43%	93.33%	93.45%	92.20%	91.87%	94.27%	87.42%	91.46%	95.67%	93.10%	90.10%	92.91%	92.51%	91.13%	95.87%	88.65%	94.70%	90.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	344	87	88	15	18	1	5	3	4	4	7	1	6	3	18	9	2	7	10	2	11	12	3	12	1	15									
		3.71%	6.17%	7.82%	1.85%	2.20%	0.67%	2.84%	1.86%	5.71%	4.44%	4.17%	0.71%	2.87%	1.08%	3.65%	3.66%	0.96%	2.68%	3.30%	1.57%	2.58%	4.26%	0.78%	5.24%	0.76%	2.65%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.14%	0.14%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	355	22	50	29	53	0	9	6	1	2	4	8	9	11	27	9	6	10	15	5	14	12	10	14	5	24									
		3.83%	1.56%	4.44%	3.58%	6.46%	0.00%	5.11%	3.73%	1.43%	2.22%	2.38%	5.67%	4.31%	3.94%	5.48%	3.66%	2.88%	3.83%	4.95%	3.94%	3.28%	4.26%	2.58%	6.11%	3.79%	4.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	137	11	39	8	32	0	2	1	0	0	0	2	2	2	17	0	1	1	5	2	1	1	3	0	1	6									
		1.48%	0.78%	3.47%	0.99%	3.90%	0.00%	1.14%	0.62%	0.00%	0.00%	0.00%	1.42%	0.96%	0.72%	3.45%	0.00%	0.48%	0.38%	1.65%	1.57%	0.23%	0.35%	0.78%	0.00%	0.76%	1.06%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
