Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Апшеронская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	587	20	20	20	6	10	20	20	20	20	20	20	10	10	6	20	20	10	20	20	20	6	6	10	10	6	6	6	6	10	10	5	10	6	6	10	6	6	5	5	20	5	6	10	6	5	5	10	6	6	10	20	6	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	121	2	10	5	0	2	4	4	2	4	6	0	4	2	0	5	6	10	3	6	1	1	0	0	2	1	0	0	0	0	0	0	5	0	2	3	0	0	0	0	4	0	0	1	0	0	0	3	0	1	2	17	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	109	2	3	2	1	1	1	3	3	5	0	2	0	0	0	7	5	4	10	2	2	0	0	1	2	0	0	0	0	2	2	0	1	2	4	4	0	0	0	0	0	1	0	2	0	3	1	3	1	3	3	6	9	6					
14	Число погашенных открепительных удостоверений	466	18	10	15	6	8	16	16	18	16	14	20	6	8	6	15	14	0	17	14	19	5	6	10	8	5	6	6	6	10	10	5	5	6	4	7	6	6	5	5	16	5	6	9	6	5	5	7	6	5	8	3	3	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	415	9	9	15	11	9	9	10	9	16	10	7	6	5	3	11	11	9	5	12	10	4	11	8	15	6	3	2	11	9	18	2	12	1	4	11	2	5	3	1	13	0	2	1	0	0	1	28	12	4	12	15	8	5					
		1.26%	0.83%	0.73%	1.59%	6.28%	1.41%	0.71%	0.90%	0.94%	1.21%	0.80%	0.69%	0.70%	0.55%	1.30%	0.78%	0.93%	1.01%	0.40%	1.00%	0.96%	2.54%	4.64%	1.49%	2.83%	1.30%	0.57%	1.16%	3.61%	1.92%	2.47%	1.21%	1.84%	0.85%	1.08%	1.54%	1.78%	2.10%	1.14%	0.70%	1.54%	0.0%	0.70%	0.15%	0.0%	0.0%	3.03%	2.97%	3.19%	1.00%	2.03%	1.36%	2.00%	3.33%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	211	4	9	3	2	2	9	5	7	6	12	8	3	8	0	12	8	9	16	9	8	1	1	3	5	2	1	0	0	1	3	0	4	0	0	3	1	6	1	1	8	0	3	6	1	0	0	1	3	2	2	2	7	3					
		0.64%	0.37%	0.73%	0.31%	1.14%	0.31%	0.71%	0.45%	0.73%	0.45%	0.96%	0.79%	0.35%	0.88%	0.0%	0.85%	0.68%	1.01%	1.30%	0.75%	0.76%	0.63%	0.42%	0.56%	0.94%	0.43%	0.19%	0.0%	0.0%	0.21%	0.41%	0.0%	0.61%	0.0%	0.0%	0.42%	0.89%	2.52%	0.38%	0.70%	0.95%	0.0%	1.06%	0.91%	0.42%	0.0%	0.0%	0.10%	0.79%	0.50%	0.33%	0.18%	1.75%	2.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	511	22	18	13	6	11	14	12	13	21	21	28	16	12	4	19	35	25	21	16	12	3	6	4	3	7	9	2	5	7	8	0	10	0	10	13	4	8	0	0	7	1	9	11	1	1	0	3	13	5	4	11	6	1					
		1.55%	2.03%	1.47%	1.38%	3.42%	1.73%	1.10%	1.08%	1.36%	1.59%	1.68%	2.77%	1.88%	1.33%	1.73%	1.35%	2.98%	2.83%	1.71%	1.34%	1.15%	1.91%	2.53%	0.74%	0.56%	1.52%	1.73%	1.16%	1.64%	1.49%	1.09%	0.0%	1.53%	0.0%	2.70%	1.82%	3.57%	3.36%	0.0%	0.0%	0.83%	1.92%	3.18%	1.68%	0.42%	2.04%	0.0%	0.31%	3.45%	1.25%	0.67%	1.00%	1.50%	0.66%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	382	8	12	2	3	5	15	17	13	27	15	25	9	14	1	17	32	13	21	19	19	1	4	5	3	3	3	3	4	5	8	0	9	1	5	7	2	2	1	0	1	1	3	3	2	2	0	2	1	1	3	6	3	1					
		1.16%	0.74%	0.98%	0.21%	1.71%	0.78%	1.18%	1.53%	1.36%	2.05%	1.20%	2.48%	1.06%	1.55%	0.43%	1.21%	2.72%	1.47%	1.71%	1.59%	1.82%	0.63%	1.68%	0.93%	0.56%	0.65%	0.57%	1.74%	1.31%	1.07%	1.09%	0.0%	1.38%	0.85%	1.35%	0.98%	1.78%	0.84%	0.38%	0.0%	0.11%	1.92%	1.06%	0.45%	0.85%	4.08%	0.0%	0.21%	0.26%	0.25%	0.50%	0.54%	0.75%	0.66%					
22	"5. ""За Русь Святую"""	346	6	12	9	0	12	14	7	6	10	4	6	9	12	3	34	23	7	12	10	30	6	2	4	7	9	10	0	2	3	4	0	7	5	4	11	0	3	1	2	2	3	10	1	1	0	0	3	3	5	0	8	3	1					
		1.05%	0.55%	0.98%	0.95%	0.0%	1.88%	1.10%	0.63%	0.62%	0.75%	0.32%	0.59%	1.06%	1.33%	1.30%	2.42%	1.95%	0.79%	0.97%	0.84%	2.88%	3.82%	0.84%	0.74%	1.32%	1.95%	1.92%	0.0%	0.65%	0.64%	0.54%	0.0%	1.07%	4.27%	1.08%	1.54%	0.0%	1.26%	0.38%	1.40%	0.23%	5.76%	3.53%	0.15%	0.42%	0.0%	0.0%	0.31%	0.79%	1.25%	0.0%	0.73%	0.75%	0.66%					
23	"6. ""Объединенная Российская партия ""Русь"""	81	3	0	1	0	0	3	5	3	2	0	3	1	3	0	6	0	1	3	8	5	0	1	1	0	1	3	1	1	1	2	0	1	0	3	3	0	0	0	1	1	0	0	0	0	0	0	1	1	0	3	4	3	2					
		0.24%	0.27%	0.0%	0.10%	0.0%	0.0%	0.23%	0.45%	0.31%	0.15%	0.0%	0.29%	0.11%	0.33%	0.0%	0.42%	0.0%	0.11%	0.24%	0.67%	0.48%	0.0%	0.42%	0.18%	0.0%	0.21%	0.57%	0.58%	0.32%	0.21%	0.27%	0.0%	0.15%	0.0%	0.81%	0.42%	0.0%	0.0%	0.0%	0.70%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.26%	0.0%	0.50%	0.36%	0.75%	1.33%					
24	"7. ""Новый курс - Автомобильная Россия"""	143	7	11	7	0	2	6	9	3	5	8	2	4	5	3	3	4	4	11	3	4	0	2	4	3	0	3	0	2	2	1	1	1	0	1	0	1	0	0	1	1	0	1	2	0	3	0	4	1	0	0	7	1	0					
		0.43%	0.64%	0.90%	0.74%	0.0%	0.31%	0.47%	0.81%	0.31%	0.37%	0.64%	0.19%	0.47%	0.55%	1.30%	0.21%	0.34%	0.45%	0.89%	0.25%	0.38%	0.0%	0.84%	0.74%	0.56%	0.0%	0.57%	0.0%	0.65%	0.42%	0.13%	0.60%	0.15%	0.0%	0.27%	0.0%	0.89%	0.0%	0.0%	0.70%	0.11%	0.0%	0.35%	0.30%	0.0%	6.12%	0.0%	0.42%	0.26%	0.0%	0.0%	0.63%	0.25%	0.0%					
25	"8. ""Народно-республиканская партия России"""	48	1	0	3	0	1	2	0	1	2	3	0	0	3	0	0	2	1	1	1	1	0	0	1	2	3	0	1	0	4	0	0	2	0	0	5	0	1	0	0	0	0	1	0	0	0	0	2	0	2	0	2	0	0					
		0.14%	0.09%	0.0%	0.31%	0.0%	0.15%	0.15%	0.0%	0.10%	0.15%	0.24%	0.0%	0.0%	0.33%	0.0%	0.0%	0.17%	0.11%	0.08%	0.08%	0.09%	0.0%	0.0%	0.18%	0.37%	0.65%	0.0%	0.58%	0.0%	0.85%	0.0%	0.0%	0.30%	0.0%	0.0%	0.70%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.50%	0.0%	0.18%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	70	2	2	0	1	0	6	3	1	0	4	1	2	2	0	6	1	4	1	4	1	2	0	0	0	1	0	0	0	2	1	0	1	0	2	6	1	0	0	2	3	0	1	0	1	0	0	1	0	1	1	2	1	0					
		0.21%	0.18%	0.16%	0.0%	0.57%	0.0%	0.47%	0.27%	0.10%	0.0%	0.32%	0.09%	0.23%	0.22%	0.0%	0.42%	0.08%	0.45%	0.08%	0.33%	0.09%	1.27%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.42%	0.13%	0.0%	0.15%	0.0%	0.54%	0.84%	0.89%	0.0%	0.0%	1.40%	0.35%	0.0%	0.35%	0.0%	0.42%	0.0%	0.0%	0.10%	0.0%	0.25%	0.16%	0.18%	0.25%	0.0%					
27	"10. ""Аграрная партия России"""	600	19	14	15	3	14	18	12	22	26	30	16	15	22	0	17	22	26	19	20	35	3	2	10	9	4	10	1	3	7	12	1	8	1	6	16	7	5	5	1	14	1	4	11	7	0	2	12	10	12	10	34	7	0					
		1.82%	1.76%	1.14%	1.59%	1.71%	2.20%	1.42%	1.08%	2.30%	1.97%	2.40%	1.58%	1.76%	2.44%	0.0%	1.21%	1.87%	2.94%	1.54%	1.68%	3.36%	1.91%	0.84%	1.87%	1.69%	0.86%	1.92%	0.58%	0.98%	1.49%	1.64%	0.60%	1.23%	0.85%	1.62%	2.25%	6.24%	2.10%	1.90%	0.70%	1.66%	1.92%	1.41%	1.68%	2.99%	0.0%	6.06%	1.27%	2.65%	3.02%	1.69%	3.10%	1.75%	0.0%					
28	"11. ""Истинные патриоты России"""	82	5	1	1	0	1	1	2	0	0	0	0	1	0	3	3	1	1	0	0	0	0	0	2	0	0	0	0	3	1	9	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	10	14	10	4	0	3	0					
		0.24%	0.46%	0.08%	0.10%	0.0%	0.15%	0.07%	0.18%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	1.30%	0.21%	0.08%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.98%	0.21%	1.23%	0.0%	0.0%	0.0%	0.27%	0.14%	0.0%	1.26%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.06%	3.72%	2.51%	0.67%	0.0%	0.75%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	216	7	10	5	6	6	13	15	5	4	7	12	4	3	3	8	2	3	9	2	9	0	2	3	5	3	5	5	3	3	3	0	7	0	2	7	0	2	0	0	1	0	2	1	5	1	0	9	5	2	1	4	2	0					
		0.65%	0.64%	0.82%	0.53%	3.42%	0.94%	1.03%	1.35%	0.52%	0.30%	0.56%	1.19%	0.47%	0.33%	1.30%	0.57%	0.17%	0.33%	0.73%	0.16%	0.86%	0.0%	0.84%	0.56%	0.94%	0.65%	0.96%	2.90%	0.98%	0.64%	0.41%	0.0%	1.07%	0.0%	0.54%	0.98%	0.0%	0.84%	0.0%	0.0%	0.11%	0.0%	0.70%	0.15%	2.13%	2.04%	0.0%	0.95%	1.32%	0.50%	0.16%	0.36%	0.50%	0.0%					
30	"13. ""Демократическая партия России"""	67	1	0	2	0	0	2	2	1	0	6	3	5	0	1	5	1	3	4	4	1	0	1	0	2	0	3	0	1	0	1	0	0	1	0	0	0	0	0	1	2	0	1	2	0	0	0	1	2	1	1	2	4	0					
		0.20%	0.09%	0.0%	0.21%	0.0%	0.0%	0.15%	0.18%	0.10%	0.0%	0.48%	0.29%	0.58%	0.0%	0.43%	0.35%	0.08%	0.33%	0.32%	0.33%	0.09%	0.0%	0.42%	0.0%	0.37%	0.0%	0.57%	0.0%	0.32%	0.0%	0.13%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.23%	0.0%	0.35%	0.30%	0.0%	0.0%	0.0%	0.10%	0.53%	0.25%	0.16%	0.18%	1.00%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	40	1	1	1	0	0	0	1	0	0	1	3	0	2	0	6	0	1	2	1	2	1	1	0	2	0	1	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	0	2	0	0	0	0	0	2	1	1	2	0					
		0.12%	0.09%	0.08%	0.10%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.08%	0.29%	0.0%	0.22%	0.0%	0.42%	0.0%	0.11%	0.16%	0.08%	0.19%	0.63%	0.42%	0.0%	0.37%	0.0%	0.19%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.27%	0.14%	0.0%	0.0%	0.0%	1.40%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.16%	0.09%	0.50%	0.0%					
32	"15. ""Партия СЛОН"""	31	0	0	0	0	0	0	0	1	0	2	0	2	2	2	3	1	0	0	2	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	4	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.16%	0.0%	0.23%	0.22%	0.86%	0.21%	0.08%	0.0%	0.0%	0.16%	0.09%	0.0%	0.0%	0.18%	0.0%	0.21%	0.0%	0.0%	0.0%	0.21%	0.13%	0.0%	0.15%	0.0%	0.0%	0.14%	0.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.26%	0.0%	0.0%	0.09%	1.00%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1962	63	104	47	13	15	93	71	52	174	85	68	61	60	18	85	88	73	77	68	56	7	14	34	27	22	32	17	17	25	21	4	42	7	27	23	4	7	15	6	14	3	4	47	5	0	0	50	11	26	16	52	9	3					
		5.98%	5.83%	8.53%	5.01%	7.42%	2.36%	7.36%	6.40%	5.44%	13.21%	6.81%	6.74%	7.18%	6.66%	7.82%	6.05%	7.49%	8.26%	6.27%	5.71%	5.37%	4.45%	5.90%	6.36%	5.09%	4.78%	6.16%	9.88%	5.59%	5.35%	2.88%	2.42%	6.46%	5.98%	7.29%	3.23%	3.57%	2.94%	5.72%	4.22%	1.66%	5.76%	1.41%	7.18%	2.13%	0.0%	0.0%	5.31%	2.92%	6.54%	2.70%	4.74%	2.25%	2.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	75	1	2	2	1	4	2	0	0	1	0	1	1	2	4	0	4	6	2	3	0	1	2	0	3	1	5	0	1	2	1	0	3	1	0	4	0	0	0	0	2	0	1	1	0	0	0	6	0	1	1	3	0	0					
		0.22%	0.09%	0.16%	0.21%	0.57%	0.62%	0.15%	0.0%	0.0%	0.07%	0.0%	0.09%	0.11%	0.22%	1.73%	0.0%	0.34%	0.67%	0.16%	0.25%	0.0%	0.63%	0.84%	0.0%	0.56%	0.21%	0.96%	0.0%	0.32%	0.42%	0.13%	0.0%	0.46%	0.85%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.35%	0.15%	0.0%	0.0%	0.0%	0.63%	0.0%	0.25%	0.16%	0.27%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3457	165	147	113	21	70	145	128	102	141	156	124	105	132	29	166	89	93	124	115	95	13	34	34	42	38	60	9	26	43	66	19	52	15	44	64	15	27	13	11	64	7	11	90	5	3	2	126	31	38	29	112	38	16					
		10.53%	15.29%	12.05%	12.04%	12.0%	11.02%	11.48%	11.54%	10.68%	10.70%	12.5%	12.30%	12.36%	14.66%	12.60%	11.83%	7.58%	10.53%	10.10%	9.66%	9.12%	8.28%	14.34%	6.36%	7.92%	8.26%	11.56%	5.23%	8.55%	9.20%	9.06%	11.51%	8.0%	12.82%	11.89%	9.00%	13.39%	11.34%	4.96%	7.74%	7.62%	13.46%	3.88%	13.76%	2.13%	6.12%	6.06%	13.40%	8.24%	9.57%	4.90%	10.22%	9.52%	10.66%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	634	15	16	18	7	20	18	22	15	24	22	12	10	31	5	22	21	24	22	30	12	1	9	11	14	19	36	0	17	13	8	3	8	1	12	11	2	6	3	1	27	0	5	6	2	0	0	9	2	8	6	15	12	1					
		1.93%	1.39%	1.31%	1.91%	4.0%	3.14%	1.42%	1.98%	1.57%	1.82%	1.76%	1.19%	1.17%	3.44%	2.17%	1.56%	1.78%	2.71%	1.79%	2.52%	1.15%	0.63%	3.79%	2.05%	2.64%	4.13%	6.93%	0.0%	5.59%	2.78%	1.09%	1.81%	1.23%	0.85%	3.24%	1.54%	1.78%	2.52%	1.14%	0.70%	3.21%	0.0%	1.76%	0.91%	0.85%	0.0%	0.0%	0.95%	0.53%	2.01%	1.01%	1.36%	3.00%	0.66%					
37	"20. ""Политическая партия ""Единая Россия"""	12862	465	489	352	66	243	478	452	394	425	485	423	314	297	56	466	441	284	416	395	375	58	63	225	203	129	186	61	148	170	333	66	270	60	146	363	44	84	204	85	402	27	124	254	184	39	20	352	116	130	249	502	188	61					
		39.20%	43.09%	40.11%	37.52%	37.71%	38.26%	37.87%	40.75%	41.25%	32.27%	38.86%	41.96%	36.98%	33.0%	24.34%	33.21%	37.56%	32.16%	33.90%	33.19%	36.02%	36.94%	26.58%	42.13%	38.30%	28.04%	35.83%	35.46%	48.68%	36.40%	45.74%	40.0%	41.53%	51.28%	39.45%	51.05%	39.28%	35.29%	77.86%	59.85%	47.91%	51.92%	43.81%	38.83%	78.63%	79.59%	60.60%	37.44%	30.85%	32.74%	42.13%	45.84%	47.11%	40.66%					
38	"21. ""Российская Конституционно-демократическая партия"""	72	0	0	1	0	1	5	1	2	1	1	3	1	2	2	3	2	2	0	1	2	0	0	3	0	0	0	0	1	7	2	0	1	0	2	6	2	2	3	2	2	0	1	0	2	0	0	2	1	0	1	0	2	0					
		0.21%	0.0%	0.0%	0.10%	0.0%	0.15%	0.39%	0.09%	0.20%	0.07%	0.08%	0.29%	0.11%	0.22%	0.86%	0.21%	0.17%	0.22%	0.0%	0.08%	0.19%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.32%	1.49%	0.27%	0.0%	0.15%	0.0%	0.54%	0.84%	1.78%	0.84%	1.14%	1.40%	0.23%	0.0%	0.35%	0.0%	0.85%	0.0%	0.0%	0.21%	0.26%	0.0%	0.16%	0.0%	0.50%	0.0%					
39	"22. ""Развитие предпринимательства"""	74	3	2	1	1	4	3	5	1	2	4	1	0	2	1	5	1	5	5	0	2	0	0	0	0	0	3	0	0	2	5	0	0	1	1	1	1	1	0	0	3	0	0	0	0	0	0	4	0	1	1	1	1	0					
		0.22%	0.27%	0.16%	0.10%	0.57%	0.62%	0.23%	0.45%	0.10%	0.15%	0.32%	0.09%	0.0%	0.22%	0.43%	0.35%	0.08%	0.56%	0.40%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.42%	0.68%	0.0%	0.0%	0.85%	0.27%	0.14%	0.89%	0.42%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.25%	0.16%	0.09%	0.25%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	9051	221	322	295	31	180	361	296	255	370	307	210	253	233	76	466	344	253	392	419	318	47	60	166	150	177	128	60	39	141	190	59	182	22	75	129	22	60	9	19	228	9	81	202	14	0	3	278	129	131	221	289	87	42					
		27.58%	20.48%	26.41%	31.44%	17.71%	28.34%	28.60%	26.69%	26.70%	28.09%	24.59%	20.83%	29.79%	25.88%	33.04%	33.21%	29.30%	28.65%	31.94%	35.21%	30.54%	29.93%	25.31%	31.08%	28.30%	38.47%	24.66%	34.88%	12.82%	30.19%	26.09%	35.75%	28.0%	18.80%	20.27%	18.14%	19.64%	25.21%	3.43%	13.38%	27.17%	17.30%	28.62%	30.88%	5.98%	0.0%	9.09%	29.57%	34.30%	32.99%	37.39%	26.39%	21.80%	28.0%					
																																																												
41	Против всех	965	34	35	22	3	26	39	29	40	52	51	36	21	31	10	32	31	21	36	10	34	4	17	10	25	24	17	9	12	10	15	5	21	1	10	13	1	7	4	5	32	0	14	10	4	0	5	21	17	11	18	20	4	6					
		2.94%	3.15%	2.87%	2.34%	1.71%	4.09%	3.09%	2.61%	4.18%	3.94%	4.08%	3.57%	2.47%	3.44%	4.34%	2.28%	2.64%	2.37%	2.93%	0.84%	3.26%	2.54%	7.17%	1.87%	4.71%	5.21%	3.27%	5.23%	3.94%	2.14%	2.06%	3.03%	3.23%	0.85%	2.70%	1.82%	0.89%	2.94%	1.52%	3.52%	3.81%	0.0%	4.94%	1.52%	1.70%	0.0%	15.15%	2.23%	4.52%	2.77%	3.04%	1.82%	1.00%	4.0%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
