Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Задонская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950									
14	Число погашенных неиспользованных открепительных удостоверений	137	3	6	5	2	3	2	1	2	4	3	3	5	4	3	3	2	6	2	0	3	2	1	3	4	2	3	3	1	1	3	3	1	4	4	5	2	2	3	3	4	3	3	3	3	2	1	2	1	2	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	6	2	4	1	7	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	259	18	11	15	24	22	9	1	1	2	1	1	12	6	4	2	1	14	0	2	6	12	12	3	2	3	2	13	2	0	3	4	4	2	4	2	2	0	1	2	6	1	2	0	1	4	2	3	4	5	6									
		1.71%	2.03%	1.50%	1.95%	2.90%	2.75%	1.70%	0.55%	0.45%	0.86%	0.45%	0.47%	3.61%	2.28%	1.39%	0.68%	0.89%	2.34%	0.00%	1.10%	3.23%	3.02%	2.95%	1.35%	0.98%	0.92%	0.61%	3.65%	1.89%	0.00%	1.25%	1.53%	2.47%	0.74%	1.82%	0.47%	1.94%	0.00%	0.35%	1.23%	1.97%	1.16%	1.49%	0.00%	0.54%	4.21%	0.41%	1.21%	1.52%	1.81%	3.24%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	356	17	25	25	29	17	10	2	1	10	6	2	11	2	10	11	4	9	4	3	4	17	8	5	9	2	4	10	4	5	6	9	6	9	6	4	0	2	4	2	11	4	2	2	0	2	6	1	6	4	4									
		2.35%	1.92%	3.40%	3.26%	3.51%	2.13%	1.89%	1.10%	0.45%	4.29%	2.68%	0.94%	3.31%	0.76%	3.47%	3.72%	3.57%	1.51%	2.65%	1.65%	2.15%	4.27%	1.97%	2.24%	4.41%	0.61%	1.23%	2.81%	3.77%	3.57%	2.50%	3.44%	3.70%	3.35%	2.73%	0.93%	0.00%	1.98%	1.41%	1.23%	3.61%	4.65%	1.49%	1.38%	0.00%	2.11%	1.23%	0.40%	2.27%	1.44%	2.16%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	289	24	18	26	25	26	0	1	0	3	4	5	8	7	0	7	0	9	4	0	3	15	3	5	5	1	7	6	3	2	6	6	3	5	2	6	0	5	3	3	7	0	2	0	0	0	10	5	4	3	2									
		1.91%	2.71%	2.45%	3.39%	3.02%	3.25%	0.00%	0.55%	0.00%	1.29%	1.79%	2.36%	2.41%	2.66%	0.00%	2.36%	0.00%	1.51%	2.65%	0.00%	1.61%	3.77%	0.74%	2.24%	2.45%	0.31%	2.15%	1.69%	2.83%	1.43%	2.50%	2.29%	1.85%	1.86%	0.91%	1.40%	0.00%	4.95%	1.06%	1.84%	2.30%	0.00%	1.49%	0.00%	0.00%	0.00%	2.04%	2.02%	1.52%	1.08%	1.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9181	436	344	366	399	392	402	144	152	135	139	156	174	148	154	177	70	403	116	113	103	182	200	119	79	196	230	226	51	101	125	168	83	188	156	337	85	60	230	113	200	64	101	110	141	77	325	179	182	218	132									
		60.56%	49.15%	46.80%	47.66%	48.25%	49.00%	75.85%	79.12%	68.78%	57.94%	62.05%	73.58%	52.41%	56.27%	53.47%	59.80%	62.50%	67.39%	76.82%	62.09%	55.38%	45.73%	49.14%	53.36%	38.73%	59.94%	70.55%	63.48%	48.11%	72.14%	52.08%	64.12%	51.23%	69.89%	70.91%	78.37%	82.52%	59.41%	80.99%	69.33%	65.57%	74.42%	75.37%	75.86%	76.22%	81.05%	66.46%	72.18%	68.94%	78.70%	71.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	69	4	9	6	7	4	0	0	0	0	1	0	3	0	4	4	1	0	0	1	1	2	1	0	0	1	1	0	1	1	1	0	0	3	1	0	0	1	2	0	2	0	1	1	0	0	0	0	0	3	2									
		0.46%	0.45%	1.22%	0.78%	0.85%	0.50%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.90%	0.00%	1.39%	1.35%	0.89%	0.00%	0.00%	0.55%	0.54%	0.50%	0.25%	0.00%	0.00%	0.31%	0.31%	0.00%	0.94%	0.71%	0.42%	0.00%	0.00%	1.12%	0.45%	0.00%	0.00%	0.99%	0.70%	0.00%	0.66%	0.00%	0.75%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	1.08%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	1	1	2	2	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0									
		0.15%	0.11%	0.14%	0.26%	0.24%	0.25%	0.00%	0.55%	0.00%	0.43%	0.45%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.25%	0.45%	0.00%	0.00%	0.00%	0.00%	0.94%	0.71%	0.42%	0.00%	0.00%	0.37%	0.00%	0.23%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1704	103	116	124	125	99	45	12	27	24	21	15	43	28	37	44	19	46	7	20	14	42	54	40	27	35	31	44	15	9	41	18	31	19	25	23	6	13	19	16	26	10	10	7	26	4	58	23	28	18	17									
		11.24%	11.61%	15.78%	16.15%	15.11%	12.38%	8.49%	6.59%	12.22%	10.30%	9.38%	7.08%	12.95%	10.65%	12.85%	14.86%	16.96%	7.69%	4.64%	10.99%	7.53%	10.55%	13.27%	17.94%	13.24%	10.70%	9.51%	12.36%	14.15%	6.43%	17.08%	6.87%	19.14%	7.06%	11.36%	5.35%	5.83%	12.87%	6.69%	9.82%	8.52%	11.63%	7.46%	4.83%	14.05%	4.21%	11.86%	9.27%	10.61%	6.50%	9.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	2	4	4	5	2	0	0	1	0	0	0	1	3	6	1	0	0	0	2	0	1	0	2	0	2	0	0	0	0	1	1	0	2	1	1	0	0	0	0	0	2	0	0	0	0	4	0	0	0	1									
		0.32%	0.23%	0.54%	0.52%	0.60%	0.25%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.30%	1.14%	2.08%	0.34%	0.00%	0.00%	0.00%	1.10%	0.00%	0.25%	0.00%	0.90%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.42%	0.38%	0.00%	0.74%	0.45%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	76	5	7	4	2	12	0	0	2	1	0	2	2	2	3	1	0	0	0	2	0	5	4	3	0	4	1	0	0	1	1	0	4	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2									
		0.50%	0.56%	0.95%	0.52%	0.24%	1.50%	0.00%	0.00%	0.90%	0.43%	0.00%	0.94%	0.60%	0.76%	1.04%	0.34%	0.00%	0.00%	0.00%	1.10%	0.00%	1.26%	0.98%	1.35%	0.00%	1.22%	0.31%	0.00%	0.00%	0.71%	0.42%	0.00%	2.47%	0.00%	0.91%	0.23%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	1.08%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	2	1	2	4	1	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0									
		0.15%	0.23%	0.14%	0.26%	0.48%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.69%	0.34%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.45%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.36%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	80	6	6	7	3	6	0	2	3	1	2	1	0	0	4	2	1	0	4	1	2	0	3	1	1	1	0	3	1	0	0	6	1	0	0	1	0	1	2	0	0	0	0	2	0	0	3	1	0	2	0									
		0.53%	0.68%	0.82%	0.91%	0.36%	0.75%	0.00%	1.10%	1.36%	0.43%	0.89%	0.47%	0.00%	0.00%	1.39%	0.68%	0.89%	0.00%	2.65%	0.55%	1.08%	0.00%	0.74%	0.45%	0.49%	0.31%	0.00%	0.84%	0.94%	0.00%	0.00%	2.29%	0.62%	0.00%	0.00%	0.23%	0.00%	0.99%	0.70%	0.00%	0.00%	0.00%	0.00%	1.38%	0.00%	0.00%	0.61%	0.40%	0.00%	0.72%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2155	197	146	137	139	143	52	15	22	48	39	25	52	57	45	32	10	72	11	26	34	87	71	28	65	56	29	46	21	11	37	20	18	27	14	38	9	15	16	18	35	5	8	17	12	5	64	22	30	13	16									
		14.21%	22.21%	19.86%	17.84%	16.81%	17.88%	9.81%	8.24%	9.95%	20.60%	17.41%	11.79%	15.66%	21.67%	15.63%	10.81%	8.93%	12.04%	7.28%	14.29%	18.28%	21.86%	17.44%	12.56%	31.86%	17.13%	8.90%	12.92%	19.81%	7.86%	15.42%	7.63%	11.11%	10.04%	6.36%	8.84%	8.74%	14.85%	5.63%	11.04%	11.48%	5.81%	5.97%	11.72%	6.49%	5.26%	13.09%	8.87%	11.36%	4.69%	8.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	6	3	5	1	2	0	0	4	0	2	1	1	0	0	1	0	4	1	1	1	1	2	0	0	2	4	0	0	1	1	0	1	0	0	1	0	1	0	2	0	0	0	0	1	1	0	2	1	1	0									
		0.36%	0.68%	0.41%	0.65%	0.12%	0.25%	0.00%	0.00%	1.81%	0.00%	0.89%	0.47%	0.30%	0.00%	0.00%	0.34%	0.00%	0.67%	0.66%	0.55%	0.54%	0.25%	0.49%	0.00%	0.00%	0.61%	1.23%	0.00%	0.00%	0.71%	0.42%	0.00%	0.62%	0.00%	0.00%	0.23%	0.00%	0.99%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.54%	1.05%	0.00%	0.81%	0.38%	0.36%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	492	41	26	32	36	43	10	4	4	6	4	3	16	7	13	11	3	14	3	4	11	22	25	10	8	14	13	7	4	5	7	20	7	4	5	8	1	1	2	4	5	0	3	1	2	2	9	6	3	3	0									
		3.25%	4.62%	3.54%	4.17%	4.35%	5.38%	1.89%	2.20%	1.81%	2.58%	1.79%	1.42%	4.82%	2.66%	4.51%	3.72%	2.68%	2.34%	1.99%	2.20%	5.91%	5.53%	6.14%	4.48%	3.92%	4.28%	3.99%	1.97%	3.77%	3.57%	2.92%	7.63%	4.32%	1.49%	2.27%	1.86%	0.97%	0.99%	0.70%	2.45%	1.64%	0.00%	2.24%	0.69%	1.08%	2.11%	1.84%	2.42%	1.14%	1.08%	0.00%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
