Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Мичуринская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113					
18	. Глазьев Сергей Юрьевич	457	13	28	26	43	19	1	6	1	9	2	13	13	24	44	2	2	3	12	13	3	5	9	10	15	5	5	2	15	2	10	7	0	0	15	1	10	3	0	4	10	3	2	9	4	3	5	11	7	6	2					
		2.48%	1.39%	3.05%	3.47%	4.61%	3.16%	1.67%	1.62%	0.30%	2.06%	1.21%	3.11%	2.65%	2.64%	4.86%	1.65%	1.10%	2.91%	1.45%	3.39%	2.48%	1.16%	1.74%	4.33%	2.74%	1.49%	1.77%	1.09%	4.87%	2.22%	3.77%	3.80%	0.00%	0.00%	4.84%	0.77%	2.33%	3.19%	0.00%	1.23%	2.32%	1.12%	1.45%	2.56%	1.15%	1.54%	1.20%	3.33%	2.30%	1.29%	1.85%					
19	. Малышкин Олег Александрович	431	27	18	15	24	14	0	14	6	8	2	7	16	35	10	7	2	6	9	16	4	4	4	6	6	8	8	4	6	1	14	3	4	4	7	7	4	2	5	10	4	8	2	7	11	8	18	6	9	7	4					
		2.34%	2.88%	1.96%	2.00%	2.58%	2.33%	0.00%	3.77%	1.83%	1.83%	1.21%	1.67%	3.27%	3.85%	1.10%	5.79%	1.10%	5.83%	1.08%	4.18%	3.31%	0.93%	0.77%	2.60%	1.10%	2.38%	2.84%	2.17%	1.95%	1.11%	5.28%	1.63%	3.85%	1.57%	2.26%	5.38%	0.93%	2.13%	4.42%	3.09%	0.93%	2.97%	1.45%	1.99%	3.16%	4.10%	4.34%	1.82%	2.96%	1.51%	3.70%					
20	. Миронов Сергей Михайлович	103	1	4	8	8	2	0	5	2	3	2	4	2	7	4	0	2	0	5	3	1	1	2	2	4	2	0	0	3	1	3	0	0	1	1	1	3	2	0	2	2	1	0	1	1	2	1	1	3	0	0					
		0.56%	0.11%	0.44%	1.07%	0.86%	0.33%	0.00%	1.35%	0.61%	0.69%	1.21%	0.96%	0.41%	0.77%	0.44%	0.00%	1.10%	0.00%	0.60%	0.78%	0.83%	0.23%	0.39%	0.87%	0.73%	0.60%	0.00%	0.00%	0.97%	1.11%	1.13%	0.00%	0.00%	0.39%	0.32%	0.77%	0.70%	2.13%	0.00%	0.62%	0.46%	0.37%	0.00%	0.28%	0.29%	1.03%	0.24%	0.30%	0.99%	0.00%	0.00%					
21	. Путин Владимир Владимирович	12339	676	620	495	611	362	37	270	225	308	122	282	374	662	644	78	138	53	558	256	90	262	345	141	353	232	188	125	192	44	162	135	90	163	219	64	302	60	73	200	262	149	108	264	234	106	267	183	181	294	80					
		66.90%	72.15%	67.61%	66.00%	65.56%	60.23%	61.67%	72.78%	68.60%	70.64%	73.94%	67.46%	76.33%	72.91%	71.16%	64.46%	76.24%	51.46%	67.23%	66.84%	74.38%	60.79%	66.73%	61.04%	64.53%	69.05%	66.67%	67.93%	62.34%	48.89%	61.13%	73.37%	86.54%	63.92%	70.65%	49.23%	70.40%	63.83%	64.60%	61.73%	60.79%	55.39%	78.26%	75.00%	67.24%	54.36%	64.34%	55.45%	59.54%	63.36%	74.07%					
22	. Хакамада Ирина Муцуовна	241	14	12	13	7	16	0	10	0	6	4	11	10	9	8	1	1	3	12	6	1	9	8	3	8	2	2	4	6	1	1	0	1	1	3	1	8	0	1	4	3	1	1	3	2	4	5	4	6	4	1					
		1.31%	1.49%	1.31%	1.73%	0.75%	2.66%	0.00%	2.70%	0.00%	1.38%	2.42%	2.63%	2.04%	0.99%	0.88%	0.83%	0.55%	2.91%	1.45%	1.57%	0.83%	2.09%	1.55%	1.30%	1.46%	0.60%	0.71%	2.17%	1.95%	1.11%	0.38%	0.00%	0.96%	0.39%	0.97%	0.77%	1.86%	0.00%	0.88%	1.23%	0.70%	0.37%	0.72%	0.85%	0.57%	2.05%	1.20%	1.21%	1.97%	0.86%	0.93%					
23	. Харитонов Николай Михайлович	4182	181	191	158	191	173	21	56	81	81	30	91	52	138	157	29	31	27	211	74	13	139	143	59	143	76	71	42	73	39	62	33	5	68	52	54	86	27	31	92	136	101	22	54	82	53	110	111	77	140	15					
		22.67%	19.32%	20.83%	21.07%	20.49%	28.79%	35.00%	15.09%	24.70%	18.58%	18.18%	21.77%	10.61%	15.20%	17.35%	23.97%	17.13%	26.21%	25.42%	19.32%	10.74%	32.25%	27.66%	25.54%	26.14%	22.62%	25.18%	22.83%	23.70%	43.33%	23.40%	17.93%	4.81%	26.67%	16.77%	41.54%	20.05%	28.72%	27.43%	28.40%	31.55%	37.55%	15.94%	15.34%	23.56%	27.18%	26.51%	33.64%	25.33%	30.17%	13.89%					
																																																									
24	Против всех	499	20	32	27	42	9	0	9	9	17	2	6	19	25	28	3	1	10	19	10	6	4	6	8	13	4	5	4	9	1	8	6	3	15	7	2	9	0	3	7	9	3	1	10	4	16	9	10	17	7	5					
		2.71%	2.13%	3.49%	3.60%	4.51%	1.50%	0.00%	2.43%	2.74%	3.90%	1.21%	1.44%	3.88%	2.75%	3.09%	2.48%	0.55%	9.71%	2.29%	2.61%	4.96%	0.93%	1.16%	3.46%	2.38%	1.19%	1.77%	2.17%	2.92%	1.11%	3.02%	3.26%	2.88%	5.88%	2.26%	1.54%	2.10%	0.00%	2.65%	2.16%	2.09%	1.12%	0.72%	2.84%	1.15%	8.21%	2.17%	3.03%	5.59%	1.51%	4.63%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
