Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Волоколамская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК  82	УИК  83	УИК  84	УИК  85	УИК  86	УИК  87	УИК  88	УИК  89	УИК  90	УИК  91	УИК  92	УИК  93	УИК  94	УИК  95	УИК  96	УИК  97	УИК  98	УИК  99	УИК  100	УИК  101	УИК  102	УИК  103	УИК  104	УИК  105	УИК  106	УИК  107	УИК  108	УИК  109	УИК  110	УИК  111	УИК  112	УИК  113					
		3.38%	4.74%	4.15%	2.82%	6.53%	3.68%	5.17%	4.34%	4.85%	3.81%	4.02%	3.72%	2.13%	2.91%	2.25%	0.79%	1.63%	1.19%	2.09%	2.09%	4.18%	2.09%	1.57%	3.66%	2.90%	0.23%	3.62%	5.05%	2.12%	2.33%	2.62%	1.47%	1.89%					
19	. Малышкин Олег Александрович	511	14	30	34	18	23	19	19	21	9	12	16	3	11	22	7	8	9	6	1	22	11	9	9	31	16	22	7	10	26	14	36	16					
		2.34%	2.37%	2.44%	2.66%	1.59%	1.69%	1.58%	2.75%	2.48%	1.71%	1.79%	2.84%	1.60%	2.14%	2.75%	1.83%	2.61%	1.79%	0.84%	0.42%	1.56%	2.09%	2.02%	2.36%	2.37%	3.61%	2.95%	2.21%	3.03%	4.33%	2.29%	6.61%	3.78%					
20	. Миронов Сергей Михайлович	124	2	9	8	4	1	11	6	7	4	7	3	0	2	5	5	2	1	2	0	6	6	5	0	4	2	5	1	3	3	4	4	2					
		0.57%	0.34%	0.73%	0.63%	0.35%	0.07%	0.92%	0.87%	0.83%	0.76%	1.04%	0.53%	0.00%	0.39%	0.63%	1.31%	0.65%	0.20%	0.28%	0.00%	0.42%	1.14%	1.12%	0.00%	0.31%	0.45%	0.67%	0.32%	0.91%	0.50%	0.65%	0.73%	0.47%					
21	. Путин Владимир Владимирович	15491	404	837	862	759	955	814	483	537	361	488	430	128	360	614	309	239	384	552	200	988	416	325	278	997	307	582	210	245	383	448	316	280					
		70.97%	68.36%	68.16%	67.45%	66.99%	70.27%	67.83%	69.90%	63.48%	68.76%	72.73%	76.24%	68.09%	69.90%	76.85%	80.89%	78.10%	76.19%	76.99%	83.68%	69.92%	79.09%	72.87%	72.77%	76.11%	69.30%	78.02%	66.25%	74.24%	63.83%	73.32%	57.98%	66.19%					
22	. Хакамада Ирина Муцуовна	524	35	49	49	32	39	32	8	17	11	8	7	5	16	8	2	6	8	13	3	26	7	8	3	20	6	13	10	5	11	6	48	13					
		2.40%	5.92%	3.99%	3.83%	2.82%	2.87%	2.67%	1.16%	2.01%	2.10%	1.19%	1.24%	2.66%	3.11%	1.00%	0.52%	1.96%	1.59%	1.81%	1.26%	1.84%	1.33%	1.79%	0.79%	1.53%	1.35%	1.74%	3.15%	1.52%	1.83%	0.98%	8.81%	3.07%					
23	. Харитонов Николай Михайлович	3237	89	170	218	169	216	192	125	108	97	95	72	45	80	105	39	33	68	102	17	240	57	72	59	179	89	71	61	52	119	107	10	81					
		14.83%	15.06%	13.84%	17.06%	14.92%	15.89%	16.00%	18.09%	12.77%	18.48%	14.16%	12.77%	23.94%	15.53%	13.14%	10.21%	10.78%	13.49%	14.23%	7.11%	16.99%	10.84%	16.14%	15.45%	13.66%	20.09%	9.52%	19.24%	15.76%	19.83%	17.51%	1.83%	19.15%					
																																							
24	Против всех	945	9	70	41	69	65	64	15	94	15	25	11	3	22	19	12	8	14	19	13	52	13	14	17	35	18	15	6	8	36	12	114	17					
		4.33%	1.52%	5.70%	3.21%	6.09%	4.78%	5.33%	2.17%	11.11%	2.86%	3.73%	1.95%	1.60%	4.27%	2.38%	3.14%	2.61%	2.78%	2.65%	5.44%	3.68%	2.47%	3.14%	4.45%	2.67%	4.06%	2.01%	1.89%	2.42%	6.00%	1.96%	20.92%	4.02%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
