Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
"Наименование Избирательной комиссии:    Ижевск, Первомайская"																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1376	20	30	20	35	20	20	20	30	20	30	15	20	25	40	20	40	25	40	30	40	35	35	35	20	35	25	20	20	25	15	20	26	20	15	20	20	20	20	25	30	20	20	35	30	20	25	30	25	20	25	20	15	30	20	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1040	15	26	17	24	15	16	19	20	15	22	8	17	19	33	16	36	23	38	26	32	35	24	32	8	31	25	10	5	20	7	16	26	10	8	16	17	10	3	21	22	17	10	27	21	10	21	23	22	10	19	15	3	27	19	13	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	756	64	19	16	5	17	5	15	5	6	13	6	9	12	21	6	13	3	38	9	14	14	5	7	12	11	15	14	15	12	12	9	4	10	5	11	4	4	7	13	0	14	9	7	21	48	14	66	7	10	17	7	3	16	4	1	10	22					
14	Число погашенных неиспользованных открепительных удостоверений	336	5	4	3	11	5	4	1	10	5	8	7	3	6	7	4	4	2	2	4	8	0	11	3	12	4	0	10	15	5	8	4	0	10	7	4	3	10	17	4	8	3	10	8	9	10	4	7	3	10	6	5	12	3	1	7	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6954	101	175	119	118	76	115	131	142	137	171	68	142	110	173	81	163	120	195	158	200	221	174	190	56	145	215	74	48	123	124	54	167	59	56	69	132	89	82	170	176	144	104	215	124	98	153	169	90	88	145	90	24	181	117	55	18	20					
		13.18%	11.94%	13.02%	14.27%	10.43%	9.95%	14.65%	12.89%	14.12%	13.39%	15.15%	14.29%	14.93%	12.36%	13.05%	10.02%	13.36%	11.61%	13.37%	13.62%	14.42%	15.41%	15.09%	13.09%	8.18%	13.34%	15.00%	13.81%	10.93%	11.88%	13.42%	10.84%	14.24%	10.52%	16.72%	13.75%	13.44%	9.59%	14.02%	13.58%	13.07%	12.99%	13.70%	13.55%	12.02%	14.87%	11.23%	14.61%	12.86%	11.83%	14.06%	12.59%	12.31%	14.75%	14.87%	12.73%	12.16%	10.75%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9249	152	238	142	196	131	118	146	147	163	201	86	137	170	202	154	213	205	272	229	236	224	198	244	173	189	262	102	100	153	166	94	195	137	70	83	152	155	107	216	267	190	128	284	177	98	226	173	121	145	211	133	33	218	144	81	27	35					
		17.53%	17.97%	17.71%	17.03%	17.33%	17.15%	15.03%	14.37%	14.61%	15.93%	17.80%	18.07%	14.41%	19.10%	15.23%	19.06%	17.46%	19.83%	18.64%	19.74%	17.02%	15.62%	17.17%	16.80%	25.26%	17.39%	18.28%	19.03%	22.78%	14.78%	17.97%	18.88%	16.62%	24.42%	20.90%	16.53%	15.48%	16.70%	18.29%	17.25%	19.82%	17.15%	16.86%	17.90%	17.15%	14.87%	16.59%	14.95%	17.29%	19.49%	20.47%	18.60%	16.92%	17.77%	18.30%	18.75%	18.24%	18.82%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	3027	63	71	33	88	79	77	78	65	79	75	37	50	63	108	66	89	39	86	80	86	86	56	77	26	69	47	12	11	61	66	39	65	11	24	28	60	19	24	85	63	55	57	78	38	22	85	84	38	42	38	33	1	63	30	17	2	3					
		5.74%	7.45%	5.28%	3.96%	7.78%	10.34%	9.81%	7.68%	6.46%	7.72%	6.64%	7.77%	5.26%	7.08%	8.14%	8.17%	7.30%	3.77%	5.89%	6.90%	6.20%	5.99%	4.86%	5.30%	3.80%	6.35%	3.28%	2.24%	2.51%	5.89%	7.14%	7.83%	5.54%	1.96%	7.16%	5.58%	6.11%	2.05%	4.10%	6.79%	4.68%	4.96%	7.51%	4.91%	3.68%	3.34%	6.24%	7.26%	5.43%	5.65%	3.69%	4.62%	0.51%	5.13%	3.81%	3.94%	1.35%	1.61%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11510	163	299	215	257	203	158	283	243	232	236	115	239	189	331	183	284	217	276	257	290	331	237	291	114	257	345	80	62	241	185	89	274	76	56	109	260	120	82	293	300	260	160	402	213	142	381	250	168	157	203	149	32	209	168	70	38	36					
		21.82%	19.27%	22.25%	25.78%	22.72%	26.57%	20.13%	27.85%	24.16%	22.68%	20.90%	24.16%	25.13%	21.24%	24.96%	22.65%	23.28%	20.99%	18.92%	22.16%	20.91%	23.08%	20.56%	20.04%	16.64%	23.64%	24.08%	14.93%	14.12%	23.29%	20.02%	17.87%	23.36%	13.55%	16.72%	21.71%	26.48%	12.93%	14.02%	23.40%	22.27%	23.47%	21.08%	25.33%	20.64%	21.55%	27.97%	21.61%	24.00%	21.10%	19.69%	20.84%	16.41%	17.03%	21.35%	16.20%	25.68%	19.35%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2977	44	83	48	67	46	51	64	93	84	57	42	100	61	66	54	52	46	110	94	83	81	67	106	23	72	58	15	12	68	43	24	54	11	17	39	46	24	8	55	55	63	31	74	53	36	79	75	30	40	58	36	7	98	32	37	3	2					
		5.64%	5.20%	6.18%	5.76%	5.92%	6.02%	6.50%	6.30%	9.24%	8.21%	5.05%	8.82%	10.52%	6.85%	4.98%	6.68%	4.26%	4.45%	7.54%	8.10%	5.98%	5.65%	5.81%	7.30%	3.36%	6.62%	4.05%	2.80%	2.73%	6.57%	4.65%	4.82%	4.60%	1.96%	5.07%	7.77%	4.68%	2.59%	1.37%	4.39%	4.08%	5.69%	4.08%	4.66%	5.14%	5.46%	5.80%	6.48%	4.29%	5.38%	5.63%	5.03%	3.59%	7.99%	4.07%	8.56%	2.03%	1.08%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17716	296	450	258	368	218	244	286	285	306	363	111	263	272	410	247	388	385	457	313	436	465	384	504	268	335	471	238	200	363	313	190	390	249	108	162	307	499	264	405	460	377	256	491	404	247	401	387	238	248	362	252	92	438	285	161	58	88					
		33.58%	34.99%	33.48%	30.94%	32.54%	28.53%	31.08%	28.15%	28.33%	29.91%	32.15%	23.32%	27.66%	30.56%	30.92%	30.57%	31.80%	37.23%	31.32%	26.98%	31.43%	32.43%	33.30%	34.71%	39.12%	30.82%	32.87%	44.40%	45.56%	35.07%	33.87%	38.15%	33.25%	44.39%	32.24%	32.27%	31.26%	53.77%	45.13%	32.35%	34.15%	34.03%	33.73%	30.94%	39.15%	37.48%	29.44%	33.45%	34.00%	33.33%	35.11%	35.24%	47.18%	35.70%	36.21%	37.27%	39.19%	47.31%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	534	14	9	5	18	3	9	13	14	5	7	10	10	13	8	13	12	9	31	17	21	7	15	18	12	8	11	5	2	5	11	2	13	3	3	5	11	5	7	9	9	10	13	17	12	5	18	7	5	5	5	10	2	15	0	8	0	0					
		1.01%	1.65%	0.67%	0.60%	1.59%	0.39%	1.15%	1.28%	1.39%	0.49%	0.62%	2.10%	1.05%	1.46%	0.60%	1.61%	0.98%	0.87%	2.12%	1.47%	1.51%	0.49%	1.30%	1.24%	1.75%	0.74%	0.77%	0.93%	0.46%	0.48%	1.19%	0.40%	1.11%	0.53%	0.90%	0.99%	1.12%	0.54%	1.20%	0.72%	0.67%	0.90%	1.71%	1.07%	1.16%	0.76%	1.32%	0.61%	0.71%	0.67%	0.48%	1.40%	1.03%	1.22%	0.00%	1.85%	0.00%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
