Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
"Наименование Избирательной комиссии:    Ижевск, Первомайская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1335	30	30	30	30	20	20	20	30	30	20	20	20	20	30	30	30	30	40	30	40	20	30	30	20	30	30	20	20	20	20	20	40	20	20	20	20	20	20	30	40	30	40	35	20	20	30	30	20	20	20	20	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	884	21	20	25	24	12	20	18	19	22	10	7	16	16	20	20	24	23	35	28	24	16	16	23	6	28	19	7	11	17	16	7	29	9	6	4	11	8	6	18	28	21	26	27	17	10	22	23	10	8	18	11	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	594	19	8	10	16	11	4	20	3	7	10	7	8	9	12	10	32	3	21	3	11	11	11	17	9	5	13	6	15	5	8	10	10	6	14	7	6	7	1	6	6	18	16	10	15	16	28	28	9	5	12	15	6	19					
14	Число погашенных неиспользованных открепительных удостоверений	451	9	10	5	6	8	0	2	11	8	10	13	4	4	10	10	6	7	5	2	16	4	14	7	14	2	11	13	9	3	4	13	11	11	14	16	9	12	14	12	12	9	14	8	3	10	8	7	10	12	2	9	8	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	119	3	1	6	1	0	2	2	0	1	1	0	3	1	2	4	3	3	4	3	2	3	1	1	2	1	3	6	4	3	1	1	13	2	0	0	4	0	1	2	1	2	0	2	2	1	2	4	6	3	4	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	1187	7	29	23	24	16	15	31	29	25	24	11	19	12	37	20	22	25	28	35	43	50	17	27	17	16	33	30	5	18	29	11	17	5	7	8	30	23	10	26	40	27	42	37	24	9	39	30	22	19	18	15	5	6					
		2.08%	0.80%	2.10%	2.31%	1.78%	1.79%	1.61%	2.68%	2.68%	2.24%	1.95%	2.03%	1.84%	1.12%	2.38%	2.20%	1.56%	2.28%	2.01%	2.90%	2.67%	3.05%	1.44%	1.75%	2.15%	1.33%	2.05%	2.30%	1.18%	1.65%	2.93%	1.75%	1.50%	0.75%	1.23%	1.78%	2.99%	2.37%	1.63%	1.69%	2.74%	2.27%	2.47%	2.17%	2.20%	1.35%	2.50%	1.85%	2.59%	2.46%	1.69%	1.98%	2.33%	2.11%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1115	18	49	15	30	20	7	24	30	31	28	14	43	25	25	18	24	17	50	48	33	33	23	23	12	30	23	20	4	24	8	5	18	2	6	8	18	9	6	34	21	15	50	29	21	10	22	47	12	2	14	12	2	3					
		1.95%	2.05%	3.55%	1.51%	2.22%	2.24%	0.75%	2.07%	2.77%	2.78%	2.27%	2.58%	4.17%	2.33%	1.61%	1.98%	1.70%	1.55%	3.59%	3.98%	2.05%	2.02%	1.94%	1.49%	1.52%	2.49%	1.43%	1.53%	0.95%	2.20%	0.81%	0.80%	1.58%	0.30%	1.06%	1.78%	1.79%	0.93%	0.98%	2.20%	1.44%	1.26%	2.94%	1.70%	1.93%	1.50%	1.41%	2.89%	1.42%	0.26%	1.31%	1.59%	0.93%	1.06%					
20	3.Политическая партия «Демократическая партия России»	103	1	1	2	2	2	0	5	6	2	2	2	0	2	2	4	5	0	1	0	4	3	0	3	1	2	1	2	2	1	1	1	2	2	2	1	2	1	1	3	1	2	6	2	6	1	1	3	2	0	2	1	0	2					
		0.18%	0.11%	0.07%	0.20%	0.15%	0.22%	0.00%	0.43%	0.55%	0.18%	0.16%	0.37%	0.00%	0.19%	0.13%	0.44%	0.35%	0.00%	0.07%	0.00%	0.25%	0.18%	0.00%	0.19%	0.13%	0.17%	0.06%	0.15%	0.47%	0.09%	0.10%	0.16%	0.18%	0.30%	0.35%	0.22%	0.20%	0.10%	0.16%	0.19%	0.07%	0.17%	0.35%	0.12%	0.55%	0.15%	0.06%	0.18%	0.24%	0.00%	0.19%	0.13%	0.00%	0.70%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6221	98	158	109	145	109	108	153	141	136	148	68	130	135	212	113	170	120	112	136	161	192	117	144	50	154	179	120	24	152	109	60	123	39	44	37	119	58	61	180	157	156	147	216	112	70	209	153	80	81	84	85	15	32					
		10.89%	11.15%	11.44%	10.94%	10.75%	12.21%	11.56%	13.21%	13.03%	12.18%	12.00%	12.55%	12.62%	12.59%	13.65%	12.40%	12.06%	10.95%	8.03%	11.28%	9.99%	11.73%	9.89%	9.36%	6.34%	12.76%	11.10%	9.20%	5.67%	13.93%	10.99%	9.57%	10.82%	5.86%	7.75%	8.24%	11.84%	5.97%	9.95%	11.67%	10.74%	13.13%	8.65%	12.68%	10.28%	10.51%	13.39%	9.42%	9.43%	10.48%	7.87%	11.24%	6.98%	11.27%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	791	12	16	20	18	12	14	19	28	12	18	15	19	12	18	15	19	13	20	22	27	26	20	20	6	23	14	20	2	15	14	8	19	2	4	6	8	4	4	20	11	13	32	32	7	13	25	39	11	6	11	6	0	1					
		1.38%	1.37%	1.16%	2.01%	1.33%	1.34%	1.50%	1.64%	2.59%	1.07%	1.46%	2.77%	1.84%	1.12%	1.16%	1.65%	1.35%	1.19%	1.43%	1.82%	1.68%	1.59%	1.69%	1.30%	0.76%	1.91%	0.87%	1.53%	0.47%	1.37%	1.41%	1.28%	1.67%	0.30%	0.70%	1.34%	0.80%	0.41%	0.65%	1.30%	0.75%	1.09%	1.88%	1.88%	0.64%	1.95%	1.60%	2.40%	1.30%	0.78%	1.03%	0.79%	0.00%	0.35%					
23	6.Политическая партия «Партия социальной справедливости»	163	3	3	5	1	3	4	1	0	1	4	3	6	3	9	2	2	4	3	1	6	2	4	3	0	2	0	1	2	4	6	1	5	2	1	4	9	0	3	5	6	2	3	6	3	1	6	2	2	2	4	7	0	1					
		0.29%	0.34%	0.22%	0.50%	0.07%	0.34%	0.43%	0.09%	0.00%	0.09%	0.32%	0.55%	0.58%	0.28%	0.58%	0.22%	0.14%	0.36%	0.22%	0.08%	0.37%	0.12%	0.34%	0.19%	0.00%	0.17%	0.00%	0.08%	0.47%	0.37%	0.61%	0.16%	0.44%	0.30%	0.18%	0.89%	0.90%	0.00%	0.49%	0.32%	0.41%	0.17%	0.18%	0.35%	0.28%	0.15%	0.38%	0.12%	0.24%	0.26%	0.37%	0.93%	0.00%	0.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	7220	115	165	141	156	96	114	109	98	158	137	67	99	130	151	94	177	173	190	183	205	160	161	181	123	150	183	178	51	135	148	84	173	86	106	61	130	117	70	165	196	168	257	234	146	91	223	198	104	111	152	83	10	27					
		12.64%	13.08%	11.95%	14.16%	11.56%	10.75%	12.21%	9.41%	9.06%	14.15%	11.11%	12.36%	9.61%	12.13%	9.72%	10.32%	12.55%	15.78%	13.63%	15.17%	12.73%	9.77%	13.61%	11.76%	15.59%	12.43%	11.35%	13.64%	12.06%	12.37%	14.93%	13.40%	15.22%	12.93%	18.66%	13.59%	12.94%	12.04%	11.42%	10.69%	13.41%	14.14%	15.12%	13.74%	13.41%	13.66%	14.29%	12.18%	12.26%	14.36%	14.23%	10.98%	4.65%	9.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5691	78	109	99	109	75	96	95	90	78	184	46	110	102	134	96	151	106	168	122	176	174	117	180	57	133	180	115	31	131	103	34	120	35	52	57	117	83	68	148	144	121	156	183	145	71	146	151	82	69	138	79	29	18					
		9.96%	8.87%	7.89%	9.94%	8.08%	8.40%	10.28%	8.20%	8.32%	6.98%	14.92%	8.49%	10.68%	9.51%	8.63%	10.54%	10.71%	9.67%	12.05%	10.12%	10.92%	10.63%	9.89%	11.70%	7.22%	11.02%	11.17%	8.81%	7.33%	12.01%	10.39%	5.42%	10.55%	5.26%	9.15%	12.69%	11.64%	8.54%	11.09%	9.59%	9.85%	10.19%	9.18%	10.75%	13.31%	10.66%	9.35%	9.29%	9.67%	8.93%	12.92%	10.45%	13.49%	6.34%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	3222	93	105	44	153	161	102	165	127	126	49	72	62	116	186	95	75	38	53	30	70	89	56	62	22	45	39	45	12	25	37	79	68	6	13	34	61	19	12	89	38	38	55	41	27	18	70	53	26	41	31	30	2	17					
		5.64%	10.58%	7.60%	4.42%	11.34%	18.03%	10.92%	14.25%	11.74%	11.28%	3.97%	13.28%	6.02%	10.82%	11.98%	10.43%	5.32%	3.47%	3.80%	2.49%	4.35%	5.44%	4.73%	4.03%	2.79%	3.73%	2.42%	3.45%	2.84%	2.29%	3.73%	12.60%	5.98%	0.90%	2.29%	7.57%	6.07%	1.95%	1.96%	5.77%	2.60%	3.20%	3.24%	2.41%	2.48%	2.70%	4.48%	3.26%	3.07%	5.30%	2.90%	3.97%	0.93%	5.99%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29470	420	693	518	662	362	423	497	481	500	585	212	486	504	719	412	720	564	726	587	820	854	636	845	475	618	899	736	282	558	501	326	559	471	318	219	480	632	354	839	786	621	904	885	571	362	777	891	471	400	594	404	141	170					
		51.57%	47.78%	50.18%	52.01%	49.07%	40.54%	45.29%	42.92%	44.45%	44.76%	47.45%	39.11%	47.18%	47.01%	46.30%	45.23%	51.06%	51.46%	52.08%	48.67%	50.90%	52.17%	53.76%	54.91%	60.20%	51.20%	55.77%	56.40%	66.67%	51.15%	50.55%	51.99%	49.16%	70.83%	55.99%	48.78%	47.76%	65.02%	57.75%	54.37%	53.76%	52.27%	53.18%	51.97%	52.43%	54.35%	49.78%	54.83%	55.54%	51.75%	55.62%	53.44%	65.58%	59.86%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1077	19	27	13	30	22	18	38	39	27	31	20	41	17	30	18	24	16	32	31	32	33	18	21	13	21	24	10	4	17	13	8	14	2	10	8	21	6	4	22	36	19	35	25	17	10	30	42	20	17	8	21	2	1					
		1.88%	2.16%	1.96%	1.31%	2.22%	2.46%	1.93%	3.28%	3.60%	2.42%	2.51%	3.69%	3.98%	1.59%	1.93%	1.98%	1.70%	1.46%	2.30%	2.57%	1.99%	2.02%	1.52%	1.36%	1.65%	1.74%	1.49%	0.77%	0.95%	1.56%	1.31%	1.28%	1.23%	0.30%	1.76%	1.78%	2.09%	0.62%	0.65%	1.43%	2.46%	1.60%	2.06%	1.47%	1.56%	1.50%	1.92%	2.58%	2.36%	2.20%	0.75%	2.78%	0.93%	0.35%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
