Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
Наименование Избирательной комиссии:    Чановская 																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1673	64	94	70	52	76	17	27	54	59	12	23	34	26	13	31	5	43	23	3	6	43	25	20	14	5	22	10	9	18	29	6	51	49	92	17	31	35	38	4	2	25	10	11	1	43	62	29	45	10	8	48	20	21	23	6	37	5	17					
		12.35%	13.28%	13.17%	12.20%	11.50%	12.93%	8.02%	17.65%	14.29%	11.78%	14.29%	11.73%	9.91%	27.96%	8.50%	21.53%	2.94%	14.01%	14.65%	4.76%	6.67%	13.56%	12.25%	11.90%	11.86%	4.07%	8.40%	9.35%	7.20%	8.53%	12.39%	9.52%	15.36%	21.12%	19.01%	11.97%	18.13%	17.77%	11.55%	8.70%	4.35%	14.53%	8.40%	12.09%	3.57%	12.43%	10.42%	9.42%	15.10%	10.20%	9.88%	12.50%	7.84%	16.94%	11.50%	7.32%	12.89%	3.91%	9.24%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2338	82	116	82	79	97	40	30	42	83	25	31	51	19	24	40	55	55	31	10	9	59	32	6	32	30	89	42	37	35	4	7	77	35	73	10	17	15	51	9	23	29	17	21	5	66	95	67	41	27	14	69	11	20	47	11	49	18	47					
		17.26%	17.01%	16.25%	14.29%	17.48%	16.50%	18.87%	19.61%	11.11%	16.57%	29.76%	15.82%	14.87%	20.43%	15.69%	27.78%	32.35%	17.92%	19.75%	15.87%	10.00%	18.61%	15.69%	3.57%	27.12%	24.39%	33.97%	39.25%	29.60%	16.59%	1.71%	11.11%	23.19%	15.09%	15.08%	7.04%	9.94%	7.61%	15.50%	19.57%	50.00%	16.86%	14.29%	23.08%	17.86%	19.08%	15.97%	21.75%	13.76%	27.55%	17.28%	17.97%	4.31%	16.13%	23.50%	13.41%	17.07%	14.06%	25.54%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	123	4	7	8	7	10	2	1	3	7	1	2	2	3	2	1	0	3	0	0	1	2	2	5	2	1	0	0	1	2	1	0	5	7	3	0	1	0	4	0	0	0	0	0	0	1	2	5	0	1	3	8	0	1	2	0	0	0	0					
		0.91%	0.83%	0.98%	1.39%	1.55%	1.70%	0.94%	0.65%	0.79%	1.40%	1.19%	1.02%	0.58%	3.23%	1.31%	0.69%	0.00%	0.98%	0.00%	0.00%	1.11%	0.63%	0.98%	2.98%	1.69%	0.81%	0.00%	0.00%	0.80%	0.95%	0.43%	0.00%	1.51%	3.02%	0.62%	0.00%	0.58%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.34%	1.62%	0.00%	1.02%	3.70%	2.08%	0.00%	0.81%	1.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2819	160	222	175	137	181	32	45	125	153	14	34	48	8	24	17	10	51	20	4	11	59	46	18	17	11	44	16	27	42	45	12	50	54	118	23	37	38	48	7	3	32	8	9	11	57	86	26	53	9	12	86	78	4	35	11	52	44	20					
		20.81%	33.20%	31.09%	30.49%	30.31%	30.78%	15.09%	29.41%	33.07%	30.54%	16.67%	17.35%	13.99%	8.60%	15.69%	11.81%	5.88%	16.61%	12.74%	6.35%	12.22%	18.61%	22.55%	10.71%	14.41%	8.94%	16.79%	14.95%	21.60%	19.91%	19.23%	19.05%	15.06%	23.28%	24.38%	16.20%	21.64%	19.29%	14.59%	15.22%	6.52%	18.60%	6.72%	9.89%	39.29%	16.47%	14.45%	8.44%	17.79%	9.18%	14.81%	22.40%	30.59%	3.23%	17.50%	13.41%	18.12%	34.38%	10.87%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	126	3	7	6	5	7	2	0	6	4	1	1	3	0	0	2	0	3	1	0	3	3	0	0	0	2	4	0	1	2	0	0	5	7	4	1	0	11	4	0	0	0	0	1	0	3	3	3	1	0	2	3	1	0	1	1	5	0	4					
		0.93%	0.62%	0.98%	1.05%	1.11%	1.19%	0.94%	0.00%	1.59%	0.80%	1.19%	0.51%	0.87%	0.00%	0.00%	1.39%	0.00%	0.98%	0.64%	0.00%	3.33%	0.95%	0.00%	0.00%	0.00%	1.63%	1.53%	0.00%	0.80%	0.95%	0.00%	0.00%	1.51%	3.02%	0.83%	0.70%	0.00%	5.58%	1.22%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.87%	0.50%	0.97%	0.34%	0.00%	2.47%	0.78%	0.39%	0.00%	0.50%	1.22%	1.74%	0.00%	2.17%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6216	162	252	222	160	197	113	48	140	186	31	99	197	37	83	51	99	147	80	44	60	147	94	118	51	67	102	38	48	108	152	36	138	73	188	91	84	94	179	26	14	85	80	49	11	175	337	171	154	48	40	166	144	77	86	47	137	57	96					
		45.89%	33.61%	35.29%	38.68%	35.40%	33.50%	53.30%	31.37%	37.04%	37.13%	36.90%	50.51%	57.43%	39.78%	54.25%	35.42%	58.24%	47.88%	50.96%	69.84%	66.67%	46.37%	46.08%	70.24%	43.22%	54.47%	38.93%	35.51%	38.40%	51.18%	64.96%	57.14%	41.57%	31.47%	38.84%	64.08%	49.12%	47.72%	54.41%	56.52%	30.43%	49.42%	67.23%	53.85%	39.29%	50.58%	56.64%	55.52%	51.68%	48.98%	49.38%	43.23%	56.47%	62.10%	43.00%	57.32%	47.74%	44.53%	52.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	52	0	6	3	3	5	0	0	0	3	0	0	1	0	1	2	0	2	0	0	0	0	0	1	0	0	1	0	2	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	2	4	1	3	0	1	0	1	0	0	3	0	0					
		0.38%	0.00%	0.84%	0.52%	0.66%	0.85%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.29%	0.00%	0.65%	1.39%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.38%	0.00%	1.60%	0.47%	0.43%	0.00%	0.30%	0.43%	0.21%	0.00%	0.58%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	1.30%	0.34%	3.06%	0.00%	0.26%	0.00%	0.81%	0.00%	0.00%	1.05%	0.00%	0.00%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
