Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Никольская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575									
		14.07%	16.22%	14.71%	15.68%	20.32%	11.67%	17.39%	13.50%	18.50%	12.92%	12.83%	4.35%	10.67%	17.13%	11.94%	21.62%	19.33%	17.14%	9.19%	9.15%	9.73%	7.80%	36.49%	16.61%	15.67%	14.37%	2.75%	11.49%	14.85%	14.86%	17.28%	9.40%	17.20%	7.41%	9.24%	5.66%	16.39%	3.85%	8.70%	12.50%	16.67%	10.34%	9.32%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	2	1	0	1	0	2	0	1	0	1	0	1	1	1	0	2	0	1	1	0	0	1	2	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0									
		0.32%	0.54%	0.49%	0.00%	0.26%	0.00%	0.54%	0.00%	0.31%	0.00%	0.53%	0.00%	1.33%	0.55%	1.49%	0.00%	0.52%	0.00%	0.54%	0.70%	0.00%	0.00%	1.35%	0.74%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.49%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	586	35	36	38	45	47	51	15	21	2	11	2	14	17	3	3	13	3	19	2	8	17	5	24	20	42	2	17	3	0	13	3	0	0	6	1	3	3	2	6	4	22	8									
		7.73%	9.46%	17.65%	10.27%	11.87%	15.67%	13.86%	9.20%	6.58%	0.96%	5.88%	2.90%	18.67%	9.39%	4.48%	8.11%	3.35%	8.57%	10.27%	1.41%	3.54%	6.03%	6.76%	8.86%	9.22%	12.84%	1.83%	9.77%	2.97%	0.00%	8.02%	2.56%	0.00%	0.00%	2.52%	1.89%	1.64%	2.31%	4.35%	5.00%	4.76%	10.84%	6.78%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
