Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																									
Дата голосования: 07.12.2003 0:00:00																																																																									
																																																																									
Наименование Избирательной комиссии:    Красногвардейская 																																																																									
																																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																									
																																																																									
		Сумма	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	37	25	5	5	5	3	3	2	2	2	5	3	5	3	3	3	4	5	2	5	3	2	5	5	4	3	4	4	4	5	5	5	5	6	2	2	3	2	3	3	2	2	5	5	5	5	3	2	3	5	5	3	5	4	3	3	5	3	4	5	3	5	3	4	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	34	11	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	3	3	0	0	2	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	2	2	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1					
14	Число погашенных открепительных удостоверений	266	26	25	5	5	3	2	3	2	2	2	5	3	4	3	3	3	3	5	2	5	0	2	5	4	4	3	4	4	4	4	5	5	5	3	2	2	1	2	3	3	2	2	5	4	3	5	3	2	3	4	5	3	5	4	2	3	3	3	4	5	3	4	3	4	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																									
18	"1. ""ЕДИНЕНИЕ"""	410	20	4	14	20	17	5	3	5	0	1	7	1	10	2	8	3	11	9	0	16	2	7	4	1	3	7	10	7	2	16	29	6	23	4	2	2	3	2	2	4	0	1	7	1	11	0	15	2	5	8	6	0	9	4	0	0	10	4	4	7	1	9	1	6	4	3					
		1.70%	1.44%	0.61%	1.93%	3.02%	2.97%	1.42%	2.02%	6.02%	0.0%	1.96%	1.4%	0.35%	2.21%	1.38%	5.44%	1.20%	2.74%	2.22%	0.0%	2.59%	0.81%	7.52%	0.88%	0.16%	0.80%	3.58%	3.28%	1.58%	0.54%	3.70%	4.56%	0.93%	4.47%	1.17%	1.12%	1.75%	0.98%	1.56%	1.00%	1.87%	0.0%	0.83%	1.0%	0.20%	2.09%	0.0%	7.10%	1.25%	2.52%	1.04%	1.50%	0.0%	2.15%	1.36%	0.0%	0.0%	1.35%	2.36%	1.00%	0.94%	1.38%	2.15%	0.51%	0.96%	2.53%	1.97%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	178	22	12	10	5	9	1	0	2	0	0	1	0	5	0	0	1	0	2	0	2	0	0	10	7	0	0	4	1	4	4	5	6	4	0	0	0	3	0	2	1	0	0	5	2	2	2	1	0	1	2	4	0	3	4	0	4	3	1	0	5	4	3	3	5	0	1					
		0.74%	1.59%	1.83%	1.38%	0.75%	1.57%	0.28%	0.0%	2.40%	0.0%	0.0%	0.2%	0.0%	1.10%	0.0%	0.0%	0.40%	0.0%	0.49%	0.0%	0.32%	0.0%	0.0%	2.20%	1.12%	0.0%	0.0%	1.31%	0.22%	1.08%	0.92%	0.78%	0.93%	0.77%	0.0%	0.0%	0.0%	0.98%	0.0%	1.00%	0.46%	0.0%	0.0%	0.71%	0.41%	0.38%	0.46%	0.47%	0.0%	0.50%	0.26%	1.00%	0.0%	0.71%	1.36%	0.0%	1.73%	0.40%	0.59%	0.0%	0.67%	5.55%	0.71%	1.53%	0.80%	0.0%	0.65%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	961	58	43	45	41	44	17	12	5	1	5	47	12	10	3	1	4	13	7	0	22	5	1	20	17	7	0	11	4	16	19	40	25	20	4	8	4	12	3	16	7	1	5	30	21	22	11	5	4	10	33	9	7	10	3	17	19	46	17	10	20	1	9	4	11	2	5					
		4.00%	4.20%	6.56%	6.22%	6.20%	7.69%	4.82%	8.10%	6.02%	0.81%	9.80%	9.4%	4.21%	2.21%	2.08%	0.68%	1.61%	3.24%	1.73%	0.0%	3.56%	2.04%	1.07%	4.41%	2.72%	1.88%	0.0%	3.61%	0.90%	4.35%	4.39%	6.29%	3.88%	3.89%	1.17%	4.51%	3.50%	3.92%	2.34%	8.04%	3.28%	1.40%	4.16%	4.28%	4.36%	4.18%	2.56%	2.36%	2.5%	5.05%	4.31%	2.25%	4.16%	2.39%	1.02%	4.59%	8.22%	6.22%	10.05%	2.51%	2.69%	1.38%	2.15%	2.05%	1.76%	1.26%	3.28%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	237	22	16	15	9	12	5	1	2	0	0	4	1	4	0	0	1	0	7	2	4	2	1	1	7	3	3	2	0	1	1	4	4	13	0	2	3	4	0	6	0	1	2	13	1	11	0	1	0	3	5	4	2	1	3	5	0	4	0	0	3	3	4	3	2	2	2					
		0.98%	1.59%	2.44%	2.07%	1.36%	2.09%	1.42%	0.67%	2.40%	0.0%	0.0%	0.8%	0.35%	0.88%	0.0%	0.0%	0.40%	0.0%	1.73%	2.46%	0.64%	0.81%	1.07%	0.22%	1.12%	0.80%	1.53%	0.65%	0.0%	0.27%	0.23%	0.62%	0.62%	2.52%	0.0%	1.12%	2.63%	1.30%	0.0%	3.01%	0.0%	1.40%	1.66%	1.85%	0.20%	2.09%	0.0%	0.47%	0.0%	1.51%	0.65%	1.00%	1.19%	0.23%	1.02%	1.35%	0.0%	0.54%	0.0%	0.0%	0.40%	4.16%	0.95%	1.53%	0.32%	1.26%	1.31%					
22	"5. ""За Русь Святую"""	177	10	4	5	4	5	2	0	1	0	2	7	3	6	0	0	0	6	5	0	23	6	0	3	2	1	0	3	2	10	3	9	1	1	2	0	0	0	0	2	0	1	1	7	2	3	4	0	1	1	6	1	2	1	0	0	0	7	0	0	0	3	1	3	2	2	1					
		0.73%	0.72%	0.61%	0.69%	0.60%	0.87%	0.56%	0.0%	1.20%	0.0%	3.92%	1.4%	1.05%	1.32%	0.0%	0.0%	0.0%	1.49%	1.23%	0.0%	3.72%	2.45%	0.0%	0.66%	0.32%	0.26%	0.0%	0.98%	0.45%	2.72%	0.69%	1.41%	0.15%	0.19%	0.58%	0.0%	0.0%	0.0%	0.0%	1.00%	0.0%	1.40%	0.83%	1.0%	0.41%	0.57%	0.93%	0.0%	0.62%	0.50%	0.78%	0.25%	1.19%	0.23%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	0.0%	4.16%	0.23%	1.53%	0.32%	1.26%	0.65%					
23	"6. ""Объединенная Российская партия ""Русь"""	57	1	1	4	0	4	2	0	1	0	0	1	0	2	0	0	0	3	2	0	0	0	0	1	4	1	0	0	1	0	1	4	1	5	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	1	1	1	0	0	2	1	0	0	3	0	1	1	1	1	0					
		0.23%	0.07%	0.15%	0.55%	0.0%	0.69%	0.56%	0.0%	1.20%	0.0%	0.0%	0.2%	0.0%	0.44%	0.0%	0.0%	0.0%	0.74%	0.49%	0.0%	0.0%	0.0%	0.0%	0.22%	0.64%	0.26%	0.0%	0.0%	0.22%	0.0%	0.23%	0.62%	0.15%	0.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.25%	0.59%	0.23%	0.0%	0.0%	0.86%	0.13%	0.0%	0.0%	0.40%	0.0%	0.23%	0.51%	0.16%	0.63%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	278	21	15	9	9	12	3	1	0	0	0	6	2	4	3	0	2	4	3	0	3	2	0	4	8	2	4	0	3	1	7	13	8	5	8	3	3	3	0	0	0	0	0	7	5	9	3	1	0	1	7	8	0	5	6	5	2	8	1	7	11	3	0	2	12	1	3					
		1.15%	1.52%	2.29%	1.24%	1.36%	2.09%	0.85%	0.67%	0.0%	0.0%	0.0%	1.2%	0.70%	0.88%	2.08%	0.0%	0.80%	0.99%	0.74%	0.0%	0.48%	0.81%	0.0%	0.88%	1.28%	0.53%	2.05%	0.0%	0.68%	0.27%	1.62%	2.04%	1.24%	0.97%	2.35%	1.69%	2.63%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	1.0%	1.03%	1.71%	0.69%	0.47%	0.0%	0.50%	0.91%	2.00%	0.0%	1.19%	2.05%	1.35%	0.86%	1.08%	0.59%	1.76%	1.48%	4.16%	0.0%	1.02%	1.92%	0.63%	1.97%					
25	"8. ""Народно-республиканская партия России"""	40	3	0	3	0	3	0	0	0	0	1	0	0	3	0	0	0	0	0	0	3	1	0	1	1	3	0	1	0	0	0	1	0	1	2	0	0	1	0	0	1	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1					
		0.16%	0.21%	0.0%	0.41%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	1.96%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.40%	0.0%	0.22%	0.16%	0.80%	0.0%	0.32%	0.0%	0.0%	0.0%	0.15%	0.0%	0.19%	0.58%	0.0%	0.0%	0.32%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.26%	0.65%					
26	"9. ""Российская экологическая партия ""Зеленые"""	52	2	4	1	0	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	3	1	0	1	0	0	0	0	1	1	1	2	0	1	0	0	2	0	0	2	2	0	0	4	0	0	4	1	0	1	0	0	0	1	0	0	2	0	0	0	2	1	3					
		0.21%	0.14%	0.61%	0.13%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.2%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.48%	0.26%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.15%	0.19%	0.29%	1.12%	0.0%	0.32%	0.0%	0.0%	0.93%	0.0%	0.0%	0.28%	0.41%	0.0%	0.0%	1.89%	0.0%	0.0%	0.52%	0.25%	0.0%	0.23%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.32%	0.63%	1.97%					
27	"10. ""Аграрная партия России"""	3754	98	42	35	41	45	19	15	7	15	12	49	69	152	34	28	22	77	52	17	74	30	8	149	201	159	78	43	103	52	46	59	24	41	25	28	12	95	9	21	41	24	40	42	50	59	108	14	8	26	117	54	26	101	70	42	16	183	36	62	137	3	50	64	195	43	57					
		15.62%	7.10%	6.41%	4.84%	6.20%	7.86%	5.39%	10.13%	8.43%	12.19%	23.52%	9.8%	24.21%	33.62%	23.61%	19.04%	8.87%	19.20%	12.87%	20.98%	11.99%	12.29%	8.60%	32.89%	32.26%	42.85%	40.0%	14.14%	23.35%	14.16%	10.64%	9.29%	3.73%	7.97%	7.35%	15.81%	10.52%	31.04%	7.03%	10.55%	19.24%	33.80%	33.33%	6.0%	10.39%	11.21%	25.17%	6.63%	5.0%	13.13%	15.31%	13.53%	15.47%	24.16%	23.97%	11.35%	6.92%	24.76%	21.30%	15.61%	18.48%	4.16%	11.96%	32.82%	31.35%	27.21%	37.5%					
28	"11. ""Истинные патриоты России"""	37	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	2	2	0	0	1	1	1	1	0	0	3	0	0	3	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0					
		0.15%	0.21%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	1.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.65%	0.45%	0.0%	0.0%	0.15%	0.15%	0.19%	0.29%	0.0%	0.0%	0.98%	0.0%	0.0%	1.40%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.47%	0.0%	0.0%	0.13%	0.25%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.51%	0.16%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	281	17	17	9	7	8	6	1	0	1	0	3	1	9	1	1	1	4	3	1	7	2	0	9	9	7	4	4	2	1	3	6	7	1	3	2	2	4	1	0	0	1	2	5	7	6	7	2	0	3	19	8	2	2	6	6	3	6	2	0	8	3	1	3	8	4	3					
		1.16%	1.23%	2.59%	1.24%	1.05%	1.39%	1.70%	0.67%	0.0%	0.81%	0.0%	0.6%	0.35%	1.99%	0.69%	0.68%	0.40%	0.99%	0.74%	1.23%	1.13%	0.81%	0.0%	1.98%	1.44%	1.88%	2.05%	1.31%	0.45%	0.27%	0.69%	0.94%	1.08%	0.19%	0.88%	1.12%	1.75%	1.30%	0.78%	0.0%	0.0%	1.40%	1.66%	0.71%	1.45%	1.14%	1.63%	0.94%	0.0%	1.51%	2.48%	2.00%	1.19%	0.47%	2.05%	1.62%	1.29%	0.81%	1.18%	0.0%	1.07%	4.16%	0.23%	1.53%	1.28%	2.53%	1.97%					
30	"13. ""Демократическая партия России"""	73	5	0	4	3	5	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	3	2	1	2	0	0	4	1	0	3	5	0	1	2	1	0	0	0	0	2	2	2	0	1	0	1	1	0	1	3	0	0	1	5	0	0	1	0	1	1	1	3	0					
		0.30%	0.36%	0.0%	0.55%	0.45%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	2.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.53%	0.51%	0.65%	0.0%	0.0%	0.92%	0.15%	0.0%	0.58%	1.47%	0.0%	0.87%	0.65%	0.78%	0.0%	0.0%	0.0%	0.0%	0.28%	0.41%	0.38%	0.0%	0.47%	0.0%	0.50%	0.13%	0.0%	0.59%	0.71%	0.0%	0.0%	0.43%	0.67%	0.0%	0.0%	0.13%	0.0%	0.23%	0.51%	0.16%	1.89%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	49	1	1	2	1	3	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	2	2	0	0	4	0	0	4	2	0	0	0	1	0	2	0	1	0	0	1	1	3	0	0	0	0	1	0	0	1	2	0	0	2	1	0	3	0	0	0	0	2	1					
		0.20%	0.07%	0.15%	0.27%	0.15%	0.52%	0.28%	0.0%	0.0%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.81%	0.0%	0.0%	0.32%	0.53%	0.0%	0.0%	0.90%	0.0%	0.0%	0.62%	0.31%	0.0%	0.0%	0.0%	0.87%	0.0%	1.56%	0.0%	0.46%	0.0%	0.0%	0.14%	0.20%	0.57%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.23%	0.68%	0.0%	0.0%	0.27%	0.59%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	1.26%	0.65%					
32	"15. ""Партия СЛОН"""	21	3	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0					
		0.08%	0.21%	0.15%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.16%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.13%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.59%	0.0%	0.13%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1184	99	45	42	42	13	17	18	5	8	2	20	12	13	2	2	9	16	16	3	57	13	0	21	37	22	8	18	19	11	18	34	37	26	22	4	14	14	2	4	5	8	3	32	29	27	19	12	8	0	44	25	6	8	13	8	10	29	4	19	47	2	34	2	12	6	7					
		4.92%	7.17%	6.87%	5.80%	6.35%	2.27%	4.82%	12.16%	6.02%	6.50%	3.92%	4.0%	4.21%	2.87%	1.38%	1.36%	3.62%	3.99%	3.96%	3.70%	9.23%	5.32%	0.0%	4.63%	5.93%	5.92%	4.10%	5.92%	4.30%	2.99%	4.16%	5.35%	5.75%	5.05%	6.47%	2.25%	12.28%	4.57%	1.56%	2.01%	2.34%	11.26%	2.5%	4.57%	6.02%	5.13%	4.42%	5.68%	5.0%	0.0%	5.75%	6.26%	3.57%	1.91%	4.45%	2.16%	4.32%	3.92%	2.36%	4.78%	6.34%	2.77%	8.13%	1.02%	1.92%	3.79%	4.60%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	68	4	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	3	2	0	2	0	0	0	0	1	0	0	1	0	1	1	2	2	0	0	3	0	0	1	0	1	0	0	1	1	0	2	0	0	5	2	1	3	5	0	0	4	1	0	0	1	2	2	7	1	1					
		0.28%	0.28%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.2%	0.0%	0.44%	0.69%	0.0%	0.0%	0.74%	0.49%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.22%	0.0%	0.23%	0.15%	0.31%	0.38%	0.0%	0.0%	2.63%	0.0%	0.0%	0.50%	0.0%	1.40%	0.0%	0.0%	0.20%	0.19%	0.0%	0.94%	0.0%	0.0%	0.65%	0.50%	0.59%	0.71%	1.71%	0.0%	0.0%	0.54%	0.59%	0.0%	0.0%	1.38%	0.47%	1.02%	1.12%	0.63%	0.65%					
35	"18. ""ЛДПР"""	3235	189	80	117	102	70	65	4	16	13	1	45	47	66	26	40	22	45	66	5	53	12	4	36	66	41	13	27	49	37	55	91	97	84	49	27	18	41	27	26	47	9	22	120	73	92	56	24	15	21	93	66	18	64	37	29	42	90	12	41	151	18	68	23	85	16	31					
		13.46%	13.69%	12.21%	16.18%	15.43%	12.23%	18.46%	2.70%	19.27%	10.56%	1.96%	9.0%	16.49%	14.60%	18.05%	27.21%	8.87%	11.22%	16.33%	6.17%	8.58%	4.91%	4.30%	7.94%	10.59%	11.05%	6.66%	8.88%	11.11%	10.08%	12.73%	14.33%	15.08%	16.34%	14.41%	15.25%	15.78%	13.39%	21.09%	13.06%	22.06%	12.67%	18.33%	17.14%	15.17%	17.49%	13.05%	11.37%	9.37%	10.60%	12.17%	16.54%	10.71%	15.31%	12.67%	7.83%	18.18%	12.17%	7.10%	10.32%	20.37%	25.0%	16.26%	11.79%	13.66%	10.12%	20.39%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	570	29	28	14	11	24	6	4	1	0	0	7	5	4	1	2	3	12	9	0	3	8	1	14	19	7	1	3	16	4	15	25	19	7	10	6	2	4	11	8	6	0	3	23	9	14	14	9	3	11	18	7	5	7	3	0	3	11	8	0	30	3	12	8	17	2	1					
		2.37%	2.10%	4.27%	1.93%	1.66%	4.19%	1.70%	2.70%	1.20%	0.0%	0.0%	1.4%	1.75%	0.88%	0.69%	1.36%	1.20%	2.99%	2.22%	0.0%	0.48%	3.27%	1.07%	3.09%	3.04%	1.88%	0.51%	0.98%	3.62%	1.08%	3.47%	3.93%	2.95%	1.36%	2.94%	3.38%	1.75%	1.30%	8.59%	4.02%	2.81%	0.0%	2.5%	3.28%	1.87%	2.66%	3.26%	4.26%	1.87%	5.55%	2.35%	1.75%	2.97%	1.67%	1.02%	0.0%	1.29%	1.48%	4.73%	0.0%	4.04%	4.16%	2.87%	4.10%	2.73%	1.26%	0.65%					
37	"20. ""Политическая партия ""Единая Россия"""	6521	449	191	258	262	164	134	54	18	48	11	185	94	71	47	29	115	105	69	10	171	63	34	95	126	53	33	49	49	66	165	198	252	182	149	55	12	59	48	51	58	19	26	198	109	142	111	42	85	39	222	87	35	79	55	173	96	209	38	48	114	25	64	54	111	39	19					
		27.14%	32.53%	29.16%	35.68%	39.63%	28.67%	38.06%	36.48%	21.68%	39.02%	21.56%	37.0%	32.98%	15.70%	32.63%	19.72%	46.37%	26.18%	17.07%	12.34%	27.71%	25.81%	36.55%	20.97%	20.22%	14.28%	16.92%	16.11%	11.11%	17.98%	38.19%	31.18%	39.19%	35.40%	43.82%	31.07%	10.52%	19.28%	37.5%	25.62%	27.23%	26.76%	21.66%	28.28%	22.66%	26.99%	25.87%	19.90%	53.12%	19.69%	29.05%	21.80%	20.83%	18.89%	18.83%	46.75%	41.55%	28.28%	22.48%	12.09%	15.38%	34.72%	15.31%	27.69%	17.84%	24.68%	12.5%					
38	"21. ""Российская Конституционно-демократическая партия"""	55	4	3	2	5	0	1	0	0	0	2	1	2	1	0	0	4	0	0	3	0	1	0	0	0	1	0	0	0	1	0	1	3	1	2	1	1	0	0	1	1	0	0	0	0	3	0	0	1	0	1	2	0	0	1	0	0	0	1	0	1	0	0	2	0	1	0					
