Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																							
Дата голосования: 04.12.2011																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Балашихинская городская																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3903	28	50	25	20	21	21	40	30	27	20	52	30	70	22	30	40	30	40	40	20	25	30	40	30	30	30	37	30	37	40	30	30	50	50	30	31	30	30	30	40	40	40	80	40	50	20	40	27	35	105	50	56	40	40	20	60	60	200	120	210	170	40	20	20	80	80	80	60	85	50	30	64	40	19	20	71	20	185	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2995	28	40	24	17	21	18	35	29	26	20	52	26	60	19	20	36	26	38	40	11	23	28	38	21	19	30	36	28	34	40	30	26	44	41	29	31	24	26	25	40	31	28	19	27	36	20	37	27	35	67	50	52	24	9	6	52	35	47	81	110	153	31	7	10	64	41	46	36	75	50	30	59	31	11	13	71	11	185	31	48					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2304	22	12	34	45	24	25	31	23	14	22	22	38	21	36	11	28	16	6	59	13	19	22	15	10	20	13	13	16	14	19	7	26	11	18	17	24	43	59	12	19	22	13	143	18	38	11	42	22	85	24	29	10	40	15	51	13	66	159	58	50	25	25	15	22	24	15	12	12	15	18	13	24	40	21	10	41	22	14	106	22					
14	Число погашенных неиспользованных открепительных удостоверений	908	0	10	1	3	0	3	5	1	1	0	0	4	10	3	10	4	4	2	0	9	2	2	2	9	11	0	1	2	3	0	0	4	6	9	1	0	6	4	5	0	9	12	61	13	14	0	3	0	0	38	0	4	16	31	14	8	25	153	39	100	17	9	13	10	16	39	34	24	10	0	0	5	9	8	7	0	9	0	19	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	294	2	2	1	0	1	0	1	1	1	2	0	2	2	1	1	1	0	0	3	3	1	1	0	0	1	3	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	1	0	2	1	0	0	5	0	1	1	0	1	0	198	0	0	1	4	0	0	0	3	2	2	1	0	0	0	0	0	0	2	0	32	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	57	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	34	0	0	1	0	0	0	0	0	0	0	2	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12847	134	234	184	150	204	131	237	250	262	254	140	208	128	208	200	207	204	184	199	61	115	231	210	196	185	243	230	180	149	102	159	222	136	170	173	171	50	70	173	229	239	222	146	103	152	215	200	98	172	66	185	99	141	105	85	56	178	152	172	138	134	114	43	19	153	160	226	197	110	199	79	158	145	49	78	191	59	197	217	222					
		13.78%	12.68%	17.03%	18.42%	12.59%	18.46%	11.08%	19.22%	21.06%	20.31%	20.50%	14.52%	18.72%	9.36%	17.42%	15.49%	16.97%	17.44%	18.55%	17.44%	11.53%	15.95%	21.06%	19.41%	17.90%	18.43%	17.27%	17.27%	17.18%	15.59%	7.77%	14.35%	16.77%	9.91%	11.00%	15.34%	13.14%	7.13%	6.97%	15.99%	18.06%	19.53%	20.18%	8.15%	7.89%	11.87%	19.42%	15.38%	7.92%	16.59%	6.12%	13.60%	5.33%	19.08%	16.80%	15.51%	8.12%	11.60%	10.99%	9.19%	6.39%	6.42%	9.69%	17.27%	9.74%	10.98%	13.04%	17.87%	15.38%	15.36%	13.71%	6.62%	9.90%	13.50%	9.61%	11.27%	20.54%	10.69%	9.40%	16.48%	17.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	12906	163	211	33	215	203	94	196	76	180	151	122	136	130	198	192	149	187	149	185	64	103	169	152	176	114	199	209	197	157	129	183	151	137	162	167	174	77	57	181	178	156	147	199	101	138	170	141	155	167	236	260	340	77	93	67	99	109	212	255	439	420	161	32	33	178	160	141	234	148	187	110	289	112	38	75	138	86	352	213	132					
		13.84%	15.42%	15.36%	3.30%	18.05%	18.37%	7.95%	15.90%	6.40%	13.95%	12.19%	12.66%	12.24%	9.50%	16.58%	14.87%	12.21%	15.98%	15.02%	16.21%	12.10%	14.29%	15.41%	14.05%	16.07%	11.35%	14.14%	15.69%	18.80%	16.42%	9.83%	16.52%	11.40%	9.98%	10.49%	14.80%	13.37%	10.98%	5.68%	16.73%	14.04%	12.75%	13.36%	11.10%	7.74%	10.77%	15.36%	10.85%	12.53%	16.10%	21.87%	19.12%	18.29%	10.42%	14.88%	12.23%	14.35%	7.11%	15.34%	13.62%	20.34%	20.12%	13.69%	12.85%	16.92%	12.77%	13.04%	11.15%	18.27%	20.67%	12.89%	9.22%	18.11%	10.43%	7.45%	10.84%	14.84%	15.58%	16.80%	16.17%	10.30%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1268	12	22	15	2	11	7	19	15	12	18	11	23	1	9	20	17	13	10	21	7	12	13	18	19	16	50	30	18	12	20	19	16	17	14	11	15	12	17	22	17	15	11	14	18	12	21	13	21	22	19	18	10	11	9	11	9	17	17	19	25	25	13	3	1	29	28	17	25	13	27	12	18	9	2	4	15	8	26	21	27					
		1.36%	1.14%	1.60%	1.50%	0.17%	0.99%	0.59%	1.54%	1.26%	0.93%	1.45%	1.14%	2.07%	0.07%	0.75%	1.55%	1.39%	1.11%	1.01%	1.84%	1.32%	1.66%	1.19%	1.66%	1.74%	1.59%	3.55%	2.25%	1.72%	1.26%	1.52%	1.71%	1.21%	1.24%	0.91%	0.98%	1.15%	1.71%	1.69%	2.03%	1.34%	1.23%	1.00%	0.78%	1.38%	0.94%	1.90%	1.00%	1.70%	2.12%	1.76%	1.32%	0.54%	1.49%	1.44%	2.01%	1.30%	1.11%	1.23%	1.01%	1.16%	1.20%	1.11%	1.20%	0.51%	2.08%	2.28%	1.34%	1.95%	1.82%	1.86%	1.01%	1.13%	0.84%	0.39%	0.58%	1.61%	1.45%	1.24%	1.59%	2.11%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	20837	226	386	137	302	303	293	328	80	392	335	168	321	350	318	270	281	333	295	337	99	184	274	310	324	349	367	353	282	270	312	179	260	395	386	300	201	139	254	261	232	342	270	264	316	110	87	318	321	230	140	391	151	192	109	130	82	329	189	358	180	229	219	27	37	449	470	477	385	266	420	193	225	102	81	74	294	102	321	307	464					
		22.35%	21.38%	28.09%	13.71%	25.36%	27.42%	24.79%	26.60%	6.74%	30.39%	27.04%	17.43%	28.89%	25.58%	26.63%	20.91%	23.03%	28.46%	29.74%	29.54%	18.71%	25.52%	24.98%	28.65%	29.59%	34.76%	26.08%	26.50%	26.91%	28.24%	23.78%	16.16%	19.64%	28.77%	24.98%	26.60%	15.45%	19.83%	25.30%	24.12%	18.30%	27.94%	24.55%	14.73%	24.21%	8.59%	7.86%	24.46%	25.95%	22.18%	12.97%	28.75%	8.12%	25.98%	17.44%	23.72%	11.88%	21.45%	13.68%	19.12%	8.34%	10.97%	18.62%	10.84%	18.97%	32.21%	38.30%	37.71%	30.05%	37.15%	28.95%	16.18%	14.10%	9.50%	15.88%	10.69%	31.61%	18.48%	15.32%	23.31%	36.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6031	81	121	36	8	87	81	115	89	86	114	41	126	77	65	114	117	79	139	128	30	49	115	107	135	78	113	101	68	83	32	16	48	67	76	79	75	19	20	118	112	53	79	38	105	24	110	82	83	89	27	80	45	122	67	58	15	60	58	77	40	69	67	10	6	124	172	113	92	38	102	55	77	48	19	7	61	86	51	157	120					
		6.47%	7.66%	8.81%	3.60%	0.67%	7.87%	6.85%	9.33%	7.50%	6.67%	9.20%	4.25%	11.34%	5.63%	5.44%	8.83%	9.59%	6.75%	14.01%	11.22%	5.67%	6.80%	10.48%	9.89%	12.33%	7.77%	8.03%	7.58%	6.49%	8.68%	2.44%	1.44%	3.63%	4.88%	4.92%	7.00%	5.76%	2.71%	1.99%	10.91%	8.83%	4.33%	7.18%	2.12%	8.05%	1.87%	9.94%	6.31%	6.71%	8.58%	2.50%	5.88%	2.42%	16.51%	10.72%	10.58%	2.17%	3.91%	4.20%	4.11%	1.85%	3.31%	5.70%	4.02%	3.08%	8.90%	14.02%	8.93%	7.18%	5.31%	7.03%	4.61%	4.82%	4.47%	3.73%	1.01%	6.56%	15.58%	2.43%	11.92%	9.37%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35773	408	335	532	475	263	547	283	628	308	336	402	248	673	355	463	354	350	176	231	264	215	258	232	213	231	337	345	263	247	694	507	570	573	679	354	624	389	543	280	444	366	316	1096	600	793	470	515	533	307	536	391	1173	157	213	187	401	789	703	942	1268	1152	491	123	98	427	202	253	321	126	349	613	752	646	313	441	212	170	1070	360	269					
		38.37%	38.60%	24.38%	53.25%	39.88%	23.80%	46.28%	22.95%	52.91%	23.88%	27.12%	41.70%	22.32%	49.20%	29.73%	35.86%	29.02%	29.91%	17.74%	20.25%	49.91%	29.82%	23.52%	21.44%	19.45%	23.01%	23.95%	25.90%	25.10%	25.84%	52.90%	45.76%	43.05%	41.73%	43.95%	31.38%	47.96%	55.49%	54.08%	25.88%	35.02%	29.90%	28.73%	61.16%	45.98%	61.90%	42.46%	39.62%	43.09%	29.60%	49.68%	28.75%	63.10%	21.24%	34.08%	34.12%	58.12%	51.43%	50.87%	50.32%	58.76%	55.20%	41.75%	49.40%	50.26%	30.63%	16.46%	20.00%	25.06%	17.60%	24.05%	51.38%	47.12%	60.15%	61.37%	63.73%	22.80%	30.80%	51.07%	27.33%	20.99%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	1037	8	27	7	5	10	6	18	16	11	11	5	17	2	7	16	16	4	5	18	4	5	11	17	26	11	47	19	13	21	14	16	19	11	10	15	19	5	14	12	23	19	14	11	19	31	15	12	21	12	14	11	9	16	9	2	4	11	14	18	22	15	1	2	1	26	13	12	11	3	19	18	16	3	1	2	6	2	23	23	15					
		1.11%	0.76%	1.97%	0.70%	0.42%	0.90%	0.51%	1.46%	1.35%	0.85%	0.89%	0.52%	1.53%	0.15%	0.59%	1.24%	1.31%	0.34%	0.50%	1.58%	0.76%	0.69%	1.00%	1.57%	2.37%	1.10%	3.34%	1.43%	1.24%	2.20%	1.07%	1.44%	1.44%	0.80%	0.65%	1.33%	1.46%	0.71%	1.39%	1.11%	1.81%	1.55%	1.27%	0.61%	1.46%	2.42%	1.36%	0.92%	1.70%	1.16%	1.30%	0.81%	0.48%	2.17%	1.44%	0.36%	0.58%	0.72%	1.01%	0.96%	1.02%	0.72%	0.09%	0.80%	0.51%	1.87%	1.06%	0.95%	0.86%	0.42%	1.31%	1.51%	1.00%	0.28%	0.20%	0.29%	0.65%	0.36%	1.10%	1.75%	1.17%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
