Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																							
Дата голосования: 04.12.2011																																																																							
																																																																							
Наименование Избирательной комиссии:    Барабинская  																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105					
		17.89%	17.10%	17.69%	13.86%	18.27%	20.55%	22.08%	16.31%	21.69%	17.41%	12.00%	13.13%	10.72%	6.62%	14.81%	16.06%	10.00%	16.18%	6.93%	18.75%	15.69%	15.91%	3.35%	16.57%	8.84%	21.94%	22.73%	7.95%	17.37%	9.79%	13.22%	19.28%	12.50%	15.29%	17.53%	29.63%	20.00%	19.61%	23.13%	23.32%	15.15%	29.78%	24.56%	21.52%	17.15%	25.06%	16.62%	13.75%	18.57%	17.30%	21.73%	15.26%	20.90%	19.65%	18.86%	16.20%	21.38%	17.36%	18.27%	23.04%	22.53%	18.50%	22.83%	18.34%	19.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	138	1	2	1	5	0	0	3	0	1	0	0	1	0	0	4	0	2	0	0	0	1	0	1	0	2	1	2	0	2	4	1	0	3	1	0	1	1	3	2	1	1	0	8	9	1	5	8	3	5	2	2	2	6	6	4	5	3	2	0	2	4	3	1	10					
		0.64%	0.29%	1.36%	0.99%	1.60%	0.00%	0.00%	1.06%	0.00%	0.32%	0.00%	0.00%	0.22%	0.00%	0.00%	0.86%	0.00%	0.83%	0.00%	0.00%	0.00%	0.32%	0.00%	0.57%	0.00%	0.63%	0.57%	2.27%	0.00%	1.40%	2.30%	0.45%	0.00%	0.88%	0.65%	0.00%	0.36%	0.65%	0.68%	0.79%	0.51%	0.44%	0.00%	1.27%	0.79%	0.23%	0.51%	0.69%	0.61%	0.76%	0.38%	0.37%	0.43%	1.04%	0.98%	0.70%	1.08%	0.50%	0.47%	0.00%	0.51%	0.83%	0.65%	0.22%	1.92%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5716	67	21	23	50	4	12	68	11	60	4	17	126	16	24	78	23	36	24	8	18	69	76	55	46	74	45	42	105	37	39	42	28	102	32	10	42	33	83	42	74	66	6	128	371	116	312	387	132	202	168	156	110	199	203	210	128	185	116	114	92	134	118	136	161					
		26.66%	19.42%	14.29%	22.77%	16.03%	5.48%	15.58%	24.11%	13.25%	18.99%	5.33%	17.17%	27.57%	10.60%	17.78%	16.70%	20.91%	14.94%	23.76%	12.50%	35.29%	22.40%	31.80%	31.43%	31.29%	23.20%	25.57%	47.73%	21.21%	25.87%	22.41%	18.83%	29.17%	30.00%	20.78%	18.52%	15.00%	21.57%	18.82%	16.60%	37.37%	29.33%	10.53%	20.25%	32.63%	26.42%	31.80%	33.25%	26.94%	30.65%	32.31%	28.68%	23.45%	34.61%	33.01%	36.59%	27.65%	30.58%	27.17%	27.94%	23.29%	27.86%	25.65%	29.69%	30.90%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	236	3	0	3	3	1	0	1	0	2	0	0	2	0	0	2	0	1	1	0	0	8	5	0	2	3	0	1	4	0	0	1	0	5	2	0	3	1	3	1	3	0	1	12	9	3	15	23	2	13	9	5	5	10	19	13	7	7	2	2	2	8	1	3	4					
		1.10%	0.87%	0.00%	2.97%	0.96%	1.37%	0.00%	0.35%	0.00%	0.63%	0.00%	0.00%	0.44%	0.00%	0.00%	0.43%	0.00%	0.41%	0.99%	0.00%	0.00%	2.60%	2.09%	0.00%	1.36%	0.94%	0.00%	1.14%	0.81%	0.00%	0.00%	0.45%	0.00%	1.47%	1.30%	0.00%	1.07%	0.65%	0.68%	0.40%	1.52%	0.00%	1.75%	1.90%	0.79%	0.68%	1.53%	1.98%	0.41%	1.97%	1.73%	0.92%	1.07%	1.74%	3.09%	2.26%	1.51%	1.16%	0.47%	0.49%	0.51%	1.66%	0.22%	0.66%	0.77%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8870	175	83	52	167	40	42	136	51	165	58	60	229	108	77	250	57	134	59	41	18	150	143	82	74	130	69	27	245	76	87	103	41	151	80	26	146	80	211	124	68	79	25	256	419	164	361	398	192	221	167	220	187	164	193	181	166	207	168	148	153	169	168	161	188					
		41.37%	50.72%	56.46%	51.49%	53.53%	54.79%	54.55%	48.23%	61.45%	52.22%	77.33%	60.61%	50.11%	71.52%	57.04%	53.53%	51.82%	55.60%	58.42%	64.06%	35.29%	48.70%	59.83%	46.86%	50.34%	40.75%	39.20%	30.68%	49.49%	53.15%	50.00%	46.19%	42.71%	44.41%	51.95%	48.15%	52.14%	52.29%	47.85%	49.01%	34.34%	35.11%	43.86%	40.51%	36.85%	37.36%	36.80%	34.19%	39.18%	33.54%	32.12%	40.44%	39.87%	28.52%	31.38%	31.53%	35.85%	34.21%	39.34%	36.27%	38.73%	35.14%	36.52%	35.15%	36.08%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	79	2	1	0	0	0	0	4	1	1	0	0	5	2	0	1	0	0	0	0	0	1	0	0	0	1	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	6	7	1	4	5	4	1	1	2	1	1	2	2	3	3	1	0	4	3	0	3	0					
		0.37%	0.58%	0.68%	0.00%	0.00%	0.00%	0.00%	1.42%	1.20%	0.32%	0.00%	0.00%	1.09%	1.32%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.31%	0.57%	0.00%	0.40%	1.40%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.62%	0.23%	0.41%	0.43%	0.82%	0.15%	0.19%	0.37%	0.21%	0.17%	0.33%	0.35%	0.65%	0.50%	0.23%	0.00%	1.01%	0.62%	0.00%	0.66%	0.00%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
