Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Котласская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440									
		21.33%	21.24%	25.33%	19.57%	10.78%	24.65%	26.31%	20.46%	15.87%	17.36%	25.48%	21.11%	12.50%	21.55%	32.81%	19.04%	15.80%	15.95%	28.14%	31.58%	21.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	6	0	0	0	2	5	1	1	1	0	2	0	1	0	3	1	0	0	2	0									
		0.37%	0.65%	0.00%	0.00%	0.00%	0.35%	0.69%	0.33%	0.53%	0.69%	0.00%	0.69%	0.00%	0.35%	0.00%	0.51%	0.14%	0.00%	0.00%	0.62%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	3	1	0	1	1	4	2	0	3	1	3	0	1	0	0	5	0	2	1	0									
		0.42%	0.33%	1.33%	0.00%	0.27%	0.17%	0.55%	0.66%	0.00%	2.08%	0.32%	1.04%	0.00%	0.35%	0.00%	0.00%	0.72%	0.00%	0.76%	0.31%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0									
		0.10%	0.11%	0.00%	0.00%	0.27%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.61%	0.38%	0.31%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	62	10	0	0	5	4	7	6	3	0	2	0	0	4	0	10	6	2	1	2	0									
		0.93%	1.09%	0.00%	0.00%	1.35%	0.69%	0.96%	1.98%	1.59%	0.00%	0.65%	0.00%	0.00%	1.41%	0.00%	1.72%	0.86%	1.23%	0.38%	0.62%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	851	176	4	24	49	66	81	25	17	17	38	40	3	35	0	71	101	18	23	48	15									
		12.71%	19.17%	5.33%	13.04%	13.21%	11.46%	11.16%	8.25%	8.99%	11.81%	12.26%	13.84%	3.75%	12.37%	0.00%	12.18%	14.51%	11.04%	8.75%	14.86%	9.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	2	0	0	4	0	1	0	1	0	1	2	0	0	2	0	3	1	3	0	0									
		0.30%	0.22%	0.00%	0.00%	1.08%	0.00%	0.14%	0.00%	0.53%	0.00%	0.32%	0.69%	0.00%	0.00%	3.13%	0.00%	0.43%	0.61%	1.14%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	461	71	7	10	16	40	53	10	20	19	29	20	0	19	4	41	57	7	9	12	17									
		6.88%	7.73%	9.33%	5.43%	4.31%	6.94%	7.30%	3.30%	10.58%	13.19%	9.35%	6.92%	0.00%	6.71%	6.25%	7.03%	8.19%	4.29%	3.42%	3.72%	10.76%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
