Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Кизилюртовская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	46	0	0	0	0	5	0	0	0	5	0	4	8	5	0	0	0	0	0	0	2	0	0	0	0	6	0	0	5	0	0	0	0	0	6	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.44%	0.00%	0.26%	0.42%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	72	0	2	5	0	8	0	0	4	6	0	4	10	9	0	0	8	0	0	0	3	0	0	0	0	6	0	0	0	0	0	7	0	0	0	0	0									
		0.17%	0.00%	0.18%	0.47%	0.00%	0.52%	0.00%	0.00%	0.51%	0.53%	0.00%	0.26%	0.53%	0.61%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	57	0	0	3	0	6	0	0	3	0	4	7	0	5	0	0	10	0	0	7	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0									
		0.14%	0.00%	0.00%	0.28%	0.00%	0.39%	0.00%	0.00%	0.38%	0.00%	0.55%	0.45%	0.00%	0.34%	0.00%	0.00%	0.55%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	37721	785	1009	944	772	1366	501	110	696	1049	657	1385	1657	1308	911	649	1613	1153	923	1355	355	960	1408	1008	1348	1091	916	858	836	995	1349	1430	1170	1282	1252	1268	1352									
		90.01%	90.02%	90.98%	89.06%	93.01%	87.96%	90.93%	90.16%	89.00%	91.94%	90.00%	88.95%	87.72%	88.14%	89.93%	90.90%	88.19%	92.24%	89.96%	90.82%	89.87%	91.17%	89.00%	89.92%	90.23%	91.14%	87.99%	90.03%	89.32%	91.45%	90.17%	89.88%	90.35%	92.10%	90.20%	91.62%	90.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	2524	52	55	68	33	108	33	8	47	58	44	109	139	88	71	44	108	61	62	87	24	62	110	56	87	59	72	58	45	62	88	108	78	68	96	75	101									
		6.02%	5.96%	4.96%	6.42%	3.98%	6.95%	5.99%	6.56%	6.01%	5.08%	6.03%	7.00%	7.36%	5.93%	7.01%	6.16%	5.90%	4.88%	6.04%	5.83%	6.08%	5.89%	6.95%	4.99%	5.82%	4.93%	6.92%	6.09%	4.81%	5.70%	5.88%	6.79%	6.02%	4.89%	6.92%	5.42%	6.75%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	12	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1295	27	38	36	21	46	17	2	32	23	18	48	75	60	20	18	72	36	31	43	11	26	49	44	43	35	42	28	36	31	44	46	37	42	34	41	43									
		3.09%	3.10%	3.43%	3.40%	2.53%	2.96%	3.09%	1.64%	4.09%	2.02%	2.47%	3.08%	3.97%	4.04%	1.97%	2.52%	3.94%	2.88%	3.02%	2.88%	2.78%	2.47%	3.10%	3.93%	2.88%	2.92%	4.03%	2.94%	3.85%	2.85%	2.94%	2.89%	2.86%	3.02%	2.45%	2.96%	2.87%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	95	4	5	2	0	4	0	1	0	0	4	0	0	4	6	0	11	0	5	0	0	0	8	7	7	0	5	5	5	0	8	0	4	0	0	0	0									
		0.23%	0.46%	0.45%	0.19%	0.00%	0.26%	0.00%	0.82%	0.00%	0.00%	0.55%	0.00%	0.00%	0.27%	0.59%	0.00%	0.60%	0.00%	0.49%	0.00%	0.00%	0.00%	0.51%	0.62%	0.47%	0.00%	0.48%	0.52%	0.53%	0.00%	0.53%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	78	4	0	0	4	10	0	1	0	0	0	0	0	5	0	0	7	0	0	0	0	5	7	6	9	0	6	4	4	0	0	0	6	0	0	0	0									
		0.19%	0.46%	0.00%	0.00%	0.48%	0.64%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.47%	0.44%	0.54%	0.60%	0.00%	0.58%	0.42%	0.43%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
