Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Артемовская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №110	УИК №111	УИК №112					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6512	187	113	124	37	31	103	65	166	162	66	165	125	192	113	74	147	200	252	131	123	139	95	54	61	190	172	92	53	185	158	82	75	103	32	121	169	243	178	46	95	110	213	116	152	218	48	193	101	36	11	16	8	163	137	71					
		16.55%	12.76%	15.78%	19.11%	8.41%	2.88%	22.15%	13.43%	12.33%	14.78%	11.74%	17.15%	17.27%	17.74%	17.66%	8.98%	18.33%	19.05%	22.20%	18.35%	18.92%	22.68%	18.27%	13.24%	18.43%	19.31%	17.92%	15.18%	15.68%	16.23%	17.58%	9.59%	17.01%	13.66%	14.55%	20.47%	23.90%	26.82%	22.59%	9.85%	15.06%	12.21%	21.58%	15.06%	18.74%	20.64%	13.71%	16.36%	17.66%	10.32%	5.12%	13.11%	14.81%	25.79%	22.13%	10.44%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5816	366	132	137	36	26	95	80	143	147	119	128	115	146	101	81	120	128	183	139	104	86	80	53	54	158	149	69	47	175	147	61	65	101	35	88	116	133	106	78	96	105	153	107	140	173	65	164	72	39	11	16	3	116	130	99					
		14.78%	24.98%	18.44%	21.11%	8.18%	2.42%	20.43%	16.53%	10.62%	13.41%	21.17%	13.31%	15.88%	13.49%	15.78%	9.83%	14.96%	12.19%	16.12%	19.47%	16.00%	14.03%	15.38%	12.99%	16.31%	16.06%	15.52%	11.39%	13.91%	15.35%	16.35%	7.13%	14.74%	13.40%	15.91%	14.89%	16.41%	14.68%	13.45%	16.70%	15.21%	11.65%	15.50%	13.90%	17.26%	16.38%	18.57%	13.90%	12.59%	11.17%	5.12%	13.11%	5.56%	18.35%	21.00%	14.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	257	16	4	3	6	4	3	1	6	4	0	6	4	12	6	3	7	11	17	6	7	1	7	3	5	2	7	5	3	5	11	0	3	1	0	3	7	4	4	2	2	3	6	2	3	8	1	9	3	1	1	1	2	9	4	3					
		0.65%	1.09%	0.56%	0.46%	1.36%	0.37%	0.65%	0.21%	0.45%	0.36%	0.00%	0.62%	0.55%	1.11%	0.94%	0.36%	0.87%	1.05%	1.50%	0.84%	1.08%	0.16%	1.35%	0.74%	1.51%	0.20%	0.73%	0.83%	0.89%	0.44%	1.22%	0.00%	0.68%	0.13%	0.00%	0.51%	0.99%	0.44%	0.51%	0.43%	0.32%	0.33%	0.61%	0.26%	0.37%	0.76%	0.29%	0.76%	0.52%	0.29%	0.47%	0.82%	3.70%	1.42%	0.65%	0.44%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7840	205	139	144	75	171	98	96	186	212	126	245	230	283	143	115	196	250	319	177	168	176	98	59	70	275	214	97	66	193	224	54	73	87	43	125	152	158	166	80	110	163	212	135	129	182	57	259	108	35	38	15	16	118	112	163					
		19.93%	13.99%	19.41%	22.19%	17.05%	15.89%	21.08%	19.83%	13.82%	19.34%	22.42%	25.47%	31.77%	26.16%	22.34%	13.96%	24.44%	23.81%	28.11%	24.79%	25.85%	28.71%	18.85%	14.46%	21.15%	27.95%	22.29%	16.01%	19.53%	16.93%	24.92%	6.32%	16.55%	11.54%	19.55%	21.15%	21.50%	17.44%	21.07%	17.13%	17.43%	18.09%	21.48%	17.53%	15.91%	17.23%	16.29%	21.95%	18.88%	10.03%	17.67%	12.30%	29.63%	18.67%	18.09%	23.97%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	963	33	21	28	6	12	20	15	37	6	5	31	23	38	16	24	39	33	62	36	19	19	11	6	10	43	39	12	7	3	31	9	13	1	4	4	16	29	21	9	6	19	20	8	18	27	2	15	12	4	1	3	1	11	13	12					
		2.45%	2.25%	2.93%	4.31%	1.36%	1.12%	4.30%	3.10%	2.75%	0.55%	0.89%	3.22%	3.18%	3.51%	2.50%	2.91%	4.86%	3.14%	5.46%	5.04%	2.92%	3.10%	2.12%	1.47%	3.02%	4.37%	4.06%	1.98%	2.07%	0.26%	3.45%	1.05%	2.95%	0.13%	1.82%	0.68%	2.26%	3.20%	2.66%	1.93%	0.95%	2.11%	2.03%	1.04%	2.22%	2.56%	0.57%	1.27%	2.10%	1.15%	0.47%	2.46%	1.85%	1.74%	2.10%	1.76%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16880	615	291	199	271	824	139	213	803	557	242	357	211	378	253	517	270	409	258	206	206	173	216	221	124	277	349	320	140	570	302	642	204	451	103	234	227	306	280	240	307	475	366	377	339	399	167	504	268	222	150	69	21	194	209	215					
		42.91%	41.98%	40.64%	30.66%	61.59%	76.58%	29.89%	44.01%	59.66%	50.82%	43.06%	37.11%	29.14%	34.94%	39.53%	62.74%	33.67%	38.95%	22.73%	28.85%	31.69%	28.22%	41.54%	54.17%	37.46%	28.15%	36.35%	52.81%	41.42%	50.00%	33.59%	75.09%	46.26%	59.81%	46.82%	39.59%	32.11%	33.77%	35.53%	51.39%	48.65%	52.72%	37.08%	48.96%	41.80%	37.78%	47.71%	42.71%	46.85%	63.61%	69.77%	56.56%	38.89%	30.70%	33.76%	31.62%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	160	12	1	0	0	4	0	2	5	2	4	2	3	9	3	1	1	0	7	4	5	2	1	1	0	5	5	1	2	3	4	4	3	2	0	2	9	7	3	1	3	2	1	4	5	5	2	6	1	0	0	1	0	2	2	6					
		0.41%	0.82%	0.14%	0.00%	0.00%	0.37%	0.00%	0.41%	0.37%	0.18%	0.71%	0.21%	0.41%	0.83%	0.47%	0.12%	0.12%	0.00%	0.62%	0.56%	0.77%	0.33%	0.19%	0.25%	0.00%	0.51%	0.52%	0.17%	0.59%	0.26%	0.44%	0.47%	0.68%	0.27%	0.00%	0.34%	1.27%	0.77%	0.38%	0.21%	0.48%	0.22%	0.10%	0.52%	0.62%	0.47%	0.57%	0.51%	0.17%	0.00%	0.00%	0.82%	0.00%	0.32%	0.32%	0.88%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
