Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																	
Дата голосования: 07.12.2003 0:00:00																																																																	
																																																																	
Наименование Избирательной комиссии:    Рузаевская																																																																	
																																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																	
																																																																	
		Сумма	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	835	20	0	20	20	20	10	10	20	15	15	20	15	15	20	15	20	0	5	10	10	10	10	10	20	10	15	15	20	10	5	20	20	20	20	20	15	20	20	20	20	20	20	20	10	5	20	20	20	15	5	5	15	15	10	5	5	10	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	253	10	0	13	16	8	8	6	7	4	4	5	3	2	11	5	6	0	0	10	0	0	2	1	1	0	3	1	2	1	1	9	15	6	8	0	4	3	0	13	10	18	2	14	2	0	2	3	8	3	0	1	0	0	0	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	116	0	30	9	2	2	1	1	0	0	0	0	0	0	0	1	2	5	2	2	0	2	6	0	6	3	0	0	2	3	0	1	3	1	0	1	0	0	1	5	0	0	0	4	3	2	0	4	0	2	0	1	3	0	1	3	1	1	0					
14	Число погашенных открепительных удостоверений	582	10	0	7	4	12	2	4	13	11	11	15	12	13	9	10	14	0	5	0	10	10	8	9	19	10	12	14	18	9	4	11	5	14	12	20	11	17	20	7	10	2	18	6	8	5	18	17	12	12	5	4	15	15	10	5	5	10	13					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	"1. ""ЕДИНЕНИЕ"""	522	15	0	9	22	16	3	7	7	17	5	9	15	10	10	2	8	4	2	5	8	6	0	3	4	7	3	7	14	4	6	24	31	24	7	15	13	9	19	28	15	18	2	29	3	6	14	16	13	0	0	1	0	0	3	0	0	1	3					
		1.20%	0.99%	0.0%	0.75%	2.04%	1.35%	0.41%	1.27%	0.57%	2.34%	0.65%	0.65%	2.32%	1.74%	0.70%	0.41%	0.66%	2.75%	0.70%	0.86%	1.44%	6.0%	0.0%	0.57%	0.74%	2.22%	0.88%	2.31%	1.73%	0.86%	1.66%	2.33%	2.10%	1.62%	0.41%	1.89%	2.25%	0.66%	1.87%	1.95%	1.02%	1.09%	0.25%	2.62%	0.78%	3.42%	1.85%	0.97%	1.50%	0.0%	0.0%	0.58%	0.0%	0.0%	0.97%	0.0%	0.0%	0.31%	0.52%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	773	26	0	22	21	13	6	6	14	6	23	15	19	16	53	9	12	4	6	67	2	2	6	30	9	13	0	3	25	3	2	23	31	10	13	17	11	12	15	25	19	27	7	9	0	1	22	47	15	1	3	0	8	2	2	0	0	3	17					
		1.77%	1.72%	0.0%	1.84%	1.94%	1.10%	0.83%	1.08%	1.15%	0.82%	3.02%	1.09%	2.94%	2.78%	3.72%	1.85%	1.0%	2.75%	2.12%	11.63%	0.36%	2.0%	1.20%	5.76%	1.67%	4.12%	0.0%	0.99%	3.09%	0.64%	0.55%	2.23%	2.10%	0.67%	0.76%	2.14%	1.90%	0.88%	1.47%	1.74%	1.30%	1.64%	0.90%	0.81%	0.0%	0.57%	2.91%	2.85%	1.73%	0.18%	1.17%	0.0%	1.68%	0.42%	0.64%	0.0%	0.0%	0.94%	2.96%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	409	9	0	21	14	15	2	11	21	7	12	25	21	6	14	2	5	1	1	3	1	0	8	0	2	0	1	1	5	4	2	17	11	12	19	13	4	21	10	13	20	16	3	7	2	0	6	8	9	0	2	0	0	0	0	1	0	1	0					
		0.94%	0.59%	0.0%	1.76%	1.29%	1.27%	0.27%	1.99%	1.72%	0.96%	1.57%	1.83%	3.25%	1.04%	0.98%	0.41%	0.41%	0.68%	0.35%	0.52%	0.18%	0.0%	1.60%	0.0%	0.37%	0.0%	0.29%	0.33%	0.61%	0.86%	0.55%	1.65%	0.74%	0.81%	1.12%	1.64%	0.69%	1.54%	0.98%	0.90%	1.36%	0.97%	0.38%	0.63%	0.52%	0.0%	0.79%	0.48%	1.04%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.31%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	450	16	3	27	15	20	3	10	12	6	14	17	15	4	14	4	4	1	0	1	0	0	0	0	1	0	0	1	9	2	2	22	15	22	18	16	3	20	21	14	22	35	10	11	0	1	6	8	5	0	0	0	0	0	0	0	0	0	0					
		1.03%	1.06%	4.10%	2.26%	1.39%	1.69%	0.41%	1.81%	0.98%	0.82%	1.83%	1.24%	2.32%	0.69%	0.98%	0.82%	0.33%	0.68%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.33%	1.11%	0.43%	0.55%	2.14%	1.01%	1.48%	1.06%	2.02%	0.51%	1.47%	2.06%	0.97%	1.50%	2.12%	1.29%	0.99%	0.0%	0.57%	0.79%	0.48%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	158	4	0	15	5	3	2	3	1	4	4	9	8	2	4	0	8	1	1	1	4	1	0	0	1	0	1	2	6	1	0	4	2	5	2	5	1	6	6	4	10	0	3	13	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0					
		0.36%	0.26%	0.0%	1.25%	0.46%	0.25%	0.27%	0.54%	0.08%	0.55%	0.52%	0.65%	1.24%	0.34%	0.28%	0.0%	0.66%	0.68%	0.35%	0.17%	0.72%	1.0%	0.0%	0.0%	0.18%	0.0%	0.29%	0.66%	0.74%	0.21%	0.0%	0.38%	0.13%	0.33%	0.11%	0.63%	0.17%	0.44%	0.59%	0.27%	0.68%	0.0%	0.38%	1.17%	0.26%	0.0%	0.0%	0.0%	0.34%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	32	0	0	3	0	2	3	1	1	1	0	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	4	0	1	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.25%	0.0%	0.16%	0.41%	0.18%	0.08%	0.13%	0.0%	0.07%	0.15%	0.17%	0.14%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.24%	0.0%	0.0%	0.09%	0.06%	0.0%	0.23%	0.0%	0.17%	0.0%	0.0%	0.06%	0.13%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	130	1	0	5	4	9	1	5	5	2	3	5	4	1	18	1	6	0	1	1	1	0	0	0	0	1	0	0	1	2	0	4	1	1	3	2	1	2	4	6	6	13	4	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0					
		0.29%	0.06%	0.0%	0.41%	0.37%	0.76%	0.13%	0.90%	0.41%	0.27%	0.39%	0.36%	0.62%	0.17%	1.26%	0.20%	0.5%	0.0%	0.35%	0.17%	0.18%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.12%	0.43%	0.0%	0.38%	0.06%	0.06%	0.17%	0.25%	0.17%	0.14%	0.39%	0.41%	0.41%	0.79%	0.51%	0.09%	0.0%	0.57%	0.26%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	33	0	1	1	1	4	0	0	0	2	0	0	2	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	2	0	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.0%	1.36%	0.08%	0.09%	0.33%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.31%	0.0%	0.07%	0.82%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.19%	0.13%	0.13%	0.0%	0.25%	0.0%	0.22%	0.19%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	72	5	0	4	6	1	0	0	3	3	0	3	0	0	2	0	3	1	3	1	1	0	0	0	0	0	0	2	2	0	0	3	4	1	1	1	4	0	3	3	2	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.16%	0.33%	0.0%	0.33%	0.55%	0.08%	0.0%	0.0%	0.24%	0.41%	0.0%	0.21%	0.0%	0.0%	0.14%	0.0%	0.25%	0.68%	1.06%	0.17%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.24%	0.0%	0.0%	0.29%	0.27%	0.06%	0.05%	0.12%	0.69%	0.0%	0.29%	0.20%	0.13%	0.48%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	498	4	2	15	9	18	11	5	14	9	4	19	24	4	8	4	5	2	10	6	17	1	7	7	3	9	1	0	24	1	1	9	15	18	5	13	10	13	19	10	9	9	9	23	11	4	4	12	10	0	3	9	16	0	5	1	5	4	8					
		1.14%	0.26%	2.73%	1.25%	0.83%	1.52%	1.53%	0.90%	1.15%	1.23%	0.52%	1.39%	3.72%	0.69%	0.56%	0.82%	0.41%	1.37%	3.53%	1.04%	3.07%	1.0%	1.40%	1.34%	0.55%	2.85%	0.29%	0.0%	2.97%	0.21%	0.27%	0.87%	1.01%	1.21%	0.29%	1.64%	1.73%	0.95%	1.87%	0.69%	0.61%	0.54%	1.16%	2.08%	2.89%	2.28%	0.52%	0.72%	1.15%	0.0%	1.17%	5.23%	3.36%	0.0%	1.61%	0.90%	5.49%	1.25%	1.39%					
28	"11. ""Истинные патриоты России"""	39	0	1	4	0	0	2	1	0	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	4	2	0	1	0	1	0	0	2	0	0	4	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.0%	1.36%	0.33%	0.0%	0.0%	0.27%	0.18%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.19%	0.27%	0.13%	0.0%	0.12%	0.0%	0.07%	0.0%	0.0%	0.13%	0.0%	0.0%	0.36%	0.78%	0.0%	0.39%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	224	3	2	8	4	5	9	7	6	3	3	11	2	2	5	1	3	1	2	0	1	0	0	0	2	2	0	1	3	1	3	10	14	18	5	7	6	9	4	12	14	10	2	5	0	0	8	5	4	0	0	0	0	0	1	0	0	0	0					
		0.51%	0.19%	2.73%	0.67%	0.37%	0.42%	1.25%	1.27%	0.49%	0.41%	0.39%	0.80%	0.31%	0.34%	0.35%	0.20%	0.25%	0.68%	0.70%	0.0%	0.18%	0.0%	0.0%	0.0%	0.37%	0.63%	0.0%	0.33%	0.37%	0.21%	0.83%	0.97%	0.95%	1.21%	0.29%	0.88%	1.03%	0.66%	0.39%	0.83%	0.95%	0.60%	0.25%	0.45%	0.0%	0.0%	1.05%	0.30%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	30	0	0	2	1	1	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	4	1	2	3	0	2	0	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.16%	0.09%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.21%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.33%	0.0%	0.0%	0.0%	0.09%	0.27%	0.06%	0.11%	0.37%	0.0%	0.14%	0.0%	0.20%	0.0%	0.0%	0.0%	0.09%	0.26%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	29	0	0	0	0	0	0	1	0	0	3	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	2	2	0	1	0	2	0	0	0	2	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.39%	0.07%	0.0%	0.0%	0.07%	0.0%	0.08%	0.68%	0.0%	0.17%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.21%	0.0%	0.09%	0.06%	0.06%	0.11%	0.25%	0.0%	0.07%	0.0%	0.13%	0.0%	0.0%	0.0%	0.18%	0.26%	0.0%	0.39%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	34	0	0	1	1	1	1	1	2	0	0	1	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	1	1	0	0	1	1	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.07%	0.0%	0.0%	0.08%	0.09%	0.08%	0.13%	0.18%	0.16%	0.0%	0.0%	0.07%	0.31%	0.17%	0.07%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.27%	0.0%	0.13%	0.06%	0.05%	0.0%	0.0%	0.07%	0.09%	0.13%	0.06%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1943	37	3	94	74	77	15	48	72	40	61	93	25	36	74	18	40	0	6	24	2	3	6	8	2	4	11	6	28	13	11	62	80	70	56	54	32	69	65	109	91	82	45	43	2	2	25	57	32	0	3	2	0	2	4	1	0	0	24					
		4.47%	2.46%	4.10%	7.89%	6.87%	6.53%	2.09%	8.71%	5.92%	5.50%	8.01%	6.81%	3.87%	6.27%	5.20%	3.71%	3.33%	0.0%	2.12%	4.16%	0.36%	3.0%	1.20%	1.53%	0.37%	1.26%	3.24%	1.98%	3.46%	2.79%	3.04%	6.03%	5.43%	4.72%	3.30%	6.81%	5.54%	5.09%	6.40%	7.62%	6.23%	4.98%	5.82%	3.89%	0.52%	1.14%	3.31%	3.46%	3.70%	0.0%	1.17%	1.16%	0.0%	0.42%	1.29%	0.90%	0.0%	0.0%	4.18%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	55	0	2	1	0	2	1	0	2	0	2	2	0	0	5	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	3	2	1	2	0	0	5	3	2	2	0	1	3	1	1	3	0	2	0	0	1	0	0	0	1	0	0	0					
		0.12%	0.0%	2.73%	0.08%	0.0%	0.16%	0.13%	0.0%	0.16%	0.0%	0.26%	0.14%	0.0%	0.0%	0.35%	0.0%	0.0%	0.68%	0.0%	0.52%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.13%	0.06%	0.11%	0.0%	0.0%	0.36%	0.29%	0.13%	0.13%	0.0%	0.12%	0.27%	0.26%	0.57%	0.39%	0.0%	0.23%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	2498	45	9	84	99	124	17	52	84	46	59	95	38	39	23	42	41	7	16	26	18	5	31	11	19	7	11	22	67	32	19	74	113	117	74	58	52	68	75	97	84	139	46	68	10	11	20	43	55	0	4	0	14	24	16	1	2	13	32					
		5.75%	2.99%	12.32%	7.05%	9.19%	10.52%	2.37%	9.43%	6.91%	6.33%	7.75%	6.95%	5.89%	6.79%	1.61%	8.67%	3.41%	4.82%	5.65%	4.51%	3.26%	5.0%	6.22%	2.11%	3.54%	2.22%	3.24%	7.28%	8.29%	6.88%	5.26%	7.19%	7.67%	7.90%	4.37%	7.32%	9.01%	5.01%	7.38%	6.78%	5.75%	8.44%	5.95%	6.15%	2.63%	6.28%	2.64%	2.61%	6.36%	0.0%	1.56%	0.0%	2.94%	5.08%	5.17%	0.90%	2.19%	4.08%	5.57%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	449	3	0	16	23	25	4	2	16	8	11	23	5	6	13	0	19	2	0	7	4	0	0	0	2	2	0	2	10	6	1	16	12	18	19	5	7	8	13	32	17	20	9	6	3	1	9	5	16	0	2	2	9	0	2	1	0	1	6					
		1.03%	0.19%	0.0%	1.34%	2.13%	2.12%	0.55%	0.36%	1.31%	1.10%	1.44%	1.68%	0.77%	1.04%	0.91%	0.0%	1.58%	1.37%	0.0%	1.21%	0.72%	0.0%	0.0%	0.0%	0.37%	0.63%	0.0%	0.66%	1.23%	1.29%	0.27%	1.55%	0.81%	1.21%	1.12%	0.63%	1.21%	0.59%	1.28%	2.23%	1.16%	1.21%	1.16%	0.54%	0.78%	0.57%	1.19%	0.30%	1.85%	0.0%	0.78%	1.16%	1.89%	0.0%	0.64%	0.90%	0.0%	0.31%	1.04%					
37	"20. ""Политическая партия ""Единая Россия"""	28970	1215	40	621	558	641	598	317	748	441	424	746	345	351	1010	313	924	97	185	391	438	56	380	435	449	231	286	220	464	360	271	575	903	965	1269	404	280	919	537	832	934	1042	510	674	313	127	579	1290	569	485	225	144	374	392	244	89	76	270	394					
		66.68%	80.83%	54.79%	52.14%	51.81%	54.41%	83.40%	57.53%	61.56%	60.74%	55.71%	54.65%	53.48%	61.14%	71.02%	64.66%	77.0%	66.89%	65.37%	67.88%	79.34%	56.0%	76.30%	83.65%	83.76%	73.33%	84.36%	72.84%	57.42%	77.41%	75.06%	55.93%	61.30%	65.15%	74.99%	51.01%	48.52%	67.82%	52.90%	58.18%	63.97%	63.34%	65.97%	60.99%	82.36%	72.57%	76.68%	78.37%	65.85%	90.31%	88.23%	83.72%	78.73%	83.05%	78.96%	80.18%	83.51%	84.90%	68.64%					
38	"21. ""Российская Конституционно-демократическая партия"""	82	1	0	5	2	1	1	2	0	0	3	3	0	2	6	1	3	0	2	1	2	0	11	0	1	0	0	2	10	0	1	1	0	4	1	2	1	0	4	1	1	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0					
		0.18%	0.06%	0.0%	0.41%	0.18%	0.08%	0.13%	0.36%	0.0%	0.0%	0.39%	0.21%	0.0%	0.34%	0.42%	0.20%	0.25%	0.0%	0.70%	0.17%	0.36%	0.0%	2.20%	0.0%	0.18%	0.0%	0.0%	0.66%	1.23%	0.0%	0.27%	0.09%	0.0%	0.27%	0.05%	0.25%	0.17%	0.0%	0.39%	0.06%	0.06%	0.0%	0.0%	0.27%	0.0%	0.0%	0.26%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	67	2	0	6	1	3	0	3	3	1	0	2	1	0	1	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	5	1	1	1	2	2	4	2	3	5	6	1	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0					
		0.15%	0.13%	0.0%	0.50%	0.09%	0.25%	0.0%	0.54%	0.24%	0.13%	0.0%	0.14%	0.15%	0.0%	0.07%	0.0%	0.16%	0.68%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.06%	0.06%	0.05%	0.25%	0.34%	0.29%	0.19%	0.20%	0.34%	0.36%	0.12%	0.18%	0.0%	0.0%	0.39%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3792	102	7	159	132	110	27	49	128	56	83	200	73	53	92	21	59	12	30	30	41	15	28	17	29	7	16	26	84	23	33	109	70	115	149	126	78	120	170	179	138	136	45	143	15	15	29	98	78	25	10	2	54	21	22	16	5	9	73					
		8.72%	6.78%	9.58%	13.35%	12.25%	9.33%	3.76%	8.89%	10.53%	7.71%	10.90%	14.65%	11.31%	9.23%	6.46%	4.33%	4.91%	8.27%	10.60%	5.20%	7.42%	15.0%	5.62%	3.26%	5.41%	2.22%	4.71%	8.60%	10.39%	4.94%	9.14%	10.60%	4.75%	7.76%	8.80%	15.90%	13.51%	8.85%	16.74%	12.51%	9.45%	8.26%	5.82%	12.94%	3.94%	8.57%	3.84%	5.95%	9.02%	4.65%	3.92%	1.16%	11.36%	4.44%	7.11%	14.41%	5.49%	2.83%	12.71%					
																																																																	
41	Против всех	1053	10	2	45	43	45	5	18	49	16	22	28	25	20	35	19	31	7	6	6	6	1	8	6	7	9	6	2	39	7	8	35	50	43	31	17	20	28	27	48	53	50	14	26	2	5	13	25	11	0	0	0	0	8	9	0	0	0	7					
