Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
"Наименование Избирательной комиссии:    Ульяновск, Засвияжская N2"																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824	УИК №3825	УИК №3826	УИК №3827	УИК №3828	УИК №3829	УИК №3830	УИК №3831	УИК №3832	УИК №3833	УИК №3834	УИК №3835	УИК №3836	УИК №3837	УИК №3838	УИК №3839	УИК №3840	УИК №3841	УИК №3842	УИК №3843	УИК №3844	УИК №3845	УИК №3846	УИК №3847	УИК №3848	УИК №3849	УИК №3850									
		2.25%	1.78%	2.23%	1.89%	2.48%	2.40%	2.75%	2.91%	2.34%	3.01%	2.41%	1.93%	2.79%	2.59%	1.82%	2.25%	2.16%	2.16%	1.29%	3.69%	1.72%	2.67%	2.06%	1.53%	2.27%	1.75%	2.41%	1.42%	2.74%	2.17%	1.90%	3.44%	2.44%	3.14%	2.69%	2.28%	1.15%	2.00%	1.45%	1.68%	2.73%	1.59%	1.22%	1.32%	3.90%	0.00%	2.09%	2.98%	1.04%	1.80%	3.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15010	307	249	307	276	205	261	230	398	360	329	208	447	353	395	350	268	360	234	312	250	402	292	233	302	249	337	339	317	307	401	322	403	230	334	421	308	213	210	362	374	350	344	367	282	13	380	233	94	190	302									
		37.13%	32.21%	32.68%	34.15%	35.98%	35.16%	34.12%	33.43%	37.27%	34.99%	31.73%	30.86%	38.94%	38.08%	35.88%	39.41%	34.05%	35.33%	37.86%	37.19%	35.92%	38.29%	33.49%	39.49%	38.13%	39.52%	36.95%	36.97%	39.43%	39.26%	42.43%	38.24%	37.80%	36.16%	35.91%	36.87%	39.19%	38.80%	33.93%	35.77%	37.78%	37.08%	35.10%	34.56%	47.80%	65.00%	41.71%	46.32%	48.96%	56.89%	38.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	289	8	7	9	9	8	8	0	6	2	11	6	4	2	8	8	3	11	7	9	3	5	11	4	8	6	2	5	6	2	6	5	6	4	10	14	2	2	4	4	9	5	6	11	3	0	8	3	1	1	7									
		0.71%	0.84%	0.92%	1.00%	1.17%	1.37%	1.05%	0.00%	0.56%	0.19%	1.06%	0.89%	0.35%	0.22%	0.73%	0.90%	0.38%	1.08%	1.13%	1.07%	0.43%	0.48%	1.26%	0.68%	1.01%	0.95%	0.22%	0.55%	0.75%	0.26%	0.63%	0.59%	0.56%	0.63%	1.08%	1.23%	0.25%	0.36%	0.65%	0.40%	0.91%	0.53%	0.61%	1.04%	0.51%	0.00%	0.88%	0.60%	0.52%	0.30%	0.90%									
24	"6. Политическая партия ""Гражданская Платформа"""	76	3	2	1	1	0	1	5	4	1	2	1	1	2	0	1	3	1	2	1	5	4	3	1	1	2	2	2	0	0	1	2	5	1	1	4	4	1	1	0	1	0	0	1	0	0	1	0	0	0	1									
		0.19%	0.31%	0.26%	0.11%	0.13%	0.00%	0.13%	0.73%	0.37%	0.10%	0.19%	0.15%	0.09%	0.22%	0.00%	0.11%	0.38%	0.10%	0.32%	0.12%	0.72%	0.38%	0.34%	0.17%	0.13%	0.32%	0.22%	0.22%	0.00%	0.00%	0.11%	0.24%	0.47%	0.16%	0.11%	0.35%	0.51%	0.18%	0.16%	0.00%	0.10%	0.00%	0.00%	0.09%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.13%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	7498	154	134	145	149	110	145	149	229	213	213	149	198	154	211	147	147	200	126	158	154	179	174	126	135	108	180	187	145	135	176	162	196	133	193	211	137	94	99	165	186	139	155	206	97	3	161	102	28	52	149									
		18.55%	16.16%	17.59%	16.13%	19.43%	18.87%	18.95%	21.66%	21.44%	20.70%	20.54%	22.11%	17.25%	16.61%	19.16%	16.55%	18.68%	19.63%	20.39%	18.83%	22.13%	17.05%	19.95%	21.36%	17.05%	17.14%	19.74%	20.39%	18.03%	17.26%	18.62%	19.24%	18.39%	20.91%	20.75%	18.48%	17.43%	17.12%	15.99%	16.30%	18.79%	14.72%	15.82%	19.40%	16.44%	15.00%	17.67%	20.28%	14.58%	15.57%	19.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	318	14	3	5	7	8	1	2	10	13	5	9	9	14	5	6	4	5	1	5	2	11	9	4	4	1	2	7	13	5	8	9	15	5	12	19	8	0	5	3	6	4	9	10	1	0	4	4	0	0	12									
		0.79%	1.47%	0.39%	0.56%	0.91%	1.37%	0.13%	0.29%	0.94%	1.26%	0.48%	1.34%	0.78%	1.51%	0.45%	0.68%	0.51%	0.49%	0.16%	0.60%	0.29%	1.05%	1.03%	0.68%	0.51%	0.16%	0.22%	0.76%	1.62%	0.64%	0.85%	1.07%	1.41%	0.79%	1.29%	1.66%	1.02%	0.00%	0.81%	0.30%	0.61%	0.42%	0.92%	0.94%	0.17%	0.00%	0.44%	0.80%	0.00%	0.00%	1.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1344	35	28	24	32	14	18	24	39	26	41	21	37	33	30	35	24	35	20	36	33	36	29	27	24	14	23	32	13	13	24	20	25	13	38	49	27	21	22	35	38	52	31	48	21	0	16	9	4	5	50									
		3.32%	3.67%	3.67%	2.67%	4.17%	2.40%	2.35%	3.49%	3.65%	2.53%	3.95%	3.12%	3.22%	3.56%	2.72%	3.94%	3.05%	3.43%	3.24%	4.29%	4.74%	3.43%	3.33%	4.58%	3.03%	2.22%	2.52%	3.49%	1.62%	1.66%	2.54%	2.38%	2.35%	2.04%	4.09%	4.29%	3.44%	3.83%	3.55%	3.46%	3.84%	5.51%	3.16%	4.52%	3.56%	0.00%	1.76%	1.79%	2.08%	1.50%	6.43%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	43	2	2	1	2	2	4	1	0	0	2	1	0	1	0	1	1	1	2	0	2	1	0	0	1	0	0	1	0	1	3	2	0	1	0	1	2	1	0	0	0	0	1	1	0	0	1	0	0	1	0									
		0.11%	0.21%	0.26%	0.11%	0.26%	0.34%	0.52%	0.15%	0.00%	0.00%	0.19%	0.15%	0.00%	0.11%	0.00%	0.11%	0.13%	0.10%	0.32%	0.00%	0.29%	0.10%	0.00%	0.00%	0.13%	0.00%	0.00%	0.11%	0.00%	0.13%	0.32%	0.24%	0.00%	0.16%	0.00%	0.09%	0.25%	0.18%	0.00%	0.00%	0.00%	0.00%	0.10%	0.09%	0.00%	0.00%	0.11%	0.00%	0.00%	0.30%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	589	13	4	12	9	10	7	11	24	18	17	9	22	18	16	23	2	22	6	14	9	18	13	11	9	6	17	9	12	9	17	12	12	4	13	21	9	5	7	16	17	20	14	17	7	0	8	1	4	2	13									
		1.46%	1.36%	0.52%	1.33%	1.17%	1.72%	0.92%	1.60%	2.25%	1.75%	1.64%	1.34%	1.92%	1.94%	1.45%	2.59%	0.25%	2.16%	0.97%	1.67%	1.29%	1.71%	1.49%	1.86%	1.14%	0.95%	1.86%	0.98%	1.49%	1.15%	1.80%	1.43%	1.13%	0.63%	1.40%	1.84%	1.15%	0.91%	1.13%	1.58%	1.72%	2.12%	1.43%	1.60%	1.19%	0.00%	0.88%	0.20%	2.08%	0.60%	1.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	9015	254	202	256	176	135	198	164	229	224	242	165	239	235	255	175	209	212	143	181	133	240	203	120	161	155	236	32	177	175	174	181	252	128	194	232	188	125	193	253	208	235	261	238	101	2	195	84	44	55	146									
		22.30%	26.65%	26.51%	28.48%	22.95%	23.16%	25.88%	23.84%	21.44%	21.77%	23.34%	24.48%	20.82%	25.35%	23.16%	19.71%	26.56%	20.80%	23.14%	21.57%	19.11%	22.86%	23.28%	20.34%	20.33%	24.60%	25.88%	3.49%	22.01%	22.38%	18.41%	21.50%	23.64%	20.13%	20.86%	20.32%	23.92%	22.77%	31.18%	25.00%	21.01%	24.89%	26.63%	22.41%	17.12%	10.00%	21.41%	16.70%	22.92%	16.47%	18.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	202	5	2	1	7	3	2	3	2	6	7	3	7	3	2	5	6	1	3	4	5	8	7	4	6	4	4	9	4	3	4	7	4	0	5	9	5	5	0	6	4	3	5	4	2	0	4	2	1	2	4									
		0.50%	0.52%	0.26%	0.11%	0.91%	0.51%	0.26%	0.44%	0.19%	0.58%	0.68%	0.45%	0.61%	0.32%	0.18%	0.56%	0.76%	0.10%	0.49%	0.48%	0.72%	0.76%	0.80%	0.68%	0.76%	0.63%	0.44%	0.98%	0.50%	0.38%	0.42%	0.83%	0.38%	0.00%	0.54%	0.79%	0.64%	0.91%	0.00%	0.59%	0.40%	0.32%	0.51%	0.38%	0.34%	0.00%	0.44%	0.40%	0.52%	0.60%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2249	59	47	57	43	39	45	30	43	68	70	39	69	41	76	57	49	72	29	39	42	44	41	14	64	30	33	49	41	47	48	60	53	42	45	84	38	18	14	80	52	84	68	73	20	1	39	16	3	6	28									
		5.56%	6.19%	6.17%	6.34%	5.61%	6.69%	5.88%	4.36%	4.03%	6.61%	6.75%	5.79%	6.01%	4.42%	6.90%	6.42%	6.23%	7.07%	4.69%	4.65%	6.03%	4.19%	4.70%	2.37%	8.08%	4.76%	3.62%	5.34%	5.10%	6.01%	5.08%	7.13%	4.97%	6.60%	4.84%	7.36%	4.83%	3.28%	2.26%	7.91%	5.25%	8.90%	6.94%	6.87%	3.39%	5.00%	4.28%	3.18%	1.56%	1.80%	3.60%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
