Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Лукояновская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	5	2	4	0	3	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	185	25	10	16	14	12	16	35	12	1	0	5	2	0	5	0	0	0	2	4	2	0	3	0	2	0	0	3	0	8	2	0	0	0	2	1	0	1	1	0	0	1									
		1.04%	1.87%	0.90%	1.38%	1.27%	0.65%	1.12%	6.32%	1.04%	0.24%	0.00%	1.23%	0.78%	0.00%	1.29%	0.00%	0.00%	0.00%	0.23%	0.47%	0.93%	0.00%	0.68%	0.00%	0.93%	0.00%	0.00%	1.18%	0.00%	2.03%	1.22%	0.00%	0.00%	0.00%	1.53%	1.19%	0.00%	0.65%	0.50%	0.00%	0.00%	0.25%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	100	5	0	2	1	15	3	0	4	4	0	2	4	0	2	2	0	3	10	12	0	0	0	0	2	2	0	0	0	2	4	9	0	0	0	0	3	5	0	2	0	2									
		0.56%	0.37%	0.00%	0.17%	0.09%	0.81%	0.21%	0.00%	0.35%	0.98%	0.00%	0.49%	1.56%	0.00%	0.52%	3.57%	0.00%	2.75%	1.17%	1.41%	0.00%	0.00%	0.00%	0.00%	0.93%	1.08%	0.00%	0.00%	0.00%	0.51%	2.44%	2.96%	0.00%	0.00%	0.00%	0.00%	1.91%	3.27%	0.00%	1.17%	0.00%	0.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	166	8	15	19	16	25	17	0	4	2	0	6	2	0	6	0	0	0	9	7	2	0	4	1	2	3	0	3	0	4	2	0	0	0	0	0	1	0	2	5	0	1									
		0.93%	0.60%	1.35%	1.64%	1.45%	1.35%	1.19%	0.00%	0.35%	0.49%	0.00%	1.48%	0.78%	0.00%	1.55%	0.00%	0.00%	0.00%	1.05%	0.82%	0.93%	0.00%	0.91%	0.96%	0.93%	1.61%	0.00%	1.18%	0.00%	1.01%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.99%	2.92%	0.00%	0.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15266	1151	982	996	947	1591	1204	443	990	338	96	346	222	44	331	52	112	93	741	733	184	116	378	90	182	159	162	219	100	335	135	283	211	65	122	72	123	144	169	142	125	338									
		85.98%	86.02%	88.07%	86.01%	85.86%	85.86%	84.14%	79.96%	85.94%	82.64%	85.71%	85.22%	86.72%	88.00%	85.31%	92.86%	91.80%	85.32%	86.36%	86.03%	85.58%	85.29%	86.30%	86.54%	85.05%	85.48%	85.26%	86.22%	93.46%	84.81%	82.32%	93.09%	93.78%	94.20%	93.13%	85.71%	78.34%	94.12%	83.66%	83.04%	91.24%	85.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	12	2	0	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.15%	0.00%	0.09%	0.18%	0.00%	0.07%	0.00%	0.09%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	3	2	1	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.22%	0.18%	0.09%	0.18%	0.05%	0.00%	0.00%	0.17%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	920	54	45	49	41	96	105	51	66	27	3	21	11	4	22	2	8	8	44	35	12	12	12	6	12	10	15	16	3	21	16	9	5	2	4	4	10	3	10	18	5	23									
		5.18%	4.04%	4.04%	4.23%	3.72%	5.18%	7.34%	9.21%	5.73%	6.60%	2.68%	5.17%	4.30%	8.00%	5.67%	3.57%	6.56%	7.34%	5.13%	4.11%	5.58%	8.82%	2.74%	5.77%	5.61%	5.38%	7.89%	6.30%	2.80%	5.32%	9.76%	2.96%	2.22%	2.90%	3.05%	4.76%	6.37%	1.96%	4.95%	10.53%	3.65%	5.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	0	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.12%	0.00%	0.36%	0.09%	0.09%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	0.23%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	0	1	0	4	4	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2									
		0.10%	0.00%	0.00%	0.09%	0.00%	0.22%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.12%	0.00%	0.00%	0.23%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.50%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0									
		0.06%	0.07%	0.18%	0.09%	0.09%	0.00%	0.07%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	4	3	2	2	10	0	0	2	2	0	3	0	0	0	0	0	0	1	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4									
		0.23%	0.30%	0.27%	0.17%	0.18%	0.54%	0.00%	0.00%	0.17%	0.49%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.70%	0.00%	0.00%	0.23%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	725	41	39	46	40	72	64	25	57	25	10	17	9	2	21	0	2	5	22	35	11	5	33	6	14	8	13	9	3	17	3	0	7	2	3	4	14	0	14	4	3	20									
		4.08%	3.06%	3.50%	3.97%	3.63%	3.89%	4.47%	4.51%	4.95%	6.11%	8.93%	4.19%	3.52%	4.00%	5.41%	0.00%	1.64%	4.59%	2.56%	4.11%	5.12%	3.68%	7.53%	5.77%	6.54%	4.30%	6.84%	3.54%	2.80%	4.30%	1.83%	0.00%	3.11%	2.90%	2.29%	4.76%	8.92%	0.00%	6.93%	2.34%	2.19%	5.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	4	0	2	3	5	2	0	0	2	0	0	0	0	1	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.15%	0.30%	0.00%	0.17%	0.27%	0.27%	0.14%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.23%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	219	40	9	21	18	16	14	0	12	4	3	6	0	0	0	0	0	0	12	13	4	3	4	0	0	2	0	3	1	7	1	3	2	0	0	3	3	0	6	0	4	5									
		1.23%	2.99%	0.81%	1.81%	1.63%	0.86%	0.98%	0.00%	1.04%	0.98%	2.68%	1.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.40%	1.53%	1.86%	2.21%	0.91%	0.00%	0.00%	1.08%	0.00%	1.18%	0.93%	1.77%	0.61%	0.99%	0.89%	0.00%	0.00%	3.57%	1.91%	0.00%	2.97%	0.00%	2.92%	1.26%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
