Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Окуловская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328									
		0.66%	0.68%	0.55%	0.29%	1.32%	2.54%	0.58%	0.87%	0.71%	0.00%	0.00%	0.00%	0.56%	0.42%	0.00%	0.00%	0.00%	0.92%	1.12%	0.92%	3.23%	0.00%	1.61%	1.31%	0.74%	0.00%	1.87%	1.16%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	3	2	1	1	1	1	0	1	1	1	1	1	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1									
		0.24%	0.34%	0.36%	0.29%	0.22%	0.85%	0.15%	0.00%	0.36%	0.29%	0.22%	0.48%	0.56%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	1.04%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1536	142	87	73	82	22	121	84	43	84	85	51	20	128	8	9	40	46	19	100	13	4	8	30	108	53	45	21	10									
		18.78%	16.06%	15.82%	21.47%	17.98%	18.64%	17.56%	18.18%	15.30%	24.63%	18.28%	24.52%	11.17%	17.88%	13.33%	13.43%	24.39%	21.10%	21.35%	22.99%	20.97%	10.00%	12.90%	19.61%	26.60%	21.20%	21.03%	12.14%	10.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	51	5	7	0	6	0	5	2	1	1	5	0	1	3	1	0	2	3	0	2	0	2	0	1	1	2	0	1	0									
		0.62%	0.57%	1.27%	0.00%	1.32%	0.00%	0.73%	0.43%	0.36%	0.29%	1.08%	0.00%	0.56%	0.42%	1.67%	0.00%	1.22%	1.38%	0.00%	0.46%	0.00%	5.00%	0.00%	0.65%	0.25%	0.80%	0.00%	0.58%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	75	8	14	2	4	2	8	1	4	3	4	1	0	2	2	0	1	1	1	6	0	1	1	0	0	2	2	4	1									
		0.92%	0.90%	2.55%	0.59%	0.88%	1.69%	1.16%	0.22%	1.42%	0.88%	0.86%	0.48%	0.00%	0.28%	3.33%	0.00%	0.61%	0.46%	1.12%	1.38%	0.00%	2.50%	1.61%	0.00%	0.00%	0.80%	0.93%	2.31%	1.04%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	2	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0									
		0.13%	0.23%	0.00%	0.00%	0.00%	0.00%	0.15%	0.22%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.93%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	129	25	6	5	6	3	12	6	7	8	11	2	3	12	0	0	4	4	0	2	1	0	0	2	1	4	1	2	2									
		1.58%	2.83%	1.09%	1.47%	1.32%	2.54%	1.74%	1.30%	2.49%	2.35%	2.37%	0.96%	1.68%	1.68%	0.00%	0.00%	2.44%	1.83%	0.00%	0.46%	1.61%	0.00%	0.00%	1.31%	0.25%	1.60%	0.47%	1.16%	2.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1057	135	98	41	55	11	105	62	40	50	61	33	19	72	4	3	9	22	11	73	5	9	5	21	44	21	18	22	8									
		12.92%	15.27%	17.82%	12.06%	12.06%	9.32%	15.24%	13.42%	14.23%	14.66%	13.12%	15.87%	10.61%	10.06%	6.67%	4.48%	5.49%	10.09%	12.36%	16.78%	8.06%	22.50%	8.06%	13.73%	10.84%	8.40%	8.41%	12.72%	8.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	2	0	1	5	0	1	0	0	2	4	0	0	2	1	0	0	1	0	1	0	1	0	0	0	3	1	0	0									
		0.31%	0.23%	0.00%	0.29%	1.10%	0.00%	0.15%	0.00%	0.00%	0.59%	0.86%	0.00%	0.00%	0.28%	1.67%	0.00%	0.00%	0.46%	0.00%	0.23%	0.00%	2.50%	0.00%	0.00%	0.00%	1.20%	0.47%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1011	162	100	39	64	12	116	91	57	25	43	24	21	98	4	5	16	21	3	30	1	1	1	11	22	11	21	3	9									
		12.36%	18.33%	18.18%	11.47%	14.04%	10.17%	16.84%	19.70%	20.28%	7.33%	9.25%	11.54%	11.73%	13.69%	6.67%	7.46%	9.76%	9.63%	3.37%	6.90%	1.61%	2.50%	1.61%	7.19%	5.42%	4.40%	9.81%	1.73%	9.38%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
