Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
"Наименование Избирательной комиссии:    Владивосток, Советская"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №1330	УИК №1331	УИК №1332	УИК №1852	УИК №1853					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1360	15	25	30	30	25	15	20	20	15	100	15	30	30	15	15	35	15	15	15	15	40	15	20	20	20	50	20	20	20	30	40	20	20	20	20	20	75	20	40	40	40	40	40	25	10	45	15	10	15	15	5	10	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	928	8	17	20	19	20	14	19	15	15	53	5	26	30	15	11	25	11	11	4	13	33	8	15	15	14	37	13	15	20	20	27	16	12	11	10	12	56	10	19	30	33	30	32	20	0	30	5	0	2	8	0	9	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1061	4	13	4	12	11	0	10	15	12	16	19	12	21	10	6	66	7	19	6	89	25	10	14	18	14	10	14	10	7	21	3	12	10	15	6	9	17	10	14	26	5	14	9	10	13	50	10	7	40	11	247	12	9	7					
14	Число погашенных неиспользованных открепительных удостоверений	432	7	8	10	11	5	1	1	5	0	47	10	4	0	0	4	10	4	4	11	2	7	7	5	5	6	13	7	5	0	10	13	4	8	9	10	8	19	10	21	10	7	10	8	5	10	15	10	10	13	7	5	1	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	89	0	0	2	2	0	1	0	4	1	1	1	2	18	4	0	1	2	2	2	0	1	1	0	4	3	3	2	0	4	2	1	0	1	1	0	2	0	3	3	3	3	1	1	3	0	1	0	0	0	1	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7815	58	196	170	182	165	175	205	184	154	174	44	64	91	140	78	192	115	52	40	61	173	85	141	196	230	204	179	184	239	222	237	227	201	125	145	156	219	240	184	260	160	131	200	200	55	148	67	16	15	116	60	77	152	31					
		21.04%	23.77%	22.17%	18.70%	23.13%	22.73%	21.98%	23.14%	22.36%	24.92%	17.65%	19.56%	13.70%	13.85%	18.42%	18.27%	22.86%	24.31%	23.85%	21.05%	10.22%	20.64%	16.90%	19.26%	21.24%	24.34%	17.97%	23.25%	20.09%	23.92%	23.47%	24.38%	23.07%	19.38%	24.95%	22.87%	24.19%	22.60%	24.42%	18.20%	21.79%	19.95%	20.09%	22.88%	21.76%	25.58%	16.16%	22.71%	15.53%	14.02%	22.44%	14.02%	18.42%	23.94%	28.44%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7708	64	214	123	184	150	206	194	179	105	224	36	156	173	172	124	192	109	52	43	58	223	101	180	155	193	273	145	189	203	158	197	167	180	81	125	116	169	194	198	233	230	159	188	200	38	173	68	30	12	94	55	96	111	16					
		20.75%	26.23%	24.21%	13.53%	23.38%	20.66%	25.88%	21.90%	21.75%	16.99%	22.72%	16.00%	33.40%	26.33%	22.63%	29.04%	22.86%	23.04%	23.85%	22.63%	9.72%	26.61%	20.08%	24.59%	16.79%	20.42%	24.05%	18.83%	20.63%	20.32%	16.70%	20.27%	16.97%	17.36%	16.17%	19.72%	17.98%	17.44%	19.74%	19.58%	19.53%	28.68%	24.39%	21.51%	21.76%	17.67%	18.89%	23.05%	29.13%	11.21%	18.18%	12.85%	22.97%	17.48%	14.68%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	339	2	5	7	7	4	3	5	11	2	8	2	7	4	7	6	5	5	2	3	9	6	6	8	5	10	9	7	9	9	10	11	11	10	8	6	6	9	6	13	14	5	4	10	13	1	9	0	0	3	7	3	4	1	2					
		0.91%	0.82%	0.57%	0.77%	0.89%	0.55%	0.38%	0.56%	1.34%	0.32%	0.81%	0.89%	1.50%	0.61%	0.92%	1.41%	0.60%	1.06%	0.92%	1.58%	1.51%	0.72%	1.19%	1.09%	0.54%	1.06%	0.79%	0.91%	0.98%	0.90%	1.06%	1.13%	1.12%	0.96%	1.60%	0.95%	0.93%	0.93%	0.61%	1.29%	1.17%	0.62%	0.61%	1.14%	1.41%	0.47%	0.98%	0.00%	0.00%	2.80%	1.35%	0.70%	0.96%	0.16%	1.83%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9759	57	207	214	176	163	177	247	242	160	214	72	87	92	174	114	220	108	57	50	70	203	137	189	280	262	280	221	289	271	279	256	302	347	163	195	193	277	298	257	359	192	182	260	234	58	209	68	10	37	146	69	113	200	22					
		26.28%	23.36%	23.42%	23.54%	22.36%	22.45%	22.24%	27.88%	29.40%	25.89%	21.70%	32.00%	18.63%	14.00%	22.89%	26.70%	26.19%	22.83%	26.15%	26.32%	11.73%	24.22%	27.24%	25.82%	30.34%	27.72%	24.67%	28.70%	31.55%	27.13%	29.49%	26.34%	30.69%	33.46%	32.53%	30.76%	29.92%	28.59%	30.32%	25.42%	30.09%	23.94%	27.91%	29.75%	25.46%	26.98%	22.82%	23.05%	9.71%	34.58%	28.24%	16.12%	27.03%	31.50%	20.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2062	7	28	37	30	33	28	33	39	45	48	22	25	29	28	16	58	33	10	17	5	69	32	46	92	56	44	68	37	58	51	64	62	61	25	37	47	66	64	77	71	42	35	32	51	3	48	14	0	3	43	9	30	52	2					
		5.55%	2.87%	3.17%	4.07%	3.81%	4.55%	3.52%	3.72%	4.74%	7.28%	4.87%	9.78%	5.35%	4.41%	3.68%	3.75%	6.90%	6.98%	4.59%	8.95%	0.84%	8.23%	6.36%	6.28%	9.97%	5.93%	3.88%	8.83%	4.04%	5.81%	5.39%	6.58%	6.30%	5.88%	4.99%	5.84%	7.29%	6.81%	6.51%	7.62%	5.95%	5.24%	5.37%	3.66%	5.55%	1.40%	5.24%	4.75%	0.00%	2.80%	8.32%	2.10%	7.18%	8.19%	1.83%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8301	55	201	239	180	183	171	179	154	137	295	44	115	255	183	77	143	90	41	33	361	148	131	148	178	174	294	135	189	193	195	186	185	219	84	107	109	210	162	259	213	148	124	156	186	57	301	68	45	31	98	222	86	92	32					
		22.35%	22.54%	22.74%	26.29%	22.87%	25.21%	21.48%	20.20%	18.71%	22.17%	29.92%	19.56%	24.63%	38.81%	24.08%	18.03%	17.02%	19.03%	18.81%	17.37%	60.47%	17.66%	26.04%	20.22%	19.28%	18.41%	25.90%	17.53%	20.63%	19.32%	20.61%	19.14%	18.80%	21.12%	16.77%	16.88%	16.90%	21.67%	16.48%	25.62%	17.85%	18.45%	19.02%	17.85%	20.24%	26.51%	32.86%	23.05%	43.69%	28.97%	18.96%	51.87%	20.57%	14.49%	29.36%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	240	0	2	3	6	2	5	1	6	5	5	1	2	0	4	1	4	3	0	2	3	2	2	7	4	7	9	4	5	7	7	10	3	11	4	3	8	6	5	11	16	6	6	4	9	1	9	1	0	2	5	1	7	3	0					
		0.65%	0.00%	0.23%	0.33%	0.76%	0.28%	0.63%	0.11%	0.73%	0.81%	0.51%	0.44%	0.43%	0.00%	0.53%	0.23%	0.48%	0.63%	0.00%	1.05%	0.50%	0.24%	0.40%	0.96%	0.43%	0.74%	0.79%	0.52%	0.55%	0.70%	0.74%	1.03%	0.30%	1.06%	0.80%	0.47%	1.24%	0.62%	0.51%	1.09%	1.34%	0.75%	0.92%	0.46%	0.98%	0.47%	0.98%	0.34%	0.00%	1.87%	0.97%	0.23%	1.67%	0.47%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
