Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Вилюйская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173									
		0.45%	0.00%	1.29%	1.03%	0.36%	1.18%	0.57%	0.69%	0.65%	0.96%	0.47%	1.24%	0.53%	0.00%	0.42%	0.53%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.30%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.26%	0.53%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	352	8	9	11	10	6	9	8	6	10	4	46	41	76	10	3	10	3	1	1	8	4	1	10	3	6	3	9	5	2	4	11	4	5	5									
		3.89%	3.56%	2.32%	2.27%	3.60%	1.41%	2.56%	1.83%	1.29%	3.18%	1.89%	19.01%	21.81%	30.28%	4.18%	1.59%	3.88%	1.27%	0.51%	0.66%	4.52%	1.79%	0.84%	2.99%	1.51%	3.28%	1.42%	3.03%	2.22%	0.80%	1.50%	6.47%	1.32%	1.32%	2.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	1									
		0.18%	0.44%	0.26%	0.21%	0.36%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.41%	0.53%	0.40%	0.42%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.55%	0.00%	0.34%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.53%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	0	1	1	2	2	2	2	2	0	2	3	1	3	0	1	0	0	0	0	0	3	0	0	0	1	1	1	1	0	0	0	2	1	0									
		0.35%	0.00%	0.26%	0.21%	0.72%	0.47%	0.57%	0.46%	0.43%	0.00%	0.94%	1.24%	0.53%	1.20%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.55%	0.47%	0.34%	0.44%	0.00%	0.00%	0.00%	0.66%	0.26%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	2	1	1	2	0	1	0	0	0	0	0	1	1	0	2	0	0	0	1	0	2	0	0	0	2	0	1	1	0	0	0	0									
		0.20%	0.00%	0.00%	0.41%	0.36%	0.24%	0.57%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.53%	0.00%	0.84%	0.00%	0.00%	0.00%	0.45%	0.00%	0.60%	0.00%	0.00%	0.00%	0.67%	0.00%	0.40%	0.38%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	1	3	1	4	3	1	2	1	2	1	4	2	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	5	0	1	0	2	0	0									
		0.44%	0.44%	0.77%	0.21%	1.44%	0.71%	0.28%	0.46%	0.22%	0.64%	0.47%	1.65%	1.06%	0.40%	0.42%	0.00%	0.00%	0.42%	0.00%	0.66%	0.56%	0.00%	0.00%	0.00%	0.00%	0.55%	0.47%	0.00%	2.22%	0.00%	0.38%	0.00%	0.66%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1026	26	48	41	26	71	43	63	52	41	28	38	21	32	28	30	42	15	16	11	27	27	24	34	18	16	35	21	19	14	31	6	18	48	16									
		11.33%	11.56%	12.37%	8.45%	9.35%	16.71%	12.22%	14.45%	11.21%	13.06%	13.21%	15.70%	11.17%	12.75%	11.72%	15.87%	16.28%	6.33%	8.16%	7.28%	15.25%	12.11%	20.17%	10.18%	9.05%	8.74%	16.59%	7.07%	8.44%	5.60%	11.65%	3.53%	5.92%	12.66%	8.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	0	1	1	1	0	0	0	0	0	1	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	2	2									
		0.19%	0.00%	0.26%	0.21%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.83%	0.00%	0.40%	0.00%	0.53%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.89%	0.00%	0.00%	0.59%	0.00%	0.53%	1.05%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2785	83	133	137	94	176	111	130	186	107	57	15	16	13	80	64	65	101	53	53	44	90	55	85	97	60	73	68	56	90	59	41	123	98	72									
		30.75%	36.89%	34.28%	28.25%	33.81%	41.41%	31.53%	29.82%	40.09%	34.08%	26.89%	6.20%	8.51%	5.18%	33.47%	33.86%	25.19%	42.62%	27.04%	35.10%	24.86%	40.36%	46.22%	25.45%	48.74%	32.79%	34.60%	22.90%	24.89%	36.00%	22.18%	24.12%	40.46%	25.86%	37.89%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
