Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Березовская - Центральный																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №906	УИК №914									
		44.07%	45.57%	50.94%	42.37%	40.20%	46.24%	41.53%	39.67%	47.83%	41.67%	56.45%	39.61%	47.37%	40.47%	49.22%	55.42%	46.72%	44.68%	39.85%	41.77%	57.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	81	1	1	8	14	0	11	4	7	4	0	4	1	4	3	1	5	9	2	1	1									
		1.10%	0.22%	0.27%	1.23%	1.73%	0.00%	1.22%	0.95%	0.98%	1.19%	0.00%	0.86%	0.58%	1.86%	1.17%	1.20%	1.31%	2.74%	1.50%	0.63%	0.79%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	1	0	0	1	1	1	2	0	2	1	2	0	0	0	1	0	0	0									
		0.16%	0.00%	0.00%	0.15%	0.00%	0.00%	0.11%	0.24%	0.14%	0.60%	0.00%	0.43%	0.58%	0.93%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1520	96	76	120	163	53	208	98	125	56	12	121	31	49	56	17	77	65	36	36	25									
		20.73%	20.73%	20.38%	18.49%	20.10%	18.99%	23.03%	23.28%	17.48%	16.67%	19.35%	25.91%	18.13%	22.79%	21.88%	20.48%	20.21%	19.76%	27.07%	22.78%	19.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	39	1	2	6	8	0	6	3	3	2	0	0	1	0	0	0	0	4	2	0	1									
		0.53%	0.22%	0.54%	0.92%	0.99%	0.00%	0.66%	0.71%	0.42%	0.60%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	1.22%	1.50%	0.00%	0.79%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	58	4	0	4	5	4	8	3	8	2	0	4	2	0	1	0	8	2	0	3	0									
		0.79%	0.86%	0.00%	0.62%	0.62%	1.43%	0.89%	0.71%	1.12%	0.60%	0.00%	0.86%	1.17%	0.00%	0.39%	0.00%	2.10%	0.61%	0.00%	1.90%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	2	1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.25%	0.36%	0.00%	0.00%	0.14%	0.30%	0.00%	0.21%	0.00%	0.00%	0.39%	0.00%	0.26%	0.30%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	105	6	7	9	9	1	7	8	12	3	0	8	5	4	1	1	3	17	2	1	1									
		1.43%	1.30%	1.88%	1.39%	1.11%	0.36%	0.78%	1.90%	1.68%	0.89%	0.00%	1.71%	2.92%	1.86%	0.39%	1.20%	0.79%	5.17%	1.50%	0.63%	0.79%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	767	58	48	71	97	21	89	42	66	49	3	47	23	24	14	7	41	29	19	13	6									
		10.46%	12.53%	12.87%	10.94%	11.96%	7.53%	9.86%	9.98%	9.23%	14.58%	4.84%	10.06%	13.45%	11.16%	5.47%	8.43%	10.76%	8.81%	14.29%	8.23%	4.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	461	27	18	30	54	23	69	35	53	38	0	32	5	14	11	2	17	22	2	6	3									
		6.29%	5.83%	4.83%	4.62%	6.66%	8.24%	7.64%	8.31%	7.41%	11.31%	0.00%	6.85%	2.92%	6.51%	4.30%	2.41%	4.46%	6.69%	1.50%	3.80%	2.38%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	273	18	8	31	36	10	35	21	20	11	3	11	7	10	13	2	11	3	4	11	8									
		3.72%	3.89%	2.14%	4.78%	4.44%	3.58%	3.88%	4.99%	2.80%	3.27%	4.84%	2.36%	4.09%	4.65%	5.08%	2.41%	2.89%	0.91%	3.01%	6.96%	6.35%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
