Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
Наименование Избирательной комиссии:    территориальная комиссия Ленинского района города Владивостока																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3565	80	70	70	70	70	0	20	70	120	0	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	150	70	70	70	70	70	70	70	70	70	5	60	70	3	5	21	20	20	20	11	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1171	41	57	13	20	20	0	20	6	108	0	17	19	15	19	22	15	19	28	24	36	17	22	21	14	11	13	28	14	14	14	15	20	14	52	19	10	22	11	138	17	14	16	24	12	14	15	17	14	3	5	13	0	0	10	18	2	8	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	847	28	20	16	11	11	94	10	16	27	0	16	18	10	14	24	5	13	5	11	24	10	10	67	112	7	5	16	10	11	14	9	10	4	15	6	9	5	35	11	5	4	1	5	2	8	8	17	11	4	5	6	2	2	12	4	1	8	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	2394	39	13	57	50	50	0	0	64	12	0	53	51	55	51	48	55	51	42	46	34	53	48	49	56	59	57	42	56	56	56	55	50	56	18	51	60	48	59	12	53	56	54	46	58	56	55	53	56	2	55	57	3	5	11	2	18	12	10	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	2	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	1.Политическая партия «Аграрная партия России»	1235	24	15	30	28	30	18	7	25	32	0	27	33	23	31	30	34	30	35	19	40	33	34	18	22	24	23	23	22	37	29	15	19	11	24	36	29	29	33	7	11	16	13	24	20	20	34	20	23	2	15	13	4	7	5	6	6	5	2	10					
		2.27%	1.50%	1.89%	2.98%	2.43%	3.14%	1.03%	2.21%	3.46%	2.52%	0.00%	2.47%	2.37%	1.88%	2.21%	2.10%	2.72%	2.22%	2.37%	1.88%	3.14%	2.70%	2.81%	1.41%	2.04%	2.33%	2.41%	1.84%	2.06%	3.26%	2.97%	1.63%	2.16%	1.26%	2.17%	3.09%	3.17%	3.55%	3.13%	1.15%	1.27%	1.55%	1.39%	2.05%	2.31%	2.25%	2.76%	1.57%	2.04%	1.57%	3.17%	1.56%	1.88%	3.66%	2.34%	2.60%	2.79%	3.70%	1.33%	3.89%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1138	18	20	25	31	28	19	3	14	31	0	18	32	22	38	36	32	43	36	19	26	21	32	27	24	32	14	8	19	25	17	12	15	20	25	18	29	15	12	3	14	25	23	22	19	20	22	36	30	4	10	17	1	2	4	5	10	0	2	13					
		2.09%	1.12%	2.53%	2.48%	2.69%	2.93%	1.09%	0.95%	1.94%	2.44%	0.00%	1.65%	2.30%	1.80%	2.71%	2.52%	2.56%	3.19%	2.43%	1.88%	2.04%	1.72%	2.65%	2.12%	2.22%	3.10%	1.47%	0.64%	1.78%	2.20%	1.74%	1.31%	1.71%	2.30%	2.26%	1.54%	3.17%	1.84%	1.14%	0.49%	1.61%	2.42%	2.45%	1.88%	2.19%	2.25%	1.78%	2.83%	2.65%	3.15%	2.11%	2.05%	0.47%	1.05%	1.87%	2.16%	4.65%	0.00%	1.33%	5.06%					
20	3.Политическая партия «Демократическая партия России»	148	3	3	4	2	1	12	0	4	2	0	3	3	6	7	2	10	6	5	2	1	4	1	1	3	3	1	2	2	2	0	1	2	2	4	1	2	2	4	1	2	5	1	0	0	2	2	3	6	1	4	1	1	0	0	2	2	0	0	2					
		0.27%	0.19%	0.38%	0.40%	0.17%	0.10%	0.69%	0.00%	0.55%	0.16%	0.00%	0.27%	0.22%	0.49%	0.50%	0.14%	0.80%	0.44%	0.34%	0.20%	0.08%	0.33%	0.08%	0.08%	0.28%	0.29%	0.10%	0.16%	0.19%	0.18%	0.00%	0.11%	0.23%	0.23%	0.36%	0.09%	0.22%	0.24%	0.38%	0.16%	0.23%	0.48%	0.11%	0.00%	0.00%	0.23%	0.16%	0.24%	0.53%	0.79%	0.85%	0.12%	0.47%	0.00%	0.00%	0.87%	0.93%	0.00%	0.00%	0.78%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6903	131	144	209	168	144	35	8	159	167	0	114	214	178	214	227	151	166	201	104	175	244	157	206	116	155	96	130	126	122	108	106	130	129	168	207	148	131	152	33	77	111	104	148	76	110	163	147	120	3	61	116	11	19	13	8	11	5	13	14					
		12.68%	8.18%	18.18%	20.73%	14.57%	15.08%	2.00%	2.52%	21.99%	13.17%	0.00%	10.43%	15.35%	14.55%	15.27%	15.89%	12.06%	12.31%	13.59%	10.29%	13.76%	20.00%	12.99%	16.16%	10.75%	15.02%	10.07%	10.43%	11.82%	10.76%	11.08%	11.55%	14.81%	14.81%	15.16%	17.75%	16.17%	16.03%	14.42%	5.40%	8.88%	10.72%	11.10%	12.65%	8.78%	12.40%	13.21%	11.55%	10.62%	2.36%	12.90%	13.96%	5.16%	9.95%	6.07%	3.46%	5.12%	3.70%	8.67%	5.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	948	10	19	21	30	13	15	10	13	20	0	30	41	28	30	39	15	31	22	28	24	27	19	24	14	17	7	25	8	22	9	17	20	26	13	33	15	6	8	6	12	15	11	22	10	8	22	16	14	5	9	6	2	4	3	5	7	4	11	7					
		1.74%	0.62%	2.40%	2.08%	2.60%	1.36%	0.86%	3.15%	1.80%	1.58%	0.00%	2.74%	2.94%	2.29%	2.14%	2.73%	1.20%	2.30%	1.49%	2.77%	1.89%	2.21%	1.57%	1.88%	1.30%	1.65%	0.73%	2.00%	0.75%	1.94%	0.92%	1.85%	2.28%	2.99%	1.17%	2.83%	1.64%	0.73%	0.76%	0.98%	1.38%	1.45%	1.17%	1.88%	1.15%	0.90%	1.78%	1.26%	1.24%	3.94%	1.90%	0.72%	0.94%	2.09%	1.40%	2.16%	3.26%	2.96%	7.33%	2.72%					
23	6.Политическая партия «Партия социальной справедливости»	206	1	1	3	3	2	11	1	4	5	0	4	1	8	3	2	7	4	11	2	8	4	6	8	2	5	7	2	4	2	2	4	1	2	3	3	6	4	6	1	1	8	5	3	1	2	8	7	5	1	1	2	1	0	1	1	4	2	0	0					
		0.38%	0.06%	0.13%	0.30%	0.26%	0.21%	0.63%	0.32%	0.55%	0.39%	0.00%	0.37%	0.07%	0.65%	0.21%	0.14%	0.56%	0.30%	0.74%	0.20%	0.63%	0.33%	0.50%	0.63%	0.19%	0.48%	0.73%	0.16%	0.38%	0.18%	0.21%	0.44%	0.11%	0.23%	0.27%	0.26%	0.66%	0.49%	0.57%	0.16%	0.12%	0.77%	0.53%	0.26%	0.12%	0.23%	0.65%	0.55%	0.44%	0.79%	0.21%	0.24%	0.47%	0.00%	0.47%	0.43%	1.86%	1.48%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	8437	163	121	116	169	133	1013	34	83	206	0	172	147	155	198	196	160	168	244	158	185	144	175	184	131	147	109	182	139	188	165	130	124	108	140	151	126	103	182	117	148	138	154	180	132	138	195	201	150	20	45	121	28	38	48	28	40	15	12	40					
		15.50%	10.18%	15.28%	11.51%	14.66%	13.93%	57.89%	10.73%	11.48%	16.25%	0.00%	15.74%	10.55%	12.67%	14.13%	13.72%	12.78%	12.45%	16.50%	15.63%	14.54%	11.80%	14.47%	14.43%	12.14%	14.24%	11.44%	14.60%	13.04%	16.58%	16.92%	14.16%	14.12%	12.40%	12.64%	12.95%	13.77%	12.61%	17.27%	19.15%	17.07%	13.33%	16.44%	15.38%	15.24%	15.56%	15.80%	15.79%	13.27%	15.75%	9.51%	14.56%	13.15%	19.90%	22.43%	12.12%	18.60%	11.11%	8.00%	15.56%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7011	72	111	146	183	154	61	23	98	130	0	111	224	166	193	196	188	184	199	122	145	176	162	177	142	168	151	167	131	149	109	131	102	125	179	166	144	121	118	37	124	134	121	191	137	108	168	190	162	12	70	109	9	9	23	21	16	11	4	31					
		12.88%	4.50%	14.02%	14.48%	15.87%	16.13%	3.49%	7.26%	13.55%	10.25%	0.00%	10.16%	16.07%	13.57%	13.78%	13.72%	15.02%	13.64%	13.46%	12.07%	11.40%	14.43%	13.40%	13.88%	13.16%	16.28%	15.84%	13.39%	12.29%	13.14%	11.18%	14.27%	11.62%	14.35%	16.16%	14.24%	15.74%	14.81%	11.20%	6.06%	14.30%	12.95%	12.91%	16.32%	15.82%	12.18%	13.61%	14.93%	14.34%	9.45%	14.80%	13.12%	4.23%	4.71%	10.75%	9.09%	7.44%	8.15%	2.67%	12.06%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1796	28	31	48	49	30	33	8	30	33	0	37	53	42	39	53	44	55	66	29	48	46	41	31	38	36	34	32	38	47	28	32	27	30	35	43	34	26	32	9	33	36	23	31	27	44	50	40	37	3	21	20	1	4	12	4	2	2	0	11					
		3.30%	1.75%	3.91%	4.76%	4.25%	3.14%	1.89%	2.52%	4.15%	2.60%	0.00%	3.39%	3.80%	3.43%	2.78%	3.71%	3.51%	4.08%	4.46%	2.87%	3.77%	3.77%	3.39%	2.43%	3.52%	3.49%	3.57%	2.57%	3.56%	4.14%	2.87%	3.49%	3.08%	3.44%	3.16%	3.69%	3.72%	3.18%	3.04%	1.47%	3.81%	3.48%	2.45%	2.65%	3.12%	4.96%	4.05%	3.14%	3.27%	2.36%	4.44%	2.41%	0.47%	2.09%	5.61%	1.73%	0.93%	1.48%	0.00%	4.28%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23337	1097	260	310	419	342	405	214	240	562	0	514	557	517	553	565	543	559	554	465	545	436	519	545	504	371	438	583	499	474	450	434	396	370	457	436	336	322	438	376	411	499	420	491	405	386	503	561	533	69	199	366	150	101	94	140	106	87	95	116					
		42.87%	68.52%	32.83%	30.75%	36.34%	35.81%	23.14%	67.51%	33.20%	44.32%	0.00%	47.03%	39.96%	42.27%	39.47%	39.54%	43.37%	41.44%	37.46%	45.99%	42.85%	35.74%	42.93%	42.75%	46.71%	35.95%	45.96%	46.75%	46.81%	41.80%	46.15%	47.28%	45.10%	42.48%	41.25%	37.39%	36.72%	39.41%	41.56%	61.54%	47.40%	48.21%	44.82%	41.97%	46.77%	43.52%	40.76%	44.07%	47.17%	54.33%	42.07%	44.04%	70.42%	52.88%	43.93%	60.61%	49.30%	64.44%	63.33%	45.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2128	35	55	75	52	45	18	7	35	46	0	37	63	60	70	57	44	84	62	44	53	60	42	31	54	53	37	46	42	54	36	20	25	39	48	53	31	46	39	6	34	34	49	36	22	28	37	41	39	7	21	32	2	4	4	8	8	2	5	11					
		3.91%	2.19%	6.94%	7.44%	4.51%	4.71%	1.03%	2.21%	4.84%	3.63%	0.00%	3.39%	4.52%	4.91%	4.99%	3.99%	3.51%	6.23%	4.19%	4.35%	4.17%	4.92%	3.47%	2.43%	5.00%	5.14%	3.88%	3.69%	3.94%	4.76%	3.69%	2.18%	2.85%	4.48%	4.33%	4.55%	3.39%	5.63%	3.70%	0.98%	3.92%	3.29%	5.23%	3.08%	2.54%	3.16%	2.99%	3.22%	3.45%	5.51%	4.44%	3.85%	0.94%	2.09%	1.87%	3.46%	3.72%	1.48%	3.33%	4.28%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
