Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Артемовская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	0	0	0	1	1	0	1	4	4	1	3	0	0	0	0	3	4	1	1	1	2	1	2	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	214	11	8	7	10	5	2	2	18	10	9	19	2	4	13	6	4	7	5	6	6	0	11	4	2	1	6	8	7	2	0	0	2	3	4	2	3	1	2	0	1	0	1									
		1.12%	1.26%	1.90%	1.27%	0.99%	1.03%	0.56%	0.77%	2.13%	2.45%	1.76%	1.80%	0.56%	1.45%	1.50%	1.06%	0.58%	1.43%	1.12%	1.07%	1.55%	0.00%	1.01%	0.39%	0.45%	0.21%	1.36%	1.88%	1.29%	1.03%	0.00%	0.00%	0.85%	1.17%	1.38%	0.47%	1.13%	1.12%	1.08%	0.00%	0.55%	0.00%	2.78%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	731	43	12	24	25	17	14	5	32	13	27	33	12	13	27	24	25	13	14	30	17	24	46	42	7	17	22	19	29	4	8	1	11	5	8	22	13	9	12	3	4	5	0									
		3.83%	4.93%	2.85%	4.36%	2.49%	3.51%	3.93%	1.92%	3.79%	3.19%	5.29%	3.12%	3.35%	4.73%	3.11%	4.23%	3.61%	2.66%	3.15%	5.36%	4.40%	4.51%	4.24%	4.12%	1.56%	3.61%	4.98%	4.46%	5.33%	2.06%	2.61%	2.78%	4.68%	1.95%	2.77%	5.21%	4.89%	10.11%	6.45%	2.52%	2.21%	7.25%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	1169	55	29	45	54	29	16	8	48	17	25	62	12	15	60	31	40	33	32	41	22	28	60	61	26	40	45	44	55	5	18	3	13	16	20	19	13	5	3	7	7	6	1									
		6.13%	6.31%	6.89%	8.18%	5.37%	5.99%	4.49%	3.08%	5.69%	4.17%	4.90%	5.86%	3.35%	5.45%	6.90%	5.47%	5.78%	6.75%	7.19%	7.32%	5.70%	5.26%	5.52%	5.99%	5.80%	8.49%	10.18%	10.33%	10.11%	2.58%	5.88%	8.33%	5.53%	6.23%	6.92%	4.50%	4.89%	5.62%	1.61%	5.88%	3.87%	8.70%	2.78%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6636	281	162	176	336	165	149	102	302	139	175	313	137	83	280	200	229	141	130	199	135	211	383	306	138	147	120	154	187	84	142	19	101	94	112	180	127	43	107	38	72	26	11									
		34.81%	32.22%	38.48%	32.00%	33.43%	34.09%	41.85%	39.23%	35.78%	34.07%	34.31%	29.58%	38.27%	30.18%	32.22%	35.27%	33.09%	28.83%	29.21%	35.54%	34.97%	39.66%	35.27%	30.03%	30.80%	31.21%	27.15%	36.15%	34.38%	43.30%	46.41%	52.78%	42.98%	36.58%	38.75%	42.65%	47.74%	48.31%	57.53%	31.93%	39.78%	37.68%	30.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	189	9	3	4	10	10	5	2	10	2	14	13	5	3	6	9	5	4	2	4	6	3	7	7	6	2	1	7	4	2	5	0	1	2	2	5	1	0	1	1	5	1	0									
		0.99%	1.03%	0.71%	0.73%	0.99%	2.07%	1.40%	0.77%	1.18%	0.49%	2.75%	1.23%	1.40%	1.09%	0.69%	1.59%	0.72%	0.82%	0.45%	0.71%	1.55%	0.56%	0.64%	0.69%	1.34%	0.42%	0.23%	1.64%	0.74%	1.03%	1.63%	0.00%	0.43%	0.78%	0.69%	1.18%	0.38%	0.00%	0.54%	0.84%	2.76%	1.45%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	127	4	1	3	6	2	0	2	7	0	2	2	4	0	13	5	7	1	5	3	1	5	4	7	4	3	6	5	4	1	3	0	2	3	4	2	2	0	1	2	0	0	1									
		0.67%	0.46%	0.24%	0.55%	0.60%	0.41%	0.00%	0.77%	0.83%	0.00%	0.39%	0.19%	1.12%	0.00%	1.50%	0.88%	1.01%	0.20%	1.12%	0.54%	0.26%	0.94%	0.37%	0.69%	0.89%	0.64%	1.36%	1.17%	0.74%	0.52%	0.98%	0.00%	0.85%	1.17%	1.38%	0.47%	0.75%	0.00%	0.54%	1.68%	0.00%	0.00%	2.78%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3584	143	79	110	161	104	68	75	120	71	77	189	67	59	140	130	141	95	87	109	65	84	182	179	116	119	82	75	100	49	75	9	58	53	66	76	46	15	27	29	37	13	4									
		18.80%	16.40%	18.76%	20.00%	16.02%	21.49%	19.10%	28.85%	14.22%	17.40%	15.10%	17.86%	18.72%	21.45%	16.11%	22.93%	20.38%	19.43%	19.55%	19.46%	16.84%	15.79%	16.76%	17.57%	25.89%	25.27%	18.55%	17.61%	18.38%	25.26%	24.51%	25.00%	24.68%	20.62%	22.84%	18.01%	17.29%	16.85%	14.52%	24.37%	20.44%	18.84%	11.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	86	2	3	2	4	2	0	1	6	2	3	6	1	1	4	4	1	1	0	2	0	1	7	9	8	2	2	6	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1									
		0.45%	0.23%	0.71%	0.36%	0.40%	0.41%	0.00%	0.38%	0.71%	0.49%	0.59%	0.57%	0.28%	0.36%	0.46%	0.71%	0.14%	0.20%	0.00%	0.36%	0.00%	0.19%	0.64%	0.88%	1.79%	0.42%	0.45%	1.41%	0.18%	0.52%	0.33%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	2.78%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	239	17	3	7	17	9	3	4	12	8	13	16	7	6	13	2	7	4	3	4	4	9	12	7	1	3	1	12	11	1	1	0	2	4	3	5	0	4	0	1	3	0	0									
		1.25%	1.95%	0.71%	1.27%	1.69%	1.86%	0.84%	1.54%	1.42%	1.96%	2.55%	1.51%	1.96%	2.18%	1.50%	0.35%	1.01%	0.82%	0.67%	0.71%	1.04%	1.69%	1.10%	0.69%	0.22%	0.64%	0.23%	2.82%	2.02%	0.52%	0.33%	0.00%	0.85%	1.56%	1.04%	1.18%	0.00%	4.49%	0.00%	0.84%	1.66%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	2	1	0	2	0	1	0	1	0	0	0	1	2	1	2	0	0	2	0	1	0	0	2	0	0	2	6	2	0	1	0	0	1	1	1	0	0	0	0	0	0	0									
		0.17%	0.23%	0.24%	0.00%	0.20%	0.00%	0.28%	0.00%	0.12%	0.00%	0.00%	0.00%	0.28%	0.73%	0.12%	0.35%	0.00%	0.00%	0.45%	0.00%	0.26%	0.00%	0.00%	0.20%	0.00%	0.00%	0.45%	1.41%	0.37%	0.00%	0.33%	0.00%	0.00%	0.39%	0.35%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	242	18	2	5	13	7	0	2	8	9	13	17	3	6	6	10	8	16	6	12	6	7	11	12	2	2	5	3	3	4	1	0	3	3	4	3	6	0	2	2	1	0	1									
		1.27%	2.06%	0.48%	0.91%	1.29%	1.45%	0.00%	0.77%	0.95%	2.21%	2.55%	1.61%	0.84%	2.18%	0.69%	1.76%	1.16%	3.27%	1.35%	2.14%	1.55%	1.32%	1.01%	1.18%	0.45%	0.42%	1.13%	0.70%	0.55%	2.06%	0.33%	0.00%	1.28%	1.17%	1.38%	0.71%	2.26%	0.00%	1.08%	1.68%	0.55%	0.00%	2.78%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3053	167	76	82	213	70	43	33	158	78	86	211	61	42	148	69	116	87	84	79	61	70	183	170	73	79	86	45	63	17	29	4	21	50	34	47	37	4	19	15	25	11	7									
		16.02%	19.15%	18.05%	14.91%	21.19%	14.46%	12.08%	12.69%	18.72%	19.12%	16.86%	19.94%	17.04%	15.27%	17.03%	12.17%	16.76%	17.79%	18.88%	14.11%	15.80%	13.16%	16.85%	16.68%	16.29%	16.77%	19.46%	10.56%	11.58%	8.76%	9.48%	11.11%	8.94%	19.46%	11.76%	11.14%	13.91%	4.49%	10.22%	12.61%	13.81%	15.94%	19.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	111	5	0	1	6	5	6	4	0	1	6	9	1	0	3	6	1	2	1	5	1	1	8	8	4	2	5	3	1	2	2	0	3	2	2	2	0	3	0	0	0	0	0									
		0.58%	0.57%	0.00%	0.18%	0.60%	1.03%	1.69%	1.54%	0.00%	0.25%	1.18%	0.85%	0.28%	0.00%	0.35%	1.06%	0.14%	0.41%	0.22%	0.89%	0.26%	0.19%	0.74%	0.79%	0.89%	0.42%	1.13%	0.70%	0.18%	1.03%	0.65%	0.00%	1.28%	0.78%	0.69%	0.47%	0.00%	3.37%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1985	79	31	75	117	47	37	11	105	39	49	136	38	23	113	55	82	62	54	44	44	68	121	169	38	41	43	28	67	15	6	0	12	13	17	39	12	2	7	14	21	5	6									
		10.41%	9.06%	7.36%	13.64%	11.64%	9.71%	10.39%	4.23%	12.44%	9.56%	9.61%	12.85%	10.61%	8.36%	13.00%	9.70%	11.85%	12.68%	12.13%	7.86%	11.40%	12.78%	11.14%	16.58%	8.48%	8.70%	9.73%	6.57%	12.32%	7.73%	1.96%	0.00%	5.11%	5.06%	5.88%	9.24%	4.51%	2.25%	3.76%	11.76%	11.60%	7.25%	16.67%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
