Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Енисейская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №2283									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	584	36	43	11	13	7	25	11	10	28	28	4	19	31	37	4	42	10	4	7	8	27	9	5	7	3	22	5	2	7	2	2	40	10	22	7	2	3	31									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	54	4	5	3	1	0	1	1	1	1	0	0	1	2	4	0	10	2	0	0	1	5	3	0	1	0	3	0	0	0	0	0	4	0	0	0	0	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	95	3	3	9	1	2	3	2	4	6	5	1	2	2	2	1	3	4	4	4	4	3	3	2	2	9	0	3	1	2	1	0	1	0	1	1	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	530	32	38	8	12	7	24	10	9	27	28	4	18	29	33	4	32	8	4	7	7	22	6	5	6	3	19	5	2	7	2	2	36	10	22	7	2	3	30									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	4	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	262	17	13	1	5	3	4	3	2	8	20	2	3	6	15	7	30	1	2	11	16	17	12	2	8	2	8	2	2	1	1	0	11	7	10	5	1	1	3									
		3.19%	3.69%	2.63%	0.61%	1.91%	2.56%	1.46%	2.01%	0.96%	2.08%	4.96%	2.47%	1.38%	1.68%	3.02%	10.94%	4.86%	0.69%	2.67%	8.21%	11.85%	5.14%	8.57%	2.41%	5.41%	4.08%	3.35%	2.13%	5.88%	0.98%	1.92%	0.00%	2.27%	4.32%	3.06%	2.63%	1.82%	2.38%	0.78%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	286	21	15	5	3	2	13	4	6	19	12	4	5	14	7	3	20	11	1	3	2	13	6	1	3	3	10	3	0	0	0	0	10	3	8	0	41	1	14									
		3.49%	4.56%	3.03%	3.03%	1.15%	1.71%	4.74%	2.68%	2.88%	4.94%	2.98%	4.94%	2.30%	3.91%	1.41%	4.69%	3.24%	7.64%	1.33%	2.24%	1.48%	3.93%	4.29%	1.20%	2.03%	6.12%	4.18%	3.19%	0.00%	0.00%	0.00%	0.00%	2.06%	1.85%	2.45%	0.00%	74.55%	2.38%	3.66%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	181	13	12	3	4	2	4	1	4	6	12	1	6	8	18	0	14	2	0	2	2	13	1	0	0	0	8	5	0	0	0	0	12	2	3	5	5	0	13									
		2.21%	2.82%	2.42%	1.82%	1.53%	1.71%	1.46%	0.67%	1.92%	1.56%	2.98%	1.23%	2.76%	2.23%	3.62%	0.00%	2.27%	1.39%	0.00%	1.49%	1.48%	3.93%	0.71%	0.00%	0.00%	0.00%	3.35%	5.32%	0.00%	0.00%	0.00%	0.00%	2.47%	1.23%	0.92%	2.63%	9.09%	0.00%	3.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3237	145	164	73	129	65	144	41	74	149	123	38	85	115	172	26	191	38	26	70	54	136	42	33	65	20	79	28	21	69	44	49	197	63	153	144	0	29	143									
		39.45%	31.45%	33.13%	44.24%	49.24%	55.56%	52.55%	27.52%	35.58%	38.70%	30.52%	46.91%	39.17%	32.12%	34.61%	40.63%	30.96%	26.39%	34.67%	52.24%	40.00%	41.09%	30.00%	39.76%	43.92%	40.82%	33.05%	29.79%	61.76%	67.65%	84.62%	100.00%	40.62%	38.89%	46.79%	75.79%	0.00%	69.05%	37.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	71	10	2	2	2	1	5	1	2	4	4	1	1	3	3	1	2	1	1	0	2	1	4	0	2	0	1	1	0	0	1	0	2	1	1	1	6	0	2									
		0.87%	2.17%	0.40%	1.21%	0.76%	0.85%	1.82%	0.67%	0.96%	1.04%	0.99%	1.23%	0.46%	0.84%	0.60%	1.56%	0.32%	0.69%	1.33%	0.00%	1.48%	0.30%	2.86%	0.00%	1.35%	0.00%	0.42%	1.06%	0.00%	0.00%	1.92%	0.00%	0.41%	0.62%	0.31%	0.53%	10.91%	0.00%	0.52%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	3	1	2	0	0	1	0	1	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	1	2									
		0.26%	0.65%	0.20%	1.21%	0.00%	0.00%	0.36%	0.00%	0.48%	0.52%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.53%	0.00%	2.38%	0.52%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2287	118	164	38	84	26	56	46	54	116	110	17	75	117	149	16	224	39	26	26	37	89	25	25	49	13	72	34	9	23	2	0	130	61	114	15	0	5	83									
		27.87%	25.60%	33.13%	23.03%	32.06%	22.22%	20.44%	30.87%	25.96%	30.13%	27.30%	20.99%	34.56%	32.68%	29.98%	25.00%	36.30%	27.08%	34.67%	19.40%	27.41%	26.89%	17.86%	30.12%	33.11%	26.53%	30.13%	36.17%	26.47%	22.55%	3.85%	0.00%	26.80%	37.65%	34.86%	7.89%	0.00%	11.90%	21.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	2	0	1	1	1	0	2	1	3	4	1	1	2	2	2	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	4	3	0	0	0	0	1									
		0.43%	0.43%	0.00%	0.61%	0.38%	0.85%	0.00%	1.34%	0.48%	0.78%	0.99%	1.23%	0.46%	0.56%	0.40%	3.13%	0.16%	0.00%	0.00%	0.00%	0.74%	0.30%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	1.85%	0.00%	0.00%	0.00%	0.00%	0.26%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	3	3	1	1	1	0	0	1	0	3	0	2	2	3	0	6	2	0	0	0	1	2	0	1	0	1	0	0	1	0	0	2	0	4	1	0	0	1									
		0.51%	0.65%	0.61%	0.61%	0.38%	0.85%	0.00%	0.00%	0.48%	0.00%	0.74%	0.00%	0.92%	0.56%	0.60%	0.00%	0.97%	1.39%	0.00%	0.00%	0.00%	0.30%	1.43%	0.00%	0.68%	0.00%	0.42%	0.00%	0.00%	0.98%	0.00%	0.00%	0.41%	0.00%	1.22%	0.53%	0.00%	0.00%	0.26%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	3	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	1	1	1	2	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0									
		0.23%	0.65%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.28%	0.00%	0.00%	0.16%	0.69%	0.00%	0.75%	0.74%	0.30%	1.43%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	1.92%	0.00%	0.21%	0.00%	0.31%	0.53%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	1	1	1	3	2	1	4	1	3	4	2	2	7	4	0	2	2	1	1	1	2	1	0	0	0	0	0	0	1	1	0	4	2	0	1	0	0	4									
		0.72%	0.22%	0.20%	0.61%	1.15%	1.71%	0.36%	2.68%	0.48%	0.78%	0.99%	2.47%	0.92%	1.96%	0.80%	0.00%	0.32%	1.39%	1.33%	0.75%	0.74%	0.60%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	1.92%	0.00%	0.82%	1.23%	0.00%	0.53%	0.00%	0.00%	1.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1154	92	88	20	13	11	37	38	46	46	80	13	21	51	80	8	95	39	12	10	14	40	38	17	13	6	35	16	1	6	1	0	64	13	14	0	1	2	73									
		14.06%	19.96%	17.78%	12.12%	4.96%	9.40%	13.50%	25.50%	22.12%	11.95%	19.85%	16.05%	9.68%	14.25%	16.10%	12.50%	15.40%	27.08%	16.00%	7.46%	10.37%	12.08%	27.14%	20.48%	8.78%	12.24%	14.64%	17.02%	2.94%	5.88%	1.92%	0.00%	13.20%	8.02%	4.28%	0.00%	1.82%	4.76%	19.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	72	4	5	1	2	1	0	2	1	7	5	0	6	4	1	0	4	0	1	4	1	3	2	1	0	0	3	2	0	0	0	0	4	0	1	2	0	0	5									
		0.88%	0.87%	1.01%	0.61%	0.76%	0.85%	0.00%	1.34%	0.48%	1.82%	1.24%	0.00%	2.76%	1.12%	0.20%	0.00%	0.65%	0.00%	1.33%	2.99%	0.74%	0.91%	1.43%	1.20%	0.00%	0.00%	1.26%	2.13%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.31%	1.05%	0.00%	0.00%	1.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	231	12	11	13	5	1	5	3	7	10	10	1	5	12	15	0	15	2	4	1	1	4	3	1	2	4	9	1	1	0	0	0	24	2	13	8	1	2	23									
		2.82%	2.60%	2.22%	7.88%	1.91%	0.85%	1.82%	2.01%	3.37%	2.60%	2.48%	1.23%	2.30%	3.35%	3.02%	0.00%	2.43%	1.39%	5.33%	0.75%	0.74%	1.21%	2.14%	1.20%	1.35%	8.16%	3.77%	1.06%	2.94%	0.00%	0.00%	0.00%	4.95%	1.23%	3.98%	4.21%	1.82%	4.76%	6.01%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
