Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Ленинская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947									
		78.86%	84.31%	68.91%	77.78%	77.06%	80.41%	83.66%	73.20%	79.11%	82.20%	82.77%	86.27%	76.88%	82.82%	81.53%	89.89%	82.51%	91.97%	81.38%	77.51%	82.05%	79.17%	81.38%	76.87%	81.21%	79.89%	84.38%	81.37%	79.29%	87.31%	72.69%	83.43%	82.61%	84.51%	79.68%	78.01%	82.55%	76.47%	77.80%	76.68%	80.72%	67.88%	63.40%	66.97%	68.77%	66.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	177	8	6	3	3	1	0	14	2	1	5	5	11	13	5	0	2	0	1	6	0	0	1	4	8	3	1	0	1	5	2	2	1	10	1	4	3	4	1	13	3	3	2	9	7	3									
		0.71%	1.61%	2.25%	1.23%	0.60%	0.20%	0.00%	2.06%	0.36%	0.85%	0.53%	0.59%	1.50%	1.29%	0.83%	0.00%	0.27%	0.00%	0.21%	1.20%	0.00%	0.00%	0.69%	2.72%	1.52%	0.55%	0.15%	0.00%	0.11%	0.55%	0.88%	0.58%	0.22%	1.31%	0.14%	1.17%	0.36%	0.38%	0.16%	1.90%	0.43%	0.30%	0.25%	1.16%	0.68%	3.13%									
24	"6. Политическая партия ""Гражданская Платформа"""	66	2	1	1	1	1	0	13	1	0	5	2	4	5	2	0	1	0	2	3	0	0	0	0	2	1	0	1	1	1	0	2	0	2	0	1	1	2	0	5	1	0	1	1	0	0									
		0.26%	0.40%	0.37%	0.41%	0.20%	0.20%	0.00%	1.91%	0.18%	0.00%	0.53%	0.23%	0.55%	0.50%	0.33%	0.00%	0.14%	0.00%	0.42%	0.60%	0.00%	0.00%	0.00%	0.00%	0.38%	0.18%	0.00%	0.98%	0.11%	0.11%	0.00%	0.58%	0.00%	0.26%	0.00%	0.29%	0.12%	0.19%	0.00%	0.73%	0.14%	0.00%	0.13%	0.13%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1876	28	20	15	57	34	22	33	53	10	56	19	38	51	27	14	49	4	26	51	9	27	6	14	39	51	48	7	54	36	35	14	36	26	65	27	54	76	56	53	61	121	117	101	128	8									
		7.50%	5.63%	7.49%	6.17%	11.47%	6.94%	8.56%	4.86%	9.46%	8.47%	5.92%	2.23%	5.20%	5.06%	4.49%	2.48%	6.69%	2.92%	5.44%	10.24%	3.30%	10.23%	4.14%	9.52%	7.40%	9.32%	7.35%	6.86%	6.14%	3.94%	15.42%	4.07%	7.83%	3.41%	9.37%	7.92%	6.55%	7.21%	8.95%	7.73%	8.78%	12.22%	14.72%	12.98%	12.42%	8.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	124	4	2	1	4	3	1	5	5	0	3	5	8	5	3	1	1	0	1	1	0	0	2	0	1	2	3	0	4	1	1	1	0	9	1	2	1	10	8	2	5	11	0	4	3	0									
		0.50%	0.80%	0.75%	0.41%	0.80%	0.61%	0.39%	0.74%	0.89%	0.00%	0.32%	0.59%	1.09%	0.50%	0.50%	0.18%	0.14%	0.00%	0.21%	0.20%	0.00%	0.00%	1.38%	0.00%	0.19%	0.37%	0.46%	0.00%	0.46%	0.11%	0.44%	0.29%	0.00%	1.18%	0.14%	0.59%	0.12%	0.95%	1.28%	0.29%	0.72%	1.11%	0.00%	0.51%	0.29%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	44	1	0	1	0	0	2	1	2	0	0	1	2	1	1	0	2	0	0	1	0	0	0	0	0	1	2	0	0	2	1	1	1	1	1	2	1	1	1	2	2	2	5	2	1	0									
		0.18%	0.20%	0.00%	0.41%	0.00%	0.00%	0.78%	0.15%	0.36%	0.00%	0.00%	0.12%	0.27%	0.10%	0.17%	0.00%	0.27%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.31%	0.00%	0.00%	0.22%	0.44%	0.29%	0.22%	0.13%	0.14%	0.59%	0.12%	0.09%	0.16%	0.29%	0.29%	0.20%	0.63%	0.26%	0.10%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	0	0	2	0	0	0	0	0	2	0	1	2	0	2	0	0	3	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1									
		0.08%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.14%	0.20%	0.00%	0.35%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.68%	0.19%	0.00%	0.15%	0.98%	0.00%	0.00%	0.00%	0.29%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	160	1	7	0	2	6	2	8	2	0	10	6	6	8	3	7	1	0	2	1	0	0	1	0	4	2	4	2	4	1	0	2	0	3	5	2	3	6	3	6	6	8	7	9	8	2									
		0.64%	0.20%	2.62%	0.00%	0.40%	1.22%	0.78%	1.18%	0.36%	0.00%	1.06%	0.70%	0.82%	0.79%	0.50%	1.24%	0.14%	0.00%	0.42%	0.20%	0.00%	0.00%	0.69%	0.00%	0.76%	0.37%	0.61%	1.96%	0.46%	0.11%	0.00%	0.58%	0.00%	0.39%	0.72%	0.59%	0.36%	0.57%	0.48%	0.87%	0.86%	0.81%	0.88%	1.16%	0.78%	2.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1079	11	26	7	20	14	3	41	23	7	15	29	33	21	39	10	24	5	21	10	13	17	12	6	15	20	8	0	39	28	10	8	16	25	19	18	32	74	24	42	13	68	75	49	81	8									
		4.31%	2.21%	9.74%	2.88%	4.02%	2.86%	1.17%	6.04%	4.11%	5.93%	1.59%	3.40%	4.51%	2.09%	6.49%	1.77%	3.28%	3.65%	4.39%	2.01%	4.76%	6.44%	8.28%	4.08%	2.85%	3.66%	1.23%	0.00%	4.44%	3.06%	4.41%	2.33%	3.48%	3.28%	2.74%	5.28%	3.88%	7.02%	3.83%	6.12%	1.87%	6.87%	9.43%	6.30%	7.86%	8.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	2	4	2	2	0	0	2	1	0	0	1	0	2	0	2	2	0	1	3	2	0	1	0	1	1	0	2	3	1	1	2	0	2	2	1	0	4	3	1	4	5	3	0	2	1									
		0.26%	0.40%	1.50%	0.82%	0.40%	0.00%	0.00%	0.29%	0.18%	0.00%	0.00%	0.12%	0.00%	0.20%	0.00%	0.35%	0.27%	0.00%	0.21%	0.60%	0.73%	0.00%	0.69%	0.00%	0.19%	0.18%	0.00%	1.96%	0.34%	0.11%	0.44%	0.58%	0.00%	0.26%	0.29%	0.29%	0.00%	0.38%	0.48%	0.15%	0.58%	0.51%	0.38%	0.00%	0.19%	1.04%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	349	5	4	5	3	10	0	7	2	1	24	14	7	11	5	2	3	1	4	6	11	7	0	1	6	10	5	2	56	4	2	2	16	10	8	4	7	12	4	6	3	18	12	6	21	2									
		1.40%	1.01%	1.50%	2.06%	0.60%	2.04%	0.00%	1.03%	0.36%	0.85%	2.54%	1.64%	0.96%	1.09%	0.83%	0.35%	0.41%	0.73%	0.84%	1.20%	4.03%	2.65%	0.00%	0.68%	1.14%	1.83%	0.77%	1.96%	6.37%	0.44%	0.88%	0.58%	3.48%	1.31%	1.15%	1.17%	0.85%	1.14%	0.64%	0.87%	0.43%	1.82%	1.51%	0.77%	2.04%	2.08%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
