Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Сафакулевская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК  831	УИК  832	УИК  833	УИК  834	УИК  835	УИК  836	УИК  837	УИК  838	УИК  839	УИК  840	УИК  841	УИК  842	УИК  843	УИК  844	УИК  845	УИК  846	УИК  847	УИК  848	УИК  849	УИК  850	УИК  851	УИК  852	УИК  853	УИК  854	УИК  855	УИК  856	УИК  857	УИК  858	УИК  859	УИК  860	УИК  861	УИК  862	УИК  863	УИК  864					
24	"7. ""Новый курс - Автомобильная Россия"""	49	1	0	3	2	0	0	0	0	1	8	0	0	0	0	2	1	0	1	1	1	1	0	0	3	0	0	1	0	3	0	2	1	12	5					
		0.60%	0.52%	0.0%	0.97%	0.53%	0.0%	0.0%	0.0%	0.0%	1.88%	2.01%	0.0%	0.0%	0.0%	0.0%	0.60%	0.75%	0.0%	0.40%	0.78%	0.78%	0.37%	0.0%	0.0%	2.06%	0.0%	0.0%	0.28%	0.0%	1.11%	0.0%	0.58%	0.32%	1.35%	1.17%					
25	"8. ""Народно-республиканская партия России"""	17	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	2	1	0	0	0	1	4	0					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.35%	0.0%	1.88%	0.0%	1.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.34%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.42%	0.0%	0.0%	0.0%	0.32%	0.45%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	0	0	0	0	0	2	0	1	0	0	1	3	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	3	0	4	0					
		0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	1.21%	0.0%	0.0%	0.74%	2.25%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.42%	0.0%	0.0%	0.88%	0.0%	0.45%	0.0%					
27	"10. ""Аграрная партия России"""	924	36	15	28	38	30	68	37	15	4	31	25	14	12	13	33	25	6	21	11	20	24	13	38	16	13	16	83	30	16	6	80	21	57	29					
		11.35%	18.75%	6.0%	9.06%	10.24%	11.36%	16.22%	12.98%	18.29%	7.54%	7.80%	18.51%	10.52%	13.48%	26.53%	9.96%	18.79%	8.45%	8.53%	8.59%	15.74%	8.92%	10.31%	11.87%	11.03%	15.85%	8.04%	23.98%	12.65%	5.94%	5.17%	23.52%	6.75%	6.41%	6.82%					
28	"11. ""Истинные патриоты России"""	33	2	0	4	2	0	0	0	2	1	1	5	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	3	1	1	0	0	5	0					
		0.40%	1.04%	0.0%	1.29%	0.53%	0.0%	0.0%	0.0%	2.43%	1.88%	0.25%	3.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.37%	2.38%	0.0%	0.0%	0.0%	0.0%	0.0%	1.26%	0.37%	0.86%	0.0%	0.0%	0.56%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	204	3	4	7	6	19	8	9	0	2	7	3	3	2	0	12	1	4	7	1	0	2	2	4	3	1	2	12	19	6	1	9	5	31	9					
		2.50%	1.56%	1.6%	2.26%	1.61%	7.19%	1.90%	3.15%	0.0%	3.77%	1.76%	2.22%	2.25%	2.24%	0.0%	3.62%	0.75%	5.63%	2.84%	0.78%	0.0%	0.74%	1.58%	1.25%	2.06%	1.21%	1.00%	3.46%	8.01%	2.23%	0.86%	2.64%	1.60%	3.49%	2.11%					
30	"13. ""Демократическая партия России"""	17	2	1	1	0	3	0	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1					
		0.20%	1.04%	0.4%	0.32%	0.0%	1.13%	0.0%	0.0%	4.87%	3.77%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.23%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	2	0	2	2					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.30%	0.75%	0.0%	0.40%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.37%	0.86%	0.58%	0.0%	0.22%	0.47%					
32	"15. ""Партия СЛОН"""	8	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0					
		0.09%	1.04%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.31%	0.0%	0.0%	0.50%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	235	9	9	6	4	3	24	3	4	0	18	0	2	3	2	6	4	1	5	1	1	8	0	20	5	1	3	13	1	19	6	8	11	25	10					
		2.88%	4.68%	3.6%	1.94%	1.07%	1.13%	5.72%	1.05%	4.87%	0.0%	4.53%	0.0%	1.50%	3.37%	4.08%	1.81%	3.00%	1.40%	2.03%	0.78%	0.78%	2.97%	0.0%	6.25%	3.44%	1.21%	1.50%	3.75%	0.42%	7.06%	5.17%	2.35%	3.53%	2.81%	2.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	46	2	0	1	0	1	5	1	0	0	3	2	1	0	0	2	1	1	2	2	0	0	0	2	2	3	0	2	1	1	1	3	5	2	0					
		0.56%	1.04%	0.0%	0.32%	0.0%	0.37%	1.19%	0.35%	0.0%	0.0%	0.75%	1.48%	0.75%	0.0%	0.0%	0.60%	0.75%	1.40%	0.81%	1.56%	0.0%	0.0%	0.0%	0.62%	1.37%	3.65%	0.0%	0.57%	0.42%	0.37%	0.86%	0.88%	1.60%	0.22%	0.0%					
35	"18. ""ЛДПР"""	505	7	12	9	6	11	49	16	5	8	23	5	11	3	5	20	12	1	13	7	22	15	6	40	3	1	6	8	17	27	5	18	15	64	35					
		6.20%	3.64%	4.8%	2.91%	1.61%	4.16%	11.69%	5.61%	6.09%	15.09%	5.79%	3.70%	8.27%	3.37%	10.20%	6.04%	9.02%	1.40%	5.28%	5.46%	17.32%	5.57%	4.76%	12.5%	2.06%	1.21%	3.01%	2.31%	7.17%	10.03%	4.31%	5.29%	4.82%	7.20%	8.23%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	129	3	5	2	4	2	3	1	1	0	4	4	0	2	0	3	7	3	7	2	2	2	0	9	2	0	7	3	1	10	0	4	2	23	11					
		1.58%	1.56%	2.0%	0.64%	1.07%	0.75%	0.71%	0.35%	1.21%	0.0%	1.00%	2.96%	0.0%	2.24%	0.0%	0.90%	5.26%	4.22%	2.84%	1.56%	1.57%	0.74%	0.0%	2.81%	1.37%	0.0%	3.51%	0.86%	0.42%	3.71%	0.0%	1.17%	0.64%	2.59%	2.58%					
37	"20. ""Политическая партия ""Единая Россия"""	2904	58	132	82	126	80	113	104	28	12	141	37	14	25	10	122	22	27	82	35	56	96	54	98	55	27	88	151	92	82	47	105	154	334	215					
		35.68%	30.20%	52.8%	26.53%	33.96%	30.30%	26.96%	36.49%	34.14%	22.64%	35.51%	27.40%	10.52%	28.08%	20.40%	36.85%	16.54%	38.02%	33.33%	27.34%	44.09%	35.68%	42.85%	30.62%	37.93%	32.92%	44.22%	43.64%	38.81%	30.48%	40.51%	30.88%	49.51%	37.61%	50.58%					
38	"21. ""Российская Конституционно-демократическая партия"""	28	1	1	1	1	0	0	0	0	0	5	1	1	0	1	0	1	0	3	1	0	0	1	0	1	0	0	0	1	0	1	1	0	4	2					
		0.34%	0.52%	0.4%	0.32%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	1.25%	0.74%	0.75%	0.0%	2.04%	0.0%	0.75%	0.0%	1.21%	0.78%	0.0%	0.0%	0.79%	0.0%	0.68%	0.0%	0.0%	0.0%	0.42%	0.0%	0.86%	0.29%	0.0%	0.45%	0.47%					
39	"22. ""Развитие предпринимательства"""	18	0	1	1	0	0	1	0	0	0	3	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2					
		0.22%	0.0%	0.4%	0.32%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	2.04%	0.30%	0.0%	0.0%	0.40%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.47%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1898	41	42	119	133	83	76	80	9	3	72	38	69	20	10	91	48	20	73	42	16	77	33	80	36	23	53	49	43	50	24	55	51	182	57					
		23.32%	21.35%	16.8%	38.51%	35.84%	31.43%	18.13%	28.07%	10.97%	5.66%	18.13%	28.14%	51.87%	22.47%	20.40%	27.49%	36.09%	28.16%	29.67%	32.81%	12.59%	28.62%	26.19%	25.0%	24.82%	28.04%	26.63%	14.16%	18.14%	18.58%	20.68%	16.17%	16.39%	20.49%	13.41%					
																																									
41	Против всех	242	1	4	5	15	3	16	6	3	5	21	4	5	2	3	9	6	0	6	5	0	13	0	4	4	1	7	3	9	10	3	12	11	35	11					
		2.97%	0.52%	1.6%	1.61%	4.04%	1.13%	3.81%	2.10%	3.65%	9.43%	5.28%	2.96%	3.75%	2.24%	6.12%	2.71%	4.51%	0.0%	2.43%	3.90%	0.0%	4.83%	0.0%	1.25%	2.75%	1.21%	3.51%	0.86%	3.79%	3.71%	2.58%	3.52%	3.53%	3.94%	2.58%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
