7	Число избирательных бюллетеней в переносных ящиках для голосования	4035	78	48	159	0	156	90	0	67	8	29	24	22	16	10	7	61	9	10	62	102	49	163	109	43	11	18	68	99	31	90	129	57	72	20	37	37	38	10	37	29	27	74	25	28	47	175	83	40	187	27	17	21	49	58	48	33	17	88	12	38	13	29	35	23	70	50	96	24	55	153	23	70	58	46	54	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	84565	362	689	1920	20	1987	747	144	252	1005	1203	1635	1387	1104	541	373	241	1165	1265	1482	858	548	1684	998	618	1762	1058	996	1437	943	1378	1076	887	1006	957	1048	918	1028	787	1260	1090	1064	1199	101	1673	941	915	1056	945	909	1286	1411	819	910	1099	1163	1580	905	1067	1202	1083	666	1063	996	1087	1041	1603	1452	1490	1649	1182	616	1317	1347	972	857	1174	1211	18	18	17	19	25	23	24	19	19	16	92	91	86	95	93	92	92	92	22	18	18	15	364	282	93	87	27	30	23	24	24	24	23	25	24	23	24	24	31	20	28	29	29	20	28	26	23	22	24	30	23	23	23	18	15	15	15	12	15	12	16	15	14	29	29	21	29	29	20	17	27	26	28	26	128	23	17	29	29	29	35	23	20	76	14	74	77	66	26	26	17	7	7					
9	Число недействительных избирательных бюллетеней	1043	3	5	22	0	11	3	0	3	26	17	12	8	11	10	3	4	15	13	20	10	6	16	15	0	16	15	14	15	9	9	8	10	9	12	16	18	20	16	15	15	17	19	1	17	10	10	6	16	22	14	12	10	21	11	21	28	8	14	21	10	9	41	20	10	13	21	29	23	32	20	7	11	16	10	11	7	14	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	87557	437	732	2057	20	2132	834	144	316	987	1215	1647	1401	1109	541	377	298	1159	1262	1524	950	591	1831	1092	661	1757	1061	1050	1521	965	1459	1197	934	1069	965	1069	937	1046	781	1282	1104	1074	1254	125	1684	978	1080	1133	969	1074	1299	1416	830	938	1146	1190	1585	914	1141	1193	1111	670	1051	1011	1100	1098	1632	1519	1491	1672	1315	632	1376	1389	1008	900	1182	1219	18	17	17	18	24	23	24	19	19	16	92	91	86	95	93	92	92	92	22	18	18	15	364	282	93	87	27	30	23	24	24	24	23	25	24	23	24	24	31	20	28	29	29	20	28	26	23	22	24	30	23	23	23	18	15	15	15	12	15	12	16	15	14	29	29	21	29	29	20	17	27	26	28	26	125	23	17	29	29	29	35	23	20	73	14	74	77	64	26	26	17	7	7					
11	Число полученных открепительных  удостоверений	2098	25	20	40	0	35	25	5	20	15	20	20	15	15	10	10	10	50	35	50	30	20	26	20	45	45	25	23	30	20	35	30	20	38	30	40	35	41	20	20	25	30	40	5	40	20	30	20	10	25	40	35	35	30	30	35	30	20	35	30	25	20	20	30	30	30	25	40	30	30	20	30	25	25	20	25	45	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1800	20	7	38	0	28	14	2	14	13	9	14	11	11	9	4	8	50	31	48	13	12	26	19	23	35	24	18	29	15	34	29	17	38	29	31	33	38	18	18	23	24	40	1	38	20	27	12	9	24	36	32	29	26	29	28	29	17	34	29	22	16	19	26	30	29	25	35	24	28	19	24	21	20	20	24	37	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1674	11	12	17	0	19	13	0	7	3	22	9	10	11	26	21	9	23	25	38	25	18	17	18	27	73	23	23	25	19	22	36	18	20	14	25	15	21	26	30	16	18	60	12	32	18	12	31	39	48	36	21	20	14	32	21	13	12	26	15	20	13	39	18	17	31	9	17	9	38	15	9	17	14	14	90	12	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	298	5	13	2	0	7	11	3	6	2	11	6	4	4	1	6	2	0	4	2	17	8	0	1	22	10	1	5	1	5	1	1	3	0	1	9	2	3	2	2	2	6	0	4	2	0	3	8	1	1	4	3	6	4	1	7	1	3	1	1	3	4	1	4	0	1	0	5	6	2	1	6	4	5	0	1	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	276	0	3	2	0	4	1	0	0	1	0	2	0	0	0	0	0	4	1	3	4	1	10	3	10	16	3	3	5	1	2	0	4	5	10	4	6	2	1	3	6	2	4	0	5	4	3	5	7	1	2	5	3	11	1	5	6	4	4	7	2	3	8	3	6	5	7	2	3	1	11	2	3	3	6	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																																																																																																	
18	Богданов Андрей Владимирович	1629	7	10	23	0	23	13	4	3	28	25	25	20	12	10	4	3	24	34	23	14	12	44	12	9	53	31	21	12	13	25	24	18	20	26	19	26	33	20	30	28	40	17	5	16	18	13	16	30	24	33	26	17	10	22	20	25	7	45	30	16	20	17	26	24	24	22	37	22	25	12	13	21	32	26	22	20	22	2	1	3	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	4	0	1	0	2	1	0	0	0	0					
		1.84%	1.59%	1.36%	1.11%	0.00%	1.07%	1.55%	2.78%	0.94%	2.76%	2.03%	1.51%	1.42%	1.07%	1.81%	1.05%	0.99%	2.04%	2.67%	1.49%	1.46%	2.01%	2.38%	1.08%	1.36%	2.99%	2.88%	1.97%	0.78%	1.33%	1.70%	1.99%	1.91%	1.86%	2.66%	1.75%	2.72%	3.10%	2.51%	2.31%	2.50%	3.67%	1.34%	3.97%	0.94%	1.82%	1.19%	1.40%	3.05%	2.19%	2.51%	1.82%	2.02%	1.04%	1.90%	1.65%	1.55%	0.76%	3.90%	2.47%	1.43%	2.95%	1.56%	2.52%	2.16%	2.16%	1.33%	2.39%	1.45%	1.47%	0.90%	2.03%	1.51%	2.28%	2.55%	2.41%	1.68%	1.78%	11.11%	5.56%	17.65%	5.26%	0.00%	4.35%	4.17%	0.00%	5.26%	6.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.09%	11.11%	5.56%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	7.14%	3.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.85%	0.78%	0.00%	0.00%	3.45%	0.00%	0.00%	0.00%	4.35%	0.00%	5.26%	0.00%	1.35%	0.00%	3.03%	3.85%	0.00%	0.00%	0.00%	0.00%					
19	Жириновский Владимир Вольфович	11632	42	81	91	0	145	75	26	64	151	186	62	68	66	93	45	46	207	201	256	151	116	237	169	100	235	181	97	160	147	200	149	140	164	153	128	173	178	103	181	167	184	145	16	192	132	118	169	112	193	182	169	125	189	143	172	197	80	213	210	206	155	171	150	162	213	207	206	181	197	221	105	214	162	156	172	71	242	8	5	10	5	11	8	8	6	7	4	2	2	1	0	0	0	0	0	11	12	5	0	9	3	3	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	4	4	2	10	6	6	2	1	1	1	1	0	0	0	0	1	1	3	1	0	0	2	3	1	2	1	16	0	3	0	36	7	11	5	0	0					
		13.13%	9.55%	10.99%	4.38%	0.00%	6.77%	8.96%	18.06%	20.06%	14.91%	15.10%	3.74%	4.83%	5.89%	16.88%	11.84%	15.23%	17.63%	15.76%	16.58%	15.73%	19.43%	12.83%	15.27%	15.13%	13.25%	16.82%	9.12%	10.42%	15.09%	13.62%	12.37%	14.83%	15.21%	15.66%	11.80%	18.12%	16.70%	12.92%	13.96%	14.92%	16.87%	11.39%	12.70%	11.29%	13.36%	10.83%	14.84%	11.37%	17.61%	13.86%	11.83%	14.88%	19.71%	12.36%	14.20%	12.21%	8.68%	18.44%	17.30%	18.38%	22.83%	15.66%	14.55%	14.59%	19.17%	12.52%	13.31%	11.96%	11.56%	16.55%	16.43%	15.43%	11.53%	15.32%	18.88%	5.97%	19.63%	44.44%	27.78%	58.82%	26.32%	44.00%	34.78%	33.33%	31.58%	36.84%	25.00%	2.17%	2.20%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	50.00%	66.67%	27.78%	0.00%	2.47%	1.06%	3.23%	1.15%	3.70%	0.00%	0.00%	4.17%	0.00%	4.17%	0.00%	4.00%	0.00%	0.00%	4.17%	4.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	23.08%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	33.33%	26.67%	16.67%	62.50%	40.00%	42.86%	6.90%	3.45%	4.76%	3.45%	3.45%	0.00%	0.00%	0.00%	0.00%	3.57%	3.85%	2.34%	4.35%	0.00%	0.00%	6.90%	10.34%	2.86%	8.70%	5.00%	21.05%	0.00%	4.05%	0.00%	54.55%	26.92%	42.31%	29.41%	0.00%	0.00%					
20	Зюганов Геннадий Андреевич	15708	31	161	152	1	209	113	14	64	157	250	139	151	75	98	50	42	275	206	233	156	134	296	224	57	234	211	155	201	169	298	229	178	241	281	217	215	313	273	221	254	271	186	28	285	193	203	181	198	241	289	280	211	183	350	353	346	153	236	283	194	126	161	241	226	292	260	315	299	269	302	191	220	272	258	165	188	160	0	2	3	4	2	7	6	2	2	1	1	0	0	0	0	0	1	0	1	0	4	0	8	1	1	2	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	3	1	1	0	0	0	0	0	0	0	3	2	2	1	2	3	0	1	1	0	0	13	0	1	0	5	3	1	6	1	1					
		17.73%	7.05%	21.85%	7.31%	5.00%	9.75%	13.50%	9.72%	20.06%	15.50%	20.29%	8.38%	10.72%	6.70%	17.79%	13.16%	13.91%	23.42%	16.16%	15.09%	16.25%	22.45%	16.03%	20.23%	8.62%	13.20%	19.61%	14.57%	13.09%	17.35%	20.30%	19.00%	18.86%	22.36%	28.76%	20.00%	22.51%	29.36%	34.25%	17.04%	22.70%	24.84%	14.61%	22.22%	16.75%	19.53%	18.62%	15.89%	20.10%	21.99%	22.01%	19.61%	25.12%	19.08%	30.25%	29.15%	21.45%	16.59%	20.43%	23.31%	17.31%	18.56%	14.74%	23.38%	20.36%	26.28%	15.73%	20.35%	19.75%	15.79%	22.62%	29.89%	15.86%	19.36%	25.34%	18.11%	15.81%	12.98%	0.00%	11.11%	17.65%	21.05%	8.00%	30.43%	25.00%	10.53%	10.53%	6.25%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	4.55%	0.00%	22.22%	0.00%	2.20%	0.35%	1.08%	2.30%	0.00%	0.00%	4.35%	0.00%	0.00%	0.00%	4.35%	4.00%	4.17%	0.00%	0.00%	4.17%	3.23%	5.00%	0.00%	6.90%	0.00%	5.00%	7.14%	7.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	6.67%	8.33%	25.00%	13.33%	21.43%	3.45%	3.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	10.71%	7.69%	1.56%	4.35%	11.76%	10.34%	0.00%	3.45%	2.86%	0.00%	0.00%	17.11%	0.00%	1.35%	0.00%	7.58%	11.54%	3.85%	35.29%	14.29%	14.29%					
21	Медведев Дмитрий Анатольевич	58588	357	480	1791	19	1755	633	100	185	651	754	1421	1162	956	340	278	207	653	821	1012	629	329	1254	687	495	1235	638	777	1148	636	936	795	598	644	505	705	523	522	385	850	655	579	906	76	1191	635	746	767	629	616	795	941	477	556	631	645	1017	674	647	670	695	369	702	594	688	569	1143	961	989	1181	780	323	921	923	568	541	903	795	8	9	1	8	11	7	9	11	9	10	89	89	85	95	93	92	91	92	8	4	8	15	346	278	89	84	26	30	22	23	24	23	22	23	23	23	23	22	30	19	28	27	29	19	24	17	23	22	22	30	23	23	23	18	15	15	15	8	10	8	2	7	5	26	27	20	28	28	20	17	27	26	24	22	119	21	15	25	27	25	33	20	19	40	14	69	77	21	15	14	6	6	6					
		66.13%	81.14%	65.13%	86.15%	95.00%	81.89%	75.63%	69.44%	57.99%	64.26%	61.20%	85.65%	82.47%	85.36%	61.71%	73.16%	68.54%	55.62%	64.39%	65.54%	65.52%	55.11%	67.89%	62.06%	74.89%	69.66%	59.29%	73.03%	74.74%	65.30%	63.76%	65.98%	63.35%	59.74%	51.69%	64.98%	54.76%	48.97%	48.31%	65.54%	58.53%	53.07%	71.17%	60.32%	70.02%	64.27%	68.44%	67.34%	63.86%	56.20%	60.55%	65.90%	56.79%	57.98%	54.54%	53.26%	63.05%	73.10%	56.02%	55.19%	61.99%	54.34%	64.29%	57.61%	61.98%	51.22%	69.15%	62.08%	65.32%	69.31%	58.43%	50.55%	66.40%	65.69%	55.80%	59.39%	75.95%	64.48%	44.44%	50.00%	5.88%	42.11%	44.00%	30.43%	37.50%	57.89%	47.37%	62.50%	96.74%	97.80%	98.84%	100.00%	100.00%	100.00%	98.91%	100.00%	36.36%	22.22%	44.44%	100.00%	95.05%	98.58%	95.70%	96.55%	96.30%	100.00%	95.65%	95.83%	100.00%	95.83%	95.65%	92.00%	95.83%	100.00%	95.83%	91.67%	96.77%	95.00%	100.00%	93.10%	100.00%	95.00%	85.71%	65.38%	100.00%	100.00%	91.67%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	66.67%	66.67%	66.67%	12.50%	46.67%	35.71%	89.66%	93.10%	95.24%	96.55%	96.55%	100.00%	100.00%	100.00%	100.00%	85.71%	84.62%	92.97%	91.30%	88.24%	86.21%	93.10%	86.21%	94.29%	86.96%	95.00%	52.63%	100.00%	93.24%	100.00%	31.82%	57.69%	53.85%	35.29%	85.71%	85.71%					
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
																																																																																																																																																																																	
