7	Число избирательных бюллетеней в переносных ящиках для голосования	3404	55	111	93	146	133	49	55	58	66	23	11	51	9	1	52	18	16	167	80	107	96	128	40	9	16	16	37	130	34	29	40	27	7	12	7	28	21	14	13	16	50	65	40	31	19	32	166	19	13	14	30	45	42	23	56	32	25	25	15	29	18	15	26	14	14	35	100	173	32	25	61	24	72	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	87488	356	793	2100	1861	698	108	295	1332	1539	1470	1366	923	626	363	313	1171	1106	1380	1071	770	1736	1506	68	2027	1193	974	1238	1138	1349	869	918	1186	943	1095	1233	1020	1119	1131	1380	1096	1660	1361	739	1081	919	1010	908	1379	1482	990	1134	1334	1225	1632	762	1129	1205	1269	857	993	1268	1111	1253	1375	1653	1498	1663	1843	1293	1561	919	954	1260	1136	17	20	19	18	22	43	31	61	59	89	94	92	76	97	81	83	85	89	40	19	18	116	29	29	71	80	27	28	19	29	29	28	28	18	20	10	9	9	8	29	29	29	29	20	36	40	24	15	17	27	28	26	27	120	19	19	19	22	22	22	24	19	21	21	20	21	18	20	21	21	24	19	21	24	15	20	26	19	28	11									
9	Число недействительных избирательных бюллетеней	1520	4	7	5	31	9	4	4	21	31	46	77	21	10	4	12	12	24	66	31	8	18	25	1	22	26	14	16	27	13	23	9	16	16	10	5	9	19	11	0	19	45	11	15	10	13	14	18	17	18	12	90	20	0	75	9	15	23	9	6	19	24	12	15	21	23	20	90	22	15	22	15	4	22	29	2	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	89372	407	897	2188	1976	822	153	346	1369	1574	1447	1300	953	625	360	353	1177	1098	1481	1120	869	1814	1609	107	2014	1183	976	1259	1241	1370	875	949	1197	934	1097	1235	1039	1121	1134	1393	1093	1665	1415	764	1102	925	1028	1056	1381	1477	992	1074	1359	1267	1580	809	1146	1207	1285	866	1003	1262	1114	1264	1368	1644	1513	1673	1994	1310	1564	965	974	1310	1110	15	20	18	18	21	43	31	60	59	88	94	92	76	97	81	83	81	89	40	19	18	110	27	29	71	80	27	28	19	29	29	28	28	18	20	10	9	9	8	29	29	29	29	20	36	40	24	15	17	27	28	26	27	119	19	19	19	21	21	22	24	19	21	21	20	21	18	20	21	21	24	19	21	24	15	20	26	19	28	11									
11	Число полученных открепительных  удостоверений	2346	20	20	50	55	35	10	15	20	25	20	20	25	5	10	10	50	30	35	20	25	45	70	0	50	40	25	40	20	40	25	25	40	45	30	30	30	25	35	25	30	50	45	30	20	31	20	25	30	35	30	40	25	35	45	20	45	45	35	22	23	35	25	45	40	30	40	40	60	30	45	30	30	35	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2258	16	20	46	55	30	6	8	20	23	20	20	25	5	10	4	50	30	35	20	23	44	70	0	49	39	22	36	20	40	24	25	39	45	29	30	30	21	31	21	28	50	45	27	20	30	19	25	30	35	26	40	25	30	45	20	39	45	35	22	22	35	25	45	38	30	40	39	60	30	43	30	30	35	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1819	14	8	19	15	13	8	9	17	20	15	30	24	21	18	6	31	9	44	17	9	30	22	0	41	20	45	16	84	25	15	19	16	20	14	10	33	54	17	14	17	143	15	25	17	17	28	42	25	24	15	11	35	12	19	11	18	21	27	14	14	20	9	20	16	17	50	19	26	8	19	9	179	15	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число неиспользованных открепительных удостоверений	88	4	0	4	0	5	4	7	0	2	0	0	0	0	0	6	0	0	0	0	2	1	0	0	1	1	3	4	0	0	1	0	1	0	1	0	0	4	4	4	2	0	0	3	0	1	1	0	0	0	4	0	0	5	0	0	6	0	0	0	1	0	0	0	2	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	254	0	0	3	2	3	0	1	2	1	0	3	1	1	0	1	3	2	8	2	4	7	17	0	5	8	3	3	5	4	0	1	8	4	2	5	10	4	5	3	1	3	2	1	4	3	0	5	7	7	0	6	4	2	6	1	4	6	0	0	3	1	5	4	3	5	8	3	4	1	3	2	5	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																																																																					
19	Жириновский Владимир Вольфович	8437	38	58	102	153	57	22	30	121	157	130	133	144	57	47	38	134	159	155	119	83	180	184	10	201	127	90	158	105	135	118	83	90	102	90	105	109	105	111	92	123	134	137	85	78	125	59	97	115	118	83	125	13	15	168	68	174	150	180	91	111	105	73	115	135	153	133	124	203	124	130	96	124	120	118	4	10	6	8	5	0	2	6	2	8	10	0	2	13	6	2	4	2	0	5	4	30	5	8	1	5	8	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	9	5	6	0	0	4	12	4	4	3	0	0	2	5	7	2	5	4	11	0	5	8	4	3	7	0									
		9.28%	9.25%	6.42%	4.65%	7.62%	6.86%	14.01%	8.57%	8.71%	9.78%	8.71%	9.66%	14.78%	8.98%	12.91%	10.41%	11.27%	14.17%	10.02%	10.34%	9.46%	9.83%	11.26%	9.26%	9.87%	10.50%	9.09%	12.39%	8.28%	9.76%	13.14%	8.66%	7.42%	10.74%	8.13%	8.47%	10.40%	9.21%	9.69%	6.60%	11.06%	7.84%	9.61%	10.91%	7.01%	13.33%	5.66%	9.03%	8.23%	7.89%	8.27%	10.74%	0.94%	1.18%	10.15%	8.31%	14.99%	12.20%	13.91%	10.44%	10.86%	8.16%	6.48%	8.99%	9.72%	9.18%	8.68%	7.03%	10.07%	9.36%	8.20%	9.80%	12.68%	9.01%	10.36%	23.53%	50.00%	31.58%	44.44%	22.73%	0.00%	6.45%	9.84%	3.39%	8.99%	10.64%	0.00%	2.63%	13.40%	7.41%	2.41%	4.71%	2.25%	0.00%	26.32%	22.22%	25.86%	17.24%	27.59%	1.41%	6.25%	29.63%	3.57%	5.26%	6.90%	3.45%	7.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	24.17%	47.37%	26.32%	31.58%	0.00%	0.00%	18.18%	50.00%	21.05%	19.05%	14.29%	0.00%	0.00%	11.11%	25.00%	33.33%	9.52%	20.83%	21.05%	52.38%	0.00%	33.33%	40.00%	15.38%	15.79%	25.00%	0.00%									
20	Зюганов Геннадий Андреевич	16049	49	118	209	335	98	17	64	260	325	324	319	178	120	75	53	237	228	226	169	114	296	264	8	318	251	202	180	180	227	188	173	192	253	196	201	240	187	203	244	245	281	246	199	151	150	187	241	269	261	174	204	242	87	369	134	289	293	215	135	175	250	235	267	286	320	324	313	405	252	351	212	156	202	145	5	4	1	2	4	0	10	4	1	12	7	0	1	5	2	1	7	2	0	3	4	25	7	4	1	3	3	2	1	6	0	1	0	13	0	2	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	8	4	5	10	13	6	5	2	4	5	0	0	4	1	8	3	4	2	1	0	1	4	4	11	3	0									
		17.66%	11.92%	13.05%	9.53%	16.69%	11.79%	10.83%	18.29%	18.71%	20.25%	21.70%	23.17%	18.28%	18.90%	20.60%	14.52%	19.93%	20.32%	14.61%	14.68%	12.99%	16.16%	16.16%	7.41%	15.62%	20.76%	20.40%	14.12%	14.20%	16.41%	20.94%	18.06%	15.83%	26.63%	17.71%	16.21%	22.90%	16.40%	17.73%	17.52%	22.03%	16.43%	17.25%	25.55%	13.58%	15.99%	17.95%	22.44%	19.24%	17.46%	17.33%	17.53%	17.55%	6.87%	22.30%	16.38%	24.89%	23.82%	16.62%	15.48%	17.12%	19.44%	20.87%	20.88%	20.59%	19.20%	21.14%	17.75%	20.09%	19.02%	22.13%	21.63%	15.95%	15.17%	12.73%	29.41%	20.00%	5.26%	11.11%	18.18%	0.00%	32.26%	6.56%	1.69%	13.48%	7.45%	0.00%	1.32%	5.15%	2.47%	1.20%	8.24%	2.25%	0.00%	15.79%	22.22%	21.55%	24.14%	13.79%	1.41%	3.75%	11.11%	7.14%	5.26%	20.69%	0.00%	3.57%	0.00%	72.22%	0.00%	20.00%	11.11%	11.11%	37.50%	0.00%	0.00%	0.00%	3.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.00%	42.11%	21.05%	26.32%	45.45%	59.09%	27.27%	20.83%	10.53%	19.05%	23.81%	0.00%	0.00%	22.22%	5.00%	38.10%	14.29%	16.67%	10.53%	4.76%	0.00%	6.67%	20.00%	15.38%	57.89%	10.71%	0.00%									
21	Миронов Сергей Михайлович	4013	11	36	51	84	25	6	13	82	89	89	60	52	28	17	23	67	64	62	49	27	84	62	12	86	67	48	51	59	52	43	34	59	51	47	70	73	60	48	61	56	63	57	36	40	43	30	67	66	61	48	32	60	11	60	32	55	85	43	32	39	52	55	63	66	66	74	88	90	50	86	44	66	54	44	2	0	1	0	0	0	0	3	0	2	3	0	0	2	0	0	6	1	0	2	0	8	1	4	0	1	3	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	3	5	3	3	3	1	0	4	0	0	2	1	3	0	3	0	0	0	0	1	5	0	8	0									
		4.42%	2.68%	3.98%	2.33%	4.19%	3.01%	3.82%	3.71%	5.90%	5.55%	5.96%	4.36%	5.34%	4.41%	4.67%	6.30%	5.63%	5.70%	4.01%	4.26%	3.08%	4.59%	3.79%	11.11%	4.22%	5.54%	4.85%	4.00%	4.65%	3.76%	4.79%	3.55%	4.86%	5.37%	4.25%	5.65%	6.97%	5.26%	4.19%	4.38%	5.04%	3.68%	3.99%	4.62%	3.60%	4.58%	2.88%	6.24%	4.72%	4.08%	4.78%	2.75%	4.35%	0.87%	3.63%	3.91%	4.74%	6.91%	3.32%	3.67%	3.82%	4.04%	4.88%	4.93%	4.75%	3.96%	4.83%	4.99%	4.46%	3.77%	5.42%	4.49%	6.75%	4.05%	3.86%	11.76%	0.00%	5.26%	0.00%	0.00%	0.00%	0.00%	4.92%	0.00%	2.25%	3.19%	0.00%	0.00%	2.06%	0.00%	0.00%	7.06%	1.12%	0.00%	10.53%	0.00%	6.90%	3.45%	13.79%	0.00%	1.25%	11.11%	0.00%	0.00%	3.45%	0.00%	3.57%	0.00%	11.11%	0.00%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.17%	0.00%	15.79%	15.79%	22.73%	13.64%	13.64%	12.50%	5.26%	0.00%	19.05%	0.00%	0.00%	11.11%	5.00%	14.29%	0.00%	12.50%	0.00%	0.00%	0.00%	0.00%	5.00%	19.23%	0.00%	28.57%	0.00%									
22	Прохоров Михаил Дмитриевич	7000	18	51	57	105	48	11	16	190	168	121	141	85	51	28	19	119	118	103	89	44	2	142	3	246	119	94	69	86	102	80	70	104	108	78	96	145	56	163	5	150	141	106	72	102	92	54	140	111	118	100	85	16	13	136	45	119	159	82	7	62	108	108	115	103	154	109	187	178	113	131	67	79	118	72	2	4	3	1	4	0	2	1	0	1	2	5	0	3	0	0	0	2	0	1	2	3	1	3	0	3	4	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	1	2	3	1	0	0	1	0	3	0	0	1	0	0	0	3	1	2	0	1	2	6	4	1	0									
		7.70%	4.38%	5.64%	2.60%	5.23%	5.78%	7.01%	4.57%	13.67%	10.47%	8.10%	10.24%	8.73%	8.03%	7.69%	5.21%	10.01%	10.52%	6.66%	7.73%	5.02%	0.11%	8.69%	2.78%	12.08%	9.84%	9.49%	5.41%	6.78%	7.38%	8.91%	7.31%	8.57%	11.37%	7.05%	7.74%	13.84%	4.91%	14.24%	0.36%	13.49%	8.25%	7.43%	9.24%	9.17%	9.81%	5.18%	13.04%	7.94%	7.89%	9.96%	7.30%	1.16%	1.03%	8.22%	5.50%	10.25%	12.93%	6.34%	0.80%	6.07%	8.40%	9.59%	8.99%	7.42%	9.24%	7.11%	10.61%	8.83%	8.53%	8.26%	6.84%	8.08%	8.86%	6.32%	11.76%	20.00%	15.79%	5.56%	18.18%	0.00%	6.45%	1.64%	0.00%	1.12%	2.13%	5.43%	0.00%	3.09%	0.00%	0.00%	0.00%	2.25%	0.00%	5.26%	11.11%	2.59%	3.45%	10.34%	0.00%	3.75%	14.81%	0.00%	5.26%	0.00%	0.00%	0.00%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	12.50%	5.26%	5.26%	10.53%	13.64%	4.55%	0.00%	0.00%	5.26%	0.00%	14.29%	0.00%	0.00%	5.56%	0.00%	0.00%	0.00%	12.50%	5.26%	9.52%	0.00%	6.67%	10.00%	23.08%	21.05%	3.57%	0.00%									
23	Путин Владимир Владимирович	53873	291	634	1769	1299	594	97	223	716	835	783	647	494	369	193	220	620	529	935	694	601	1252	957	74	1163	619	542	801	811	854	446	589	752	420	686	763	472	713	609	991	519	1046	869	372	731	515	698	511	820	919	587	628	1028	1141	847	530	509	520	765	601	616	747	643	704	778	951	873	961	1118	771	866	546	549	816	731	2	2	7	7	8	43	17	46	56	65	72	87	73	74	73	80	64	82	40	8	8	44	13	10	69	68	9	25	16	20	28	24	28	1	20	8	7	8	5	29	29	29	27	20	36	40	24	15	17	27	28	26	27	64	1	6	3	3	4	9	4	11	13	6	20	21	9	13	3	16	9	12	7	24	8	5	7	1	9	11									
		59.27%	70.80%	70.13%	80.67%	64.72%	71.48%	61.78%	63.71%	51.51%	52.02%	52.44%	46.99%	50.72%	58.11%	53.02%	60.27%	52.14%	47.15%	60.44%	60.30%	68.53%	68.34%	58.57%	68.52%	57.12%	51.20%	54.75%	62.82%	63.96%	61.75%	49.67%	61.48%	61.99%	44.21%	61.97%	61.53%	45.04%	62.54%	53.19%	71.14%	46.67%	61.17%	60.94%	47.75%	65.74%	54.90%	66.99%	47.58%	58.66%	61.47%	58.47%	53.95%	74.55%	90.06%	51.18%	64.79%	43.84%	42.28%	59.12%	68.92%	60.27%	58.09%	57.10%	55.04%	56.01%	57.05%	56.95%	54.51%	55.46%	58.19%	54.60%	55.71%	56.13%	61.26%	64.18%	11.76%	10.00%	36.84%	38.89%	36.36%	100.00%	54.84%	75.41%	94.92%	73.03%	76.60%	94.57%	96.05%	76.29%	90.12%	96.39%	75.29%	92.13%	100.00%	42.11%	44.44%	37.93%	44.83%	34.48%	97.18%	85.00%	33.33%	89.29%	84.21%	68.97%	96.55%	85.71%	100.00%	5.56%	100.00%	80.00%	77.78%	88.89%	62.50%	100.00%	100.00%	100.00%	93.10%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	53.33%	5.26%	31.58%	15.79%	13.64%	18.18%	40.91%	16.67%	57.89%	61.90%	28.57%	100.00%	100.00%	50.00%	65.00%	14.29%	76.19%	37.50%	63.16%	33.33%	100.00%	53.33%	25.00%	26.92%	5.26%	32.14%	100.00%									
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
																																																																																																																																																																					
