Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Октябрьская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485					
		17.88%	25.42%	17.94%	10.62%	22.01%	21.50%	27.41%	31.33%	17.32%	25.89%	29.72%	17.14%	17.53%					
28	"11. ""Истинные патриоты России"""	2	0	0	1	0	1	0	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.08%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	48	2	1	19	1	3	9	4	3	2	1	0	3					
		1.58%	1.69%	1.28%	1.56%	0.91%	1.61%	4.83%	1.84%	1.18%	1.43%	0.90%	0.0%	0.97%					
30	"13. ""Демократическая партия России"""	8	0	2	3	0	0	0	1	1	0	0	1	0					
		0.26%	0.0%	2.56%	0.24%	0.0%	0.0%	0.0%	0.46%	0.39%	0.0%	0.0%	0.95%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	0	1	1	0	0	0	1	1	0	0	0	2					
		0.19%	0.0%	1.28%	0.08%	0.0%	0.0%	0.0%	0.46%	0.39%	0.0%	0.0%	0.0%	0.64%					
32	"15. ""Партия СЛОН"""	5	0	0	3	0	0	1	0	0	0	0	0	1					
		0.16%	0.0%	0.0%	0.24%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%					
33	"16. ""Родина"" (народно-патриотический союз)"""	187	2	1	108	3	8	4	10	14	10	2	6	19					
		6.18%	1.69%	1.28%	8.89%	2.75%	4.30%	2.15%	4.60%	5.51%	7.19%	1.80%	5.71%	6.16%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	9	0	0	3	2	0	1	1	0	0	1	0	1					
		0.29%	0.0%	0.0%	0.24%	1.83%	0.0%	0.53%	0.46%	0.0%	0.0%	0.90%	0.0%	0.32%					
35	"18. ""ЛДПР"""	318	10	8	121	16	20	18	23	42	13	13	12	22					
		10.51%	8.47%	10.25%	9.96%	14.67%	10.75%	9.67%	10.59%	16.53%	9.35%	11.71%	11.42%	7.14%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	105	2	2	34	10	4	8	6	19	7	3	2	8					
		3.47%	1.69%	2.56%	2.80%	9.17%	2.15%	4.30%	2.76%	7.48%	5.03%	2.70%	1.90%	2.59%					
37	"20. ""Политическая партия ""Единая Россия"""	1183	51	38	535	26	80	59	66	84	44	39	32	129					
		39.10%	43.22%	48.71%	44.06%	23.85%	43.01%	31.72%	30.41%	33.07%	31.65%	35.13%	30.47%	41.88%					
38	"21. ""Российская Конституционно-демократическая партия"""	4	0	0	2	0	0	0	0	0	0	0	0	2					
		0.13%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%					
39	"22. ""Развитие предпринимательства"""	8	0	0	5	0	1	0	0	1	0	0	0	1					
		0.26%	0.0%	0.0%	0.41%	0.0%	0.53%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.32%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	288	8	5	116	17	14	19	8	20	14	9	25	33					
		9.52%	6.77%	6.41%	9.55%	15.59%	7.52%	10.21%	3.68%	7.87%	10.07%	8.10%	23.80%	10.71%					
																			
41	Против всех	64	5	0	24	2	3	5	3	5	2	2	2	11					
		2.11%	4.23%	0.0%	1.97%	1.83%	1.61%	2.68%	1.38%	1.96%	1.43%	1.80%	1.90%	3.57%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
