Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Ленская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	183	53	53	0	1	1	1	0	1	0	1	1	1	0	0	0	0	41	24	2	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	63	12	9	2	0	1	2	2	4	4	0	1	1	0	1	0	0	11	7	5	1	0									
		1.19%	1.52%	1.07%	2.47%	0.00%	1.25%	0.99%	0.80%	1.63%	4.55%	0.00%	0.57%	0.61%	0.00%	1.25%	0.00%	0.00%	1.20%	1.00%	3.79%	1.89%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	103	11	19	1	0	3	5	3	8	3	2	3	4	0	4	0	0	19	15	1	1	1									
		1.95%	1.39%	2.26%	1.23%	0.00%	3.75%	2.49%	1.20%	3.25%	3.41%	1.72%	1.70%	2.44%	0.00%	5.00%	0.00%	0.00%	2.07%	2.15%	0.76%	1.89%	1.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	167	31	25	3	2	2	9	11	5	5	6	1	8	0	0	3	3	28	21	2	1	1									
		3.16%	3.91%	2.97%	3.70%	2.30%	2.50%	4.48%	4.40%	2.03%	5.68%	5.17%	0.57%	4.88%	0.00%	0.00%	2.94%	5.36%	3.05%	3.01%	1.52%	1.89%	1.37%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2449	327	385	37	39	44	77	121	121	34	45	78	63	31	42	56	26	463	332	72	21	35									
		46.32%	41.29%	45.78%	45.68%	44.83%	55.00%	38.31%	48.40%	49.19%	38.64%	38.79%	44.32%	38.41%	57.41%	52.50%	54.90%	46.43%	50.49%	47.56%	54.55%	39.62%	47.95%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	8	4	0	0	0	2	0	1	0	0	0	0	0	2	0	0	4	2	3	0	1									
		0.51%	1.01%	0.48%	0.00%	0.00%	0.00%	0.99%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	2.50%	0.00%	0.00%	0.44%	0.29%	2.27%	0.00%	1.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	10	1	0	0	0									
		0.30%	0.00%	0.00%	1.23%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	1.96%	0.00%	1.09%	0.14%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1105	138	149	14	19	12	28	67	52	22	22	47	46	13	17	18	12	207	171	25	10	16									
		20.90%	17.42%	17.72%	17.28%	21.84%	15.00%	13.93%	26.80%	21.14%	25.00%	18.97%	26.70%	28.05%	24.07%	21.25%	17.65%	21.43%	22.57%	24.50%	18.94%	18.87%	21.92%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	1	4	0	0	2	0	0	0	0	1	1	0	0	0	0	0	4	2	0	0	0									
		0.28%	0.13%	0.48%	0.00%	0.00%	2.50%	0.00%	0.00%	0.00%	0.00%	0.86%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.29%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	33	6	6	1	1	0	1	0	4	0	0	0	0	0	0	0	0	6	8	0	0	0									
		0.62%	0.76%	0.71%	1.23%	1.15%	0.00%	0.50%	0.00%	1.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	1.15%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0									
		0.13%	0.13%	0.00%	0.00%	1.15%	0.00%	0.00%	0.40%	0.41%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	7	4	0	0	1	2	6	0	1	1	0	2	0	0	0	1	18	6	2	0	2									
		1.00%	0.88%	0.48%	0.00%	0.00%	1.25%	0.99%	2.40%	0.00%	1.14%	0.86%	0.00%	1.22%	0.00%	0.00%	0.00%	1.79%	1.96%	0.86%	1.52%	0.00%	2.74%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	485	91	83	7	11	5	17	20	20	11	15	12	15	6	5	11	7	62	67	7	8	5									
		9.17%	11.49%	9.87%	8.64%	12.64%	6.25%	8.46%	8.00%	8.13%	12.50%	12.93%	6.82%	9.15%	11.11%	6.25%	10.78%	12.50%	6.76%	9.60%	5.30%	15.09%	6.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	2	8	0	1	0	2	1	0	1	0	0	0	0	0	2	1	5	3	0	0	1									
		0.51%	0.25%	0.95%	0.00%	1.15%	0.00%	0.99%	0.40%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	1.79%	0.55%	0.43%	0.00%	0.00%	1.37%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	650	145	128	14	9	9	50	10	27	7	24	30	21	4	9	10	4	62	52	14	10	11									
		12.29%	18.31%	15.22%	17.28%	10.34%	11.25%	24.88%	4.00%	10.98%	7.95%	20.69%	17.05%	12.80%	7.41%	11.25%	9.80%	7.14%	6.76%	7.45%	10.61%	18.87%	15.07%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
