Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Кобяйская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	145	3	1	2	2	3	2	13	2	1	3	10	5	5	5	5	3	4	5	4	7	7	15	5	11	7	10	5	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	131	1	1	0	1	2	1	9	2	0	3	10	5	5	4	5	3	4	5	4	7	7	15	5	11	7	10	4	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	145	16	11	9	2	3	0	15	9	3	0	15	10	1	2	4	2	2	3	1	2	3	0	2	9	4	0	10	2	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	14	2	0	2	1	1	1	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	612	11	5	11	15	1	4	17	10	10	0	30	50	63	42	61	31	4	12	37	13	18	0	2	43	49	6	8	7	28	24									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	62	6	1	6	6	4	6	2	1	3	0	0	1	3	5	1	0	0	0	2	2	1	0	2	0	1	0	4	4	1	0									
		1.12%	2.37%	0.83%	2.96%	2.68%	4.00%	2.97%	0.83%	0.61%	1.56%	0.00%	0.00%	0.41%	0.77%	1.46%	0.34%	0.00%	0.00%	0.00%	1.02%	1.60%	1.08%	0.00%	4.35%	0.00%	0.50%	0.00%	3.96%	1.57%	0.40%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	180	5	3	7	4	3	3	8	3	7	2	2	15	11	11	17	12	5	4	15	7	1	1	2	4	7	2	1	3	4	11									
		3.27%	1.98%	2.50%	3.45%	1.79%	3.00%	1.49%	3.31%	1.83%	3.65%	1.52%	2.15%	6.22%	2.81%	3.21%	5.78%	6.38%	3.97%	3.57%	7.61%	5.60%	1.08%	1.49%	4.35%	1.69%	3.50%	1.55%	0.99%	1.18%	1.62%	5.58%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	110	4	6	3	5	3	2	9	1	9	9	0	6	7	6	5	1	2	2	3	1	2	2	3	0	3	4	4	1	3	4									
		1.99%	1.58%	5.00%	1.48%	2.23%	3.00%	0.99%	3.72%	0.61%	4.69%	6.82%	0.00%	2.49%	1.79%	1.75%	1.70%	0.53%	1.59%	1.79%	1.52%	0.80%	2.15%	2.99%	6.52%	0.00%	1.50%	3.10%	3.96%	0.39%	1.21%	2.03%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3133	134	76	105	122	52	109	127	91	105	59	72	131	255	237	178	128	74	83	64	51	63	43	21	109	96	77	57	172	136	106									
		56.83%	52.96%	63.33%	51.72%	54.46%	52.00%	53.96%	52.48%	55.49%	54.69%	44.70%	77.42%	54.36%	65.22%	69.10%	60.54%	68.09%	58.73%	74.11%	32.49%	40.80%	67.74%	64.18%	45.65%	46.19%	48.00%	59.69%	56.44%	67.45%	55.06%	53.81%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	2	0	2	0	0	0	0	2	2	2	0	0	3	0	1	0	4	1	0	0	0	0	0	0	0	1	1	1	1	3									
		0.47%	0.79%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	1.22%	1.04%	1.52%	0.00%	0.00%	0.77%	0.00%	0.34%	0.00%	3.17%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.99%	0.39%	0.40%	1.52%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	3	1	2	2	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	1	0	0	0	3	2	1	0	0	0	0									
		0.36%	1.19%	0.83%	0.99%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.29%	0.68%	0.00%	0.00%	0.00%	0.51%	0.80%	0.00%	0.00%	0.00%	1.27%	1.00%	0.78%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	424	40	14	28	38	25	47	42	35	26	31	3	9	9	10	6	3	2	1	3	5	1	0	1	4	3	2	8	7	14	7									
		7.69%	15.81%	11.67%	13.79%	16.96%	25.00%	23.27%	17.36%	21.34%	13.54%	23.48%	3.23%	3.73%	2.30%	2.92%	2.04%	1.60%	1.59%	0.89%	1.52%	4.00%	1.08%	0.00%	2.17%	1.69%	1.50%	1.55%	7.92%	2.75%	5.67%	3.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1									
		0.15%	0.40%	0.00%	0.00%	0.00%	1.00%	0.50%	0.00%	0.00%	0.00%	0.76%	0.00%	0.41%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.51%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	1	1	0	1	0	0	1	1	3	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	2	0	2									
		0.33%	0.40%	0.83%	0.00%	0.45%	0.00%	0.00%	0.41%	0.61%	1.56%	0.76%	0.00%	0.41%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	1.49%	0.00%	0.42%	0.00%	0.00%	0.00%	0.78%	0.00%	1.02%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	2	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.16%	0.79%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.68%	0.53%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	2	0	2	2	0	2	1	5	0	1	2	4	0	1	2	0	0	1	1	0	0	0	0	1	0	0	0	2	3	2									
		0.62%	0.79%	0.00%	0.99%	0.89%	0.00%	0.99%	0.41%	3.05%	0.00%	0.76%	2.15%	1.66%	0.00%	0.29%	0.68%	0.00%	0.00%	0.89%	0.51%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.78%	1.21%	1.02%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	775	31	6	23	27	8	15	26	11	18	9	9	39	54	39	44	26	26	16	75	25	4	12	5	72	37	17	12	38	29	22									
		14.06%	12.25%	5.00%	11.33%	12.05%	8.00%	7.43%	10.74%	6.71%	9.38%	6.82%	9.68%	16.18%	13.81%	11.37%	14.97%	13.83%	20.63%	14.29%	38.07%	20.00%	4.30%	17.91%	10.87%	30.51%	18.50%	13.18%	11.88%	14.90%	11.74%	11.17%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	1	1	3	1	1	1	0	0	0	3	2	0	3	0	1	0	0	0	0	1	0	1	0	1	2	0	1	0	1	0									
		0.44%	0.40%	0.83%	1.48%	0.45%	1.00%	0.50%	0.00%	0.00%	0.00%	2.27%	2.15%	0.00%	0.77%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	1.49%	0.00%	0.42%	1.00%	0.00%	0.99%	0.00%	0.40%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	600	21	11	16	14	1	12	20	12	12	4	3	32	40	26	30	13	13	3	30	30	20	6	11	38	43	22	11	20	51	35									
		10.88%	8.30%	9.17%	7.88%	6.25%	1.00%	5.94%	8.26%	7.32%	6.25%	3.03%	3.23%	13.28%	10.23%	7.58%	10.20%	6.91%	10.32%	2.68%	15.23%	24.00%	21.51%	8.96%	23.91%	16.10%	21.50%	17.05%	10.89%	7.84%	20.65%	17.77%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
