Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Орел, Заводская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №794	УИК №819	УИК №823					
		3.40%	4.69%	3.29%	4.22%	3.69%	4.31%	3.39%	5.35%	4.91%	3.16%	3.96%	3.80%	3.80%	1.64%	5.45%	4.13%	2.98%	5.47%	2.78%	2.53%	2.30%	2.08%	2.98%	2.98%	3.67%	4.98%	3.21%	3.51%	3.19%	3.02%	4.07%	4.35%	3.97%	3.71%	3.37%	2.94%	3.49%	3.08%	3.61%	2.06%	1.74%	2.77%	2.27%	1.69%	1.95%	4.47%	3.97%	3.52%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13957	178	126	277	289	337	448	200	185	96	142	323	494	742	254	272	406	286	383	263	325	304	387	244	331	222	250	292	152	404	331	156	280	332	375	389	290	381	237	139	166	225	377	383	554	251	186	293					
		26.52%	25.32%	25.87%	23.84%	26.66%	24.19%	27.62%	24.33%	25.24%	18.97%	25.54%	26.69%	35.39%	41.85%	26.62%	22.01%	26.28%	25.24%	23.70%	26.62%	24.11%	28.71%	31.18%	22.00%	24.27%	24.03%	21.70%	24.44%	24.24%	26.54%	20.73%	22.61%	22.26%	23.22%	25.83%	23.84%	26.61%	27.33%	22.51%	31.88%	26.18%	29.72%	35.60%	34.07%	31.75%	23.86%	29.52%	25.81%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	630	9	2	10	14	15	19	18	11	2	5	10	10	29	16	17	14	12	27	6	12	12	13	10	37	10	19	11	9	15	27	5	15	14	18	20	11	18	11	7	5	9	10	17	19	12	8	10					
		1.20%	1.28%	0.41%	0.86%	1.29%	1.08%	1.17%	2.19%	1.50%	0.40%	0.90%	0.83%	0.72%	1.64%	1.68%	1.38%	0.91%	1.06%	1.67%	0.61%	0.89%	1.13%	1.05%	0.90%	2.71%	1.08%	1.65%	0.92%	1.44%	0.99%	1.69%	0.72%	1.19%	0.98%	1.24%	1.23%	1.01%	1.29%	1.04%	1.61%	0.79%	1.19%	0.94%	1.51%	1.09%	1.14%	1.27%	0.88%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
