Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
"Наименование Избирательной комиссии:    Орел, Заводская"																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №794	УИК №819					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	1106	19	5	25	15	29	31	13	16	6	15	31	24	61	19	24	31	26	31	19	20	14	17	23	21	30	38	32	17	23	44	22	31	45	16	27	32	34	21	5	11	26	30	24	27	16	20					
		1.91%	2.16%	0.90%	1.84%	1.28%	1.91%	2.07%	1.27%	2.23%	1.13%	2.47%	2.39%	1.51%	2.67%	1.44%	1.57%	1.99%	2.18%	1.86%	1.74%	1.38%	1.28%	2.38%	1.67%	1.49%	2.60%	2.97%	2.50%	2.69%	1.74%	2.29%	1.49%	2.13%	2.73%	1.66%	1.65%	2.04%	2.05%	1.63%	1.05%	1.57%	2.96%	2.48%	1.97%	1.43%	1.59%	1.15%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1166	30	20	35	25	41	33	24	15	13	20	27	20	42	23	39	38	25	34	18	19	20	10	16	31	22	40	31	6	35	51	31	28	41	27	27	37	40	17	4	6	9	7	11	28	18	32					
		2.02%	3.41%	3.60%	2.58%	2.13%	2.70%	2.20%	2.35%	2.09%	2.45%	3.29%	2.08%	1.26%	1.84%	1.74%	2.55%	2.43%	2.10%	2.04%	1.65%	1.31%	1.83%	1.40%	1.16%	2.20%	1.90%	3.12%	2.42%	0.95%	2.65%	2.66%	2.09%	1.93%	2.49%	2.81%	1.65%	2.36%	2.41%	1.32%	0.84%	0.85%	1.02%	0.58%	0.90%	1.49%	1.78%	1.84%					
20	3.Политическая партия «Демократическая партия России»	123	0	2	1	3	5	3	0	3	4	1	3	4	4	2	1	2	3	4	2	3	3	0	6	1	4	2	6	2	6	5	2	2	6	2	6	2	0	1	1	0	2	3	1	4	0	6					
		0.21%	0.00%	0.36%	0.07%	0.26%	0.33%	0.20%	0.00%	0.42%	0.75%	0.16%	0.23%	0.25%	0.18%	0.15%	0.07%	0.13%	0.25%	0.24%	0.18%	0.21%	0.27%	0.00%	0.44%	0.07%	0.35%	0.16%	0.47%	0.32%	0.45%	0.26%	0.14%	0.14%	0.36%	0.21%	0.37%	0.13%	0.00%	0.08%	0.21%	0.00%	0.23%	0.25%	0.08%	0.21%	0.00%	0.35%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	12925	187	119	387	297	384	369	224	144	104	108	290	236	257	326	414	428	257	363	232	372	202	150	306	360	319	338	379	139	318	403	412	367	439	263	444	385	416	371	74	140	198	122	233	100	339	210					
		22.35%	21.27%	21.40%	28.50%	25.34%	25.28%	24.63%	21.94%	20.11%	19.62%	17.76%	22.39%	14.82%	11.25%	24.64%	27.04%	27.42%	21.60%	21.83%	21.25%	25.71%	18.52%	21.04%	22.21%	25.53%	27.62%	26.39%	29.63%	21.99%	24.05%	21.01%	27.82%	25.28%	26.65%	27.34%	27.09%	24.52%	25.08%	28.74%	15.58%	19.94%	22.53%	10.07%	19.10%	5.31%	33.60%	12.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	553	6	1	15	6	20	13	4	10	9	3	11	12	9	14	14	19	17	37	14	9	5	3	8	14	16	10	11	5	20	22	6	13	16	6	16	24	16	12	4	9	8	7	11	23	14	11					
		0.96%	0.68%	0.18%	1.10%	0.51%	1.32%	0.87%	0.39%	1.40%	1.70%	0.49%	0.85%	0.75%	0.39%	1.06%	0.91%	1.22%	1.43%	2.22%	1.28%	0.62%	0.46%	0.42%	0.58%	0.99%	1.39%	0.78%	0.86%	0.79%	1.51%	1.15%	0.41%	0.90%	0.97%	0.62%	0.98%	1.53%	0.96%	0.93%	0.84%	1.28%	0.91%	0.58%	0.90%	1.22%	1.39%	0.63%					
23	6.Политическая партия «Партия социальной справедливости»	160	3	0	4	3	7	2	2	1	1	3	3	1	6	5	3	2	5	3	5	3	2	4	2	5	4	4	4	1	3	6	5	3	6	5	9	7	4	1	3	2	4	6	2	2	3	1					
		0.28%	0.34%	0.00%	0.29%	0.26%	0.46%	0.13%	0.20%	0.14%	0.19%	0.49%	0.23%	0.06%	0.26%	0.38%	0.20%	0.13%	0.42%	0.18%	0.46%	0.21%	0.18%	0.56%	0.15%	0.35%	0.35%	0.31%	0.31%	0.16%	0.23%	0.31%	0.34%	0.21%	0.36%	0.52%	0.55%	0.45%	0.24%	0.08%	0.63%	0.28%	0.46%	0.50%	0.16%	0.11%	0.30%	0.06%					
24	7.Политическая партия «Либерально-демократическая партия России»	5583	72	60	104	129	135	141	109	75	50	76	110	227	210	130	147	134	110	191	106	131	109	56	144	119	104	123	124	62	101	188	134	132	176	64	162	165	171	127	57	85	78	113	107	187	83	165					
		9.65%	8.19%	10.79%	7.66%	11.01%	8.89%	9.41%	10.68%	10.47%	9.43%	12.50%	8.49%	14.26%	9.19%	9.83%	9.60%	8.58%	9.24%	11.49%	9.71%	9.05%	9.99%	7.85%	10.45%	8.44%	9.00%	9.60%	9.70%	9.81%	7.64%	9.80%	9.05%	9.09%	10.69%	6.65%	9.88%	10.51%	10.31%	9.84%	12.00%	12.11%	8.87%	9.32%	8.77%	9.93%	8.23%	9.49%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4472	105	56	76	116	131	144	100	61	53	34	123	72	142	135	151	104	95	131	81	133	103	62	131	137	88	90	81	61	126	167	97	95	138	59	124	93	114	115	35	49	63	85	68	98	63	87					
		7.73%	11.95%	10.07%	5.60%	9.90%	8.62%	9.61%	9.79%	8.52%	10.00%	5.59%	9.50%	4.52%	6.22%	10.20%	9.86%	6.66%	7.98%	7.88%	7.42%	9.19%	9.44%	8.70%	9.51%	9.72%	7.62%	7.03%	6.33%	9.65%	9.53%	8.71%	6.55%	6.54%	8.38%	6.13%	7.57%	5.92%	6.87%	8.91%	7.37%	6.98%	7.17%	7.01%	5.57%	5.20%	6.24%	5.01%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	955	12	8	24	24	25	30	13	12	12	7	41	11	19	15	22	25	22	27	20	15	17	8	21	24	14	33	23	3	21	50	28	17	20	26	28	31	43	27	8	9	11	18	16	34	20	21					
		1.65%	1.37%	1.44%	1.77%	2.05%	1.65%	2.00%	1.27%	1.68%	2.26%	1.15%	3.17%	0.69%	0.83%	1.13%	1.44%	1.60%	1.85%	1.62%	1.83%	1.04%	1.56%	1.12%	1.52%	1.70%	1.21%	2.58%	1.80%	0.47%	1.59%	2.61%	1.89%	1.17%	1.21%	2.70%	1.71%	1.97%	2.59%	2.09%	1.68%	1.28%	1.25%	1.49%	1.31%	1.80%	1.98%	1.21%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29341	425	269	637	532	684	697	490	347	265	324	617	951	1504	611	687	742	603	784	569	709	590	392	691	658	525	571	557	323	632	905	700	738	717	451	762	759	773	572	281	379	464	798	721	1346	433	1156					
		50.73%	48.35%	48.38%	46.91%	45.39%	45.03%	46.53%	47.99%	48.46%	50.00%	53.29%	47.64%	59.74%	65.85%	46.18%	44.87%	47.53%	50.67%	47.14%	52.11%	48.99%	54.08%	54.98%	50.15%	46.67%	45.45%	44.57%	43.55%	51.11%	47.81%	47.18%	47.27%	50.83%	43.53%	46.88%	46.49%	48.34%	46.59%	44.31%	59.16%	53.99%	52.79%	65.84%	59.10%	71.44%	42.91%	66.51%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	795	12	11	33	12	35	20	23	19	8	11	24	16	11	25	16	23	11	41	19	14	13	6	15	27	14	24	19	4	18	36	26	21	24	12	18	22	27	13	3	6	8	10	9	8	14	14					
		1.37%	1.37%	1.98%	2.43%	1.02%	2.30%	1.34%	2.25%	2.65%	1.51%	1.81%	1.85%	1.01%	0.48%	1.89%	1.05%	1.47%	0.92%	2.47%	1.74%	0.97%	1.19%	0.84%	1.09%	1.91%	1.21%	1.87%	1.49%	0.63%	1.36%	1.88%	1.76%	1.45%	1.46%	1.25%	1.10%	1.40%	1.63%	1.01%	0.63%	0.85%	0.91%	0.83%	0.74%	0.42%	1.39%	0.81%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
