Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Нытвенская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1469	59	60	65	70	20	80	10	80	45	45	55	25	10	50	10	24	10	35	50	40	69	68	60	60	20	38	25	25	50	39	15	48	29	10	20	20	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	197	10	16	8	8	1	7	2	14	8	5	5	0	1	8	2	2	0	1	3	4	3	4	2	4	2	7	14	0	16	14	0	10	5	4	1	3	1	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	175	9	4	4	10	8	1	3	33	12	6	6	2	3	3	1	2	0	3	3	4	4	3	2	2	0	6	3	4	3	9	1	6	3	1	5	3	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	1272	49	44	57	62	19	73	8	66	37	40	50	25	9	42	8	22	10	34	47	36	66	64	58	56	18	31	11	25	34	25	15	38	24	6	19	17	14	13									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	1	4	1	2	0	3	0	4	1	0	2	2	0	0	0	1	0	0	0	1	1	2	0	0	0	2	0	0	0	1	0	2	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	135	4	8	10	8	0	7	0	5	4	7	6	0	0	5	0	3	0	1	7	4	5	7	8	1	0	6	3	3	4	5	0	5	4	0	0	1	2	2									
		1.16%	1.02%	1.08%	1.42%	1.29%	0.00%	1.17%	0.00%	0.81%	1.19%	2.56%	1.81%	0.00%	0.00%	1.66%	0.00%	1.95%	0.00%	0.43%	2.46%	1.94%	1.05%	1.07%	1.28%	0.32%	0.00%	1.26%	1.40%	1.27%	1.25%	1.42%	0.00%	1.17%	1.77%	0.00%	0.00%	0.71%	1.67%	1.37%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	421	7	27	29	19	6	22	0	19	19	7	9	3	0	11	3	3	3	9	13	10	18	35	32	18	7	11	4	4	15	16	2	18	8	3	1	1	5	4									
		3.63%	1.78%	3.63%	4.11%	3.07%	4.00%	3.67%	0.00%	3.09%	5.67%	2.56%	2.71%	2.31%	0.00%	3.64%	3.30%	1.95%	3.70%	3.85%	4.56%	4.85%	3.77%	5.34%	5.12%	5.71%	6.14%	2.31%	1.87%	1.69%	4.69%	4.56%	1.57%	4.20%	3.54%	3.45%	0.56%	0.71%	4.17%	2.74%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	230	14	15	12	9	4	8	4	13	3	2	6	3	0	10	1	3	4	0	9	4	6	18	15	5	1	0	1	8	8	8	7	8	7	0	9	1	0	4									
		1.98%	3.56%	2.02%	1.70%	1.45%	2.67%	1.33%	8.00%	2.11%	0.90%	0.73%	1.81%	2.31%	0.00%	3.31%	1.10%	1.95%	4.94%	0.00%	3.16%	1.94%	1.26%	2.74%	2.40%	1.59%	0.88%	0.00%	0.47%	3.38%	2.50%	2.28%	5.51%	1.86%	3.10%	0.00%	5.00%	0.71%	0.00%	2.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5525	160	316	304	266	68	284	24	278	145	143	150	52	24	143	60	87	55	101	111	111	209	308	301	158	39	300	135	133	140	154	49	197	110	50	114	96	74	76									
		47.62%	40.71%	42.53%	43.12%	42.97%	45.33%	47.33%	48.00%	45.20%	43.28%	52.38%	45.18%	40.00%	39.34%	47.35%	65.93%	56.49%	67.90%	43.16%	38.95%	53.88%	43.72%	46.95%	48.16%	50.16%	34.21%	62.89%	63.08%	56.12%	43.75%	43.87%	38.58%	45.92%	48.67%	57.47%	63.33%	68.09%	61.67%	52.05%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	3	3	1	4	1	4	0	5	4	0	2	0	0	1	0	0	0	2	0	0	2	1	4	1	0	1	2	0	2	4	2	1	1	0	0	0	0	2									
		0.46%	0.76%	0.40%	0.14%	0.65%	0.67%	0.67%	0.00%	0.81%	1.19%	0.00%	0.60%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.42%	0.15%	0.64%	0.32%	0.00%	0.21%	0.93%	0.00%	0.63%	1.14%	1.57%	0.23%	0.44%	0.00%	0.00%	0.00%	0.00%	1.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	1	0	3	0	0	0	3	1	1	1	0	0	1	0	0	0	0	1	0	2	1	0	0	0	1	0	1	0	2	0	0	1	1	2	0	0	1									
		0.21%	0.00%	0.13%	0.00%	0.48%	0.00%	0.00%	0.00%	0.49%	0.30%	0.37%	0.30%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.42%	0.15%	0.00%	0.00%	0.00%	0.21%	0.00%	0.42%	0.00%	0.57%	0.00%	0.00%	0.44%	1.15%	1.11%	0.00%	0.00%	0.68%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1734	57	142	143	107	29	97	8	93	52	43	68	16	6	57	7	23	8	33	50	19	69	75	61	39	18	50	36	41	42	37	28	57	36	14	23	11	19	20									
		14.95%	14.50%	19.11%	20.28%	17.29%	19.33%	16.17%	16.00%	15.12%	15.52%	15.75%	20.48%	12.31%	9.84%	18.87%	7.69%	14.94%	9.88%	14.10%	17.54%	9.22%	14.44%	11.43%	9.76%	12.38%	15.79%	10.48%	16.82%	17.30%	13.13%	10.54%	22.05%	13.29%	15.93%	16.09%	12.78%	7.80%	15.83%	13.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	42	4	3	1	4	0	2	0	1	2	3	0	1	0	1	0	0	0	2	0	0	3	2	4	2	0	1	0	0	0	1	0	0	2	1	1	0	1	0									
		0.36%	1.02%	0.40%	0.14%	0.65%	0.00%	0.33%	0.00%	0.16%	0.60%	1.10%	0.00%	0.77%	0.00%	0.33%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.63%	0.30%	0.64%	0.63%	0.00%	0.21%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.88%	1.15%	0.56%	0.00%	0.83%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	125	4	11	6	6	2	8	1	5	3	3	5	0	4	7	1	4	0	4	1	3	3	12	5	3	3	4	0	3	1	4	1	4	1	0	1	1	0	1									
		1.08%	1.02%	1.48%	0.85%	0.97%	1.33%	1.33%	2.00%	0.81%	0.90%	1.10%	1.51%	0.00%	6.56%	2.32%	1.10%	2.60%	0.00%	1.71%	0.35%	1.46%	0.63%	1.83%	0.80%	0.95%	2.63%	0.84%	0.00%	1.27%	0.31%	1.14%	0.79%	0.93%	0.44%	0.00%	0.56%	0.71%	0.00%	0.68%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	4	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	2	0	2	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0									
		0.16%	1.02%	0.27%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%	1.10%	0.00%	1.23%	0.85%	0.00%	0.97%	0.00%	0.00%	0.16%	0.32%	0.00%	0.21%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	209	21	17	10	15	5	16	0	13	8	4	2	2	1	6	1	3	0	7	8	1	8	13	5	1	1	5	0	4	6	5	0	8	4	2	1	4	0	2									
		1.80%	5.34%	2.29%	1.42%	2.42%	3.33%	2.67%	0.00%	2.11%	2.39%	1.47%	0.60%	1.54%	1.64%	1.99%	1.10%	1.95%	0.00%	2.99%	2.81%	0.49%	1.67%	1.98%	0.80%	0.32%	0.88%	1.05%	0.00%	1.69%	1.88%	1.42%	0.00%	1.86%	1.77%	2.30%	0.56%	2.84%	0.00%	1.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1665	59	95	92	94	17	92	7	82	52	40	48	22	14	38	7	12	0	44	54	33	84	98	88	57	30	67	14	16	70	64	21	70	21	6	18	12	10	17									
		14.35%	15.01%	12.79%	13.05%	15.19%	11.33%	15.33%	14.00%	13.33%	15.52%	14.65%	14.46%	16.92%	22.95%	12.58%	7.69%	7.79%	0.00%	18.80%	18.95%	16.02%	17.57%	14.94%	14.08%	18.10%	26.32%	14.05%	6.54%	6.75%	21.88%	18.23%	16.54%	16.32%	9.29%	6.90%	10.00%	8.51%	8.33%	11.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	0	2	1	3	0	0	0	2	1	0	1	0	0	2	0	0	0	0	0	2	2	2	0	0	0	1	0	0	0	0	2	0	1	1	0	1	0	0									
		0.21%	0.00%	0.27%	0.14%	0.48%	0.00%	0.00%	0.00%	0.33%	0.30%	0.00%	0.30%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.42%	0.30%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	1.57%	0.00%	0.44%	1.15%	0.00%	0.71%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	931	50	82	73	49	11	48	6	55	27	11	25	18	7	11	3	14	2	20	22	10	50	43	60	21	8	16	9	19	25	36	14	39	12	7	4	9	5	10									
		8.02%	12.72%	11.04%	10.35%	7.92%	7.33%	8.00%	12.00%	8.94%	8.06%	4.03%	7.53%	13.85%	11.48%	3.64%	3.30%	9.09%	2.47%	8.55%	7.72%	4.85%	10.46%	6.55%	9.60%	6.67%	7.02%	3.35%	4.21%	8.02%	7.81%	10.26%	11.02%	9.09%	5.31%	8.05%	2.22%	6.38%	4.17%	6.85%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
