Наименование Избирательной комиссии			Мурманская																																																																																																																																																																																																																																																																																																																				
																																																																																																																																																																																																																																																																																																																							
																																																																																																																																																																																																																																																																																																																							
																																																																																																																																																																																																																																																																																																																							
																																																																																																																																																																																																																																																																																																																							
																																																																																																																																																																																																																																																																																																																							
																																																																																																																																																																																																																																																																																																																							
Число участковых избирательных комиссий - 309 																																																																																																																																																																																																																																																																																																																							
"Число участковых избирательных комиссий, приступивших к передаче сведений - 309 "																																																																																																																																																																																																																																																																																																																							
 Сводная таблица результатов выборов																																																																																																																																																																																																																																																																																																																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №490	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №570	УИК №571	УИК №572	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671
11	Число полученных открепительных удостоверений	4298	30	30	23	36	178	30	32	29	23	30	26	25	30	30	30	30	35	34	32	33	20	22	20	34	34	31	26	28	27	26	36	33	38	23	28	27	30	27	48	22	22	23	0	0	0	22	22	23	20	21	27	28	22	43	22	34	37	45	36	32	28	42	40	33	35	30	30	27	22	23	25	20	35	30	25	35	24	26	27	24	22	27	23	34	18	35	44	30	28	0	0	0	0	0	0	0	0	13	10	29	32	26	33	30	29	24	37	30	43	27	38	33	25	30	30	27	36	33	35	30	34	33	36	34	35	38	33	32	33	30	28	24	30	28	33	37	33	40	23	30	30	30	40	30	37	38	37	40	35	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2082	15	14	15	15	62	21	25	14	12	12	11	6	25	16	15	14	14	21	8	14	13	11	9	10	12	22	20	14	20	9	24	11	18	9	14	19	18	11	39	13	10	8	0	0	0	14	19	14	13	15	14	19	18	15	9	17	12	12	12	17	6	14	18	19	24	17	12	11	9	11	17	12	19	14	11	14	15	11	12	11	2	10	19	25	13	22	12	11	12	0	0	0	0	0	0	0	0	4	3	13	16	16	9	23	19	11	19	9	9	9	22	16	14	10	12	12	20	19	23	8	22	12	13	11	16	13	19	16	10	19	16	6	16	10	12	24	17	28	14	11	23	14	13	17	14	19	23	12	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2129	12	16	12	20	9	17	22	7	16	8	14	15	9	10	14	14	7	12	15	15	7	7	4	14	11	17	9	10	6	26	13	8	13	10	9	9	16	7	15	10	48	14	3	3	2	12	10	11	18	15	41	22	21	9	14	11	3	15	13	12	8	7	13	10	20	12	12	7	11	21	12	13	17	9	25	10	11	18	12	10	8	16	12	15	13	12	5	9	16	3	69	10	16	5	57	0	68	9	6	21	12	11	17	22	13	16	20	9	14	4	14	15	6	13	11	13	15	12	23	9	6	12	11	23	19	19	21	20	7	15	16	11	6	33	19	14	11	10	13	11	22	13	6	16	14	23	11	16	7	7	16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	Число неиспользованных открепительных удостоверений	2216	15	16	8	21	116	9	7	15	11	18	15	19	5	14	15	16	21	13	24	19	7	11	11	24	22	9	6	14	7	17	12	22	20	14	14	8	12	16	9	9	12	15	0	0	0	8	3	9	7	6	13	9	4	28	13	17	25	33	24	15	22	28	22	14	11	13	18	16	13	12	8	8	16	16	14	21	9	15	15	13	20	17	4	9	5	13	32	19	16	0	0	0	0	0	0	0	0	9	7	16	16	10	24	7	10	13	18	21	34	18	16	17	11	20	18	15	16	14	12	22	12	21	23	23	19	25	14	16	23	11	12	18	14	18	21	13	16	12	9	19	7	16	27	13	23	19	14	28	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Число открепительных удостоверений, выданных избирателям ТИК"	142	1	1	0	0	5	1	0	4	1	1	1	0	0	0	0	0	1	0	0	1	2	0	1	2	0	1	1	1	1	3	0	2	0	0	0	2	1	0	8	0	1	0	0	0	0	0	3	0	0	1	1	5	2	4	2	2	2	3	1	1	0	4	0	1	1	2	0	0	1	4	0	1	0	0	0	2	1	0	0	0	0	0	0	3	1	4	4	1	2	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	1	0	0	3	0	1	0	0	2	2	1	2	0	0	0	1	0	3	1	2	1	0	0	0	0	1	0	0	0	1	1	0	3	0	1	1	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																																																																																																																																																																																																																																																							
18	Богданов Андрей Владимирович	3832	32	25	23	25	19	23	14	25	22	18	12	19	24	17	19	23	27	23	37	17	26	21	17	21	20	37	27	21	23	25	34	27	25	15	12	18	13	20	29	30	20	40	3	1	0	19	26	23	20	21	34	27	24	27	25	31	33	45	33	25	37	44	29	27	33	41	33	18	17	18	22	21	35	33	33	45	30	26	30	21	14	25	30	28	22	34	29	24	12	6	6	1	4	0	5	7	9	10	5	20	18	19	28	28	32	19	28	39	25	21	29	30	26	23	25	27	41	30	35	19	30	26	36	18	41	35	35	23	31	34	22	15	27	22	21	38	21	7	20	29	24	20	46	22	47	26	23	24	39	8	4	1	3	3	1	1	0	6	8	4	2	0	2	3	1	0	2	3	1	0	1	3	1	1	3	1	2	0	0	2	2	1	1	0	2	1	0	0	1	2	3	3	0	2	1	1	2	2	1	2	0	2	4	1	1	1	1	1	1	2	4	3	1	4	4	4	0	0	0	2	2	0	1	1	1	1	2	0	0	0	2	0	1	0	0	2	1	1	2	2	2	0	0	1	1	2	2	0	1	2	1	2	1	1	0	0	0	0	3	1	3	0	1	1	1	4	1	0	6	0	2	0	0	3	0	0	0	1	0	1	0	1	3	0	0	1	3	0	0	0	0	0	4	3	1	4	0	1	2	1	0	0	1	0	2	0	0	2	0
		2.11%	1.83%	2.00%	1.52%	1.52%	1.53%	1.81%	1.01%	1.97%	2.06%	1.46%	1.07%	1.71%	1.85%	1.34%	1.55%	1.82%	1.97%	1.53%	2.74%	1.25%	3.18%	2.22%	1.96%	1.54%	1.47%	2.70%	2.22%	1.81%	2.00%	2.52%	2.27%	2.02%	1.65%	1.92%	1.17%	1.62%	1.14%	1.90%	2.07%	3.39%	1.86%	3.99%	2.56%	0.76%	0.00%	2.25%	2.82%	2.33%	2.46%	2.35%	2.76%	2.20%	2.62%	1.62%	2.74%	1.95%	2.24%	2.65%	2.23%	1.92%	3.00%	2.60%	1.66%	1.97%	2.29%	3.37%	2.48%	1.59%	1.82%	1.81%	2.20%	1.87%	2.35%	2.50%	3.02%	3.11%	3.29%	2.33%	2.64%	1.46%	1.52%	2.15%	3.12%	1.98%	2.15%	2.18%	1.71%	2.03%	1.09%	3.53%	0.91%	1.16%	0.84%	0.00%	1.62%	5.74%	1.88%	2.24%	1.66%	3.60%	1.42%	1.83%	2.03%	2.24%	2.69%	2.02%	1.78%	2.98%	1.74%	1.80%	1.79%	2.15%	2.47%	1.86%	1.99%	2.22%	2.66%	2.22%	2.42%	1.60%	2.14%	1.96%	2.47%	1.25%	2.80%	2.13%	2.35%	1.68%	2.17%	2.55%	1.91%	1.91%	2.07%	1.61%	1.55%	2.44%	1.63%	0.63%	2.09%	2.31%	1.78%	1.50%	2.76%	1.75%	2.94%	1.62%	1.43%	1.35%	2.83%	1.86%	1.18%	1.43%	1.91%	4.00%	1.22%	1.59%	0.00%	7.50%	8.70%	5.00%	2.35%	0.00%	6.25%	8.82%	4.55%	0.00%	11.11%	16.67%	5.56%	0.00%	3.23%	7.69%	1.27%	5.26%	3.95%	3.23%	6.06%	0.00%	0.00%	8.00%	8.70%	4.35%	4.35%	0.00%	10.53%	4.76%	0.00%	0.00%	4.76%	9.52%	14.29%	14.29%	0.00%	9.52%	3.85%	4.55%	8.70%	9.09%	4.76%	15.38%	0.00%	9.09%	16.00%	3.33%	5.00%	4.55%	5.00%	4.76%	4.76%	3.45%	4.21%	2.78%	3.13%	4.30%	4.55%	6.78%	0.00%	0.00%	0.00%	6.45%	1.42%	0.00%	5.56%	5.88%	5.26%	5.88%	15.38%	0.00%	0.00%	0.00%	6.90%	0.00%	3.70%	0.00%	0.00%	7.41%	2.86%	3.03%	3.28%	3.45%	7.41%	0.00%	0.00%	3.23%	5.26%	6.25%	5.71%	0.00%	2.56%	7.14%	1.67%	3.39%	7.14%	11.11%	0.00%	0.00%	0.00%	0.00%	15.00%	2.44%	9.38%	0.00%	2.94%	2.78%	2.94%	6.25%	3.33%	0.00%	17.14%	0.00%	8.33%	0.00%	0.00%	18.75%	0.00%	0.00%	0.00%	3.13%	0.00%	5.26%	0.00%	3.70%	11.54%	0.00%	0.00%	3.85%	11.54%	0.00%	0.00%	0.00%	0.00%	0.00%	5.97%	4.62%	1.43%	5.56%	0.00%	5.88%	3.39%	7.14%	0.00%	0.00%	5.00%	0.00%	8.33%	0.00%	0.00%	6.25%	0.00%
19	Жириновский Владимир Вольфович	23990	294	218	279	202	188	165	214	143	147	156	160	197	163	184	185	187	187	208	182	184	104	145	100	191	210	159	163	120	147	131	226	199	200	117	143	149	175	172	160	90	126	110	33	18	7	127	114	112	78	85	162	138	116	200	115	211	175	211	205	162	132	202	240	184	176	147	182	145	109	114	127	120	171	178	115	157	106	137	130	176	104	126	104	149	134	175	200	196	161	22	64	8	57	11	56	10	151	64	56	73	193	133	160	174	130	129	179	176	159	136	227	176	135	146	150	142	173	162	185	175	161	163	200	159	183	205	197	155	171	163	130	101	138	157	178	209	214	165	116	160	173	173	209	149	188	214	179	229	219	59	49	10	21	16	8	13	17	24	20	14	9	4	1	8	6	3	3	9	2	9	14	7	21	3	15	5	10	0	6	3	2	3	2	1	1	3	4	9	5	1	2	4	4	4	4	2	2	5	5	0	4	3	7	6	6	1	1	5	0	6	18	32	5	28	9	12	7	6	7	7	28	14	1	2	8	0	2	8	1	16	5	3	4	11	3	2	6	8	11	11	7	9	4	2	8	6	6	6	6	2	20	19	4	2	4	7	8	2	2	9	4	9	7	5	9	20	2	7	11	6	15	8	8	1	4	7	2	8	3	2	13	3	2	12	2	8	4	6	6	1	9	5	20	18	12	16	9	12	16	8	4	7	3	11	12	1	2	15	0
		13.18%	16.81%	17.48%	18.39%	12.29%	15.19%	13.01%	15.41%	11.28%	13.76%	12.61%	14.21%	17.70%	12.60%	14.48%	15.14%	14.83%	13.65%	13.82%	13.50%	13.57%	12.71%	15.30%	11.51%	14.04%	15.41%	11.62%	13.39%	10.32%	12.79%	13.18%	15.12%	14.88%	13.24%	14.96%	13.94%	13.38%	15.36%	16.32%	11.41%	10.18%	11.71%	10.99%	28.21%	13.64%	17.95%	15.07%	12.38%	11.36%	9.58%	9.52%	13.15%	11.25%	12.65%	12.03%	12.61%	13.30%	11.86%	12.42%	13.87%	12.46%	10.71%	11.95%	13.75%	13.40%	12.20%	12.08%	13.67%	12.79%	11.70%	11.47%	12.67%	10.67%	11.46%	13.47%	10.54%	10.86%	11.64%	12.28%	11.42%	12.21%	11.29%	10.82%	10.81%	10.52%	13.09%	11.23%	11.81%	16.58%	14.61%	12.94%	9.73%	9.30%	11.90%	13.58%	18.12%	8.20%	31.46%	14.35%	18.54%	13.15%	15.27%	12.84%	11.58%	13.92%	10.92%	13.72%	11.37%	13.46%	11.08%	11.65%	14.05%	12.63%	12.84%	11.79%	11.93%	11.66%	11.23%	11.96%	12.79%	14.71%	11.46%	12.29%	13.75%	11.00%	12.48%	12.48%	13.21%	11.31%	11.99%	12.21%	11.31%	12.83%	10.59%	11.49%	13.13%	13.41%	16.61%	14.89%	12.11%	12.76%	12.82%	12.99%	12.54%	11.84%	11.76%	13.34%	11.15%	12.89%	15.87%	13.69%	14.50%	14.29%	13.38%	21.33%	9.76%	20.63%	16.83%	30.00%	21.74%	17.50%	10.59%	13.79%	3.13%	23.53%	27.27%	16.67%	16.67%	50.00%	11.11%	25.00%	45.16%	17.95%	26.58%	15.79%	19.74%	16.13%	30.30%	0.00%	27.27%	12.00%	8.70%	13.04%	8.70%	3.70%	5.26%	14.29%	20.00%	45.00%	23.81%	4.76%	9.52%	19.05%	20.00%	19.05%	15.38%	9.09%	8.70%	22.73%	23.81%	0.00%	25.00%	13.64%	28.00%	20.00%	30.00%	4.55%	5.00%	23.81%	0.00%	10.34%	18.95%	29.63%	15.63%	30.11%	10.23%	20.34%	24.14%	24.00%	29.17%	22.58%	19.86%	53.85%	5.56%	11.76%	42.11%	0.00%	15.38%	47.06%	5.88%	13.33%	17.24%	11.54%	14.81%	42.31%	14.29%	7.41%	17.14%	24.24%	18.03%	18.97%	25.93%	31.03%	25.00%	6.45%	42.11%	18.75%	17.14%	16.67%	15.38%	7.14%	33.33%	32.20%	28.57%	22.22%	33.33%	38.89%	23.53%	10.00%	10.00%	21.95%	12.50%	45.00%	20.59%	13.89%	26.47%	31.25%	6.67%	24.14%	31.43%	20.00%	62.50%	24.24%	42.11%	6.25%	21.05%	36.84%	12.50%	25.00%	7.32%	10.53%	41.94%	11.11%	7.69%	42.86%	6.90%	30.77%	15.38%	20.00%	30.00%	3.57%	29.03%	45.45%	29.85%	27.69%	17.14%	22.22%	32.14%	70.59%	27.12%	57.14%	18.18%	19.44%	15.00%	44.00%	50.00%	9.09%	9.09%	46.88%	0.00%
20	Зюганов Геннадий Андреевич	35907	241	213	207	339	242	306	300	270	192	248	231	197	252	256	260	261	241	320	264	265	160	154	197	293	306	280	221	246	197	194	302	259	289	144	186	241	203	192	195	182	249	193	7	26	2	150	220	245	167	246	258	206	199	321	184	280	298	326	267	217	238	285	381	273	278	226	252	251	207	198	210	249	285	287	304	342	176	234	230	279	161	249	262	286	194	333	350	197	195	52	136	18	89	11	24	20	11	89	41	90	250	224	335	283	256	183	319	235	363	261	317	273	210	259	294	291	347	286	310	231	291	230	316	300	274	325	275	239	271	267	207	157	280	270	271	311	221	198	212	257	264	249	320	240	306	331	291	344	240	72	91	5	18	17	15	12	18	16	24	5	10	5	11	6	5	2	5	0	2	6	0	8	11	3	19	4	6	0	3	5	4	3	4	2	3	4	2	5	2	4	3	2	4	1	3	6	9	5	4	0	6	10	1	6	1	3	0	6	2	8	20	14	0	10	22	10	4	6	0	2	17	3	2	2	1	3	4	0	1	29	1	1	3	2	3	3	5	6	9	15	11	4	2	4	0	9	3	12	9	1	12	12	3	1	1	1	4	2	5	1	5	1	2	1	3	20	4	3	5	1	4	8	0	3	1	4	8	6	10	1	4	7	1	3	0	1	4	7	2	10	2	1	6	3	9	15	1	2	11	0	5	9	4	1	2	1	3	7	0
