Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
"Наименование Избирательной комиссии:    Казань, Московская"																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №2932					
18	"1. ""ЕДИНЕНИЕ"""	768	27	17	26	12	5	23	13	14	9	10	13	10	6	12	18	13	16	16	21	22	10	14	8	13	8	13	13	12	25	16	19	23	33	5	17	11	12	7	9	18	24	21	40	35	26	22	0	0	0	3	1	4	3					
		1.16%	1.34%	0.99%	1.64%	0.98%	0.40%	1.58%	0.94%	1.04%	0.54%	0.77%	1.06%	0.77%	0.55%	1.00%	1.31%	1.19%	1.18%	1.17%	1.52%	1.19%	0.85%	1.20%	0.66%	0.82%	0.58%	1.03%	0.86%	0.78%	1.56%	1.07%	1.07%	1.28%	1.82%	0.39%	1.51%	1.04%	0.99%	0.49%	0.76%	1.30%	2.00%	1.30%	2.79%	2.18%	1.71%	1.30%	0.0%	0.0%	0.0%	1.35%	0.62%	1.95%	1.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2489	113	72	47	45	37	52	69	53	25	24	54	64	32	42	62	48	29	66	50	78	70	51	59	57	72	72	76	40	64	61	70	65	59	54	42	38	62	102	40	57	25	33	37	31	31	37	0	3	2	5	3	5	4					
		3.77%	5.61%	4.20%	2.97%	3.70%	2.96%	3.57%	5.0%	3.96%	1.51%	1.85%	4.41%	4.97%	2.98%	3.52%	4.51%	4.41%	2.14%	4.85%	3.62%	4.22%	5.96%	4.38%	4.90%	3.60%	5.26%	5.70%	5.06%	2.61%	4.01%	4.08%	3.96%	3.62%	3.26%	4.26%	3.74%	3.60%	5.13%	7.22%	3.41%	4.13%	2.08%	2.05%	2.58%	1.93%	2.04%	2.19%	0.0%	4.61%	3.57%	2.25%	1.87%	2.43%	2.27%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2491	75	77	97	53	50	63	38	53	26	34	61	34	52	66	55	47	27	32	37	61	38	57	60	60	73	66	54	33	57	66	65	74	78	43	39	31	55	45	45	44	36	60	29	61	64	67	8	1	2	9	12	18	3					
		3.77%	3.72%	4.49%	6.13%	4.35%	4.00%	4.32%	2.75%	3.96%	1.57%	2.63%	4.99%	2.64%	4.85%	5.54%	4.00%	4.32%	2.0%	2.35%	2.68%	3.30%	3.23%	4.90%	4.98%	3.79%	5.34%	5.23%	3.59%	2.15%	3.57%	4.42%	3.68%	4.12%	4.31%	3.39%	3.47%	2.94%	4.55%	3.18%	3.83%	3.18%	3.00%	3.73%	2.02%	3.81%	4.21%	3.98%	4.02%	1.53%	3.57%	4.05%	7.5%	8.78%	1.70%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3236	117	96	73	76	76	75	83	65	46	38	73	78	58	70	63	67	49	77	86	104	72	51	73	67	66	68	89	47	88	85	84	90	69	62	66	37	99	113	70	82	29	52	46	47	42	35	8	1	5	5	5	8	5					
		4.90%	5.81%	5.60%	4.61%	6.25%	6.08%	5.15%	6.01%	4.86%	2.79%	2.94%	5.97%	6.06%	5.41%	5.88%	4.59%	6.16%	3.62%	5.66%	6.23%	5.63%	6.13%	4.38%	6.06%	4.23%	4.82%	5.39%	5.92%	3.06%	5.52%	5.69%	4.75%	5.02%	3.81%	4.90%	5.88%	3.51%	8.20%	8.00%	5.96%	5.94%	2.41%	3.23%	3.21%	2.93%	2.76%	2.07%	4.02%	1.53%	8.92%	2.25%	3.12%	3.90%	2.84%					
22	"5. ""За Русь Святую"""	330	3	10	7	5	8	17	4	10	6	8	5	2	11	6	3	6	9	8	7	9	9	7	5	8	6	3	4	6	5	20	12	8	8	6	10	5	4	3	4	5	5	7	2	8	8	11	1	0	0	1	1	4	0					
		0.49%	0.14%	0.58%	0.44%	0.41%	0.64%	1.16%	0.28%	0.74%	0.36%	0.61%	0.40%	0.15%	1.02%	0.50%	0.21%	0.55%	0.66%	0.58%	0.50%	0.48%	0.76%	0.60%	0.41%	0.50%	0.43%	0.23%	0.26%	0.39%	0.31%	1.34%	0.67%	0.44%	0.44%	0.47%	0.89%	0.47%	0.33%	0.21%	0.34%	0.36%	0.41%	0.43%	0.13%	0.50%	0.52%	0.65%	0.50%	0.0%	0.0%	0.45%	0.62%	1.95%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	156	7	6	2	7	0	7	2	1	8	1	0	1	6	3	4	3	3	5	2	2	3	1	2	6	2	1	6	2	2	3	4	3	3	2	1	4	4	1	3	2	4	5	4	4	2	6	0	1	0	3	1	0	1					
		0.23%	0.34%	0.35%	0.12%	0.57%	0.0%	0.48%	0.14%	0.07%	0.48%	0.07%	0.0%	0.07%	0.55%	0.25%	0.29%	0.27%	0.22%	0.36%	0.14%	0.10%	0.25%	0.08%	0.16%	0.37%	0.14%	0.07%	0.39%	0.13%	0.12%	0.20%	0.22%	0.16%	0.16%	0.15%	0.08%	0.37%	0.33%	0.07%	0.25%	0.14%	0.33%	0.31%	0.27%	0.25%	0.13%	0.35%	0.0%	1.53%	0.0%	1.35%	0.62%	0.0%	0.56%					
24	"7. ""Новый курс - Автомобильная Россия"""	607	13	14	11	9	11	9	12	13	11	10	11	10	11	6	11	13	8	11	5	14	8	9	11	16	13	7	24	14	15	18	28	25	23	5	7	14	14	15	13	18	11	22	13	16	11	12	7	0	1	1	0	1	2					
		0.91%	0.64%	0.81%	0.69%	0.74%	0.88%	0.61%	0.86%	0.97%	0.66%	0.77%	0.90%	0.77%	1.02%	0.50%	0.80%	1.19%	0.59%	0.80%	0.36%	0.75%	0.68%	0.77%	0.91%	1.01%	0.95%	0.55%	1.59%	0.91%	0.94%	1.20%	1.58%	1.39%	1.27%	0.39%	0.62%	1.32%	1.15%	1.06%	1.10%	1.30%	0.91%	1.36%	0.90%	1.00%	0.72%	0.71%	3.51%	0.0%	1.78%	0.45%	0.0%	0.48%	1.13%					
25	"8. ""Народно-республиканская партия России"""	91	1	3	1	2	1	3	0	3	1	1	1	0	1	1	0	0	3	3	1	2	3	1	3	4	1	2	2	0	3	3	3	4	2	1	2	1	1	2	2	2	4	3	0	4	2	7	0	0	0	0	0	1	0					
		0.13%	0.04%	0.17%	0.06%	0.16%	0.08%	0.20%	0.0%	0.22%	0.06%	0.07%	0.08%	0.0%	0.09%	0.08%	0.0%	0.0%	0.22%	0.22%	0.07%	0.10%	0.25%	0.08%	0.24%	0.25%	0.07%	0.15%	0.13%	0.0%	0.18%	0.20%	0.16%	0.22%	0.11%	0.07%	0.17%	0.09%	0.08%	0.14%	0.17%	0.14%	0.33%	0.18%	0.0%	0.25%	0.13%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	428	12	13	13	6	4	10	9	4	22	11	8	7	10	7	8	8	9	11	9	13	9	12	14	8	4	6	0	13	4	5	17	14	9	10	7	6	7	17	9	9	7	8	7	6	6	13	3	1	1	0	0	1	1					
		0.64%	0.59%	0.75%	0.82%	0.49%	0.32%	0.68%	0.65%	0.29%	1.33%	0.85%	0.65%	0.54%	0.93%	0.58%	0.58%	0.73%	0.66%	0.80%	0.65%	0.70%	0.76%	1.03%	1.16%	0.50%	0.29%	0.47%	0.0%	0.84%	0.25%	0.33%	0.96%	0.78%	0.49%	0.79%	0.62%	0.56%	0.57%	1.20%	0.76%	0.65%	0.58%	0.49%	0.48%	0.37%	0.39%	0.77%	1.50%	1.53%	1.78%	0.0%	0.0%	0.48%	0.56%					
27	"10. ""Аграрная партия России"""	519	16	14	21	10	6	15	14	15	10	12	11	11	6	7	12	6	9	9	10	10	8	14	10	16	10	12	8	11	16	0	15	15	14	10	7	7	12	13	9	16	13	13	14	9	4	13	3	0	0	0	0	1	2					
		0.78%	0.79%	0.81%	1.32%	0.82%	0.48%	1.03%	1.01%	1.12%	0.60%	0.92%	0.90%	0.85%	0.55%	0.58%	0.87%	0.55%	0.66%	0.66%	0.72%	0.54%	0.68%	1.20%	0.83%	1.01%	0.73%	0.95%	0.53%	0.71%	1.00%	0.0%	0.84%	0.83%	0.77%	0.79%	0.62%	0.66%	0.99%	0.92%	0.76%	1.15%	1.08%	0.80%	0.97%	0.56%	0.26%	0.77%	1.50%	0.0%	0.0%	0.0%	0.0%	0.48%	1.13%					
28	"11. ""Истинные патриоты России"""	195	12	2	5	6	6	2	8	4	4	3	6	2	5	5	6	2	4	6	5	2	1	5	4	11	3	4	1	1	4	5	0	1	10	3	3	0	2	3	1	0	5	3	6	6	6	6	0	0	0	2	3	1	0					
		0.29%	0.59%	0.11%	0.31%	0.49%	0.48%	0.13%	0.57%	0.29%	0.24%	0.23%	0.49%	0.15%	0.46%	0.42%	0.43%	0.18%	0.29%	0.44%	0.36%	0.10%	0.08%	0.42%	0.33%	0.69%	0.21%	0.31%	0.06%	0.06%	0.25%	0.33%	0.0%	0.05%	0.55%	0.23%	0.26%	0.0%	0.16%	0.21%	0.08%	0.0%	0.41%	0.18%	0.41%	0.37%	0.39%	0.35%	0.0%	0.0%	0.0%	0.90%	1.87%	0.48%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	557	18	8	12	7	9	13	20	8	9	13	8	8	10	12	13	9	8	7	13	18	15	11	13	10	16	13	13	14	11	4	24	17	19	13	3	7	7	6	6	7	18	13	15	10	17	16	3	0	2	6	1	2	2					
		0.84%	0.89%	0.46%	0.75%	0.57%	0.72%	0.89%	1.44%	0.59%	0.54%	1.00%	0.65%	0.62%	0.93%	1.00%	0.94%	0.82%	0.59%	0.51%	0.94%	0.97%	1.27%	0.94%	1.08%	0.63%	1.17%	1.03%	0.86%	0.91%	0.69%	0.26%	1.35%	0.94%	1.05%	1.02%	0.26%	0.66%	0.57%	0.42%	0.51%	0.50%	1.50%	0.80%	1.04%	0.62%	1.11%	0.95%	1.50%	0.0%	3.57%	2.70%	0.62%	0.97%	1.13%					
30	"13. ""Демократическая партия России"""	114	2	4	0	1	2	4	4	0	1	0	2	3	3	1	1	5	5	2	3	2	0	2	5	5	3	0	0	4	2	2	4	4	5	1	3	0	3	0	1	4	2	4	4	3	1	5	0	0	0	0	1	1	0					
		0.17%	0.09%	0.23%	0.0%	0.08%	0.16%	0.27%	0.28%	0.0%	0.06%	0.0%	0.16%	0.23%	0.27%	0.08%	0.07%	0.45%	0.37%	0.14%	0.21%	0.10%	0.0%	0.17%	0.41%	0.31%	0.21%	0.0%	0.0%	0.26%	0.12%	0.13%	0.22%	0.22%	0.27%	0.07%	0.26%	0.0%	0.24%	0.0%	0.08%	0.28%	0.16%	0.24%	0.27%	0.18%	0.06%	0.29%	0.0%	0.0%	0.0%	0.0%	0.62%	0.48%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	171	3	7	5	3	2	3	3	6	5	1	1	6	1	4	4	5	2	4	4	6	4	3	0	3	1	3	2	5	4	9	1	1	8	3	3	2	0	3	2	3	4	2	8	3	8	10	0	0	0	0	0	0	1					
		0.25%	0.14%	0.40%	0.31%	0.24%	0.16%	0.20%	0.21%	0.44%	0.30%	0.07%	0.08%	0.46%	0.09%	0.33%	0.29%	0.45%	0.14%	0.29%	0.28%	0.32%	0.34%	0.25%	0.0%	0.18%	0.07%	0.23%	0.13%	0.32%	0.25%	0.60%	0.05%	0.05%	0.44%	0.23%	0.26%	0.18%	0.0%	0.21%	0.17%	0.21%	0.33%	0.12%	0.55%	0.18%	0.52%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%					
32	"15. ""Партия СЛОН"""	268	10	12	6	8	8	4	4	7	8	8	13	10	5	7	1	4	3	5	2	5	2	2	4	2	2	5	2	12	6	2	12	11	4	8	1	5	5	10	9	7	5	4	5	3	7	2	0	0	0	0	0	1	0					
		0.40%	0.49%	0.70%	0.37%	0.65%	0.64%	0.27%	0.28%	0.52%	0.48%	0.61%	1.06%	0.77%	0.46%	0.58%	0.07%	0.36%	0.22%	0.36%	0.14%	0.27%	0.17%	0.17%	0.33%	0.12%	0.14%	0.39%	0.13%	0.78%	0.37%	0.13%	0.67%	0.61%	0.22%	0.63%	0.08%	0.47%	0.41%	0.70%	0.76%	0.50%	0.41%	0.24%	0.34%	0.18%	0.46%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4290	195	162	126	118	116	123	94	83	56	32	70	77	64	77	83	100	49	107	78	120	94	96	114	148	108	78	94	50	87	93	114	165	103	77	88	90	79	126	81	100	33	78	55	42	67	62	10	1	2	6	7	7	5					
		6.49%	9.69%	9.45%	7.96%	9.70%	9.29%	8.45%	6.81%	6.21%	3.40%	2.47%	5.72%	5.98%	5.97%	6.47%	6.04%	9.19%	3.62%	7.87%	5.65%	6.49%	8.00%	8.25%	9.47%	9.35%	7.90%	6.18%	6.26%	3.26%	5.46%	6.23%	6.45%	9.20%	5.70%	6.08%	7.84%	8.54%	6.54%	8.92%	6.90%	7.24%	2.75%	4.85%	3.84%	2.62%	4.41%	3.68%	5.02%	1.53%	3.57%	2.70%	4.37%	3.41%	2.84%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	174	5	5	4	1	2	1	6	6	6	2	3	1	10	2	3	5	1	3	3	2	1	2	5	0	6	6	4	6	1	6	3	5	2	3	1	5	4	1	4	4	3	6	3	2	4	8	2	0	0	2	1	1	2					
		0.26%	0.24%	0.29%	0.25%	0.08%	0.16%	0.06%	0.43%	0.44%	0.36%	0.15%	0.24%	0.07%	0.93%	0.16%	0.21%	0.45%	0.07%	0.22%	0.21%	0.10%	0.08%	0.17%	0.41%	0.0%	0.43%	0.47%	0.26%	0.39%	0.06%	0.40%	0.16%	0.27%	0.11%	0.23%	0.08%	0.47%	0.33%	0.07%	0.34%	0.28%	0.25%	0.37%	0.20%	0.12%	0.26%	0.47%	1.00%	0.0%	0.0%	0.90%	0.62%	0.48%	1.13%					
35	"18. ""ЛДПР"""	4694	100	125	94	82	65	97	122	91	56	39	106	87	105	81	105	78	58	100	88	113	82	89	96	96	116	82	119	86	127	127	119	123	108	123	71	65	110	100	121	127	103	113	125	122	118	162	17	6	4	17	8	11	9					
		7.11%	4.97%	7.29%	5.94%	6.74%	5.20%	6.66%	8.84%	6.81%	3.40%	3.02%	8.67%	6.75%	9.79%	6.80%	7.65%	7.17%	4.29%	7.35%	6.37%	6.11%	6.98%	7.65%	7.98%	6.06%	8.48%	6.50%	7.92%	5.61%	7.97%	8.51%	6.74%	6.86%	5.97%	9.72%	6.32%	6.17%	9.11%	7.08%	10.31%	9.20%	8.59%	7.02%	8.73%	7.62%	7.77%	9.62%	8.54%	9.23%	7.14%	7.65%	5.0%	5.36%	5.11%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	2152	67	55	52	34	42	45	44	47	41	29	40	40	58	44	48	43	60	43	60	57	54	51	40	42	25	56	50	66	38	64	57	41	56	27	32	47	39	39	45	37	40	45	49	40	36	55	0	5	2	11	3	8	3					
		3.26%	3.33%	3.20%	3.28%	2.79%	3.36%	3.09%	3.18%	3.51%	2.48%	2.24%	3.27%	3.10%	5.41%	3.69%	3.49%	3.95%	4.44%	3.16%	4.34%	3.08%	4.59%	4.38%	3.32%	2.65%	1.82%	4.44%	3.33%	4.30%	2.38%	4.28%	3.22%	2.28%	3.09%	2.13%	2.85%	4.46%	3.23%	2.76%	3.83%	2.68%	3.33%	2.79%	3.42%	2.50%	2.37%	3.26%	0.0%	7.69%	3.57%	4.95%	1.87%	3.90%	1.70%					
37	"20. ""Политическая партия ""Единая Россия"""	26345	798	567	547	457	473	549	514	524	974	747	446	489	350	474	557	384	718	508	533	782	417	463	402	593	518	467	559	791	642	496	644	640	737	538	431	424	397	475	444	545	512	690	640	744	574	698	91	35	16	102	61	66	102					
		39.91%	39.68%	33.08%	34.57%	37.58%	37.90%	37.73%	37.24%	39.22%	59.13%	57.86%	36.49%	37.99%	32.64%	39.83%	40.59%	35.32%	53.18%	37.38%	38.62%	42.33%	35.51%	39.81%	33.41%	37.48%	37.89%	37.03%	37.24%	51.63%	40.30%	33.24%	36.48%	35.71%	40.78%	42.52%	38.41%	40.26%	32.89%	33.66%	37.85%	39.49%	42.70%	42.91%	44.72%	46.52%	37.81%	41.47%	45.72%	53.84%	28.57%	45.94%	38.12%	32.19%	57.95%					
38	"21. ""Российская Конституционно-демократическая партия"""	137	2	1	2	1	1	4	1	3	1	5	2	3	1	2	1	3	1	1	7	6	3	3	6	1	0	3	2	2	6	3	2	3	4	1	3	2	3	4	9	2	2	4	4	3	6	4	1	0	0	0	1	1	1					
		0.20%	0.09%	0.05%	0.12%	0.08%	0.08%	0.27%	0.07%	0.22%	0.06%	0.38%	0.16%	0.23%	0.09%	0.16%	0.07%	0.27%	0.07%	0.07%	0.50%	0.32%	0.25%	0.25%	0.49%	0.06%	0.0%	0.23%	0.13%	0.13%	0.37%	0.20%	0.11%	0.16%	0.22%	0.07%	0.26%	0.18%	0.24%	0.28%	0.76%	0.14%	0.16%	0.24%	0.27%	0.18%	0.39%	0.23%	0.50%	0.0%	0.0%	0.0%	0.62%	0.48%	0.56%					
39	"22. ""Развитие предпринимательства"""	2237	70	64	64	56	56	65	60	47	56	21	34	45	40	54	35	25	23	42	48	70	64	26	40	49	46	48	60	54	54	51	72	58	59	44	57	40	40	44	40	38	28	37	35	46	43	60	2	1	2	5	6	8	5					
		3.38%	3.48%	3.73%	4.04%	4.60%	4.48%	4.46%	4.34%	3.51%	3.40%	1.62%	2.78%	3.49%	3.73%	4.53%	2.55%	2.29%	1.70%	3.09%	3.47%	3.78%	5.45%	2.23%	3.32%	3.09%	3.36%	3.80%	3.99%	3.52%	3.38%	3.41%	4.07%	3.23%	3.26%	3.47%	5.08%	3.79%	3.31%	3.11%	3.41%	2.75%	2.33%	2.30%	2.44%	2.87%	2.83%	3.56%	1.00%	1.53%	3.57%	2.25%	3.75%	3.90%	2.84%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7399	225	207	191	133	141	139	145	146	163	185	133	184	123	114	167	126	178	187	142	191	98	95	123	194	141	130	192	173	166	196	226	219	219	130	139	103	130	170	104	146	165	176	129	160	184	173	20	1	1	21	23	17	15					
		11.20%	11.18%	12.07%	12.07%	10.93%	11.29%	9.55%	10.50%	10.92%	9.89%	14.32%	10.88%	14.29%	11.47%	9.57%	12.17%	11.59%	13.18%	13.76%	10.28%	10.34%	8.34%	8.16%	10.22%	12.26%	10.31%	10.30%	12.79%	11.29%	10.42%	13.13%	12.80%	12.22%	12.11%	10.27%	12.38%	9.78%	10.77%	12.04%	8.86%	10.57%	13.76%	10.94%	9.01%	10.00%	12.12%	10.27%	10.05%	1.53%	1.78%	9.45%	14.37%	8.29%	8.52%					
																																																												
41	Против всех	4768	98	126	147	62	100	108	85	95	72	37	105	89	81	67	92	61	54	72	126	119	86	84	85	147	103	93	113	61	115	122	147	139	150	72	73	80	95	95	83	85	121	147	101	145	156	145	22	8	15	21	18	38	7					
		7.22%	4.87%	7.35%	9.29%	5.09%	8.01%	7.42%	6.15%	7.11%	4.37%	2.86%	8.59%	6.91%	7.55%	5.63%	6.70%	5.61%	4.0%	5.29%	9.13%	6.44%	7.32%	7.22%	7.06%	9.29%	7.53%	7.37%	7.52%	3.98%	7.21%	8.17%	8.32%	7.75%	8.30%	5.69%	6.50%	7.59%	7.87%	6.73%	7.07%	6.15%	10.09%	9.14%	7.05%	9.06%	10.27%	8.61%	11.05%	12.30%	26.78%	9.45%	11.25%	18.53%	3.97%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
