Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Топкинская городская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2063	53	67	45	63	70	75	81	60	88	72	80	75	95	88	97	88	60	60	72	44	25	0	17	3	19	15	15	15	49	3	5	4	3	62	7	5	4	1	49	25	55	8	27	6	33	4	7	60	4	13	7	27	24	5	6	5	13					
		7.96%	7.55%	8.85%	6.99%	8.39%	9.49%	8.89%	10.56%	8.44%	12.75%	9.64%	12.25%	12.23%	11.96%	10.22%	12.44%	12.07%	9.29%	8.85%	12.39%	4.86%	6.43%	0.00%	5.76%	2.10%	17.27%	2.40%	7.18%	10.64%	12.19%	2.01%	3.14%	5.26%	2.59%	10.56%	4.43%	5.43%	2.17%	1.22%	4.65%	4.69%	9.43%	2.25%	4.90%	4.76%	5.38%	2.29%	4.64%	7.29%	5.97%	2.43%	4.67%	5.93%	7.06%	3.79%	2.47%	2.67%	5.14%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	59	0	2	2	1	1	3	3	3	1	1	1	4	4	1	2	2	2	1	2	3	0	0	0	0	0	5	0	0	0	0	0	1	0	3	0	0	0	0	5	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2					
		0.23%	0.00%	0.26%	0.31%	0.13%	0.14%	0.36%	0.39%	0.42%	0.14%	0.13%	0.15%	0.65%	0.50%	0.12%	0.26%	0.27%	0.31%	0.15%	0.34%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.34%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.79%					
23	6.Политическая партия «Партия социальной справедливости»	37	0	0	1	0	0	1	3	4	3	1	3	1	7	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0					
		0.14%	0.00%	0.00%	0.16%	0.00%	0.00%	0.12%	0.39%	0.56%	0.43%	0.13%	0.46%	0.16%	0.88%	0.00%	0.26%	0.00%	0.00%	0.00%	0.17%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.17%	0.28%	0.18%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1887	67	47	62	58	63	57	57	65	57	76	73	53	65	97	60	64	57	54	43	82	26	1	12	9	12	19	13	20	24	1	18	0	8	31	3	7	5	3	58	29	32	28	24	13	42	20	0	40	6	25	13	24	23	6	14	8	13					
		7.28%	9.54%	6.21%	9.63%	7.72%	8.54%	6.75%	7.43%	9.14%	8.26%	10.17%	11.18%	8.65%	8.19%	11.27%	7.69%	8.78%	8.82%	7.96%	7.40%	9.06%	6.68%	1.20%	4.07%	6.29%	10.91%	3.04%	6.22%	14.18%	5.97%	0.67%	11.32%	0.00%	6.90%	5.28%	1.90%	7.61%	2.72%	3.66%	5.50%	5.44%	5.49%	7.87%	4.36%	10.32%	6.85%	11.43%	0.00%	4.86%	8.96%	4.67%	8.67%	5.27%	6.76%	4.55%	5.76%	4.28%	5.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	820	19	25	18	31	28	41	28	35	24	37	18	23	48	37	44	38	15	28	19	29	14	1	4	1	1	9	5	0	12	0	2	1	1	18	2	0	7	0	18	20	16	6	10	2	9	0	2	15	1	14	1	18	8	5	3	9	0					
		3.16%	2.71%	3.30%	2.80%	4.13%	3.79%	4.86%	3.65%	4.92%	3.48%	4.95%	2.76%	3.75%	6.05%	4.30%	5.64%	5.21%	2.32%	4.13%	3.27%	3.20%	3.60%	1.20%	1.36%	0.70%	0.91%	1.44%	2.39%	0.00%	2.99%	0.00%	1.26%	1.32%	0.86%	3.07%	1.27%	0.00%	3.80%	0.00%	1.71%	3.75%	2.74%	1.69%	1.81%	1.59%	1.47%	0.00%	1.32%	1.82%	1.49%	2.62%	0.67%	3.96%	2.35%	3.79%	1.23%	4.81%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	113	4	2	2	4	2	8	4	5	9	5	6	3	5	4	1	5	5	2	1	2	1	0	1	0	0	3	0	0	2	0	0	0	0	4	0	0	0	0	1	1	0	1	1	1	5	0	2	3	0	0	2	1	2	0	1	1	1					
		0.44%	0.57%	0.26%	0.31%	0.53%	0.27%	0.95%	0.52%	0.70%	1.30%	0.67%	0.92%	0.49%	0.63%	0.46%	0.13%	0.69%	0.77%	0.29%	0.17%	0.22%	0.26%	0.00%	0.34%	0.00%	0.00%	0.48%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.09%	0.19%	0.00%	0.28%	0.18%	0.79%	0.82%	0.00%	1.32%	0.36%	0.00%	0.00%	1.33%	0.22%	0.59%	0.00%	0.41%	0.53%	0.40%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19975	538	590	481	566	546	617	561	495	476	519	439	431	537	594	540	508	480	516	416	727	311	79	245	129	75	545	173	102	302	144	129	68	101	443	144	78	166	77	897	435	438	304	473	99	504	148	139	684	55	463	123	363	266	105	211	161	219					
		77.07%	76.64%	77.94%	74.69%	75.37%	73.98%	73.10%	73.14%	69.62%	68.99%	69.48%	67.23%	70.31%	67.63%	68.99%	69.23%	69.68%	74.30%	76.11%	71.60%	80.33%	79.95%	95.18%	83.05%	90.21%	68.18%	87.20%	82.78%	72.34%	75.12%	96.64%	81.13%	89.47%	87.07%	75.47%	91.14%	84.78%	90.22%	93.90%	85.10%	81.61%	75.13%	85.39%	85.84%	78.57%	82.22%	84.57%	92.05%	83.11%	82.09%	86.54%	82.00%	79.78%	78.24%	79.55%	86.83%	86.10%	86.56%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	150	7	3	1	3	2	10	9	5	14	7	11	3	7	13	8	4	5	4	5	2	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	7	2	4	1	1	1	0	0	0	0	1	2	0	1	2	0	0	1	0					
		0.58%	0.99%	0.40%	0.16%	0.40%	0.27%	1.18%	1.17%	0.70%	2.03%	0.94%	1.68%	0.49%	0.88%	1.51%	1.03%	0.55%	0.77%	0.59%	0.86%	0.22%	0.26%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.66%	0.38%	0.69%	0.28%	0.18%	0.79%	0.00%	0.00%	0.00%	0.00%	1.49%	0.37%	0.00%	0.22%	0.59%	0.00%	0.00%	0.53%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
