Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Алейская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590									
		0.23%	0.28%	0.00%	0.00%	0.00%	0.00%	0.76%	0.32%	0.00%	0.00%	0.00%	0.00%	1.45%	0.19%	0.00%	0.00%	0.85%	0.00%	0.32%	0.00%	0.00%	0.89%	0.41%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.30%	0.00%	0.00%	0.00%	0.59%	0.00%	0.60%	0.36%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	538	28	11	1	8	3	4	8	9	2	35	2	7	75	13	4	5	22	17	1	21	25	15	1	4	2	1	15	21	51	0	12	11	5	14	42	23	20									
		6.93%	7.78%	10.09%	2.50%	10.67%	2.65%	3.03%	2.53%	2.51%	3.39%	8.88%	5.41%	5.07%	14.48%	5.91%	3.15%	4.24%	7.48%	5.40%	1.47%	5.90%	7.44%	6.10%	2.78%	9.09%	2.35%	1.54%	6.85%	10.94%	15.50%	0.00%	3.13%	3.91%	2.94%	5.62%	12.57%	8.19%	6.31%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
