Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Могойтуйская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	195	15	36	19	10	4	7	2	5	3	4	5	4	6	2	7	5	7	5	6	22	4	2	15									
14	Число погашенных неиспользованных открепительных удостоверений	24	4	1	0	3	0	1	0	0	1	1	1	0	0	10	0	2	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	90	6	11	8	8	2	7	2	2	0	3	4	2	0	2	0	0	1	1	27	0	3	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	115	10	12	14	18	2	1	0	4	1	3	4	5	3	4	3	8	1	1	6	2	12	0	1									
		1.05%	1.31%	1.45%	1.47%	2.14%	0.34%	0.31%	0.00%	0.93%	1.28%	0.55%	0.52%	0.83%	1.05%	1.10%	0.60%	2.19%	0.22%	0.22%	0.91%	0.77%	2.20%	0.00%	0.60%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	305	21	32	27	27	10	13	6	8	4	22	25	20	6	16	12	9	4	5	17	2	17	0	2									
		2.78%	2.76%	3.87%	2.83%	3.21%	1.71%	4.06%	4.23%	1.85%	5.13%	4.01%	3.28%	3.32%	2.10%	4.41%	2.41%	2.47%	0.88%	1.11%	2.59%	0.77%	3.11%	0.00%	1.20%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	191	17	10	23	10	10	4	2	9	0	14	8	10	5	4	10	2	17	8	12	4	7	0	5									
		1.74%	2.23%	1.21%	2.41%	1.19%	1.71%	1.25%	1.41%	2.08%	0.00%	2.55%	1.05%	1.66%	1.75%	1.10%	2.01%	0.55%	3.74%	1.78%	1.83%	1.53%	1.28%	0.00%	3.01%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6086	333	406	448	395	426	198	95	299	35	327	497	410	191	169	228	164	309	338	389	154	175	38	62									
		55.55%	43.70%	49.09%	47.01%	47.02%	72.95%	61.88%	66.90%	69.21%	44.87%	59.56%	65.14%	68.11%	66.78%	46.56%	45.78%	44.93%	68.06%	75.28%	59.21%	59.00%	32.05%	64.41%	37.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	62	4	9	9	3	3	1	1	8	0	5	1	2	0	0	2	1	2	1	1	4	5	0	0									
		0.57%	0.52%	1.09%	0.94%	0.36%	0.51%	0.31%	0.70%	1.85%	0.00%	0.91%	0.13%	0.33%	0.00%	0.00%	0.40%	0.27%	0.44%	0.22%	0.15%	1.53%	0.92%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	49	1	1	10	2	3	1	1	3	0	2	7	3	1	0	1	0	2	2	3	0	6	0	0									
		0.45%	0.13%	0.12%	1.05%	0.24%	0.51%	0.31%	0.70%	0.69%	0.00%	0.36%	0.92%	0.50%	0.35%	0.00%	0.20%	0.00%	0.44%	0.45%	0.46%	0.00%	1.10%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1611	180	106	152	112	51	22	11	20	26	42	64	42	40	80	129	113	27	36	67	61	154	12	64									
		14.70%	23.62%	12.82%	15.95%	13.33%	8.73%	6.88%	7.75%	4.63%	33.33%	7.65%	8.39%	6.98%	13.99%	22.04%	25.90%	30.96%	5.95%	8.02%	10.20%	23.37%	28.21%	20.34%	38.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	41	3	1	2	6	0	0	0	0	0	0	4	2	1	0	1	0	2	1	4	2	12	0	0									
		0.37%	0.39%	0.12%	0.21%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.33%	0.35%	0.00%	0.20%	0.00%	0.44%	0.22%	0.61%	0.77%	2.20%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	58	3	5	7	12	0	0	0	4	0	4	0	1	4	0	0	3	1	2	6	0	6	0	0									
		0.53%	0.39%	0.60%	0.73%	1.43%	0.00%	0.00%	0.00%	0.93%	0.00%	0.73%	0.00%	0.17%	1.40%	0.00%	0.00%	0.82%	0.22%	0.45%	0.91%	0.00%	1.10%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	34	0	2	5	5	2	1	0	0	0	1	3	1	1	1	0	0	1	0	5	2	4	0	0									
		0.31%	0.00%	0.24%	0.52%	0.60%	0.34%	0.31%	0.00%	0.00%	0.00%	0.18%	0.39%	0.17%	0.35%	0.28%	0.00%	0.00%	0.22%	0.00%	0.76%	0.77%	0.73%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	91	5	10	5	9	8	3	0	4	0	7	2	5	6	5	2	1	4	3	5	2	4	1	0									
		0.83%	0.66%	1.21%	0.52%	1.07%	1.37%	0.94%	0.00%	0.93%	0.00%	1.28%	0.26%	0.83%	2.10%	1.38%	0.40%	0.27%	0.88%	0.67%	0.76%	0.77%	0.73%	1.69%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1374	96	140	128	113	40	50	21	45	10	85	109	59	13	53	96	45	55	21	70	12	87	4	22									
		12.54%	12.60%	16.93%	13.43%	13.45%	6.85%	15.63%	14.79%	10.42%	12.82%	15.48%	14.29%	9.80%	4.55%	14.60%	19.28%	12.33%	12.11%	4.68%	10.65%	4.60%	15.93%	6.78%	13.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	68	5	6	6	17	1	2	0	1	0	2	1	4	0	3	1	1	5	1	11	0	1	0	0									
		0.62%	0.66%	0.73%	0.63%	2.02%	0.17%	0.63%	0.00%	0.23%	0.00%	0.36%	0.13%	0.66%	0.00%	0.83%	0.20%	0.27%	1.10%	0.22%	1.67%	0.00%	0.18%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	699	71	73	95	93	27	17	4	22	0	29	30	31	11	14	12	7	22	28	49	12	43	2	7									
		6.38%	9.32%	8.83%	9.97%	11.07%	4.62%	5.31%	2.82%	5.09%	0.00%	5.28%	3.93%	5.15%	3.85%	3.86%	2.41%	1.92%	4.85%	6.24%	7.46%	4.60%	7.88%	3.39%	4.22%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
