Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Суздальская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6792	248	250	102	58	33	180	309	111	91	136	198	91	242	71	55	166	136	78	316	111	109	138	147	407	65	43	166	220	43	94	93	81	224	25	66	32	174	134	100	286	204	307	312	340									
		47.98%	41.26%	45.21%	48.57%	53.21%	45.83%	41.28%	56.08%	51.63%	60.26%	55.74%	47.37%	48.15%	46.90%	45.22%	54.46%	43.12%	47.06%	45.88%	54.02%	45.12%	48.44%	63.89%	71.71%	47.99%	60.19%	40.57%	46.89%	48.35%	69.35%	41.41%	46.73%	47.09%	47.76%	43.86%	45.52%	62.75%	60.21%	60.09%	41.67%	41.87%	44.44%	43.92%	40.10%	49.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	116	6	4	3	0	0	6	4	3	2	1	3	1	2	2	1	5	1	2	2	1	2	1	3	5	1	0	5	5	0	1	0	0	4	0	2	0	0	2	1	10	4	4	7	10									
		0.82%	0.99%	0.72%	1.43%	0.00%	0.00%	1.38%	0.73%	1.40%	1.32%	0.41%	0.72%	0.53%	0.39%	1.27%	0.99%	1.30%	0.35%	1.18%	0.34%	0.41%	0.89%	0.46%	1.46%	0.59%	0.93%	0.00%	1.41%	1.10%	0.00%	0.44%	0.00%	0.00%	0.85%	0.00%	1.38%	0.00%	0.00%	0.90%	0.42%	1.46%	0.87%	0.57%	0.90%	1.46%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	0	0	0	0	0	0	1	4	1	0	1	0	2	2	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	1	1	1	0	0	4	4	3									
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	1.86%	0.66%	0.00%	0.24%	0.00%	0.39%	1.27%	0.99%	0.26%	0.00%	0.00%	0.17%	0.41%	0.44%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.64%	0.00%	0.00%	0.00%	0.35%	0.45%	0.42%	0.00%	0.00%	0.57%	0.51%	0.44%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2700	120	105	43	25	15	88	89	33	31	35	73	42	92	30	13	70	70	37	127	55	59	31	24	202	16	26	85	80	3	46	34	53	87	15	36	7	33	24	43	123	78	132	155	115									
		19.07%	19.97%	18.99%	20.48%	22.94%	20.83%	20.18%	16.15%	15.35%	20.53%	14.34%	17.46%	22.22%	17.83%	19.11%	12.87%	18.18%	24.22%	21.76%	21.71%	22.36%	26.22%	14.35%	11.71%	23.82%	14.81%	24.53%	24.01%	17.58%	4.84%	20.26%	17.09%	30.81%	18.55%	26.32%	24.83%	13.73%	11.42%	10.76%	17.92%	18.01%	16.99%	18.88%	19.92%	16.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	125	8	13	3	0	1	3	4	1	1	0	0	1	2	2	3	4	3	0	8	0	0	1	1	3	1	3	0	3	0	0	1	0	5	0	1	0	1	6	3	12	3	14	5	5									
		0.88%	1.33%	2.35%	1.43%	0.00%	1.39%	0.69%	0.73%	0.47%	0.66%	0.00%	0.00%	0.53%	0.39%	1.27%	2.97%	1.04%	1.04%	0.00%	1.37%	0.00%	0.00%	0.46%	0.49%	0.35%	0.93%	2.83%	0.00%	0.66%	0.00%	0.00%	0.50%	0.00%	1.07%	0.00%	0.69%	0.00%	0.35%	2.69%	1.25%	1.76%	0.65%	2.00%	0.64%	0.73%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	175	8	7	3	1	1	3	8	4	0	2	3	1	8	4	1	2	0	3	7	7	1	3	0	6	1	3	4	2	1	2	3	0	3	2	4	2	0	1	4	8	11	13	22	6									
		1.24%	1.33%	1.27%	1.43%	0.92%	1.39%	0.69%	1.45%	1.86%	0.00%	0.82%	0.72%	0.53%	1.55%	2.55%	0.99%	0.52%	0.00%	1.76%	1.20%	2.85%	0.44%	1.39%	0.00%	0.71%	0.93%	2.83%	1.13%	0.44%	1.61%	0.88%	1.51%	0.00%	0.64%	3.51%	2.76%	3.92%	0.00%	0.45%	1.67%	1.17%	2.40%	1.86%	2.83%	0.87%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	34	1	1	1	0	1	2	1	0	0	0	0	0	2	0	0	3	1	1	0	0	1	0	0	1	1	2	1	2	1	0	0	1	2	0	0	0	1	0	0	1	0	0	4	2									
		0.24%	0.17%	0.18%	0.48%	0.00%	1.39%	0.46%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.78%	0.35%	0.59%	0.00%	0.00%	0.44%	0.00%	0.00%	0.12%	0.93%	1.89%	0.28%	0.44%	1.61%	0.00%	0.00%	0.58%	0.43%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.15%	0.00%	0.00%	0.51%	0.29%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	206	11	4	1	1	1	6	7	1	0	0	3	2	12	1	1	5	3	2	6	3	3	0	1	18	2	4	3	9	0	5	3	0	6	0	3	1	8	0	1	14	10	24	15	6									
		1.46%	1.83%	0.72%	0.48%	0.92%	1.39%	1.38%	1.27%	0.47%	0.00%	0.00%	0.72%	1.06%	2.33%	0.64%	0.99%	1.30%	1.04%	1.18%	1.03%	1.22%	1.33%	0.00%	0.49%	2.12%	1.85%	3.77%	0.85%	1.98%	0.00%	2.20%	1.51%	0.00%	1.28%	0.00%	2.07%	1.96%	2.77%	0.00%	0.42%	2.05%	2.18%	3.43%	1.93%	0.87%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1652	92	93	24	10	9	70	55	23	7	41	50	21	55	16	18	42	28	14	46	29	19	13	7	66	7	10	36	69	5	41	21	13	65	7	12	4	22	0	27	107	71	93	111	83									
		11.67%	15.31%	16.82%	11.43%	9.17%	12.50%	16.06%	9.98%	10.70%	4.64%	16.80%	11.96%	11.11%	10.66%	10.19%	17.82%	10.91%	9.69%	8.24%	7.86%	11.79%	8.44%	6.02%	3.41%	7.78%	6.48%	9.43%	10.17%	15.16%	8.06%	18.06%	10.55%	7.56%	13.86%	12.28%	8.28%	7.84%	7.61%	0.00%	11.25%	15.67%	15.47%	13.30%	14.27%	12.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	85	3	3	0	0	0	4	1	0	1	1	3	2	2	1	1	3	1	0	4	0	0	1	0	8	1	0	0	0	0	2	0	0	3	0	1	0	1	24	3	3	0	2	3	3									
		0.60%	0.50%	0.54%	0.00%	0.00%	0.00%	0.92%	0.18%	0.00%	0.66%	0.41%	0.72%	1.06%	0.39%	0.64%	0.99%	0.78%	0.35%	0.00%	0.68%	0.00%	0.00%	0.46%	0.00%	0.94%	0.93%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.64%	0.00%	0.69%	0.00%	0.35%	10.76%	1.25%	0.44%	0.00%	0.29%	0.39%	0.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	701	31	32	6	2	2	25	23	12	4	6	25	7	26	5	1	25	16	15	20	13	8	9	3	41	6	1	25	18	4	11	7	4	17	1	3	1	23	6	19	34	21	40	56	47									
		4.95%	5.16%	5.79%	2.86%	1.83%	2.78%	5.73%	4.17%	5.58%	2.65%	2.46%	5.98%	3.70%	5.04%	3.18%	0.99%	6.49%	5.54%	8.82%	3.42%	5.28%	3.56%	4.17%	1.46%	4.83%	5.56%	0.94%	7.06%	3.96%	6.45%	4.85%	3.52%	2.33%	3.62%	1.75%	2.07%	1.96%	7.96%	2.69%	7.92%	4.98%	4.58%	5.72%	7.20%	6.84%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
