Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Лесная городская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	0	0	3	2	0	0	4	0	0	2	1	0	2	2	0	2	1	0	2	1	2	2	0	0									
		0.12%	0.00%	0.00%	0.35%	0.26%	0.00%	0.00%	0.32%	0.00%	0.00%	0.17%	0.09%	0.00%	0.17%	0.18%	0.00%	0.16%	0.10%	0.00%	0.19%	0.26%	0.19%	0.16%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	227	11	5	16	6	12	7	11	10	9	10	17	10	8	11	12	7	7	12	15	2	5	21	0	3									
		1.09%	1.52%	0.53%	1.85%	0.77%	2.20%	1.09%	0.88%	0.95%	1.35%	0.85%	1.47%	1.40%	0.70%	0.99%	1.09%	0.58%	0.73%	1.94%	1.41%	0.51%	0.48%	1.72%	0.00%	0.86%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2302	83	90	84	73	51	59	124	114	96	147	136	86	127	127	139	120	111	93	130	53	52	141	23	43									
		11.01%	11.46%	9.54%	9.70%	9.41%	9.36%	9.20%	9.90%	10.78%	14.35%	12.55%	11.72%	12.04%	11.05%	11.48%	12.60%	9.86%	11.60%	15.00%	12.24%	13.59%	5.03%	11.57%	12.64%	12.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	83	3	6	3	3	4	1	6	7	0	0	3	2	7	1	5	6	7	1	1	1	8	3	0	5									
		0.40%	0.41%	0.64%	0.35%	0.39%	0.73%	0.16%	0.48%	0.66%	0.00%	0.00%	0.26%	0.28%	0.61%	0.09%	0.45%	0.49%	0.73%	0.16%	0.09%	0.26%	0.77%	0.25%	0.00%	1.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3684	125	198	124	157	101	147	156	194	145	252	228	125	215	232	183	219	179	116	189	58	54	228	20	39									
		17.62%	17.27%	20.99%	14.32%	20.23%	18.53%	22.93%	12.46%	18.34%	21.67%	21.52%	19.66%	17.51%	18.71%	20.98%	16.59%	17.99%	18.70%	18.71%	17.80%	14.87%	5.23%	18.70%	10.99%	11.21%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
