Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Каргасокская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	54	0	2	1	0	4	7	2	6	3	5	3	6	0	0	0	0	1	0	0	0	0	1	0	0	0	0	8	2	3	0									
		0.82%	0.00%	0.95%	1.08%	0.00%	0.91%	1.72%	0.56%	2.35%	0.95%	1.04%	0.70%	3.73%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	1.41%	1.85%	1.05%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	293	5	3	2	5	15	6	24	12	13	21	9	4	8	2	1	5	7	2	0	0	5	22	3	2	2	17	89	5	3	1									
		4.46%	3.11%	1.42%	2.15%	2.60%	3.40%	1.47%	6.74%	4.71%	4.11%	4.36%	2.09%	2.48%	5.03%	1.31%	1.69%	4.13%	4.29%	1.94%	0.00%	0.00%	2.99%	11.64%	2.40%	5.26%	1.44%	3.81%	15.70%	4.63%	1.05%	0.91%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	153	3	4	3	10	9	7	7	4	10	14	11	5	2	2	2	0	2	0	0	0	4	4	2	0	4	14	21	2	7	0									
		2.33%	1.86%	1.90%	3.23%	5.21%	2.04%	1.72%	1.97%	1.57%	3.16%	2.90%	2.55%	3.11%	1.26%	1.31%	3.39%	0.00%	1.23%	0.00%	0.00%	0.00%	2.40%	2.12%	1.60%	0.00%	2.88%	3.14%	3.70%	1.85%	2.44%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3136	104	121	36	108	185	176	140	104	140	178	214	75	70	89	25	48	104	40	43	33	83	90	78	16	71	218	252	71	157	67									
		47.70%	64.60%	57.35%	38.71%	56.25%	41.95%	43.24%	39.33%	40.78%	44.30%	36.93%	49.65%	46.58%	44.03%	58.17%	42.37%	39.67%	63.80%	38.83%	56.58%	56.90%	49.70%	47.62%	62.40%	42.11%	51.08%	48.88%	44.44%	65.74%	54.70%	60.91%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	0	1	0	0	2	3	0	2	1	1	6	0	2	2	0	0	0	0	1	1	0	1	0	0	1	1	4	0	1	0									
		0.46%	0.00%	0.47%	0.00%	0.00%	0.45%	0.74%	0.00%	0.78%	0.32%	0.21%	1.39%	0.00%	1.26%	1.31%	0.00%	0.00%	0.00%	0.00%	1.32%	1.72%	0.00%	0.53%	0.00%	0.00%	0.72%	0.22%	0.71%	0.00%	0.35%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0									
		0.11%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.56%	0.00%	0.32%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.22%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1367	33	37	30	35	89	84	58	65	72	128	78	32	19	33	21	39	18	36	10	12	43	23	20	8	23	88	128	7	75	23									
		20.79%	20.50%	17.54%	32.26%	18.23%	20.18%	20.64%	16.29%	25.49%	22.78%	26.56%	18.10%	19.88%	11.95%	21.57%	35.59%	32.23%	11.04%	34.95%	13.16%	20.69%	25.75%	12.17%	16.00%	21.05%	16.55%	19.73%	22.57%	6.48%	26.13%	20.91%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	1	0	0	2	0	3	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0									
		0.23%	0.00%	0.47%	0.00%	0.00%	0.45%	0.00%	0.84%	0.78%	0.63%	0.41%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	70	0	2	2	0	8	4	8	1	2	9	4	1	1	0	0	1	3	1	0	0	2	3	0	1	1	3	7	2	4	0									
		1.06%	0.00%	0.95%	2.15%	0.00%	1.81%	0.98%	2.25%	0.39%	0.63%	1.87%	0.93%	0.62%	0.63%	0.00%	0.00%	0.83%	1.84%	0.97%	0.00%	0.00%	1.20%	1.59%	0.00%	2.63%	0.72%	0.67%	1.23%	1.85%	1.39%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	0	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0									
		0.17%	0.00%	0.47%	0.00%	0.00%	0.23%	0.00%	0.28%	0.00%	0.32%	0.00%	0.23%	0.62%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.72%	0.60%	0.53%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	0	2	0	3	7	8	4	3	4	6	7	1	1	0	0	0	1	1	1	0	0	2	1	0	1	1	1	0	2	1									
		0.88%	0.00%	0.95%	0.00%	1.56%	1.59%	1.97%	1.12%	1.18%	1.27%	1.24%	1.62%	0.62%	0.63%	0.00%	0.00%	0.00%	0.61%	0.97%	1.32%	0.00%	0.00%	1.06%	0.80%	0.00%	0.72%	0.22%	0.18%	0.00%	0.70%	0.91%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	722	8	16	11	15	77	60	77	34	34	73	58	23	33	9	6	11	9	8	6	3	15	12	7	4	8	72	0	14	16	3									
		10.98%	4.97%	7.58%	11.83%	7.81%	17.46%	14.74%	21.63%	13.33%	10.76%	15.15%	13.46%	14.29%	20.75%	5.88%	10.17%	9.09%	5.52%	7.77%	7.89%	5.17%	8.98%	6.35%	5.60%	10.53%	5.76%	16.14%	0.00%	12.96%	5.57%	2.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	1	1	0	0	6	4	1	2	0	1	2	1	2	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0									
		0.40%	0.62%	0.47%	0.00%	0.00%	1.36%	0.98%	0.28%	0.78%	0.00%	0.21%	0.46%	0.62%	1.26%	0.00%	1.69%	0.83%	0.61%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	476	3	12	7	9	25	36	18	17	26	36	27	11	18	10	3	11	15	15	13	5	14	24	11	5	17	21	36	5	14	12									
		7.24%	1.86%	5.69%	7.53%	4.69%	5.67%	8.85%	5.06%	6.67%	8.23%	7.47%	6.26%	6.83%	11.32%	6.54%	5.08%	9.09%	9.20%	14.56%	17.11%	8.62%	8.38%	12.70%	8.80%	13.16%	12.23%	4.71%	6.35%	4.63%	4.88%	10.91%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
