Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Унинская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	39	1	0	0	0	3	2	0	1	2	4	3	1	0	0	3	5	7	7	0	0									
		0.85%	0.87%	0.00%	0.00%	0.00%	1.24%	1.01%	0.00%	1.28%	0.98%	1.13%	2.00%	0.75%	0.00%	0.00%	0.43%	0.87%	1.08%	1.30%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	132	1	1	2	2	7	6	4	3	7	13	2	3	0	4	17	16	20	20	4	0									
		2.87%	0.87%	0.88%	4.00%	4.00%	2.90%	3.02%	4.49%	3.85%	3.41%	3.67%	1.33%	2.26%	0.00%	4.35%	2.46%	2.78%	3.08%	3.70%	3.45%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	97	2	0	3	3	11	4	0	3	5	10	1	0	1	0	7	9	13	13	10	2									
		2.11%	1.74%	0.00%	6.00%	6.00%	4.56%	2.01%	0.00%	3.85%	2.44%	2.82%	0.67%	0.00%	1.54%	0.00%	1.01%	1.57%	2.00%	2.41%	8.62%	2.20%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1932	44	66	14	24	100	80	42	37	83	142	89	64	19	39	286	235	241	211	55	61									
		42.02%	38.26%	58.41%	28.00%	48.00%	41.49%	40.20%	47.19%	47.44%	40.49%	40.11%	59.33%	48.12%	29.23%	42.39%	41.33%	40.87%	37.08%	39.07%	47.41%	67.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	0	0	0	0	1	0	4	2	1	1	0	0	0	1	3	3	4	2	0	0									
		0.48%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	4.49%	2.56%	0.49%	0.28%	0.00%	0.00%	0.00%	1.09%	0.43%	0.52%	0.62%	0.37%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1077	25	14	11	7	78	43	11	16	49	89	21	35	14	17	160	136	177	133	23	18									
		23.42%	21.74%	12.39%	22.00%	14.00%	32.37%	21.61%	12.36%	20.51%	23.90%	25.14%	14.00%	26.32%	21.54%	18.48%	23.12%	23.65%	27.23%	24.63%	19.83%	19.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0									
		0.15%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.74%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	2	0	0	0	0	0	1	0	1	1	0	0	0	1	7	3	3	3	0	0									
		0.48%	1.74%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.49%	0.28%	0.00%	0.00%	0.00%	1.09%	1.01%	0.52%	0.46%	0.56%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	0.31%	0.37%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	14	0	0	1	0	2	2	0	0	0	1	0	0	0	1	1	2	2	2	0	0									
		0.30%	0.00%	0.00%	2.00%	0.00%	0.83%	1.01%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	1.09%	0.14%	0.35%	0.31%	0.37%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	741	24	29	13	5	24	48	16	14	38	59	24	20	22	19	119	75	102	68	18	4									
		16.12%	20.87%	25.66%	26.00%	10.00%	9.96%	24.12%	17.98%	17.95%	18.54%	16.67%	16.00%	15.04%	33.85%	20.65%	17.20%	13.04%	15.69%	12.59%	15.52%	4.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	2	3	0	0									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.17%	0.31%	0.56%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	378	11	3	6	9	7	10	9	2	16	26	4	4	6	5	77	65	56	54	2	6									
		8.22%	9.57%	2.65%	12.00%	18.00%	2.90%	5.03%	10.11%	2.56%	7.80%	7.34%	2.67%	3.01%	9.23%	5.43%	11.13%	11.30%	8.62%	10.00%	1.72%	6.59%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
