Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Шуйская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	3	0	1	1	1	0	1	0	0	0	1	1	1	2	5	2	0	2	1	1	1	0	7	0	1									
		0.36%	0.19%	0.00%	0.39%	0.51%	0.44%	0.00%	1.96%	0.00%	0.00%	0.00%	0.93%	0.55%	0.31%	0.68%	0.29%	0.69%	0.00%	0.51%	0.47%	1.06%	0.29%	0.00%	0.67%	0.00%	0.49%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	46	5	1	2	0	1	2	0	0	0	1	3	0	7	1	7	5	0	4	0	0	0	1	4	0	2									
		0.52%	0.32%	0.37%	0.78%	0.00%	0.44%	0.47%	0.00%	0.00%	0.00%	0.68%	2.80%	0.00%	2.19%	0.34%	0.41%	1.72%	0.00%	1.02%	0.00%	0.00%	0.00%	0.66%	0.38%	0.00%	0.98%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.49%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	3	1	1	0	3	0	0	0	0	2	1	1	8	2	16	3	0	3	0	0	3	0	5	1	4									
		0.64%	0.19%	0.37%	0.39%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	1.37%	0.93%	0.55%	2.50%	0.68%	0.94%	1.03%	0.00%	0.77%	0.00%	0.00%	0.87%	0.00%	0.48%	0.54%	1.95%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1106	113	40	37	59	16	63	6	10	8	17	22	9	28	45	143	63	17	84	42	4	45	15	174	25	21									
		12.41%	7.27%	14.93%	14.40%	29.80%	7.11%	14.79%	11.76%	13.16%	17.39%	11.64%	20.56%	4.92%	8.75%	15.36%	8.37%	21.72%	12.59%	21.48%	19.53%	4.26%	13.01%	9.93%	16.73%	13.44%	10.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	3	8	0	0	1	2	0	0	2	0	0	3	4	0	4	0	0	2	1	0	5	1	7	0	1									
		0.49%	0.19%	2.99%	0.00%	0.00%	0.44%	0.47%	0.00%	0.00%	4.35%	0.00%	0.00%	1.64%	1.25%	0.00%	0.23%	0.00%	0.00%	0.51%	0.47%	0.00%	1.45%	0.66%	0.67%	0.00%	0.49%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	374	42	13	6	2	5	20	2	5	2	22	6	2	9	12	63	23	3	22	17	2	13	3	71	3	6									
		4.20%	2.70%	4.85%	2.33%	1.01%	2.22%	4.69%	3.92%	6.58%	4.35%	15.07%	5.61%	1.09%	2.81%	4.10%	3.69%	7.93%	2.22%	5.63%	7.91%	2.13%	3.76%	1.99%	6.83%	1.61%	2.93%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
