Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Ирафская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №350									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	22	0	2	0	0	1	4	0	1	0	0	0	1	1	1	0	3	1	0	0	3	0	0	2	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	69	0	1	2	3	3	3	5	5	5	3	4	2	4	3	4	3	2	3	2	3	3	3	2	0	1	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	94	0	1	0	0	59	0	2	2	10	0	0	0	0	2	3	0	0	5	0	0	2	2	5	0	1	0									
		0.87%	0.00%	0.23%	0.00%	0.00%	7.59%	0.00%	0.30%	0.27%	2.92%	0.00%	0.00%	0.00%	0.00%	0.74%	0.51%	0.00%	0.00%	0.68%	0.00%	0.00%	0.96%	2.27%	4.76%	0.00%	0.98%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	127	0	3	0	9	18	14	0	10	5	0	0	1	5	0	10	3	17	21	7	0	0	0	0	3	1	0									
		1.18%	0.00%	0.70%	0.00%	2.07%	2.32%	2.64%	0.00%	1.33%	1.46%	0.00%	0.00%	1.05%	1.30%	0.00%	1.70%	1.15%	2.01%	2.87%	2.62%	0.00%	0.00%	0.00%	0.00%	2.19%	0.98%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	49	3	1	0	0	6	9	4	1	1	3	0	0	2	2	1	0	0	11	1	0	1	0	0	1	2	0									
		0.45%	0.50%	0.23%	0.00%	0.00%	0.77%	1.69%	0.61%	0.13%	0.29%	0.69%	0.00%	0.00%	0.52%	0.74%	0.17%	0.00%	0.00%	1.50%	0.37%	0.00%	0.48%	0.00%	0.00%	0.73%	1.96%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7263	400	270	418	379	488	134	460	580	216	352	482	61	346	219	492	169	600	266	173	75	173	81	85	99	26	219									
		67.33%	66.12%	62.79%	57.26%	87.33%	62.81%	25.24%	69.70%	77.13%	62.97%	80.55%	68.96%	64.21%	89.87%	81.41%	83.53%	65.00%	70.84%	36.34%	64.79%	94.94%	82.78%	92.05%	80.95%	72.26%	25.49%	97.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	72	6	1	0	0	0	1	1	8	0	0	0	0	0	0	0	0	0	53	0	0	2	0	0	0	0	0									
		0.67%	0.99%	0.23%	0.00%	0.00%	0.00%	0.19%	0.15%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	7.24%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.27%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	147	24	11	0	6	9	3	3	24	7	11	7	0	2	1	5	7	8	9	1	0	2	3	0	2	1	1									
		1.36%	3.97%	2.56%	0.00%	1.38%	1.16%	0.56%	0.45%	3.19%	2.04%	2.52%	1.00%	0.00%	0.52%	0.37%	0.85%	2.69%	0.94%	1.23%	0.37%	0.00%	0.96%	3.41%	0.00%	1.46%	0.98%	0.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	5	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	7	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.29%	0.23%	0.00%	0.00%	0.26%	0.00%	0.17%	0.38%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	18	0	0	0	2	1	3	0	1	1	0	0	1	0	0	1	0	0	3	1	0	3	0	0	1	0	0									
		0.17%	0.00%	0.00%	0.00%	0.46%	0.13%	0.56%	0.00%	0.13%	0.29%	0.00%	0.00%	1.05%	0.00%	0.00%	0.17%	0.00%	0.00%	0.41%	0.37%	0.00%	1.44%	0.00%	0.00%	0.73%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2670	147	106	302	28	187	328	159	115	83	57	163	25	20	42	72	76	201	344	75	3	24	2	15	27	68	1									
		24.75%	24.30%	24.65%	41.37%	6.45%	24.07%	61.77%	24.09%	15.29%	24.20%	13.04%	23.32%	26.32%	5.19%	15.61%	12.22%	29.23%	23.73%	46.99%	28.09%	3.80%	11.48%	2.27%	14.29%	19.71%	66.67%	0.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	176	21	35	10	4	8	12	21	8	9	6	6	4	3	1	3	1	4	8	3	1	1	0	0	3	2	2									
		1.63%	3.47%	8.14%	1.37%	0.92%	1.03%	2.26%	3.18%	1.06%	2.62%	1.37%	0.86%	4.21%	0.78%	0.37%	0.51%	0.38%	0.47%	1.09%	1.12%	1.27%	0.48%	0.00%	0.00%	2.19%	1.96%	0.89%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	77	0	2	0	1	0	16	0	0	7	1	35	0	2	2	1	0	6	1	0	0	0	0	0	1	0	2									
		0.71%	0.00%	0.47%	0.00%	0.23%	0.00%	3.01%	0.00%	0.00%	2.04%	0.23%	5.01%	0.00%	0.52%	0.74%	0.17%	0.00%	0.71%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.89%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
