Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Старокулаткинская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6502	1051	698	397	322	186	75	93	243	396	163	138	84	603	132	483	185	210	593	226	224									
		72.05%	60.82%	61.61%	71.27%	78.16%	67.15%	83.33%	78.15%	86.17%	80.49%	75.12%	84.66%	87.50%	79.45%	78.11%	76.79%	87.68%	65.63%	71.88%	83.39%	81.75%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	4	27	1	0	2	0	0	0	4	0	1	0	0	0	1	0	0	4	1	0									
		0.50%	0.23%	2.38%	0.18%	0.00%	0.72%	0.00%	0.00%	0.00%	0.81%	0.00%	0.61%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.48%	0.37%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	4	14	2	0	0	1	1	0	2	0	0	0	2	1	2	0	0	4	0	0									
		0.37%	0.23%	1.24%	0.36%	0.00%	0.00%	1.11%	0.84%	0.00%	0.41%	0.00%	0.00%	0.00%	0.26%	0.59%	0.32%	0.00%	0.00%	0.48%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	501	131	80	38	13	24	4	9	5	14	11	3	4	40	9	24	10	24	37	8	13									
		5.55%	7.58%	7.06%	6.82%	3.16%	8.66%	4.44%	7.56%	1.77%	2.85%	5.07%	1.84%	4.17%	5.27%	5.33%	3.82%	4.74%	7.50%	4.48%	2.95%	4.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	4	17	1	1	0	0	0	0	2	2	0	0	1	1	0	0	1	5	0	0									
		0.39%	0.23%	1.50%	0.18%	0.24%	0.00%	0.00%	0.00%	0.00%	0.41%	0.92%	0.00%	0.00%	0.13%	0.59%	0.00%	0.00%	0.31%	0.61%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	52	20	16	1	1	0	0	0	0	3	0	0	0	5	0	1	0	2	3	0	0									
		0.58%	1.16%	1.41%	0.18%	0.24%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.66%	0.00%	0.16%	0.00%	0.63%	0.36%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	3	11	0	2	1	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0									
		0.24%	0.17%	0.97%	0.00%	0.49%	0.36%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	10	10	1	2	3	0	1	1	2	0	1	0	4	1	2	0	2	0	1	0									
		0.45%	0.58%	0.88%	0.18%	0.49%	1.08%	0.00%	0.84%	0.35%	0.41%	0.00%	0.61%	0.00%	0.53%	0.59%	0.32%	0.00%	0.63%	0.00%	0.37%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	977	300	92	62	45	41	5	10	21	44	15	12	2	52	12	79	9	35	95	23	23									
		10.83%	17.36%	8.12%	11.13%	10.92%	14.80%	5.56%	8.40%	7.45%	8.94%	6.91%	7.36%	2.08%	6.85%	7.10%	12.56%	4.27%	10.94%	11.52%	8.49%	8.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	4	16	2	0	0	0	0	0	2	1	0	0	2	1	0	0	3	0	0	0									
		0.34%	0.23%	1.41%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.46%	0.00%	0.00%	0.26%	0.59%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	129	40	18	8	3	4	4	1	3	7	4	2	3	7	1	6	1	4	8	1	4									
		1.43%	2.31%	1.59%	1.44%	0.73%	1.44%	4.44%	0.84%	1.06%	1.42%	1.84%	1.23%	3.13%	0.92%	0.59%	0.95%	0.47%	1.25%	0.97%	0.37%	1.46%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
