Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Прибайкальская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492					
26	"9. ""Российская экологическая партия ""Зеленые"""	47	0	0	1	1	0	0	0	0	0	1	0	0	1	1	17	7	0	0	2	0	1	1	2	2	0	2	1	0	0	2	5	0	0					
		0.39%	0.0%	0.0%	0.21%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.38%	0.62%	4.25%	0.37%	0.0%	0.0%	0.43%	0.0%	0.90%	0.81%	0.43%	0.25%	0.0%	0.27%	0.23%	0.0%	0.0%	0.86%	0.54%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	473	1	0	15	26	12	14	4	6	4	37	0	9	44	1	0	79	32	22	7	5	3	5	3	14	2	18	10	4	5	9	13	1	68					
		3.96%	1.61%	0.0%	3.24%	3.90%	9.30%	3.59%	3.03%	2.26%	3.41%	13.30%	0.0%	9.27%	16.79%	0.62%	0.0%	4.27%	4.71%	5.99%	1.52%	5.61%	2.70%	4.06%	0.65%	1.80%	0.58%	2.45%	2.34%	2.05%	2.60%	3.91%	1.42%	1.07%	19.42%					
28	"11. ""Истинные патриоты России"""	32	1	0	0	0	0	0	0	2	0	0	0	1	0	1	8	0	2	1	1	0	0	0	1	1	10	0	0	0	0	2	1	0	0					
		0.26%	1.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	1.03%	0.0%	0.62%	2.0%	0.0%	0.29%	0.27%	0.21%	0.0%	0.0%	0.0%	0.21%	0.12%	2.94%	0.0%	0.0%	0.0%	0.0%	0.86%	0.10%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	140	0	1	1	11	1	2	1	2	3	2	0	1	5	1	0	34	15	4	6	0	0	2	2	10	1	11	4	0	4	1	11	1	3					
		1.17%	0.0%	1.13%	0.21%	1.65%	0.77%	0.51%	0.75%	0.75%	2.56%	0.71%	0.0%	1.03%	1.90%	0.62%	0.0%	1.83%	2.21%	1.08%	1.31%	0.0%	0.0%	1.62%	0.43%	1.28%	0.29%	1.49%	0.93%	0.0%	2.08%	0.43%	1.20%	1.07%	0.85%					
30	"13. ""Демократическая партия России"""	44	0	0	0	0	1	2	0	3	0	1	0	0	0	0	2	5	5	3	0	2	1	1	0	4	4	0	6	0	0	1	2	0	1					
		0.36%	0.0%	0.0%	0.0%	0.0%	0.77%	0.51%	0.0%	1.13%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.5%	0.27%	0.73%	0.81%	0.0%	2.24%	0.90%	0.81%	0.0%	0.51%	1.17%	0.0%	1.40%	0.0%	0.0%	0.43%	0.21%	0.0%	0.28%					
31	"14. ""Великая Россия - Евразийский Союз"""	37	0	0	1	1	0	0	1	1	0	1	0	2	3	0	0	2	2	3	3	0	0	0	2	5	3	0	2	0	0	1	1	1	2					
		0.31%	0.0%	0.0%	0.21%	0.15%	0.0%	0.0%	0.75%	0.37%	0.0%	0.35%	0.0%	2.06%	1.14%	0.0%	0.0%	0.10%	0.29%	0.81%	0.65%	0.0%	0.0%	0.0%	0.43%	0.64%	0.88%	0.0%	0.46%	0.0%	0.0%	0.43%	0.10%	1.07%	0.57%					
32	"15. ""Партия СЛОН"""	12	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0					
		0.10%	0.0%	0.0%	0.21%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.25%	0.16%	0.14%	0.27%	0.0%	0.0%	0.0%	0.0%	0.21%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	543	7	8	20	43	5	13	5	6	4	8	1	0	14	4	13	83	46	19	11	1	12	5	11	40	17	25	16	13	11	9	56	4	13					
		4.55%	11.29%	9.09%	4.32%	6.45%	3.87%	3.34%	3.78%	2.26%	3.41%	2.87%	2.63%	0.0%	5.34%	2.51%	3.25%	4.48%	6.78%	5.17%	2.40%	1.12%	10.81%	4.06%	2.41%	5.14%	5.0%	3.40%	3.75%	6.66%	5.72%	3.91%	6.12%	4.30%	3.71%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	47	0	0	1	2	0	3	0	0	0	4	0	0	0	1	1	4	7	2	3	1	3	1	4	3	2	1	2	0	0	1	1	0	0					
		0.39%	0.0%	0.0%	0.21%	0.30%	0.0%	0.77%	0.0%	0.0%	0.0%	1.43%	0.0%	0.0%	0.0%	0.62%	0.25%	0.21%	1.03%	0.54%	0.65%	1.12%	2.70%	0.81%	0.87%	0.38%	0.58%	0.13%	0.46%	0.0%	0.0%	0.43%	0.10%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1502	4	14	50	71	13	40	17	27	18	22	9	12	21	30	65	234	89	67	77	10	18	18	48	100	45	90	60	33	15	28	87	7	63					
		12.59%	6.45%	15.90%	10.82%	10.66%	10.07%	10.28%	12.87%	10.18%	15.38%	7.91%	23.68%	12.37%	8.01%	18.86%	16.25%	12.65%	13.12%	18.25%	16.81%	11.23%	16.21%	14.63%	10.54%	12.87%	13.23%	12.26%	14.08%	16.92%	7.81%	12.17%	9.50%	7.52%	18.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	695	3	3	12	39	3	21	5	30	6	12	7	8	6	5	8	104	33	14	32	2	4	13	57	44	17	48	28	13	3	9	90	4	12					
		5.82%	4.83%	3.40%	2.59%	5.85%	2.32%	5.39%	3.78%	11.32%	5.12%	4.31%	18.42%	8.24%	2.29%	3.14%	2.0%	5.62%	4.86%	3.81%	6.98%	2.24%	3.60%	10.56%	12.52%	5.66%	5.0%	6.53%	6.57%	6.66%	1.56%	3.91%	9.83%	4.30%	3.42%					
37	"20. ""Политическая партия ""Единая Россия"""	4744	34	37	194	265	62	168	60	93	46	123	10	40	76	71	190	726	282	125	194	40	23	50	177	323	119	320	136	76	95	99	359	28	103					
		39.77%	54.83%	42.04%	41.99%	39.78%	48.06%	43.18%	45.45%	35.09%	39.31%	44.24%	26.31%	41.23%	29.00%	44.65%	47.5%	39.26%	41.59%	34.05%	42.35%	44.94%	20.72%	40.65%	38.90%	41.57%	35.0%	43.59%	31.92%	38.97%	49.47%	43.04%	39.23%	30.10%	29.42%					
38	"21. ""Российская Конституционно-демократическая партия"""	30	0	0	2	0	0	0	2	1	0	1	0	0	1	0	3	4	2	0	0	2	0	2	1	1	1	2	0	2	0	0	2	0	1					
		0.25%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	1.51%	0.37%	0.0%	0.35%	0.0%	0.0%	0.38%	0.0%	0.75%	0.21%	0.29%	0.0%	0.0%	2.24%	0.0%	1.62%	0.21%	0.12%	0.29%	0.27%	0.0%	1.02%	0.0%	0.0%	0.21%	0.0%	0.28%					
39	"22. ""Развитие предпринимательства"""	30	1	0	0	0	0	1	0	3	1	0	0	0	1	0	0	7	5	0	3	0	1	0	1	0	0	0	3	0	0	0	1	0	2					
		0.25%	1.61%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	1.13%	0.85%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.37%	0.73%	0.0%	0.65%	0.0%	0.90%	0.0%	0.21%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.10%	0.0%	0.57%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1624	2	16	85	75	6	47	14	50	10	28	2	8	48	14	38	264	73	46	67	7	10	11	62	130	50	114	75	25	27	29	153	20	18					
		13.61%	3.22%	18.18%	18.39%	11.26%	4.65%	12.08%	10.60%	18.86%	8.54%	10.07%	5.26%	8.24%	18.32%	8.80%	9.5%	14.27%	10.76%	12.53%	14.62%	7.86%	9.00%	8.94%	13.62%	16.73%	14.70%	15.53%	17.60%	12.82%	14.06%	12.60%	16.72%	21.50%	5.14%					
																																								
41	Против всех	266	2	3	9	13	2	8	3	7	2	1	2	5	6	7	10	45	7	4	0	5	7	3	8	18	13	15	10	4	5	9	22	5	6					
		2.23%	3.22%	3.40%	1.94%	1.95%	1.55%	2.05%	2.27%	2.64%	1.70%	0.35%	5.26%	5.15%	2.29%	4.40%	2.5%	2.43%	1.03%	1.08%	0.0%	5.61%	6.30%	2.43%	1.75%	2.31%	3.82%	2.04%	2.34%	2.05%	2.60%	3.91%	2.40%	5.37%	1.71%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
