		5.49%	5.17%	5.90%	5.84%	6.40%	8.21%	7.31%	7.28%	6.00%	5.86%	5.99%	4.27%	5.42%	5.22%	5.75%	5.19%	6.07%	4.36%	7.65%	6.89%	9.57%	6.99%	3.76%	5.12%	5.91%	7.96%	7.20%	4.73%	5.91%	5.31%	4.51%	5.60%	5.08%	3.89%	5.65%	5.41%	5.59%	4.38%	6.74%	6.42%	5.63%	4.94%	5.84%	4.37%	5.44%	6.18%	6.58%	6.31%	5.88%	5.14%	6.19%	5.52%	4.19%	6.24%	5.26%	2.22%	3.78%	4.87%	5.95%	6.68%	4.46%	5.06%	6.04%	6.35%	5.08%	5.70%	5.45%	4.84%	6.29%	7.75%	4.41%	5.76%	5.55%	3.11%	2.47%	7.02%	3.91%	3.20%	2.38%	5.00%	6.04%	3.15%	6.09%	5.48%	0.86%	4.96%	4.12%	1.37%	5.11%	4.92%	6.88%	6.25%									
22	Прохоров Михаил Дмитриевич	17748	388	539	416	284	213	233	317	358	323	392	404	395	470	508	448	411	159	256	203	132	155	180	213	134	130	150	96	217	109	111	136	135	145	237	129	141	151	103	167	256	216	180	90	175	183	137	263	169	210	136	210	156	128	179	62	82	160	130	214	218	230	164	144	224	196	224	298	200	153	146	267	236	98	82	377	141	108	15	12	29	45	175	191	31	149	142	77	147	177	20	8									
		16.33%	33.42%	26.27%	23.80%	21.13%	16.33%	19.15%	20.23%	21.94%	20.57%	22.80%	22.68%	22.52%	25.56%	28.36%	26.73%	23.74%	17.79%	16.89%	13.98%	11.91%	12.61%	10.58%	14.93%	11.47%	10.56%	13.02%	12.26%	14.74%	14.12%	12.51%	11.03%	10.72%	12.00%	15.56%	9.70%	15.75%	14.06%	10.21%	14.48%	17.16%	13.50%	13.47%	9.37%	13.61%	14.49%	13.07%	19.74%	16.30%	16.87%	20.06%	18.68%	18.14%	14.02%	16.24%	13.75%	11.08%	17.32%	15.78%	14.44%	15.92%	17.36%	14.56%	13.86%	15.60%	16.94%	18.78%	20.88%	13.99%	15.01%	16.94%	17.90%	15.98%	9.83%	9.20%	23.83%	9.68%	9.11%	11.90%	4.29%	8.76%	10.90%	12.99%	14.54%	2.44%	13.20%	12.19%	4.79%	20.88%	15.01%	8.10%	12.50%									
23	Путин Владимир Владимирович	65015	547	1059	907	733	748	678	869	870	873	884	1009	944	968	834	856	874	517	891	861	634	747	1166	869	729	774	683	483	926	506	572	808	797	789	903	865	538	634	608	700	899	978	804	636	825	767	649	773	622	755	373	630	504	514	642	303	469	550	473	919	831	801	683	628	894	675	681	823	842	620	525	864	908	672	608	807	981	805	77	198	235	309	778	781	1133	733	762	1379	375	719	110	40									
		59.81%	47.11%	51.61%	51.89%	54.54%	57.36%	55.71%	55.46%	53.31%	55.61%	51.43%	56.65%	53.82%	52.64%	46.57%	51.07%	50.49%	57.83%	58.77%	59.30%	57.22%	60.78%	68.55%	60.90%	62.41%	62.88%	59.29%	61.69%	62.91%	65.54%	64.49%	65.53%	63.30%	65.31%	59.29%	65.04%	60.11%	59.03%	60.26%	60.71%	60.25%	61.13%	60.18%	66.18%	64.15%	60.73%	61.93%	58.03%	59.98%	60.64%	55.01%	56.05%	58.60%	56.30%	58.26%	67.18%	63.38%	59.52%	57.40%	62.01%	60.70%	60.45%	60.66%	60.44%	62.26%	58.34%	57.08%	57.67%	58.88%	60.84%	60.90%	57.91%	61.48%	67.40%	68.24%	51.01%	67.38%	67.88%	61.11%	70.71%	70.99%	74.82%	57.76%	59.44%	89.00%	64.92%	65.41%	85.87%	53.27%	60.98%	44.53%	62.50%									
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
