Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Адамовская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	416	36	35	26	36	20	21	5	2	2	5	1	15	2	2	15	2	2	15	2	0	25	23	2	4	5	10	2	18	2	17	10	2	2	4	18	10	15	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	144	9	20	11	13	3	8	3	0	2	5	0	3	2	1	1	0	0	2	0	0	6	23	0	3	5	5	0	4	0	5	2	2	0	1	2	1	1	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	93	5	2	3	0	1	15	1	1	1	1	2	2	0	2	1	3	2	1	1	0	15	2	1	1	3	1	2	1	2	2	6	3	1	2	1	1	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	272	27	15	15	23	17	13	2	2	0	0	1	12	0	1	14	2	2	13	2	0	19	0	2	1	0	5	2	14	2	12	8	0	2	3	16	9	14	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	2	2	1	1	4	7	1	0	0	2	0	0	0	1	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	3	0	0	0	0	4	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	70	4	7	2	5	0	0	2	2	0	1	0	5	0	1	5	1	1	1	0	0	7	2	0	1	1	2	1	1	0	5	0	0	0	1	11	1	0	0									
		0.85%	0.92%	1.15%	0.46%	1.22%	0.00%	0.00%	1.09%	2.22%	0.00%	0.73%	0.00%	1.30%	0.00%	0.80%	1.23%	0.93%	1.28%	0.28%	0.00%	0.00%	1.72%	0.55%	0.00%	0.89%	0.81%	1.46%	2.33%	0.35%	0.00%	1.24%	0.00%	0.00%	0.00%	1.01%	2.47%	0.53%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	329	16	21	21	7	4	14	4	0	2	6	4	11	2	3	12	2	4	16	3	2	15	17	2	4	6	6	4	8	1	31	13	7	5	8	24	9	10	5									
		4.01%	3.69%	3.45%	4.79%	1.71%	1.97%	3.97%	2.17%	0.00%	2.90%	4.38%	6.15%	2.86%	3.51%	2.40%	2.95%	1.85%	5.13%	4.56%	3.16%	4.26%	3.69%	4.64%	2.11%	3.57%	4.84%	4.38%	9.30%	2.81%	1.14%	7.69%	7.43%	7.69%	3.68%	8.08%	5.39%	4.81%	3.61%	5.05%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	141	8	9	4	10	4	2	4	0	1	2	0	6	1	2	4	1	1	10	0	2	6	5	2	0	3	7	0	2	5	9	4	3	1	4	5	3	8	3									
		1.72%	1.84%	1.48%	0.91%	2.44%	1.97%	0.57%	2.17%	0.00%	1.45%	1.46%	0.00%	1.56%	1.75%	1.60%	0.98%	0.93%	1.28%	2.85%	0.00%	4.26%	1.48%	1.37%	2.11%	0.00%	2.42%	5.11%	0.00%	0.70%	5.68%	2.23%	2.29%	3.30%	0.74%	4.04%	1.12%	1.60%	2.89%	3.03%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3017	141	222	157	158	67	125	69	45	35	35	29	90	21	59	168	52	49	142	53	23	166	176	51	36	48	32	8	131	30	116	64	43	59	34	128	57	71	27									
		36.75%	32.49%	36.51%	35.84%	38.63%	33.00%	35.41%	37.50%	50.00%	50.72%	25.55%	44.62%	23.44%	36.84%	47.20%	41.28%	48.15%	62.82%	40.46%	55.79%	48.94%	40.89%	48.09%	53.68%	32.14%	38.71%	23.36%	18.60%	45.96%	34.09%	28.78%	36.57%	47.25%	43.38%	34.34%	28.76%	30.48%	25.63%	27.27%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	0	4	1	2	3	2	1	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	2	0	0	1	0	4	1	0	0	0	0	2	0	1									
		0.38%	0.00%	0.66%	0.23%	0.49%	1.48%	0.57%	0.54%	0.00%	0.00%	0.73%	0.00%	0.26%	0.00%	0.00%	0.25%	0.93%	0.00%	0.28%	0.00%	0.00%	0.25%	0.27%	0.00%	0.00%	1.61%	0.00%	0.00%	0.35%	0.00%	0.99%	0.57%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	1.01%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.54%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	1.10%	0.00%	1.01%	0.22%	0.53%	0.36%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1901	107	133	109	125	52	81	45	16	13	25	7	89	18	15	68	23	13	72	6	4	106	94	9	23	32	46	14	46	28	93	43	11	15	10	133	59	99	19									
		23.15%	24.65%	21.88%	24.89%	30.56%	25.62%	22.95%	24.46%	17.78%	18.84%	18.25%	10.77%	23.18%	31.58%	12.00%	16.71%	21.30%	16.67%	20.51%	6.32%	8.51%	26.11%	25.68%	9.47%	20.54%	25.81%	33.58%	32.56%	16.14%	31.82%	23.08%	24.57%	12.09%	11.03%	10.10%	29.89%	31.55%	35.74%	19.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	1	3	4	6	0	2	0	1	0	1	0	1	0	0	2	0	1	0	0	0	2	2	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0									
		0.38%	0.23%	0.49%	0.91%	1.47%	0.00%	0.57%	0.00%	1.11%	0.00%	0.73%	0.00%	0.26%	0.00%	0.00%	0.49%	0.00%	1.28%	0.00%	0.00%	0.00%	0.49%	0.55%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.25%	1.14%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	158	14	26	16	16	0	10	7	2	1	3	0	4	1	1	3	0	0	2	0	0	5	1	0	2	2	1	0	4	2	10	2	0	2	1	7	1	10	2									
		1.92%	3.23%	4.28%	3.65%	3.91%	0.00%	2.83%	3.80%	2.22%	1.45%	2.19%	0.00%	1.04%	1.75%	0.80%	0.74%	0.00%	0.00%	0.57%	0.00%	0.00%	1.23%	0.27%	0.00%	1.79%	1.61%	0.73%	0.00%	1.40%	2.27%	2.48%	1.14%	0.00%	1.47%	1.01%	1.57%	0.53%	3.61%	2.02%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	3	0	1	0									
		0.19%	0.00%	0.00%	0.46%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	1.05%	0.00%	0.00%	0.55%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.36%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	5	6	2	3	2	3	0	0	1	1	2	2	2	2	1	1	0	2	0	0	2	2	0	0	0	0	1	2	1	1	0	1	0	1	2	2	7	0									
		0.69%	1.15%	0.99%	0.46%	0.73%	0.99%	0.85%	0.00%	0.00%	1.45%	0.73%	3.08%	0.52%	3.51%	1.60%	0.25%	0.93%	0.00%	0.57%	0.00%	0.00%	0.49%	0.55%	0.00%	0.00%	0.00%	0.00%	2.33%	0.70%	1.14%	0.25%	0.00%	1.10%	0.00%	1.01%	0.45%	1.07%	2.53%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1521	93	113	85	35	46	72	28	14	13	29	14	60	8	5	93	12	0	60	19	13	70	40	14	32	19	23	10	52	14	103	37	15	36	32	99	42	46	25									
		18.53%	21.43%	18.59%	19.41%	8.56%	22.66%	20.40%	15.22%	15.56%	18.84%	21.17%	21.54%	15.63%	14.04%	4.00%	22.85%	11.11%	0.00%	17.09%	20.00%	27.66%	17.24%	10.93%	14.74%	28.57%	15.32%	16.79%	23.26%	18.25%	15.91%	25.56%	21.14%	16.48%	26.47%	32.32%	22.25%	22.46%	16.61%	25.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	5	1	1	1	0	0	2	0	0	1	0	2	0	0	2	1	1	1	0	0	3	3	2	1	0	0	2	2	0	0	1	1	0	1	0	0	0	0									
		0.41%	1.15%	0.16%	0.23%	0.24%	0.00%	0.00%	1.09%	0.00%	0.00%	0.73%	0.00%	0.52%	0.00%	0.00%	0.49%	0.93%	1.28%	0.28%	0.00%	0.00%	0.74%	0.82%	2.11%	0.89%	0.00%	0.00%	4.65%	0.70%	0.00%	0.00%	0.57%	1.10%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	625	27	38	22	21	14	33	14	9	1	29	9	98	2	31	29	11	7	27	12	3	17	16	14	8	5	14	3	20	3	20	4	3	10	3	15	7	20	6									
		7.61%	6.22%	6.25%	5.02%	5.13%	6.90%	9.35%	7.61%	10.00%	1.45%	21.17%	13.85%	25.52%	3.51%	24.80%	7.13%	10.19%	8.97%	7.69%	12.63%	6.38%	4.19%	4.37%	14.74%	7.14%	4.03%	10.22%	6.98%	7.02%	3.41%	4.96%	2.29%	3.30%	7.35%	3.03%	3.37%	3.74%	7.22%	6.06%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
