Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Степновская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146					
14	Число погашенных неиспользованных открепительных удостоверений	87	6	5	7	4	2	0	3	0	8	0	8	10	5	10	16	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	266	13	1	18	1	1	38	2	25	20	22	5	37	34	22	24	3					
		3.08%	2.16%	0.37%	3.90%	0.63%	0.80%	5.05%	0.78%	3.30%	2.74%	3.28%	1.11%	3.85%	3.93%	2.88%	4.40%	1.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	0	0	2	0	0	0	0	2	5	0	0	3	2	1	3	0					
		0.21%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.26%	0.68%	0.00%	0.00%	0.31%	0.23%	0.13%	0.55%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	1	0	0	0	0	1	0	1	0	2	1	0	0					
		0.07%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.22%	0.00%	0.23%	0.13%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	821	82	16	20	11	1	63	9	54	49	43	32	115	117	108	56	45					
		9.49%	13.60%	5.90%	4.33%	6.92%	0.80%	8.37%	3.49%	7.13%	6.71%	6.42%	7.10%	11.95%	13.53%	14.15%	10.28%	16.42%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	0	0	0	0	0	0	0	1	4	3	0	1	4	6	1	1					
		0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.55%	0.45%	0.00%	0.10%	0.46%	0.79%	0.18%	0.36%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	0	3	0	0	1	0	0	0	0	2	2	3	1	1	0					
		0.15%	0.00%	0.00%	0.65%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.44%	0.21%	0.35%	0.13%	0.18%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	473	32	8	20	10	2	32	13	54	18	63	15	71	59	33	41	2					
		5.47%	5.31%	2.95%	4.33%	6.29%	1.60%	4.25%	5.04%	7.13%	2.47%	9.40%	3.33%	7.38%	6.82%	4.33%	7.52%	0.73%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	841	50	6	55	10	14	80	29	36	72	107	37	117	93	45	50	40					
		9.72%	8.29%	2.21%	11.90%	6.29%	11.20%	10.62%	11.24%	4.76%	9.86%	15.97%	8.20%	12.16%	10.75%	5.90%	9.17%	14.60%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	40	6	0	2	1	0	2	0	0	6	5	1	7	2	5	2	1					
		0.46%	0.99%	0.00%	0.43%	0.63%	0.00%	0.27%	0.00%	0.00%	0.82%	0.75%	0.22%	0.73%	0.23%	0.66%	0.37%	0.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5981	410	231	333	123	106	526	203	560	546	415	345	592	531	520	360	180					
		69.16%	67.99%	85.24%	72.08%	77.36%	84.80%	69.85%	78.68%	73.98%	74.79%	61.94%	76.50%	61.54%	61.39%	68.15%	66.06%	65.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	60	5	9	3	0	1	5	1	5	2	5	6	4	9	3	2	0					
		0.69%	0.83%	3.32%	0.65%	0.00%	0.80%	0.66%	0.39%	0.66%	0.27%	0.75%	1.33%	0.42%	1.04%	0.39%	0.37%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
