Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																								
Дата голосования: 02.12.2007																																																																								
																																																																								
Наименование Избирательной комиссии:    территориальная избирательная комиссия Меленковского района																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	532	10	10	22	10	10	15	10	25	10	15	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	20	10	15	5	10	10	45	5	5	5	5	5	5	5	5	5	5	10	10	5	5	5	5	10	5	5	5	5	5	15	10	5	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	313	0	7	22	7	10	13	3	19	9	11	3	0	0	10	0	0	0	1	1	1	0	1	1	0	2	1	2	2	0	1	20	8	13	5	5	10	33	0	3	2	2	1	2	1	5	0	0	10	7	4	0	0	3	8	3	5	1	0	3	13	10	3	5	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	142	2	5	5	3	9	3	0	5	7	7	2	2	0	7	0	2	0	0	0	2	0	0	0	0	0	0	3	1	0	0	1	0	6	4	3	1	3	0	1	2	3	2	1	0	8	0	1	2	11	3	1	2	1	2	3	5	0	2	2	0	2	2	2	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	219	10	3	0	3	0	2	7	6	1	4	2	5	5	0	5	5	5	4	4	4	5	4	4	5	3	4	3	3	5	4	0	2	2	0	5	0	12	5	2	3	3	4	3	4	0	5	5	0	3	1	5	5	2	2	2	0	4	5	2	2	0	2	5	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
18	1.Политическая партия «Аграрная партия России»	872	14	19	32	22	28	21	9	14	17	17	7	4	4	65	2	9	0	6	4	7	2	3	12	0	0	5	2	12	2	0	9	3	14	4	1	16	89	13	6	14	12	16	17	17	98	14	24	10	12	9	5	12	4	6	2	2	9	2	7	41	24	5	11	2	3					
		4.31%	2.90%	3.26%	2.74%	3.95%	2.76%	2.20%	1.70%	1.51%	1.71%	3.96%	4.09%	2.05%	3.92%	14.94%	2.35%	6.08%	0.00%	2.76%	1.69%	3.27%	1.07%	2.50%	5.04%	0.00%	0.00%	2.58%	1.40%	8.70%	2.90%	0.00%	2.05%	2.03%	3.08%	1.16%	0.60%	6.67%	12.77%	8.28%	5.50%	11.86%	6.56%	7.48%	5.61%	10.49%	15.61%	7.41%	12.90%	2.38%	2.76%	3.41%	2.02%	5.38%	1.85%	2.28%	1.27%	2.13%	3.70%	1.59%	2.85%	10.22%	9.20%	3.27%	2.06%	2.13%	4.17%					
19	2.Всероссийская политическая партия «Гражданская Сила»	81	0	3	9	2	3	14	5	0	2	3	1	0	1	3	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	1	1	0	0	2	0	1	0	1	2	0	0	1	0	1	5	2	1	0	0	0	1	1	2	0	0	0	2	0	0	3	0	2					
		0.40%	0.00%	0.52%	0.77%	0.36%	0.30%	1.47%	0.94%	0.00%	0.20%	0.70%	0.58%	0.00%	0.98%	0.69%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.22%	0.29%	0.00%	0.00%	0.29%	0.00%	0.92%	0.00%	0.55%	0.93%	0.00%	0.00%	0.16%	0.00%	0.54%	1.19%	0.46%	0.38%	0.00%	0.00%	0.00%	0.38%	0.63%	2.13%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.56%	0.00%	2.78%					
20	3.Политическая партия «Демократическая партия России»	19	0	0	1	0	0	0	3	2	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0					
		0.09%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.57%	0.22%	0.10%	0.00%	0.00%	0.51%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	0.00%	0.93%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.19%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2129	57	84	171	75	133	121	97	112	159	42	10	22	13	71	9	6	3	20	17	10	13	7	25	4	18	17	12	9	0	16	21	20	38	48	9	16	44	11	5	10	23	17	31	8	47	12	18	46	45	14	8	21	16	57	18	15	12	1	17	28	24	7	58	8	3					
		10.53%	11.83%	14.43%	14.67%	13.46%	13.10%	12.68%	18.30%	12.07%	15.95%	9.79%	5.85%	11.28%	12.75%	16.32%	10.59%	4.05%	3.37%	9.22%	7.20%	4.67%	6.95%	5.83%	10.50%	3.70%	18.37%	8.76%	8.39%	6.52%	0.00%	7.80%	4.77%	13.51%	8.37%	13.91%	5.36%	6.67%	6.31%	7.01%	4.59%	8.47%	12.57%	7.94%	10.23%	4.94%	7.48%	6.35%	9.68%	10.95%	10.37%	5.30%	3.24%	9.42%	7.41%	21.67%	11.39%	15.96%	4.94%	0.79%	6.91%	6.98%	9.20%	4.58%	10.84%	8.51%	4.17%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	88	8	5	12	7	6	6	2	6	5	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	3	1	1	0	1	1	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	4	1	1					
		0.44%	1.66%	0.86%	1.03%	1.26%	0.59%	0.63%	0.38%	0.65%	0.50%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	1.67%	0.43%	0.64%	0.92%	0.00%	0.55%	0.47%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.69%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.38%	0.00%	0.75%	1.06%	1.39%					
23	6.Политическая партия «Партия социальной справедливости»	49	1	0	3	3	6	0	0	4	3	1	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	2	0	0	0	1	1	1	2	0	2	0	3	2	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0					
		0.24%	0.21%	0.00%	0.26%	0.54%	0.59%	0.00%	0.00%	0.43%	0.30%	0.23%	0.00%	0.00%	0.98%	0.23%	1.18%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.22%	0.00%	0.60%	0.00%	0.29%	0.00%	0.00%	0.00%	0.55%	0.47%	0.33%	1.23%	0.00%	1.06%	0.00%	0.71%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	2.13%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.19%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1700	60	58	104	36	96	98	38	91	68	50	18	21	6	32	3	3	4	11	21	26	16	27	17	11	6	19	13	5	1	20	28	7	57	19	10	25	32	11	11	10	23	16	27	23	60	11	12	38	35	28	13	10	11	14	21	4	18	6	26	34	22	15	34	9	1					
		8.41%	12.45%	9.97%	8.92%	6.46%	9.46%	10.27%	7.17%	9.81%	6.82%	11.66%	10.53%	10.77%	5.88%	7.36%	3.53%	2.03%	4.49%	5.07%	8.90%	12.15%	8.56%	22.50%	7.14%	10.19%	6.12%	9.79%	9.09%	3.62%	1.45%	9.76%	6.36%	4.73%	12.56%	5.51%	5.95%	10.42%	4.59%	7.01%	10.09%	8.47%	12.57%	7.48%	8.91%	14.20%	9.55%	5.82%	6.45%	9.05%	8.06%	10.61%	5.26%	4.48%	5.09%	5.32%	13.29%	4.26%	7.41%	4.76%	10.57%	8.48%	8.43%	9.80%	6.36%	9.57%	1.39%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1332	35	34	82	58	73	45	31	70	52	25	6	4	2	30	5	1	1	11	13	5	4	4	10	4	5	4	4	3	0	5	48	4	24	8	4	7	116	25	4	13	4	7	14	11	34	4	10	28	30	22	1	30	15	17	8	11	5	78	34	18	18	10	40	2	2					
		6.59%	7.26%	5.84%	7.03%	10.41%	7.19%	4.72%	5.85%	7.54%	5.22%	5.83%	3.51%	2.05%	1.96%	6.90%	5.88%	0.68%	1.12%	5.07%	5.51%	2.34%	2.14%	3.33%	4.20%	3.70%	5.10%	2.06%	2.80%	2.17%	0.00%	2.44%	10.91%	2.70%	5.29%	2.32%	2.38%	2.92%	16.64%	15.92%	3.67%	11.02%	2.19%	3.27%	4.62%	6.79%	5.41%	2.12%	5.38%	6.67%	6.91%	8.33%	0.40%	13.45%	6.94%	6.46%	5.06%	11.70%	2.06%	61.90%	13.82%	4.49%	6.90%	6.54%	7.48%	2.13%	2.78%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	227	9	7	18	3	9	5	6	16	20	3	2	3	1	2	2	0	0	1	4	1	0	0	3	0	3	1	0	1	1	2	3	0	5	8	0	3	9	1	1	0	3	4	2	2	6	2	2	3	4	2	7	3	4	5	1	0	3	0	4	1	5	2	8	0	1					
		1.12%	1.87%	1.20%	1.54%	0.54%	0.89%	0.52%	1.13%	1.72%	2.01%	0.70%	1.17%	1.54%	0.98%	0.46%	2.35%	0.00%	0.00%	0.46%	1.69%	0.47%	0.00%	0.00%	1.26%	0.00%	3.06%	0.52%	0.00%	0.72%	1.45%	0.98%	0.68%	0.00%	1.10%	2.32%	0.00%	1.25%	1.29%	0.64%	0.92%	0.00%	1.64%	1.87%	0.66%	1.23%	0.96%	1.06%	1.08%	0.71%	0.92%	0.76%	2.83%	1.35%	1.85%	1.90%	0.63%	0.00%	1.23%	0.00%	1.63%	0.25%	1.92%	1.31%	1.50%	0.00%	1.39%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13303	286	351	703	337	634	620	326	592	651	270	126	139	70	224	62	127	81	165	172	160	148	77	169	86	65	142	108	108	65	160	324	110	300	249	134	162	388	94	80	68	110	143	198	96	374	136	116	282	292	183	212	143	163	158	105	49	195	38	154	265	163	113	352	72	58					
		65.78%	59.34%	60.31%	60.29%	60.50%	62.46%	64.99%	61.51%	63.79%	65.30%	62.94%	73.68%	71.28%	68.63%	51.49%	72.94%	85.81%	91.01%	76.04%	72.88%	74.77%	79.14%	64.17%	71.01%	79.63%	66.33%	73.20%	75.52%	78.26%	94.20%	78.05%	73.64%	74.32%	66.08%	72.17%	79.76%	67.50%	55.67%	59.87%	73.39%	57.63%	60.11%	66.82%	65.35%	59.26%	59.55%	71.96%	62.37%	67.14%	67.28%	69.32%	85.83%	64.13%	75.46%	60.08%	66.46%	52.13%	80.25%	30.16%	62.60%	66.08%	62.45%	73.86%	65.79%	76.60%	80.56%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	151	10	7	15	5	8	18	5	6	6	4	0	0	0	3	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	1	0	2	3	6	0	3	3	1	0	1	2	1	4	0	2	1	0	0	5	2	0	0	2	2	0	9	0	0	0	0	1	0	8	0	0					
		0.75%	2.07%	1.20%	1.29%	0.90%	0.79%	1.89%	0.94%	0.65%	0.60%	0.93%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.53%	1.67%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.49%	0.00%	1.35%	0.66%	1.74%	0.00%	1.25%	0.43%	0.64%	0.00%	0.85%	1.09%	0.47%	1.32%	0.00%	0.32%	0.53%	0.00%	0.00%	1.15%	0.76%	0.00%	0.00%	0.93%	0.76%	0.00%	9.57%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	1.50%	0.00%	0.00%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
