Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Сафакулевская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК  831	УИК  832	УИК  833	УИК  834	УИК  835	УИК  836	УИК  837	УИК  838	УИК  839	УИК  840	УИК  841	УИК  842	УИК  843	УИК  844	УИК  845	УИК  846	УИК  847	УИК  848	УИК  849	УИК  850	УИК  851	УИК  852	УИК  853	УИК  854	УИК  855	УИК  856	УИК  857	УИК  858	УИК  859	УИК  860	УИК  861	УИК  862	УИК  863	УИК  864					
		2.97%	6.06%	3.03%	3.68%	1.13%	2.36%	3.46%	1.87%	0.00%	0.00%	4.60%	7.95%	0.74%	14.63%	3.77%	2.13%	0.00%	2.78%	5.56%	1.42%	1.79%	2.27%	1.50%	1.95%	3.36%	2.15%	2.14%	1.83%	0.39%	3.93%	2.22%	2.83%	1.32%	4.76%	2.43%					
19	. Малышкин Олег Александрович	191	1	6	7	0	5	7	4	4	4	13	1	8	3	5	11	0	5	13	5	4	6	1	10	1	5	6	2	9	8	2	8	8	9	10					
		2.08%	0.51%	2.27%	1.84%	0.00%	1.69%	1.51%	1.50%	3.36%	6.06%	2.84%	0.66%	5.88%	3.66%	9.43%	2.93%	0.00%	6.94%	4.81%	3.55%	3.57%	1.94%	0.75%	2.44%	0.67%	5.38%	2.56%	0.52%	3.52%	2.42%	1.48%	2.27%	2.11%	0.91%	1.74%					
20	. Миронов Сергей Михайлович	38	4	3	1	2	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	2	1	5	0	0	1	3	1	4	0	2	1	0	1					
		0.41%	2.02%	1.14%	0.26%	0.45%	0.68%	0.00%	0.00%	0.00%	0.00%	0.22%	0.66%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.79%	0.65%	0.75%	1.22%	0.00%	0.00%	0.43%	0.78%	0.39%	1.21%	0.00%	0.57%	0.26%	0.00%	0.17%					
21	. Путин Владимир Владимирович	5844	111	196	245	288	132	285	141	101	47	321	91	48	49	23	218	68	39	116	81	60	190	95	260	101	47	155	255	154	201	53	260	288	696	429					
		63.61%	56.06%	74.24%	64.47%	65.01%	44.59%	61.56%	52.81%	84.87%	71.21%	70.24%	60.26%	35.29%	59.76%	43.40%	57.98%	60.18%	54.17%	42.96%	57.45%	53.57%	61.49%	71.43%	63.41%	67.79%	50.54%	66.24%	66.58%	60.16%	60.73%	39.26%	73.65%	75.99%	70.45%	74.61%					
22	. Хакамада Ирина Муцуовна	158	6	1	3	4	3	7	5	0	5	8	5	5	2	1	4	2	2	6	1	0	6	1	12	1	2	8	0	3	4	5	9	2	26	9					
		1.72%	3.03%	0.38%	0.79%	0.90%	1.01%	1.51%	1.87%	0.00%	7.58%	1.75%	3.31%	3.68%	2.44%	1.89%	1.06%	1.77%	2.78%	2.22%	0.71%	0.00%	1.94%	0.75%	2.93%	0.67%	2.15%	3.42%	0.00%	1.17%	1.21%	3.70%	2.55%	0.53%	2.63%	1.57%					
23	. Харитонов Николай Михайлович	2429	61	49	100	136	138	135	106	9	5	74	36	68	15	19	120	39	21	107	49	41	89	32	106	39	33	58	107	80	84	69	54	71	182	97					
		26.44%	30.81%	18.56%	26.32%	30.70%	46.62%	29.16%	39.70%	7.56%	7.58%	16.19%	23.84%	50.00%	18.29%	35.85%	31.91%	34.51%	29.17%	39.63%	34.75%	36.61%	28.80%	24.06%	25.85%	26.17%	35.48%	24.79%	27.94%	31.25%	25.38%	51.11%	15.30%	18.73%	18.42%	16.87%					
																																									
24	Против всех	154	0	0	9	2	3	12	3	3	5	13	1	3	1	3	5	3	1	6	2	1	5	1	5	1	2	1	6	2	12	1	7	2	21	12					
		1.68%	0.00%	0.00%	2.37%	0.45%	1.01%	2.59%	1.12%	2.52%	7.58%	2.84%	0.66%	2.21%	1.22%	5.66%	1.33%	2.65%	1.39%	2.22%	1.42%	0.89%	1.62%	0.75%	1.22%	0.67%	2.15%	0.43%	1.57%	0.78%	3.63%	0.74%	1.98%	0.53%	2.13%	2.09%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
