Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Тосненская																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1320	40	40	40	10	40	10	20	20	40	40	40	40	40	40	15	15	15	15	40	30	19	31	30	20	20	10	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	10	10	20	20	15	10	10	10	10	5	20	5	5	5	10	20	35					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	257	7	9	11	0	6	0	2	6	6	15	11	10	13	6	3	1	3	1	1	4	1	3	1	3	1	0	2	3	5	1	1	1	0	2	1	6	4	0	0	7	3	0	4	1	0	0	3	4	3	12	0	2	5	1	1	18	0	1	0	3	4	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	246	6	7	6	1	6	4	2	10	3	7	4	1	2	4	2	15	4	2	5	0	1	4	4	1	2	1	4	4	9	1	4	3	11	2	6	4	2	1	3	4	3	2	0	6	1	0	1	2	1	2	5	8	1	8	4	7	6	1	3	13	7	3					
14	Число погашенных открепительных удостоверений	1063	33	31	29	10	34	10	18	14	34	25	29	30	27	34	12	14	12	14	39	26	18	28	29	17	19	10	18	17	15	19	19	19	20	18	19	14	16	20	20	13	17	20	16	19	20	10	7	16	17	3	10	8	5	9	4	2	5	4	5	7	16	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	"1. ""ЕДИНЕНИЕ"""	442	7	13	12	2	11	6	6	3	12	9	8	3	5	7	7	6	4	4	17	10	3	5	22	5	7	5	10	4	1	7	2	8	6	7	6	3	1	3	16	12	11	2	13	3	9	2	8	3	11	9	2	5	15	1	2	24	4	4	2	3	15	9					
		1.17%	0.74%	1.14%	1.09%	0.85%	1.12%	1.90%	0.85%	0.54%	0.99%	0.74%	0.67%	0.30%	0.41%	0.71%	1.88%	1.51%	1.34%	0.98%	1.41%	0.97%	0.51%	0.59%	2.18%	1.06%	1.17%	1.59%	1.49%	1.12%	0.25%	1.66%	0.75%	1.55%	2.02%	1.98%	1.35%	0.61%	0.18%	0.87%	1.44%	2.41%	1.78%	1.80%	2.32%	0.92%	0.97%	1.49%	1.69%	0.49%	1.22%	0.92%	0.98%	1.56%	2.22%	0.28%	1.69%	1.94%	2.89%	4.59%	1.68%	1.42%	1.42%	1.37%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1445	25	44	45	8	43	11	39	20	83	65	51	45	64	66	11	12	5	11	53	37	15	32	37	14	32	9	36	11	15	8	4	8	6	8	25	28	29	17	22	11	35	4	11	2	25	3	8	21	29	44	3	10	26	7	1	42	1	1	4	7	43	13					
		3.83%	2.67%	3.86%	4.12%	3.41%	4.39%	3.49%	5.54%	3.66%	6.88%	5.34%	4.29%	4.60%	5.30%	6.74%	2.96%	3.02%	1.67%	2.69%	4.42%	3.59%	2.56%	3.80%	3.67%	2.97%	5.35%	2.86%	5.38%	3.08%	3.79%	1.90%	1.50%	1.55%	2.02%	2.26%	5.63%	5.70%	5.34%	4.98%	1.98%	2.21%	5.68%	3.60%	1.96%	0.61%	2.69%	2.23%	1.69%	3.48%	3.23%	4.52%	1.47%	3.12%	3.86%	2.02%	0.84%	3.39%	0.72%	1.14%	3.36%	3.31%	4.09%	1.99%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1491	21	47	30	7	37	8	15	15	24	33	35	18	20	28	19	30	15	32	49	53	28	42	65	41	62	20	21	14	11	23	6	13	9	16	28	20	11	17	72	14	23	14	18	14	41	7	9	16	42	32	8	3	20	13	3	70	4	6	3	8	42	26					
		3.95%	2.24%	4.13%	2.74%	2.99%	3.78%	2.53%	2.13%	2.74%	1.99%	2.71%	2.94%	1.84%	1.65%	2.86%	5.12%	7.55%	5.03%	7.84%	4.08%	5.15%	4.79%	4.99%	6.46%	8.70%	10.36%	6.36%	3.14%	3.93%	2.78%	5.47%	2.25%	2.52%	3.04%	4.53%	6.30%	4.07%	2.02%	4.98%	6.49%	2.81%	3.73%	12.61%	3.21%	4.29%	4.42%	5.22%	1.90%	2.65%	4.68%	3.29%	3.94%	0.93%	2.97%	3.76%	2.54%	5.65%	2.89%	6.89%	2.52%	3.79%	3.99%	3.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1331	25	39	60	7	47	11	31	13	38	53	42	49	57	44	16	5	6	10	49	32	12	25	50	17	34	6	33	15	23	6	1	8	6	8	19	38	19	15	34	14	21	2	9	5	36	0	6	31	33	52	4	5	8	7	2	37	3	5	1	7	22	18					
		3.53%	2.67%	3.42%	5.49%	2.99%	4.80%	3.49%	4.40%	2.38%	3.15%	4.35%	3.53%	5.01%	4.72%	4.49%	4.31%	1.25%	2.01%	2.45%	4.08%	3.10%	2.05%	2.97%	4.97%	3.60%	5.68%	1.91%	4.94%	4.21%	5.82%	1.42%	0.37%	1.55%	2.02%	2.26%	4.27%	7.73%	3.49%	4.39%	3.06%	2.81%	3.40%	1.80%	1.60%	1.53%	3.88%	0.0%	1.26%	5.14%	3.67%	5.34%	1.97%	1.56%	1.18%	2.02%	1.69%	2.99%	2.17%	5.74%	0.84%	3.31%	2.09%	2.75%					
22	"5. ""За Русь Святую"""	208	1	1	6	0	5	3	3	4	6	5	7	4	3	1	2	1	0	4	13	1	4	8	4	4	2	1	4	2	2	1	2	2	5	6	8	3	3	1	7	2	1	0	5	5	0	0	2	7	10	6	4	2	4	3	0	10	0	0	0	3	5	0					
		0.55%	0.10%	0.08%	0.54%	0.0%	0.51%	0.95%	0.42%	0.73%	0.49%	0.41%	0.58%	0.40%	0.24%	0.10%	0.53%	0.25%	0.0%	0.98%	1.08%	0.09%	0.68%	0.95%	0.39%	0.84%	0.33%	0.31%	0.59%	0.56%	0.50%	0.23%	0.75%	0.38%	1.68%	1.69%	1.80%	0.61%	0.55%	0.29%	0.63%	0.40%	0.16%	0.0%	0.89%	1.53%	0.0%	0.0%	0.42%	1.16%	1.11%	0.61%	1.97%	0.62%	0.59%	0.86%	0.0%	0.80%	0.0%	0.0%	0.0%	1.42%	0.47%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	112	6	6	1	2	3	1	1	3	2	2	0	3	0	1	3	3	2	2	6	2	2	1	2	1	0	1	1	4	2	0	1	0	2	5	1	0	0	1	2	2	2	1	4	1	6	0	0	1	8	1	0	4	2	1	0	0	1	0	0	0	2	1					
		0.29%	0.64%	0.52%	0.09%	0.85%	0.30%	0.31%	0.14%	0.54%	0.16%	0.16%	0.0%	0.30%	0.0%	0.10%	0.80%	0.75%	0.67%	0.49%	0.50%	0.19%	0.34%	0.11%	0.19%	0.21%	0.0%	0.31%	0.14%	1.12%	0.50%	0.0%	0.37%	0.0%	0.67%	1.41%	0.22%	0.0%	0.0%	0.29%	0.18%	0.40%	0.32%	0.90%	0.71%	0.30%	0.64%	0.0%	0.0%	0.16%	0.89%	0.10%	0.0%	1.25%	0.29%	0.28%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.19%	0.15%					
24	"7. ""Новый курс - Автомобильная Россия"""	276	5	9	2	0	6	3	1	0	7	7	16	9	9	13	2	0	1	4	5	5	3	4	9	2	3	1	13	5	3	0	2	6	0	2	3	2	2	2	18	4	4	0	5	3	5	1	2	3	13	18	2	1	1	1	0	13	1	1	0	0	7	7					
		0.73%	0.53%	0.79%	0.18%	0.0%	0.61%	0.95%	0.14%	0.0%	0.58%	0.57%	1.34%	0.92%	0.74%	1.32%	0.53%	0.0%	0.33%	0.98%	0.41%	0.48%	0.51%	0.47%	0.89%	0.42%	0.50%	0.31%	1.94%	1.40%	0.75%	0.0%	0.75%	1.16%	0.0%	0.56%	0.67%	0.40%	0.36%	0.58%	1.62%	0.80%	0.64%	0.0%	0.89%	0.92%	0.53%	0.74%	0.42%	0.49%	1.44%	1.85%	0.98%	0.31%	0.14%	0.28%	0.0%	1.05%	0.72%	1.14%	0.0%	0.0%	0.66%	1.07%					
25	"8. ""Народно-республиканская партия России"""	61	2	1	1	0	1	1	1	1	3	0	2	0	1	1	2	0	1	0	2	1	1	3	1	0	0	0	2	0	1	1	0	1	0	1	4	0	0	1	2	0	0	0	2	0	2	0	0	2	2	0	0	2	2	0	0	4	1	0	0	0	1	4					
		0.16%	0.21%	0.08%	0.09%	0.0%	0.10%	0.31%	0.14%	0.18%	0.24%	0.0%	0.16%	0.0%	0.08%	0.10%	0.53%	0.0%	0.33%	0.0%	0.16%	0.09%	0.17%	0.35%	0.09%	0.0%	0.0%	0.0%	0.29%	0.0%	0.25%	0.23%	0.0%	0.19%	0.0%	0.28%	0.90%	0.0%	0.0%	0.29%	0.18%	0.0%	0.0%	0.0%	0.35%	0.0%	0.21%	0.0%	0.0%	0.33%	0.22%	0.0%	0.0%	0.62%	0.29%	0.0%	0.0%	0.32%	0.72%	0.0%	0.0%	0.0%	0.09%	0.61%					
26	"9. ""Российская экологическая партия ""Зеленые"""	140	4	6	5	0	2	1	1	2	7	10	2	2	4	3	0	0	2	0	3	5	5	5	5	1	5	0	2	1	2	0	3	0	2	0	2	6	0	2	1	1	1	1	0	1	2	0	1	2	0	8	0	0	2	2	0	6	0	1	0	1	3	7					
		0.37%	0.42%	0.52%	0.45%	0.0%	0.20%	0.31%	0.14%	0.36%	0.58%	0.82%	0.16%	0.20%	0.33%	0.30%	0.0%	0.0%	0.67%	0.0%	0.25%	0.48%	0.85%	0.59%	0.49%	0.21%	0.83%	0.0%	0.29%	0.28%	0.50%	0.0%	1.12%	0.0%	0.67%	0.0%	0.45%	1.22%	0.0%	0.58%	0.09%	0.20%	0.16%	0.90%	0.0%	0.30%	0.21%	0.0%	0.21%	0.33%	0.0%	0.82%	0.0%	0.0%	0.29%	0.57%	0.0%	0.48%	0.0%	1.14%	0.0%	0.47%	0.28%	1.07%					
27	"10. ""Аграрная партия России"""	950	20	25	12	7	20	3	11	9	23	21	29	15	26	19	14	6	10	10	28	20	4	21	20	8	9	8	8	8	13	12	1	15	7	12	8	11	11	5	14	9	37	0	23	7	32	6	25	11	44	39	5	14	56	8	6	57	2	2	1	0	32	11					
		2.52%	2.13%	2.19%	1.09%	2.99%	2.04%	0.95%	1.56%	1.64%	1.90%	1.72%	2.44%	1.53%	2.15%	1.94%	3.77%	1.51%	3.35%	2.45%	2.33%	1.94%	0.68%	2.49%	1.98%	1.69%	1.50%	2.54%	1.19%	2.24%	3.29%	2.85%	0.37%	2.91%	2.36%	3.39%	1.80%	2.24%	2.02%	1.46%	1.26%	1.81%	6.00%	0.0%	4.10%	2.14%	3.45%	4.47%	5.28%	1.82%	4.90%	4.01%	2.46%	4.37%	8.32%	2.31%	5.08%	4.60%	1.44%	2.29%	0.84%	0.0%	3.04%	1.68%					
28	"11. ""Истинные патриоты России"""	56	0	1	0	0	2	0	5	0	0	0	0	2	1	2	0	2	1	1	0	0	0	4	1	0	3	2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	2	0	0	1	0	2	1	0	0	2	0	0	1	7	0	0	1	4	1					
		0.14%	0.0%	0.08%	0.0%	0.0%	0.20%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.20%	0.08%	0.20%	0.0%	0.50%	0.33%	0.24%	0.0%	0.0%	0.0%	0.47%	0.09%	0.0%	0.50%	0.63%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.29%	0.09%	0.20%	0.16%	0.0%	0.17%	0.61%	0.0%	0.0%	0.21%	0.0%	0.22%	0.10%	0.0%	0.0%	0.29%	0.0%	0.0%	0.08%	5.07%	0.0%	0.0%	0.47%	0.38%	0.15%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	679	16	13	23	3	12	3	16	8	18	19	17	15	21	18	10	9	3	12	32	27	11	13	21	11	10	7	10	11	10	2	3	7	5	7	10	8	10	4	15	5	9	0	9	9	17	1	8	13	18	17	4	3	10	9	1	35	4	3	1	3	21	9					
		1.80%	1.71%	1.14%	2.10%	1.28%	1.22%	0.95%	2.27%	1.46%	1.49%	1.56%	1.43%	1.53%	1.74%	1.83%	2.69%	2.26%	1.00%	2.94%	2.66%	2.62%	1.88%	1.54%	2.08%	2.33%	1.67%	2.22%	1.49%	3.08%	2.53%	0.47%	1.12%	1.36%	1.68%	1.98%	2.25%	1.62%	1.84%	1.17%	1.35%	1.00%	1.46%	0.0%	1.60%	2.76%	1.83%	0.74%	1.69%	2.15%	2.00%	1.74%	1.97%	0.93%	1.48%	2.60%	0.84%	2.82%	2.89%	3.44%	0.84%	1.42%	1.99%	1.37%					
30	"13. ""Демократическая партия России"""	89	1	2	2	1	2	3	1	0	0	2	2	4	1	3	0	0	0	0	2	4	2	0	1	1	1	0	8	2	1	0	0	2	2	1	2	1	2	1	2	1	1	0	4	5	1	1	0	1	2	2	0	2	3	0	0	4	0	0	0	0	0	3					
		0.23%	0.10%	0.17%	0.18%	0.42%	0.20%	0.95%	0.14%	0.0%	0.0%	0.16%	0.16%	0.40%	0.08%	0.30%	0.0%	0.0%	0.0%	0.0%	0.16%	0.38%	0.34%	0.0%	0.09%	0.21%	0.16%	0.0%	1.19%	0.56%	0.25%	0.0%	0.0%	0.38%	0.67%	0.28%	0.45%	0.20%	0.36%	0.29%	0.18%	0.20%	0.16%	0.0%	0.71%	1.53%	0.10%	0.74%	0.0%	0.16%	0.22%	0.20%	0.0%	0.62%	0.44%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%					
31	"14. ""Великая Россия - Евразийский Союз"""	62	5	0	2	0	2	1	0	1	1	0	5	0	2	0	0	1	1	0	1	1	1	2	0	1	0	2	4	0	0	0	2	0	1	1	2	0	3	0	4	0	0	0	0	0	1	0	3	1	0	0	0	1	0	2	0	2	0	2	1	1	0	2					
		0.16%	0.53%	0.0%	0.18%	0.0%	0.20%	0.31%	0.0%	0.18%	0.08%	0.0%	0.42%	0.0%	0.16%	0.0%	0.0%	0.25%	0.33%	0.0%	0.08%	0.09%	0.17%	0.23%	0.0%	0.21%	0.0%	0.63%	0.59%	0.0%	0.0%	0.0%	0.75%	0.0%	0.33%	0.28%	0.45%	0.0%	0.55%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.63%	0.16%	0.0%	0.0%	0.0%	0.31%	0.0%	0.57%	0.0%	0.16%	0.0%	2.29%	0.84%	0.47%	0.0%	0.30%					
32	"15. ""Партия СЛОН"""	54	4	3	2	0	0	1	0	0	3	0	0	0	3	2	0	0	0	0	0	1	5	4	3	1	0	0	2	0	0	0	0	0	1	1	0	0	2	0	2	0	1	0	0	3	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	3					
		0.14%	0.42%	0.26%	0.18%	0.0%	0.0%	0.31%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.24%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.85%	0.47%	0.29%	0.21%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.28%	0.0%	0.0%	0.36%	0.0%	0.18%	0.0%	0.16%	0.0%	0.0%	0.92%	0.10%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.09%	0.45%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3394	83	101	106	17	88	21	81	64	144	129	102	116	134	107	30	31	26	47	102	94	60	69	88	44	49	24	108	38	54	22	24	31	25	46	42	46	83	47	55	44	41	3	38	14	37	2	30	52	76	98	13	23	51	18	12	116	4	4	18	10	57	55					
		9.00%	8.87%	8.87%	9.70%	7.26%	8.99%	6.66%	11.52%	11.72%	11.94%	10.60%	8.59%	11.86%	11.11%	10.92%	8.08%	7.80%	8.72%	11.51%	8.50%	9.13%	10.27%	8.20%	8.74%	9.34%	8.19%	7.64%	16.16%	10.67%	13.67%	5.23%	9.02%	6.03%	8.44%	13.03%	9.45%	9.36%	15.28%	13.78%	4.96%	8.85%	6.65%	2.70%	6.78%	4.29%	3.99%	1.49%	6.34%	8.63%	8.47%	10.08%	6.40%	7.18%	7.57%	5.21%	10.16%	9.37%	2.89%	4.59%	15.12%	4.73%	5.42%	8.42%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	91	1	2	3	0	2	1	2	0	2	2	1	2	0	2	1	2	0	0	1	5	1	0	0	0	0	3	3	0	0	0	1	1	0	3	4	3	2	2	3	2	4	0	7	1	0	1	0	0	4	1	1	2	1	0	1	6	1	1	0	1	0	2					
		0.24%	0.10%	0.17%	0.27%	0.0%	0.20%	0.31%	0.28%	0.0%	0.16%	0.16%	0.08%	0.20%	0.0%	0.20%	0.26%	0.50%	0.0%	0.0%	0.08%	0.48%	0.17%	0.0%	0.0%	0.0%	0.0%	0.95%	0.44%	0.0%	0.0%	0.0%	0.37%	0.19%	0.0%	0.84%	0.90%	0.61%	0.36%	0.58%	0.27%	0.40%	0.64%	0.0%	1.24%	0.30%	0.0%	0.74%	0.0%	0.0%	0.44%	0.10%	0.49%	0.62%	0.14%	0.0%	0.84%	0.48%	0.72%	1.14%	0.0%	0.47%	0.0%	0.30%					
35	"18. ""ЛДПР"""	4505	127	156	144	23	133	32	89	71	179	133	160	127	171	120	35	32	21	41	153	87	64	86	139	47	76	49	79	33	31	47	19	48	29	25	36	43	61	25	109	58	54	9	79	47	130	15	93	76	115	84	18	60	85	47	19	107	15	13	12	18	134	137					
		11.95%	13.58%	13.70%	13.18%	9.82%	13.59%	10.15%	12.66%	13.00%	14.84%	10.93%	13.47%	12.98%	14.17%	12.25%	9.43%	8.06%	7.04%	10.04%	12.76%	8.45%	10.95%	10.22%	13.81%	9.97%	12.70%	15.60%	11.82%	9.26%	7.84%	11.19%	7.14%	9.33%	9.79%	7.08%	8.10%	8.75%	11.23%	7.33%	9.83%	11.67%	8.76%	8.10%	14.10%	14.41%	14.02%	11.19%	19.66%	12.62%	12.82%	8.64%	8.86%	18.75%	12.63%	13.62%	16.10%	8.64%	10.86%	14.94%	10.08%	8.53%	12.74%	20.98%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1489	38	53	43	9	34	9	18	17	32	42	47	55	46	25	19	22	17	32	34	40	20	27	34	12	23	18	20	14	13	10	63	59	8	14	15	31	25	14	27	18	29	8	19	9	50	2	18	28	22	28	4	19	25	14	0	30	8	9	8	15	35	12					
		3.95%	4.06%	4.65%	3.93%	3.84%	3.47%	2.85%	2.56%	3.11%	2.65%	3.45%	3.95%	5.62%	3.81%	2.55%	5.12%	5.54%	5.70%	7.84%	2.83%	3.88%	3.42%	3.21%	3.37%	2.54%	3.84%	5.73%	2.99%	3.93%	3.29%	2.38%	23.68%	11.47%	2.70%	3.96%	3.37%	6.31%	4.60%	4.10%	2.43%	3.62%	4.70%	7.20%	3.39%	2.76%	5.39%	1.49%	3.80%	4.65%	2.45%	2.88%	1.97%	5.93%	3.71%	4.05%	0.0%	2.42%	5.79%	10.34%	6.72%	7.10%	3.33%	1.83%					
37	"20. ""Политическая партия ""Единая Россия"""	14856	410	421	393	108	361	147	265	237	431	489	473	344	468	368	152	173	128	149	442	395	229	311	371	187	175	87	218	141	159	228	101	210	137	154	162	175	160	130	530	214	251	52	234	150	404	70	212	231	346	371	117	134	248	172	54	482	69	24	51	101	427	223					
		39.41%	43.85%	36.99%	35.98%	46.15%	36.91%	46.66%	37.69%	43.40%	35.73%	40.21%	39.84%	35.17%	38.80%	37.58%	40.97%	43.57%	42.95%	36.51%	36.86%	38.38%	39.21%	36.97%	36.87%	39.70%	29.26%	27.70%	32.63%	39.60%	40.25%	54.28%	37.96%	40.85%	46.28%	43.62%	36.48%	35.64%	29.46%	38.12%	47.83%	43.05%	40.74%	46.84%	41.78%	46.01%	43.58%	52.23%	44.82%	38.37%	38.57%	38.16%	57.63%	41.87%	36.84%	49.85%	45.76%	38.96%	49.99%	27.58%	42.85%	47.86%	40.62%	34.15%					
38	"21. ""Российская Конституционно-демократическая партия"""	90	2	0	0	1	3	0	0	0	3	1	1	1	3	2	1	2	0	2	2	1	0	1	1	0	3	0	0	1	2	3	1	3	0	1	0	3	1	4	2	1	1	0	1	2	2	2	0	3	8	2	1	1	0	1	3	2	0	0	1	3	3	2					
		0.23%	0.21%	0.0%	0.0%	0.42%	0.30%	0.0%	0.0%	0.0%	0.24%	0.08%	0.08%	0.10%	0.24%	0.20%	0.26%	0.50%	0.0%	0.49%	0.16%	0.09%	0.0%	0.11%	0.09%	0.0%	0.50%	0.0%	0.0%	0.28%	0.50%	0.71%	0.37%	0.58%	0.0%	0.28%	0.0%	0.61%	0.18%	1.17%	0.18%	0.20%	0.16%	0.0%	0.17%	0.61%	0.21%	1.49%	0.0%	0.49%	0.89%	0.20%	0.49%	0.31%	0.0%	0.28%	2.54%	0.16%	0.0%	0.0%	0.84%	1.42%	0.28%	0.30%					
39	"22. ""Развитие предпринимательства"""	298	3	8	7	1	20	3	9	6	14	15	12	11	11	6	4	3	3	3	8	8	5	4	9	3	8	1	14	2	4	1	1	4	1	2	9	1	7	2	3	2	4	2	2	4	9	0	0	11	4	6	0	0	2	0	0	3	1	0	0	1	6	5					
