Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Буздякская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	278	3	6	1	0	2	1	35	30	28	8	3	2	5	1	0	3	3	3	8	4	1	2	2	8	2	2	0	2	3	2	3	15	5	1	18	8	2	12	4	1	3	6	2	1	4	0	8	3	3	2	2	3	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	242	3	6	0	0	2	0	35	30	22	8	3	1	5	1	0	3	3	3	8	3	1	1	1	8	1	1	0	0	1	1	2	15	3	0	18	8	0	11	4	0	3	6	2	1	4	0	6	1	3	2	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	2	1	0	0	0	0	11	5	5	1	0	0	2	0	1	1	4	0	1	2	2	0	0	2	2	0	0	0	0	1	3	4	1	1	1	2	1	0	0	0	0	1	1	0	2	0	0	2	1	2	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	36	0	0	1	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	2	2	1	1	0	2	1	0	0	2	1	0	1	0	0	0	0	0	0	2	2	0	0	0	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	0	1	0	0	1	4	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	938	16	17	8	4	11	0	129	174	55	9	23	3	2	3	6	13	5	5	24	13	8	12	12	39	10	5	3	6	24	7	2	26	10	0	4	14	6	42	2	2	1	2	0	0	30	0	30	37	15	10	35	20	4					
		4.68%	7.08%	4.68%	4.15%	3.57%	1.99%	0.00%	7.32%	8.38%	2.55%	2.57%	8.01%	4.23%	0.42%	1.52%	2.88%	3.71%	1.32%	2.51%	4.33%	5.04%	8.42%	6.90%	5.48%	7.54%	3.80%	4.07%	1.86%	2.64%	4.81%	3.78%	0.50%	4.38%	3.45%	0.00%	1.38%	4.07%	3.97%	8.82%	0.87%	1.57%	0.94%	0.33%	0.00%	0.00%	6.48%	0.00%	6.20%	11.78%	6.05%	2.82%	8.14%	5.90%	2.47%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	812	4	17	12	4	16	0	133	95	45	10	26	6	3	7	4	10	8	7	17	15	4	7	3	45	15	8	1	6	23	2	2	27	15	0	1	11	2	24	2	1	1	2	4	2	41	1	36	29	9	11	20	12	6					
		4.05%	1.77%	4.68%	6.22%	3.57%	2.89%	0.00%	7.55%	4.58%	2.09%	2.86%	9.06%	8.45%	0.64%	3.55%	1.92%	2.86%	2.11%	3.52%	3.07%	5.81%	4.21%	4.02%	1.37%	8.70%	5.70%	6.50%	0.62%	2.64%	4.61%	1.08%	0.50%	4.55%	5.17%	0.00%	0.34%	3.20%	1.32%	5.04%	0.87%	0.79%	0.94%	0.33%	2.78%	2.17%	8.86%	3.23%	7.44%	9.24%	3.63%	3.11%	4.65%	3.54%	3.70%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	1	0	2	0	0	0	11	19	4	1	1	0	0	0	0	0	5	1	2	0	0	0	0	5	0	0	0	0	2	0	0	3	0	0	0	3	0	3	0	0	0	0	0	0	2	0	7	1	0	2	1	0	0					
		0.38%	0.44%	0.00%	1.04%	0.00%	0.00%	0.00%	0.62%	0.92%	0.19%	0.29%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.50%	0.36%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.87%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	1.45%	0.32%	0.00%	0.56%	0.23%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2910	45	66	23	21	62	1	234	391	582	106	37	0	41	11	6	32	53	7	72	51	13	22	32	99	24	18	4	4	34	10	55	76	22	7	92	32	7	56	6	2	0	61	5	6	114	2	67	43	23	20	74	31	8					
		14.52%	19.91%	18.18%	11.92%	18.75%	11.21%	2.38%	13.28%	18.83%	27.02%	30.29%	12.89%	0.00%	8.69%	5.58%	2.88%	9.14%	13.98%	3.52%	12.99%	19.77%	13.68%	12.64%	14.61%	19.15%	9.13%	14.63%	2.48%	1.76%	6.81%	5.41%	13.85%	12.79%	7.59%	6.86%	31.72%	9.30%	4.64%	11.76%	2.61%	1.57%	0.00%	10.17%	3.47%	6.52%	24.62%	6.45%	13.84%	13.69%	9.27%	5.65%	17.21%	9.14%	4.94%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	144	4	4	0	1	0	0	28	63	5	0	2	0	0	0	0	1	3	2	0	0	2	0	0	5	0	0	0	0	2	1	0	3	0	0	0	1	0	5	0	0	0	0	0	0	1	0	1	2	1	0	5	0	2					
		0.72%	1.77%	1.10%	0.00%	0.89%	0.00%	0.00%	1.59%	3.03%	0.23%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.29%	0.79%	1.01%	0.00%	0.00%	2.11%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.40%	0.54%	0.00%	0.51%	0.00%	0.00%	0.00%	0.29%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.21%	0.64%	0.40%	0.00%	1.16%	0.00%	1.23%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14787	152	251	143	82	464	41	1118	1300	1446	217	196	62	426	159	191	255	303	163	434	177	68	132	172	304	214	91	153	211	410	165	338	446	243	94	189	283	133	342	220	122	104	535	135	84	267	28	325	199	192	310	281	276	141					
		73.80%	67.26%	69.15%	74.09%	73.21%	83.91%	97.62%	63.45%	62.62%	67.13%	62.00%	68.29%	87.32%	90.25%	80.71%	91.83%	72.86%	79.95%	81.91%	78.34%	68.60%	71.58%	75.86%	78.54%	58.80%	81.37%	73.98%	95.03%	92.95%	82.16%	89.19%	85.14%	75.08%	83.79%	92.16%	65.17%	82.27%	88.08%	71.85%	95.65%	96.06%	98.11%	89.17%	93.75%	91.30%	57.67%	90.32%	67.15%	63.38%	77.42%	87.57%	65.35%	81.42%	87.04%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	73	1	5	0	0	0	0	5	28	3	1	0	0	0	0	1	1	1	2	0	0	0	1	0	4	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	3	2	0	5	0	1					
		0.36%	0.44%	1.38%	0.00%	0.00%	0.00%	0.00%	0.28%	1.35%	0.14%	0.29%	0.00%	0.00%	0.00%	0.00%	0.48%	0.29%	0.26%	1.01%	0.00%	0.00%	0.00%	0.57%	0.00%	0.77%	0.00%	0.81%	0.00%	0.00%	0.20%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.83%	0.96%	0.81%	0.00%	1.16%	0.00%	0.62%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
