Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Солигаличская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	327	22	4	1	15	16	4	6	20	13	18	1	16	6	23	1	15	2	0	8	26	33	31	46					
		5.57%	9.78%	2.40%	0.96%	6.85%	20.00%	4.71%	7.50%	16.26%	13.13%	7.83%	1.85%	9.09%	3.23%	8.78%	1.75%	5.93%	2.63%	0.00%	3.69%	3.92%	3.88%	3.81%	5.99%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3	4	4					
		0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.35%	0.49%	0.52%					
20	3.Политическая партия «Демократическая партия России»	9	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	1	2	0	1	0					
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.87%	0.00%	0.00%	0.00%	0.38%	0.00%	0.40%	0.00%	0.00%	0.46%	0.30%	0.00%	0.12%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	504	24	3	3	23	9	8	1	13	3	19	5	15	13	21	2	20	5	3	25	37	94	85	73					
		8.58%	10.67%	1.80%	2.88%	10.50%	11.25%	9.41%	1.25%	10.57%	3.03%	8.26%	9.26%	8.52%	6.99%	8.02%	3.51%	7.91%	6.58%	3.61%	11.52%	5.58%	11.05%	10.44%	9.52%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	11	3					
		0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.30%	0.00%	1.35%	0.39%					
23	6.Политическая партия «Партия социальной справедливости»	9	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	3	0					
		0.15%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.38%	0.00%	0.40%	0.00%	0.00%	0.00%	0.15%	0.12%	0.37%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	718	25	15	6	26	15	6	7	19	6	33	5	16	12	32	2	32	15	8	35	116	105	81	101					
		12.23%	11.11%	8.98%	5.77%	11.87%	18.75%	7.06%	8.75%	15.45%	6.06%	14.35%	9.26%	9.09%	6.45%	12.21%	3.51%	12.65%	19.74%	9.64%	16.13%	17.50%	12.34%	9.95%	13.17%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	787	43	27	19	30	9	6	10	14	10	19	5	16	27	24	7	19	4	10	35	91	116	139	107					
		13.40%	19.11%	16.17%	18.27%	13.70%	11.25%	7.06%	12.50%	11.38%	10.10%	8.26%	9.26%	9.09%	14.52%	9.16%	12.28%	7.51%	5.26%	12.05%	16.13%	13.73%	13.63%	17.08%	13.95%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	28	3	0	1	2	2	0	1	0	1	0	0	3	0	2	0	2	0	0	0	0	2	5	4					
		0.48%	1.33%	0.00%	0.96%	0.91%	2.50%	0.00%	1.25%	0.00%	1.01%	0.00%	0.00%	1.70%	0.00%	0.76%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.24%	0.61%	0.52%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3372	106	118	74	119	25	60	54	52	66	135	37	105	127	154	45	160	46	62	111	375	478	439	424					
		57.43%	47.11%	70.66%	71.15%	54.34%	31.25%	70.59%	67.50%	42.28%	66.67%	58.70%	68.52%	59.66%	68.28%	58.78%	78.95%	63.24%	60.53%	74.70%	51.15%	56.56%	56.17%	53.93%	55.28%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	2	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	5	5	1					
		0.34%	0.89%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.81%	0.00%	0.43%	0.00%	0.57%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.46%	0.15%	0.59%	0.61%	0.13%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
