Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Обручевский район																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №3351	УИК №3352	УИК №3353	УИК №3354					
		11.88%	18.21%	0.46%	5.01%	16.80%	13.57%	13.04%	19.88%	13.50%	15.93%	20.64%	5.90%	13.39%	15.98%	5.98%	20.20%	14.63%	13.48%	5.03%	13.38%	3.85%	15.10%	11.63%	12.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2487	128	79	74	127	117	87	73	133	112	62	142	135	223	142	130	196	166	177	85	8	32	28	31					
		8.81%	10.69%	4.56%	5.01%	8.47%	7.52%	10.22%	8.80%	8.20%	8.11%	8.26%	6.92%	7.96%	11.80%	7.02%	9.83%	16.77%	11.19%	9.37%	10.34%	3.08%	13.06%	10.85%	14.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	336	12	7	7	20	17	15	13	21	14	10	46	14	27	10	13	12	35	9	22	1	7	2	2					
		1.19%	1.00%	0.40%	0.47%	1.33%	1.09%	1.76%	1.57%	1.29%	1.01%	1.33%	2.24%	0.83%	1.43%	0.49%	0.98%	1.03%	2.36%	0.48%	2.68%	0.38%	2.86%	0.78%	0.90%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5571	272	433	325	292	256	236	274	279	322	181	223	328	434	202	330	260	286	246	299	6	38	29	20					
		19.74%	22.72%	25.00%	22.00%	19.47%	16.46%	27.73%	33.01%	17.20%	23.32%	24.10%	10.87%	19.35%	22.96%	9.98%	24.96%	22.24%	19.27%	13.02%	36.37%	2.31%	15.51%	11.24%	9.05%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3262	242	87	44	310	214	152	143	260	229	149	59	285	224	40	263	135	214	38	112	7	4	31	20					
		11.56%	20.22%	5.02%	2.98%	20.67%	13.76%	17.86%	17.23%	16.03%	16.58%	19.84%	2.88%	16.81%	11.85%	1.98%	19.89%	11.55%	14.42%	2.01%	13.63%	2.69%	1.63%	12.02%	9.05%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12547	293	1092	931	459	699	230	139	678	448	174	1416	657	643	1449	278	356	541	1294	181	225	122	133	109					
		44.45%	24.48%	63.05%	63.03%	30.60%	44.95%	27.03%	16.75%	41.80%	32.44%	23.17%	69.01%	38.76%	34.02%	71.59%	21.03%	30.45%	36.46%	68.50%	22.02%	86.54%	49.80%	51.55%	49.32%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	263	16	4	7	19	17	4	13	9	9	4	45	7	13	10	20	15	22	10	7	0	2	5	5					
		0.93%	1.34%	0.23%	0.47%	1.27%	1.09%	0.47%	1.57%	0.55%	0.65%	0.53%	2.19%	0.41%	0.69%	0.49%	1.51%	1.28%	1.48%	0.53%	0.85%	0.00%	0.82%	1.94%	2.26%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
