Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Кишертская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	857	33	17	8	15	91	27	14	11	14	30	17	11	16	36	27	74	54	29	19	13	195	106									
		17.49%	14.35%	15.74%	6.56%	17.65%	21.67%	20.77%	20.59%	7.14%	6.80%	14.56%	12.41%	10.00%	22.54%	18.09%	19.15%	19.17%	17.20%	16.20%	29.69%	15.85%	18.90%	23.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	1	2	0	0	2	1									
		0.24%	0.43%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.78%	0.32%	1.12%	0.00%	0.00%	0.19%	0.22%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	39	0	1	0	0	4	1	0	0	1	0	0	0	1	0	1	0	1	2	1	0	21	5									
		0.80%	0.00%	0.93%	0.00%	0.00%	0.95%	0.77%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	1.41%	0.00%	0.71%	0.00%	0.32%	1.12%	1.56%	0.00%	2.03%	1.10%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	0	1	2	2	3	1	0	0	0	0	1	0	1	2	0	0	4	2	1	0	11	2									
		0.67%	0.00%	0.93%	1.64%	2.35%	0.71%	0.77%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	1.41%	1.01%	0.00%	0.00%	1.27%	1.12%	1.56%	0.00%	1.07%	0.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	635	25	10	16	6	29	15	8	23	28	21	39	40	2	23	12	32	45	25	4	14	153	65									
		12.96%	10.87%	9.26%	13.11%	7.06%	6.90%	11.54%	11.76%	14.94%	13.59%	10.19%	28.47%	36.36%	2.82%	11.56%	8.51%	8.29%	14.33%	13.97%	6.25%	17.07%	14.83%	14.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	1	0	0	0	2	0	0	0	1	0	0	1	0	1	1	2	3	1	0	1	3	1									
		0.37%	0.43%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.91%	0.00%	0.50%	0.71%	0.52%	0.96%	0.56%	0.00%	1.22%	0.29%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	275	16	6	3	2	32	14	4	5	7	8	3	2	5	9	8	24	23	10	4	3	65	22									
		5.61%	6.96%	5.56%	2.46%	2.35%	7.62%	10.77%	5.88%	3.25%	3.40%	3.88%	2.19%	1.82%	7.04%	4.52%	5.67%	6.22%	7.32%	5.59%	6.25%	3.66%	6.30%	4.82%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
