Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Сибайская городская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	213	6	13	3	1	6	1	5	4	0	3	5	19	22	5	77	4	4	1	9	9	6	1	7	2									
14	Число погашенных неиспользованных открепительных удостоверений	157	7	5	8	2	7	4	6	12	10	5	5	11	10	3	10	7	12	4	7	4	8	7	3	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	2	1	1	2	3	1	2	2	1	2	1	5	0	2	3	0	2	4	0	1	3	3	1	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	123	11	9	2	4	0	4	6	7	6	3	3	5	8	9	7	3	4	0	3	6	6	1	10	6									
		0.56%	0.64%	1.00%	0.48%	0.78%	0.00%	0.41%	0.39%	1.01%	0.49%	0.92%	0.54%	0.39%	1.24%	1.18%	0.87%	0.19%	0.33%	0.00%	0.77%	0.96%	0.76%	0.07%	1.84%	0.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	580	24	40	11	23	0	36	18	10	25	10	34	15	29	33	31	102	14	15	6	18	24	6	20	36									
		2.65%	1.40%	4.45%	2.63%	4.47%	0.00%	3.65%	1.18%	1.45%	2.05%	3.07%	6.08%	1.17%	4.51%	4.33%	3.85%	6.48%	1.17%	0.92%	1.53%	2.89%	3.06%	0.42%	3.68%	5.11%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	251	15	20	6	9	0	10	6	5	7	6	14	13	14	21	7	21	11	0	7	12	8	21	4	14									
		1.15%	0.88%	2.22%	1.44%	1.75%	0.00%	1.02%	0.39%	0.72%	0.57%	1.84%	2.50%	1.01%	2.18%	2.75%	0.87%	1.33%	0.92%	0.00%	1.79%	1.93%	1.02%	1.47%	0.74%	1.99%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13563	1156	436	269	237	583	672	983	437	928	169	235	721	265	301	494	1001	846	1288	179	328	376	1097	211	351									
		61.92%	67.48%	48.50%	64.35%	46.02%	84.49%	68.22%	64.63%	63.15%	75.94%	51.84%	42.04%	56.24%	41.21%	39.45%	61.37%	63.60%	70.68%	79.26%	45.66%	52.73%	47.90%	76.87%	38.79%	49.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	130	8	7	2	8	0	0	3	4	3	3	16	2	10	7	5	6	10	0	4	5	9	11	3	4									
		0.59%	0.47%	0.78%	0.48%	1.55%	0.00%	0.00%	0.20%	0.58%	0.25%	0.92%	2.86%	0.16%	1.56%	0.92%	0.62%	0.38%	0.84%	0.00%	1.02%	0.80%	1.15%	0.77%	0.55%	0.57%									
24	"6. Политическая партия ""Гражданская Платформа"""	44	2	3	2	3	0	0	4	1	0	0	2	1	0	3	0	3	2	0	3	1	8	3	3	0									
		0.20%	0.12%	0.33%	0.48%	0.58%	0.00%	0.00%	0.26%	0.14%	0.00%	0.00%	0.36%	0.08%	0.00%	0.39%	0.00%	0.19%	0.17%	0.00%	0.77%	0.16%	1.02%	0.21%	0.55%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1982	124	133	41	96	34	71	38	84	111	46	67	45	109	138	93	141	81	81	41	61	105	22	118	102									
		9.05%	7.24%	14.79%	9.81%	18.64%	4.93%	7.21%	2.50%	12.14%	9.08%	14.11%	11.99%	3.51%	16.95%	18.09%	11.55%	8.96%	6.77%	4.98%	10.46%	9.81%	13.38%	1.54%	21.69%	14.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	62	2	0	1	6	0	3	5	1	0	4	0	0	2	4	3	5	1	0	3	3	7	8	2	2									
		0.28%	0.12%	0.00%	0.24%	1.17%	0.00%	0.30%	0.33%	0.14%	0.00%	1.23%	0.00%	0.00%	0.31%	0.52%	0.37%	0.32%	0.08%	0.00%	0.77%	0.48%	0.89%	0.56%	0.37%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	230	14	12	5	12	14	4	4	10	9	5	9	15	8	14	13	10	18	0	6	6	8	16	8	10									
		1.05%	0.82%	1.33%	1.20%	2.33%	2.03%	0.41%	0.26%	1.45%	0.74%	1.53%	1.61%	1.17%	1.24%	1.83%	1.61%	0.64%	1.50%	0.00%	1.53%	0.96%	1.02%	1.12%	1.47%	1.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	1	1	2	1	0	0	5	0	0	0	0	2	0	1	1	1	1	0	3	0	5	7	1	0									
		0.15%	0.06%	0.11%	0.48%	0.19%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.13%	0.12%	0.06%	0.08%	0.00%	0.77%	0.00%	0.64%	0.49%	0.18%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	137	9	10	2	3	0	6	7	3	11	1	4	7	8	8	3	12	11	0	1	5	12	9	1	4									
		0.63%	0.53%	1.11%	0.48%	0.58%	0.00%	0.61%	0.46%	0.43%	0.90%	0.31%	0.72%	0.55%	1.24%	1.05%	0.37%	0.76%	0.92%	0.00%	0.26%	0.80%	1.53%	0.63%	0.18%	0.57%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3027	156	146	47	55	57	115	311	87	105	58	86	248	114	153	88	206	144	178	68	132	148	128	104	93									
		13.82%	9.11%	16.24%	11.24%	10.68%	8.26%	11.68%	20.45%	12.57%	8.59%	17.79%	15.38%	19.34%	17.73%	20.05%	10.93%	13.09%	12.03%	10.95%	17.35%	21.22%	18.85%	8.97%	19.12%	13.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	123	2	1	0	2	0	4	15	5	0	1	6	6	5	4	2	7	0	0	3	1	9	41	4	5									
		0.56%	0.12%	0.11%	0.00%	0.39%	0.00%	0.41%	0.99%	0.72%	0.00%	0.31%	1.07%	0.47%	0.78%	0.52%	0.25%	0.44%	0.00%	0.00%	0.77%	0.16%	1.15%	2.87%	0.74%	0.71%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1271	177	48	22	44	0	41	106	24	11	9	51	202	28	44	45	46	48	56	54	37	38	52	28	60									
		5.80%	10.33%	5.34%	5.26%	8.54%	0.00%	4.16%	6.97%	3.47%	0.90%	2.76%	9.12%	15.76%	4.35%	5.77%	5.59%	2.92%	4.01%	3.45%	13.78%	5.95%	4.84%	3.64%	5.15%	8.51%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
