Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:     Волоколамская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК  81	УИК  82	УИК  83	УИК  84	УИК  85	УИК  86	УИК  87	УИК  88	УИК  89	УИК  90	УИК  91	УИК  92	УИК  93	УИК  94	УИК  95	УИК  96	УИК  97	УИК  98	УИК  99	УИК  100	УИК  101	УИК  102	УИК  103	УИК  104	УИК  105	УИК  106	УИК  107	УИК  108	УИК  109	УИК  110	УИК  111	УИК  112					
		0.53%	1.80%	0.70%	0.46%	0.32%	0.0%	0.69%	0.31%	0.17%	0.55%	0.43%	0.15%	0.59%	0.0%	0.0%	0.58%	0.52%	0.42%	1.06%	0.31%	1.38%	0.21%	0.67%	1.04%	0.29%	1.04%	0.51%	0.50%	0.0%	0.67%	0.56%	0.0%	2.07%					
23	"6. ""Объединенная Российская партия ""Русь"""	36	1	1	1	3	0	3	1	0	1	1	1	1	0	5	2	1	1	0	0	0	0	0	1	1	1	0	1	2	2	2	0	3					
		0.18%	0.22%	0.17%	0.09%	0.24%	0.0%	0.23%	0.07%	0.0%	0.18%	0.21%	0.15%	0.19%	0.0%	0.95%	0.29%	0.26%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.29%	0.08%	0.0%	0.16%	0.77%	0.67%	0.37%	0.0%	0.56%					
24	"7. ""Новый курс - Автомобильная Россия"""	209	2	8	9	18	16	11	11	5	5	11	2	5	1	7	6	5	1	1	4	5	13	2	8	16	10	1	5	4	7	4	2	4					
		1.06%	0.45%	1.40%	0.83%	1.45%	1.58%	0.85%	0.86%	0.89%	0.92%	2.40%	0.30%	0.98%	0.54%	1.33%	0.88%	1.31%	0.42%	0.26%	0.63%	2.31%	0.94%	0.44%	2.08%	4.74%	0.80%	0.25%	0.83%	1.55%	2.34%	0.75%	0.40%	0.75%					
25	"8. ""Народно-республиканская партия России"""	45	2	0	1	0	2	2	2	17	1	2	1	0	1	0	2	0	1	0	0	0	0	3	1	1	2	1	1	0	0	1	1	0					
		0.22%	0.45%	0.0%	0.09%	0.0%	0.19%	0.15%	0.15%	3.04%	0.18%	0.43%	0.15%	0.0%	0.54%	0.0%	0.29%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.67%	0.26%	0.29%	0.16%	0.25%	0.16%	0.0%	0.0%	0.18%	0.20%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	53	1	1	10	2	0	4	6	2	1	0	0	1	0	4	2	1	0	1	1	0	2	2	2	0	4	0	2	0	0	0	2	2					
		0.26%	0.22%	0.17%	0.93%	0.16%	0.0%	0.30%	0.47%	0.35%	0.18%	0.0%	0.0%	0.19%	0.0%	0.76%	0.29%	0.26%	0.0%	0.26%	0.15%	0.0%	0.14%	0.44%	0.52%	0.0%	0.32%	0.0%	0.33%	0.0%	0.0%	0.0%	0.40%	0.37%					
27	"10. ""Аграрная партия России"""	640	12	12	20	37	24	35	31	10	16	14	21	22	6	17	25	15	1	20	34	6	39	25	21	11	55	21	24	5	15	22	20	4					
		3.24%	2.71%	2.10%	1.86%	3.00%	2.37%	2.70%	2.45%	1.78%	2.96%	3.05%	3.21%	4.33%	3.24%	3.24%	3.68%	3.95%	0.42%	5.34%	5.37%	2.77%	2.83%	5.61%	5.48%	3.26%	4.43%	5.35%	4.02%	1.94%	5.03%	4.17%	4.08%	0.75%					
28	"11. ""Истинные патриоты России"""	27	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	2	1	2	4	1	1	0	4					
		0.13%	0.0%	0.17%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.19%	0.54%	0.0%	0.0%	0.26%	0.0%	0.26%	0.15%	0.46%	0.07%	0.22%	0.26%	0.0%	0.16%	0.25%	0.33%	1.55%	0.33%	0.18%	0.0%	0.75%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	239	8	10	19	9	17	13	10	7	0	11	4	2	2	6	9	8	5	1	6	2	18	3	3	5	20	7	6	4	2	7	9	6					
		1.21%	1.80%	1.75%	1.76%	0.72%	1.68%	1.00%	0.79%	1.25%	0.0%	2.40%	0.61%	0.39%	1.08%	1.14%	1.32%	2.11%	2.11%	0.26%	0.94%	0.92%	1.30%	0.67%	0.78%	1.48%	1.61%	1.78%	1.00%	1.55%	0.67%	1.32%	1.84%	1.13%					
30	"13. ""Демократическая партия России"""	47	2	2	4	2	2	1	4	0	1	3	2	1	0	2	0	4	0	0	0	0	1	3	4	1	2	0	2	0	0	1	1	2					
		0.23%	0.45%	0.35%	0.37%	0.16%	0.19%	0.07%	0.31%	0.0%	0.18%	0.65%	0.30%	0.19%	0.0%	0.38%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.07%	0.67%	1.04%	0.29%	0.16%	0.0%	0.33%	0.0%	0.0%	0.18%	0.20%	0.37%					
31	"14. ""Великая Россия - Евразийский Союз"""	51	2	1	4	3	0	3	1	0	12	1	3	1	0	0	0	3	0	1	2	1	4	1	1	0	3	1	0	0	0	2	1	0					
		0.25%	0.45%	0.17%	0.37%	0.24%	0.0%	0.23%	0.07%	0.0%	2.22%	0.21%	0.45%	0.19%	0.0%	0.0%	0.0%	0.79%	0.0%	0.26%	0.31%	0.46%	0.29%	0.22%	0.26%	0.0%	0.24%	0.25%	0.0%	0.0%	0.0%	0.37%	0.20%	0.0%					
32	"15. ""Партия СЛОН"""	32	1	1	5	1	0	2	4	2	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	1	1	1	0	1	3	0					
		0.16%	0.22%	0.17%	0.46%	0.08%	0.0%	0.15%	0.31%	0.35%	0.37%	0.21%	0.0%	0.19%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.24%	0.25%	0.16%	0.38%	0.0%	0.18%	0.61%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1970	52	87	125	117	131	138	144	62	37	51	82	51	9	53	89	24	14	19	58	13	152	33	25	22	134	35	47	48	13	40	57	8					
		9.99%	11.76%	15.26%	11.62%	9.48%	12.95%	10.66%	11.38%	11.09%	6.86%	11.13%	12.53%	10.03%	4.86%	10.11%	13.12%	6.33%	5.93%	5.08%	9.17%	6.01%	11.04%	7.41%	6.52%	6.52%	10.81%	8.92%	7.88%	18.67%	4.36%	7.59%	11.65%	1.50%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	33	0	1	1	1	0	2	2	0	2	1	0	0	0	0	2	0	0	0	0	0	3	2	2	1	3	0	4	0	0	2	0	4					
		0.16%	0.0%	0.17%	0.09%	0.08%	0.0%	0.15%	0.15%	0.0%	0.37%	0.21%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.44%	0.52%	0.29%	0.24%	0.0%	0.67%	0.0%	0.0%	0.37%	0.0%	0.75%					
35	"18. ""ЛДПР"""	2669	66	60	132	161	124	175	167	68	89	44	71	83	23	80	71	59	41	37	79	25	133	54	30	38	172	42	78	33	45	102	71	216					
		13.54%	14.93%	10.52%	12.27%	13.05%	12.26%	13.52%	13.20%	12.16%	16.51%	9.60%	10.85%	16.33%	12.43%	15.26%	10.47%	15.56%	17.37%	9.89%	12.5%	11.57%	9.66%	12.13%	7.83%	11.27%	13.88%	10.71%	13.08%	12.84%	15.10%	19.35%	14.51%	40.75%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	357	12	6	18	17	12	26	25	9	13	11	16	8	0	10	9	6	4	14	20	0	32	9	6	5	29	7	6	0	11	7	8	1					
		1.81%	2.71%	1.05%	1.67%	1.37%	1.18%	2.00%	1.97%	1.61%	2.41%	2.40%	2.44%	1.57%	0.0%	1.90%	1.32%	1.58%	1.69%	3.74%	3.16%	0.0%	2.32%	2.02%	1.56%	1.48%	2.34%	1.78%	1.00%	0.0%	3.69%	1.32%	1.63%	0.18%					
37	"20. ""Политическая партия ""Единая Россия"""	7250	166	217	374	456	330	479	452	207	187	165	278	186	74	193	286	188	95	139	252	113	489	170	126	142	495	168	242	76	104	164	194	43					
		36.80%	37.55%	38.07%	34.79%	36.98%	32.64%	37.01%	35.73%	37.03%	34.69%	36.02%	42.50%	36.61%	40.0%	36.83%	42.18%	49.60%	40.25%	37.16%	39.87%	52.31%	35.53%	38.20%	32.89%	42.13%	39.95%	42.85%	40.60%	29.57%	34.89%	31.11%	39.67%	8.11%					
38	"21. ""Российская Конституционно-демократическая партия"""	28	1	1	2	1	1	0	2	1	2	1	3	0	0	0	1	1	0	1	0	0	3	0	2	1	2	0	0	0	1	1	0	0					
		0.14%	0.22%	0.17%	0.18%	0.08%	0.09%	0.0%	0.15%	0.17%	0.37%	0.21%	0.45%	0.0%	0.0%	0.0%	0.14%	0.26%	0.0%	0.26%	0.0%	0.0%	0.21%	0.0%	0.52%	0.29%	0.16%	0.0%	0.0%	0.0%	0.33%	0.18%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	49	0	0	0	0	2	0	7	2	4	0	2	0	0	2	4	1	1	0	0	1	6	0	1	0	2	2	1	2	1	2	2	4					
		0.24%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.55%	0.35%	0.74%	0.0%	0.30%	0.0%	0.0%	0.38%	0.58%	0.26%	0.42%	0.0%	0.0%	0.46%	0.43%	0.0%	0.26%	0.0%	0.16%	0.51%	0.16%	0.77%	0.33%	0.37%	0.40%	0.75%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2078	36	60	134	152	118	145	148	75	44	64	54	61	21	66	66	21	17	65	78	15	159	38	44	31	86	42	58	23	28	76	44	9					
		10.54%	8.14%	10.52%	12.46%	12.32%	11.67%	11.20%	11.69%	13.41%	8.16%	13.97%	8.25%	12.00%	11.35%	12.59%	9.73%	5.54%	7.20%	17.37%	12.34%	6.94%	11.55%	8.53%	11.48%	9.19%	6.94%	10.71%	9.73%	8.94%	9.39%	14.42%	8.99%	1.69%					
																																							
41	Против всех	1342	24	22	67	74	105	80	107	34	41	28	31	26	17	29	33	6	19	26	14	13	115	30	20	20	79	21	30	17	27	31	24	132					
		6.81%	5.42%	3.85%	6.23%	6.00%	10.38%	6.18%	8.45%	6.08%	7.60%	6.11%	4.74%	5.11%	9.18%	5.53%	4.86%	1.58%	8.05%	6.95%	2.21%	6.01%	8.35%	6.74%	5.22%	5.93%	6.37%	5.35%	5.03%	6.61%	9.06%	5.88%	4.90%	24.90%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
