Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Саракташская 																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484					
		15.12%	6.75%	5.11%	3.77%	4.54%	3.80%	15.06%	20.41%	10.63%	16.96%	43.07%	32.73%	30.94%	32.54%	17.96%	25.29%	23.14%	24.53%	44.99%	8.00%	10.94%	26.87%	23.28%	5.0%	11.86%	16.23%	23.89%	24.24%	12.57%	30.88%	22.98%	26.79%	17.96%	14.59%	24.29%	26.13%	10.36%	18.05%	14.91%	7.80%	12.14%	22.03%	10.22%	29.91%	25.10%	25.64%	16.35%					
28	"11. ""Истинные патриоты России"""	34	2	1	9	0	1	2	0	0	1	0	2	0	0	3	0	0	0	0	0	2	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	2	0	2	0	1	0	0	0	0	0	1					
		0.18%	0.12%	0.08%	0.78%	0.0%	0.10%	0.28%	0.0%	0.0%	0.89%	0.0%	0.59%	0.0%	0.0%	1.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.22%	0.0%	2.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.33%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	122	16	12	12	14	3	8	2	0	0	0	1	3	0	0	5	2	0	0	4	4	4	2	0	1	3	0	0	1	0	0	3	0	0	3	0	5	0	3	2	0	0	0	3	1	1	4					
		0.67%	0.99%	1.05%	1.05%	0.94%	0.30%	1.14%	0.83%	0.0%	0.0%	0.0%	0.29%	0.85%	0.0%	0.0%	1.48%	0.59%	0.0%	0.0%	0.86%	0.46%	0.88%	0.59%	0.0%	0.84%	1.57%	0.0%	0.0%	0.28%	0.0%	0.0%	1.96%	0.0%	0.0%	1.21%	0.0%	1.29%	0.0%	0.50%	0.97%	0.0%	0.0%	0.0%	0.51%	0.41%	0.36%	1.86%					
30	"13. ""Демократическая партия России"""	46	1	8	0	7	0	2	0	0	0	1	0	0	0	1	1	0	1	0	5	1	2	1	1	0	2	0	0	0	1	1	0	2	0	1	0	1	0	3	2	0	0	0	1	0	0	0					
		0.25%	0.06%	0.70%	0.0%	0.47%	0.0%	0.28%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.59%	0.29%	0.0%	0.26%	0.0%	1.08%	0.11%	0.44%	0.29%	1.0%	0.0%	1.04%	0.0%	0.0%	0.0%	0.49%	0.38%	0.0%	0.47%	0.0%	0.40%	0.0%	0.25%	0.0%	0.50%	0.97%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	24	3	2	3	2	1	1	0	0	0	0	0	3	2	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0					
		0.13%	0.18%	0.17%	0.26%	0.13%	0.10%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.67%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.37%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	15	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	2	0	0	0					
		0.08%	0.06%	0.0%	0.0%	0.06%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.64%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.51%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	649	89	51	68	77	58	40	3	0	0	1	9	8	2	2	5	10	13	5	16	25	4	10	3	1	2	2	2	16	5	8	4	23	6	4	1	11	5	11	8	2	2	0	19	10	3	5					
		3.58%	5.51%	4.49%	5.96%	5.22%	5.96%	5.73%	1.25%	0.0%	0.0%	0.76%	2.67%	2.29%	0.67%	1.19%	1.48%	2.96%	3.46%	2.27%	3.46%	2.91%	0.88%	2.98%	3.0%	0.84%	1.04%	1.76%	0.75%	4.57%	2.45%	3.06%	2.61%	5.43%	4.37%	1.61%	0.50%	2.84%	2.31%	1.86%	3.90%	1.42%	1.12%	0.0%	3.24%	4.11%	1.09%	2.33%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	53	1	2	4	7	6	4	0	1	1	0	0	0	0	0	1	1	1	0	0	2	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	1	1	2	5	2	0					
		0.29%	0.06%	0.17%	0.35%	0.47%	0.61%	0.57%	0.0%	0.53%	0.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.29%	0.26%	0.0%	0.0%	0.23%	0.0%	0.0%	2.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	1.01%	0.0%	0.0%	0.56%	1.13%	0.34%	2.05%	0.73%	0.0%					
35	"18. ""ЛДПР"""	2362	213	172	195	261	181	63	26	21	8	9	10	40	15	14	50	52	82	4	60	115	51	43	5	22	7	17	32	30	21	41	10	55	19	45	47	42	7	66	44	3	9	4	51	45	6	49					
		13.04%	13.20%	15.15%	17.10%	17.70%	18.60%	9.03%	10.83%	11.17%	7.14%	6.92%	2.97%	11.46%	5.08%	8.38%	14.88%	15.43%	21.86%	1.81%	12.98%	13.38%	11.23%	12.83%	5.0%	18.64%	3.66%	15.04%	12.12%	8.57%	10.29%	15.70%	6.53%	13.00%	13.86%	18.21%	23.61%	10.88%	3.24%	11.18%	21.46%	2.14%	5.08%	4.54%	8.71%	18.51%	2.19%	22.89%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	315	37	33	22	27	17	10	2	2	2	3	4	6	4	2	4	8	4	3	5	11	12	7	3	0	7	6	3	8	0	1	1	11	2	3	0	9	5	13	4	0	2	0	6	3	2	1					
		1.73%	2.29%	2.90%	1.92%	1.83%	1.74%	1.43%	0.83%	1.06%	1.78%	2.30%	1.19%	1.71%	1.35%	1.19%	1.19%	2.37%	1.06%	1.36%	1.08%	1.28%	2.64%	2.08%	3.0%	0.0%	3.66%	5.30%	1.13%	2.28%	0.0%	0.38%	0.65%	2.60%	1.45%	1.21%	0.0%	2.33%	2.31%	2.20%	1.95%	0.0%	1.12%	0.0%	1.02%	1.23%	0.73%	0.46%					
37	"20. ""Политическая партия ""Единая Россия"""	4487	518	320	337	469	310	188	89	25	32	22	90	58	27	27	88	76	69	11	141	236	80	96	18	53	46	35	78	83	32	44	40	80	40	44	38	86	46	121	54	34	26	3	70	37	31	39					
		24.78%	32.11%	28.19%	29.56%	31.81%	31.86%	26.97%	37.08%	13.29%	28.57%	16.92%	26.78%	16.61%	9.15%	16.16%	26.19%	22.55%	18.4%	5.0%	30.51%	27.47%	17.62%	28.65%	18.0%	44.91%	24.08%	30.97%	29.54%	23.71%	15.68%	16.85%	26.14%	18.91%	29.19%	17.81%	19.09%	22.27%	21.29%	20.50%	26.34%	24.28%	14.68%	3.40%	11.96%	15.22%	11.35%	18.22%					
38	"21. ""Российская Конституционно-демократическая партия"""	58	2	5	4	7	2	3	0	0	0	0	0	3	1	0	0	5	2	0	1	3	2	0	1	0	1	0	3	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	1	4	1					
		0.32%	0.12%	0.44%	0.35%	0.47%	0.20%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.33%	0.0%	0.0%	1.48%	0.53%	0.0%	0.21%	0.34%	0.44%	0.0%	1.0%	0.0%	0.52%	0.0%	1.13%	0.0%	0.0%	0.38%	0.0%	0.23%	0.0%	0.40%	0.50%	0.25%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.17%	0.41%	1.46%	0.46%					
39	"22. ""Развитие предпринимательства"""	43	4	5	4	4	1	0	2	1	0	0	1	0	4	2	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	3	1	1	0	0	4	0	0	0	0	0	1	0	0	0					
		0.23%	0.24%	0.44%	0.35%	0.27%	0.10%	0.0%	0.83%	0.53%	0.0%	0.0%	0.29%	0.0%	1.35%	1.19%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.44%	0.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.70%	0.72%	0.40%	0.0%	0.0%	1.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4946	434	306	307	348	220	186	42	97	27	15	65	77	98	53	44	74	86	88	152	241	137	72	44	6	49	13	54	126	62	87	40	120	33	61	45	148	82	184	49	61	68	61	180	52	119	33					
		27.31%	26.90%	26.96%	26.92%	23.60%	22.61%	26.68%	17.5%	51.59%	24.10%	11.53%	19.34%	22.06%	33.22%	31.73%	13.09%	21.95%	22.93%	40.0%	32.90%	28.05%	30.17%	21.49%	44.0%	5.08%	25.65%	11.50%	20.45%	36.0%	30.39%	33.33%	26.14%	28.36%	24.08%	24.69%	22.61%	38.34%	37.96%	31.18%	23.90%	43.57%	38.41%	69.31%	30.76%	21.39%	43.58%	15.42%					
																																																					
41	Против всех	450	38	37	24	47	24	23	5	4	1	6	0	8	19	8	17	9	10	1	9	30	11	6	1	0	5	1	6	9	5	4	2	17	4	5	1	3	5	12	7	2	3	0	11	0	3	7					
		2.48%	2.35%	3.25%	2.10%	3.18%	2.46%	3.29%	2.08%	2.12%	0.89%	4.61%	0.0%	2.29%	6.44%	4.79%	5.05%	2.67%	2.66%	0.45%	1.94%	3.49%	2.42%	1.79%	1.0%	0.0%	2.61%	0.88%	2.27%	2.57%	2.45%	1.53%	1.30%	4.01%	2.91%	2.02%	0.50%	0.77%	2.31%	2.03%	3.41%	1.42%	1.69%	0.0%	1.88%	0.0%	1.09%	3.27%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
